key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	recordNumber	identifier	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	gbifID	occurrenceID	taxonID	networkKeys	individualCount	decimalLatitude	decimalLongitude	waterBody	institutionKey	collectionKey	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	institutionID	locality	fieldNumber	collectionCode	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	depthAccuracy	modified	typeStatus	otherCatalogNumbers	dynamicProperties	higherClassification	sex
3466773079	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:22.978+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	353.01	ANTARCTICA	{}	2007.0	12.0	28.0	2007-12-28	362.0	362.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']	2024-06-23T06:51:22.978+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '04d495e5-f958-409c-93c6-c83f44cdbe59'}]	[]	[]	[]	False	ASAC_3010_0660	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 43	IU-2007-58b	04d495e5-f958-409c-93c6-c83f44cdbe59	urn:lsid:marinespecies.org:taxname:172866	12/28/2007	6000	https://biodiversity.org.au/afd/taxa/56cdf101-ba25-48f4-a49c-9cfe39049206	Species	3466773079	04d495e5-f958-409c-93c6-c83f44cdbe59	172866																													
4399690894	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.141+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE			{}	1996.0	2.0	11.0	1996-02-11	42.0	42.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.141+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '5744a76a-89ec-4515-856c-3cd284d9e037'}]	[]	[]	[]	True		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/07		5744a76a-89ec-4515-856c-3cd284d9e037						4399690894	5744a76a-89ec-4515-856c-3cd284d9e037		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	3.0	-71.456667	-13.721667	Weddell Sea	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	Agassiz Trawl	WGS84	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Antarctica	39/07	OBFc	212.0 - 215.0 m	INV0001901	IORAS	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2							
4399690399	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.041+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE			{}	1996.0	2.0	24.0	1996-02-24	55.0	55.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.041+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '76f4dd9b-80f6-4c68-87a3-7e87d334c6bf'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/26		76f4dd9b-80f6-4c68-87a3-7e87d334c6bf						4399690399	76f4dd9b-80f6-4c68-87a3-7e87d334c6bf		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	-71.496667	-14.326667	Weddell Sea	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	Small Dredge	WGS84	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Antarctica	39/26	OBFc	196.0 - 228.0 m	INV0001913	IORAS	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2							
240909635	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:56.538+00:00	242	{}	HUMAN_OBSERVATION	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	216.0		{}	1996.0	2.0	24.0	1996-02-24	55.0	55.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T20:20:56.538+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:19'}]	[]	[]	[]	False	IMIS:dasid:2432	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE			urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:19	urn:lsid:marinespecies.org:taxname:172866					240909635	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:19		['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		-71.488333	-14.31								WGS84		Kapp Norvegia area		Weddell Sea macrozoobenthos EASIZ I		19	AWI				0.0	2010-05-11T18:09:00.000+00:00					
240909647	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:56.538+00:00	242	{}	HUMAN_OBSERVATION	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	212.0		{}	1996.0	2.0	11.0	1996-02-11	42.0	42.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T20:20:56.538+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:20'}]	[]	[]	[]	True	IMIS:dasid:2432	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE			urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:20	urn:lsid:marinespecies.org:taxname:172866					240909647	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:20		['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		-71.456667	-13.721666								WGS84		Kapp Norvegia area		Weddell Sea macrozoobenthos EASIZ I		20	AWI				0.0	2010-05-11T18:09:00.000+00:00					
1056632138	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:59.393+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 197', 'http://purl.org/dc/terms/created': '1187781814000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/03b0a611-6885-4d16-a825-5f4e7f89c35a'}]}	PRESERVED_SPECIMEN	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	300.0		{}	1930.0	1.0	17.0	1930-01-17	17.0	17.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:59.393+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '2251605'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 197', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/03b0a611-6885-4d16-a825-5f4e7f89c35a'}]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE			2251605						1056632138	5059704f-a9d6-4c05-b711-087c1e2473b9		['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	4.0	-66.166667	49.683333		1d808a7c-1f9e-4379-9616-edb749ecf10e			Isabella Gordon			WGS84			39	ZOO		1975.129	NHMUK						PARATYPE	NHMUK:ecatalogue:2251605	"{""associatedMediaCount"": 1, ""barcode"": ""011063075"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1313160592000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Achelia sufflata Gordon, 1944"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""BANZ Antarctic Research Expedition 1929-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056632138"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR05"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae	
1056040360	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:59.619+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 197', 'http://purl.org/dc/terms/created': '1187781814000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/03b0a611-6885-4d16-a825-5f4e7f89c35a'}]}	PRESERVED_SPECIMEN	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	300.0		{}	1930.0	1.0	17.0	1930-01-17	17.0	17.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:59.619+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '2251606'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 197', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/03b0a611-6885-4d16-a825-5f4e7f89c35a'}]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE			2251606						1056040360	43f17301-dea5-44a4-8234-4d7a6483923d		['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0	-66.2	49.616667		1d808a7c-1f9e-4379-9616-edb749ecf10e			Isabella Gordon			WGS84			40	ZOO		1975.130	NHMUK						PARATYPE	NHMUK:ecatalogue:2251606	"{""associatedMediaCount"": 1, ""barcode"": ""011063066"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1313160599000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Achelia sufflata Gordon, 1944"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""BANZ Antarctic Research Expedition 1929-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056040360"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR05"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae	FEMALE
1056255908	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:55.839+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 60', 'http://purl.org/dc/terms/created': '1187779005000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/6a501cd6-971b-4c2f-a3c6-6311a0bf849d'}]}	PRESERVED_SPECIMEN	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE			{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:55.839+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '1228483'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 60', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/6a501cd6-971b-4c2f-a3c6-6311a0bf849d'}]	[]	[]	False		Pycnogonida		[]	[]			EUROPE			1228483						1056255908	05ee2353-d804-457b-b10f-3d62bd0f1ef9		['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']					1d808a7c-1f9e-4379-9616-edb749ecf10e									41	ZOO		1942.12.30.71	NHMUK						HOLOTYPE	NHMUK:ecatalogue:1228483	"{""associatedMediaCount"": 1, ""barcode"": ""NHMUK014491422"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295886705000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Achelia sufflata Gordon, 1944"", ""determinationTypes"": null, ""donorName"": ""Douglas Mawson"", ""expedition"": ""B.A.N.Z.A.R. Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056255908"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR03"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae	
1055897208	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:57.103+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 60', 'http://purl.org/dc/terms/created': '1187779005000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/6a501cd6-971b-4c2f-a3c6-6311a0bf849d'}]}	PRESERVED_SPECIMEN	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE			{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:57.103+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '1228485'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 60', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/6a501cd6-971b-4c2f-a3c6-6311a0bf849d'}]	[]	[]	False		Pycnogonida		[]	[]			EUROPE			1228485						1055897208	23abcc94-0c1d-4ac2-b9c8-f381e61ed6be		['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']					1d808a7c-1f9e-4379-9616-edb749ecf10e									41, 42	ZOO		1942.12.30.72-75	NHMUK						PARATYPE	NHMUK:ecatalogue:1228485	"{""associatedMediaCount"": 1, ""barcode"": ""011079978"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295886707000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Achelia sufflata Gordon, 1944"", ""determinationTypes"": null, ""donorName"": ""Douglas Mawson"", ""expedition"": ""B.A.N.Z.A.R. Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055897208"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR03"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae	
318003307	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.616+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	216.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.616+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21394'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003307					-71.4883	-14.31								WGS84				SOMBASE Pycnogonids		21394	BAS				0.0						
