key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	vernacularName	institutionCode	locality	county	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	waterBody	higherGeography	modified	collectionKey	datasetName	preparations	institutionID	verbatimEventDate	higherClassification	collectionID	verbatimDepth	typeStatus	references	datasetID	scientificNameID	bibliographicCitation	depth	depthAccuracy	sex	dateIdentified	recordedBy	habitat	nomenclaturalCode	eventRemarks	fieldNumber	language	type	locationID	occurrenceRemarks
3970759037	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.451+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118255	1	54	354	9477065	6313	2118237	2118255	2118255	Tanystylum ulreungum Kim, 1983	Tanystylum ulreungum Kim, 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum ulreungum	Tanystylum	ulreungum	SPECIES	ACCEPTED	NE	38.291417	128.58875	ASIA	Gangwon-do	{}	2021	10	14	2021-10-14	287	287	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.451+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248814'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248814	MABIK CR00248814	울릉꼬마바다거미	MABIK	Jugwang-myeon	Goseong-gun	3970759037	CR	MABIK CR00248814																															
1808831192	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:37.335+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	2118255	1	54	354	9477065	6313	2118237	2118255	2118255	Tanystylum ulreungum Kim, 1983	Tanystylum ulreungum Kim, 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum ulreungum	Tanystylum	ulreungum	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:37.335+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808831192'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000121174		NIBR			1808831192	AM																																
1808831195	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.908+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	2118255	1	54	354	9477065	6313	2118237	2118255	2118255	Tanystylum ulreungum Kim, 1983	Tanystylum ulreungum Kim, 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum ulreungum	Tanystylum	ulreungum	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.908+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808831195'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000024281		NIBR			1808831195	AM																																
1808831200	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:37.335+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	2118255	1	54	354	9477065	6313	2118237	2118255	2118255	Tanystylum ulreungum Kim, 1983	Tanystylum ulreungum Kim, 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum ulreungum	Tanystylum	ulreungum	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:37.335+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808831200'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000121145		NIBR			1808831200	AM																																
1808831306	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:40.381+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	2118255	1	54	354	9477065	6313	2118237	2118255	2118255	Tanystylum ulreungum Kim, 1983	Tanystylum ulreungum Kim, 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum ulreungum	Tanystylum	ulreungum	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:40.381+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808831306'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000024279		NIBR			1808831306	AM																																
1808831402	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:37.373+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	2118255	1	54	354	9477065	6313	2118237	2118255	2118255	Tanystylum ulreungum Kim, 1983	Tanystylum ulreungum Kim, 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum ulreungum	Tanystylum	ulreungum	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:37.373+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808831402'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000024280		NIBR			1808831402	AM																																
1318466835	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:16.293+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118255	1	54	354	9477065	6313	2118237	2118255	2118255	Tanystylum ulreungum Kim, 1983	Tanystylum ulreungum Kim, 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum ulreungum	Tanystylum	ulreungum	SPECIES	ACCEPTED	NE			ASIA		{}	1982	10	2	1982-10-02	275	275	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:16.293+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/337ecc9d2-c28a-4df9-b76f-1828e404d496'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Kim, Il Hoi, Kangnung National University		Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	NORTH_AMERICA	http://n2t.net/ark:/65665/337ecc9d2-c28a-4df9-b76f-1828e404d496	USNM 231373		USNM	Ulreung Island		1318466835	IZ	http://n2t.net/ark:/65665/337ecc9d2-c28a-4df9-b76f-1828e404d496	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0	North Pacific Ocean, Sea of Japan	North Pacific Ocean, Sea of Japan, South Korea	2014-10-21T09:55:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	02 OCT 1982	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Intertidal																		
4055739990	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:21.428+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2118255	1	54	354	9477065	6313	2118237	2118255	2118255	Tanystylum ulreungum Kim, 1983	Tanystylum ulreungum Kim, 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum ulreungum	Tanystylum	ulreungum	SPECIES	ACCEPTED	NE	37.47	130.83	ASIA		{}	1982	10	13	1982-10-13	286	286	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:07:21.428+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1439'}]	[]	[]	[]		False		WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1439	sm_id_1439		WoRMS Editorial Board	Yellow Sea		4055739990	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_1439	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']				2007-06-20T15:52:33.000+00:00									HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=1439	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239919	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Tanystylum ulreungum</i> Kim, 1983. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239919													
1319039798	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:25.143+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	4338741	1	54	354	9477065	6313	2118237	2118255	2118255	Tanystylum nabatensis Nakamura & Child, 1983	Tanystylum ulreungum Kim, 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum ulreungum	Tanystylum	nabatensis	SPECIES	SYNONYM	NE				Shizuoka	{}	1970	5	21	1970-05-21	141	141	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:25.143+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/351427bf3-a281-41f0-a388-fd8ebd73720d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Nakamura, K.; Child, C. A.		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/351427bf3-a281-41f0-a388-fd8ebd73720d	USNM 183820		USNM	Honshu Island, Sagami Bay,Nabeta Bay		1319039798	IZ	http://n2t.net/ark:/65665/351427bf3-a281-41f0-a388-fd8ebd73720d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:14:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	21 MAY 1970	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		PARATYPE					11.0	4.0											
1322303468	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:57.702+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	4338741	1	54	354	9477065	6313	2118237	2118255	2118255	Tanystylum nabatensis Nakamura & Child, 1983	Tanystylum ulreungum Kim, 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum ulreungum	Tanystylum	nabatensis	SPECIES	SYNONYM	NE				Shizuoka	{}	1970	5	21	1970-05-21	141	141	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:57.702+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e1aa3608-2f69-45e6-8748-f14f4b8ad6c5'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Nakamura, K.; Child, C. A.		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3e1aa3608-2f69-45e6-8748-f14f4b8ad6c5	USNM 183819		USNM	Honshu Island, Sagami Bay,Nabeta Bay		1322303468	IZ	http://n2t.net/ark:/65665/3e1aa3608-2f69-45e6-8748-f14f4b8ad6c5	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:14:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	21 MAY 1970	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		HOLOTYPE					11.0	4.0	MALE										
