key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	county	gbifID	language	collectionCode	occurrenceID	type	higherClassification	networkKeys	individualCount	sex	decimalLatitude	decimalLongitude	depth	depthAccuracy	typeStatus	collectionKey	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	institutionID	verbatimCoordinateSystem	fieldNumber	locationID	collectionID
723290313	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.865+00:00	301	{}	PRESERVED_SPECIMEN	PRESENT	2117574	1	54	354	9477065	2012	2117538	2117574	2117574	Colossendeis nasuta Hedgpeth, 1949	Colossendeis nasuta Hedgpeth, 1949	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis nasuta	Colossendeis	nasuta	SPECIES	ACCEPTED	NE	Aomori	{}	Pacific	Pacific|Japan|Aomori|Hachinohe-shi|off Hatinoe	1926	7	25	1926-07-25	206	206	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2011-12-01T05:00:47.000+00:00	2024-01-24T18:21:03.865+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '182'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f	False	Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	182	9042	SMBL	off Hatinoe	Hachinohe-shi	723290313	en	Art	9a6770be-f8b6-11e6-9c43-70e2840fc270	text	Animalia|Arthropoda|Pycnogonida|Pantopoda|Colossendeidae|Colossendeis|nasuta																			
1319524316	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:52.833+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117574	1	54	354	9477065	2012	2117538	2117574	2117574	Colossendeis nasuta Hedgpeth, 1949	Colossendeis nasuta Hedgpeth, 1949	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis nasuta	Colossendeis	nasuta	SPECIES	ACCEPTED	NE	Kagoshima	{}	North Pacific Ocean, East China Sea	North Pacific Ocean, East China Sea, Japan, Kagoshima	1906	8	12	1906-08-12	224	224	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2015-06-30T14:09:00.000+00:00	2024-07-02T12:38:52.833+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/366b31fc6-a23f-4063-9f3b-e402e4f16c77'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/366b31fc6-a23f-4063-9f3b-e402e4f16c77	USNM 80548	USNM	Koshiki Island		1319524316		IZ	http://n2t.net/ark:/65665/366b31fc6-a23f-4063-9f3b-e402e4f16c77		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	MALE	31.6611	129.333	715.0	0.0	HOLOTYPE	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)	WGS84	urn:lsid:biocol.org:col:34871	Degrees Minutes Seconds	USFC/A4912	4912	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
