key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetID	datasetName	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	institutionID	nomenclaturalCode	verbatimEventDate	county	language	collectionCode	gbifID	occurrenceID	type	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	collectionID	georeferenceSources	networkKeys	continent	higherGeography	modified	georeferenceProtocol	locality	verbatimCoordinateSystem	locationID	higherClassification	recordedBy	eventID	fieldNumber	parentEventID	dateIdentified	recordNumber	bibliographicCitation	islandGroup	vernacularName	typeStatus	references	scientificNameID
4444205977	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.222+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	30.806474	127.772452				{}	Pacific Ocean	1955.0	11.0	2.0	1955-11-02	306.0	306.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.222+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '3b72c9c9-e2bf-4de4-beca-1ba3668fb729'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False			Turpaeva, Elena	EtOH 75%	Otter Trawl	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	EUROPE		3b72c9c9-e2bf-4de4-beca-1ba3668fb729	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					OBFc	4444205977	3b72c9c9-e2bf-4de4-beca-1ba3668fb729		151.0 - 152.0 m	INV0002602	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']					West Pacific				RV Vityaz	RV Vityaz_cruise 22_st.3541	3541	cruise 22								
4444206026	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.974+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	55.0831433	165.7356489				{}	Pacific Ocean	1951.0	9.0	29.0	1951-09-29	272.0	272.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.974+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'd5e7449b-0616-4903-89aa-fbe32bcb20c7'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False			Turpaeva, Elena	EtOH 75%	Otter Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		d5e7449b-0616-4903-89aa-fbe32bcb20c7	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					OBFc	4444206026	d5e7449b-0616-4903-89aa-fbe32bcb20c7		109.0 m	INV0002603	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']					Commander Isls, northwest Pacific				RV Vityaz	RV Vityaz_cruise 8_st.958	958	cruise 8				Commander Islands				
4444205648	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.137+00:00	69	{}	PRESERVED_SPECIMEN	8.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	54.4164185	168.2689881				{}	Pacific Ocean	1950.0	8.0	19.0	1950-08-19	231.0	231.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.137+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '000698aa-cc64-4795-872d-b63c786cd306'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False			Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		000698aa-cc64-4795-872d-b63c786cd306	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					OBFc	4444205648	000698aa-cc64-4795-872d-b63c786cd306		106.0 m	INV0002607	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']					northwest Pacific				RV Vityaz	RV Vityaz_cruise 5_st.529	529	cruise 5								
4444206024	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.973+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	45.0182908	144.3514517				{}	Pacific Ocean	1948.0	8.0	10.0	1948-08-10	223.0	223.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.973+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'fa5e0bcf-63b9-47c8-826b-6daf1e91050b'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False			Turpaeva, Elena	EtOH 75%	Beam Trawl	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE		fa5e0bcf-63b9-47c8-826b-6daf1e91050b	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					OBFc	4444206024	fa5e0bcf-63b9-47c8-826b-6daf1e91050b		429.0 - 404.0 m	INV0002608	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']					nortwest Pacific				RV Vityaz	RV Vityaz_cruise 2_st.20	20	cruise 2								
723290309	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.808+00:00	301	{}	PRESERVED_SPECIMEN		PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE					Ishikawa	{}	Pacific	1930.0	7.0	27.0	1930-07-27	208.0	208.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:03.808+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '178'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False							Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA		178					en	Art	723290309	9a66cdbc-f8b6-11e6-8bfc-70e2840fc270	text		9038	SMBL						Pacific|Japan|Ishikawa|N. Noto Pen.	2011-12-01T05:00:46.000+00:00		N. Noto Pen.			Animalia|Arthropoda|Pycnogonida|Pantopoda|Colossendeidae|Hedgpethia|chitinosa									チビオクダウミグモ			
723290311	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.856+00:00	301	{}	PRESERVED_SPECIMEN		PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE						{}	Pacific	1930.0	7.0	20.0	1930-07-20	201.0	201.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:03.856+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '180'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False							Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA		180					en	Art	723290311	9a671c40-f8b6-11e6-ba17-70e2840fc270	text		9040	SMBL						Pacific|Japan|N. Wakasa Bay	2011-12-01T05:00:47.000+00:00		N. Wakasa Bay			Animalia|Arthropoda|Pycnogonida|Pantopoda|Colossendeidae|Hedgpethia|chitinosa									チビオクダウミグモ			
723290319	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.902+00:00	301	{}	PRESERVED_SPECIMEN		PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE					Ishikawa	{}	Pacific	1930.0	7.0	27.0	1930-07-27	208.0	208.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:03.902+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '188'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False							Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA		188					en	Art	723290319	9a686a0a-f8b6-11e6-9802-70e2840fc270	text		9048	SMBL						Pacific|Japan|Ishikawa|N. Noto Pen.	2011-12-01T05:00:48.000+00:00		N. Noto Pen.			Animalia|Arthropoda|Pycnogonida|Pantopoda|Colossendeidae|Hedgpethia|chitinosa									チビオクダウミグモ			
723290322	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.973+00:00	301	{}	PRESERVED_SPECIMEN		PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE					Aomori	{}	Pacific	1930.0	8.0	22.0	1930-08-22	234.0	234.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:03.973+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '191'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False							Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA		191					en	Art	723290322	9a68e7be-f8b6-11e6-aa98-70e2840fc270	text		9051	SMBL						Pacific|Japan|Aomori|W. Tugaru P.	2011-12-01T05:00:49.000+00:00		W. Tugaru P.			Animalia|Arthropoda|Pycnogonida|Pantopoda|Colossendeidae|Hedgpethia|chitinosa									チビオクダウミグモ			
723290330	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:04.013+00:00	301	{}	PRESERVED_SPECIMEN		PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE					Kochi	{}	Pacific	1927.0	7.0	20.0	1927-07-20	201.0	201.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:04.013+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '199'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False							Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA		199					en	Art	723290330	9a6a38d0-f8b6-11e6-815b-70e2840fc270	text		9059	SMBL						Pacific|Japan|Kochi|Tosa Bay	2011-12-01T05:00:51.000+00:00		Tosa Bay			Animalia|Arthropoda|Pycnogonida|Pantopoda|Colossendeidae|Hedgpethia|chitinosa									チビオクダウミグモ			
723290315	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.881+00:00	301	{}	PRESERVED_SPECIMEN		PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE					Nagasaki	{}	Pacific	1925.0	7.0	25.0	1925-07-25	206.0	206.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:03.881+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '184'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False							Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA		184				Tsushima-shi	en	Art	723290315	9a67c514-f8b6-11e6-9072-70e2840fc270	text		9044	SMBL						Pacific|Japan|Nagasaki|Tsushima-shi|Tusima ??	2011-12-01T05:00:47.000+00:00		Tusima ??			Animalia|Arthropoda|Pycnogonida|Pantopoda|Colossendeidae|Hedgpethia|chitinosa									チビオクダウミグモ			
1317843641	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:29.312+00:00	395	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	43.0	140.175	748.0	35.0	Hokkaido	{}	North Pacific Ocean, Sea of Japan	1906.0	9.0	19.0	1906-09-19	262.0	262.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:29.312+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31c5b157e-a837-4688-9d19-984ef1fff352'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		NMNH Extant Biology	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA		http://n2t.net/ark:/65665/31c5b157e-a837-4688-9d19-984ef1fff352	urn:lsid:biocol.org:col:34871					IZ	1317843641	http://n2t.net/ark:/65665/31c5b157e-a837-4688-9d19-984ef1fff352			USNM 80557	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		North Pacific Ocean, Sea of Japan, Japan, Hokkaido	2017-07-26T14:14:00.000+00:00		Hokkaido Island, Benkei Misaki	Degrees Minutes Seconds	4982	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	United States Fish Commission		USFC/A4982									
1320848932	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:03.785+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE			57.0	0.0	Shizuoka	{}	North Pacific Ocean	1900.0	5.0	7.0	1900-05-07	127.0	127.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:03.785+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a14aa76f-68ec-45a5-9536-e924972e483e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		NMNH Extant Biology	Hedgpeth, J. W.	Alcohol (Ethanol)			Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA		http://n2t.net/ark:/65665/3a14aa76f-68ec-45a5-9536-e924972e483e	urn:lsid:biocol.org:col:34871					IZ	1320848932	http://n2t.net/ark:/65665/3a14aa76f-68ec-45a5-9536-e924972e483e			USNM 80530	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		North Pacific Ocean, Japan, Shizuoka	2020-11-06T11:40:00.000+00:00		Honshu Island, Suruga Bay, Seno Umi		3703	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	United States Fish Commission		USFC/A3703									
1321717827	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:16.441+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	4338399	1	54	354	9477065	2012	2117604	2117607	2117607	Colossendeis chitinosa Hilton, 1943	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Colossendeis	chitinosa	SPECIES	SYNONYM	NE	56.0333	-169.5	110.5	110.5	Alaska	{}	North Pacific Ocean, Bering Sea	1893.0	7.0	17.0	1893-07-17	198.0	198.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:16.441+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c7b3f284-822f-4414-a9ce-8668864e2b7b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		NMNH Extant Biology	Hilton, W. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3c7b3f284-822f-4414-a9ce-8668864e2b7b	urn:lsid:biocol.org:col:34871					IZ	1321717827	http://n2t.net/ark:/65665/3c7b3f284-822f-4414-a9ce-8668864e2b7b			USNM 81496	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		North Pacific Ocean, Bering Sea, United States, Alaska	2022-10-13T13:16:00.000+00:00		Pribilof Islands, St. George Island, South of	Degrees Minutes Seconds	3500	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	United States Fish Commission		USFC/A3500							HOLOTYPE		
1317824288	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:16.104+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	54.0278	-166.814	640.0	0.0	Alaska	{}	North Pacific Ocean, Bering Sea	1890.0	8.0	21.0	1890-08-21	233.0	233.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:16.104+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31b7d32fe-2b76-4966-b59c-b3a644ba054d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/31b7d32fe-2b76-4966-b59c-b3a644ba054d	urn:lsid:biocol.org:col:34871					IZ	1317824288	http://n2t.net/ark:/65665/31b7d32fe-2b76-4966-b59c-b3a644ba054d			USNM 125535	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	NORTH_AMERICA	North Pacific Ocean, Bering Sea, United States, Alaska	2017-07-26T14:14:00.000+00:00		Aleutian Islands, Fox Islands, Unalaska Island, mouth of Bay	Degrees Minutes Seconds	3331	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	United States Fish Commission		USFC/A3331									
4055741789	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:45.548+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	54.03	-166.8	640.0			{}		1890.0	8.0	21.0	1890-08-21	233.0	233.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:07:45.548+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1900'}]	[]	[]	[]			False	https://marineinfo.org/id/dataset/5184					WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_1900						WoRMS type localities	4055741789	WoRMS Editorial Board:WoRMS type localities:sm_id_1900			sm_id_1900	WoRMS Editorial Board				['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	NORTH_AMERICA		2007-06-20T15:52:33.000+00:00		Pacific Ocean										Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Hedgpethia chitinosa</i> (Hilton, 1943). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239761			HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=1900	urn:lsid:marinespecies.org:taxname:239761
