key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetID	datasetName	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	institutionID	nomenclaturalCode	verbatimEventDate	county	language	collectionCode	gbifID	occurrenceID	type	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	collectionID	georeferenceSources	networkKeys	continent	higherGeography	modified	georeferenceProtocol	locality	verbatimCoordinateSystem	locationID	higherClassification	recordedBy	eventID	fieldNumber	parentEventID	dateIdentified	recordNumber	bibliographicCitation	islandGroup	vernacularName	typeStatus	references	scientificNameID
1898319995	34fbcf59-d9bb-47e7-9672-99e13ea8c736	cc6110c7-f75c-47c8-8931-f7dd3f324777	7c519b4c-1100-4f39-a95a-9b679b4542e4	ff7bd5db-b724-4932-b496-10ea298851f9	CA	EML	2024-06-21T13:37:21.363+00:00	2024-06-21T13:37:58.979+00:00	279	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	54.527222	-165.825	214.885	214.885	Alaska	{}	Bering Sea	1980.0	8.0	18.0	1980-08-18	231.0	231.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'IDENTIFIED_DATE_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-06-21T13:37:58.979+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ec113c58-3d07-4670-8986-630cc4b0f969'}]	[]	[]	[]	4f726767-5e64-48a1-8178-98e298794cbd	1391a9ef-5ae7-489c-b498-dca9249d0d12	False	doi:10.5886/zh7n1e	Royal BC Museum - Invertebrates Collection	Jayson Gillespie	Specimen Nature: Wet|Preservative: Isopropanol - 60%	Net/Gear/Trap: Noreastern Trawl	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Royal BC Museum	ec113c58-3d07-4670-8986-630cc4b0f969	http://grbio.org/cool/gayt-20cg	ICZN	80-08-18	Aleutian Islands	en	RBCM Invertebrates	1898319995	ec113c58-3d07-4670-8986-630cc4b0f969	PhysicalObject	235 - 0 fms	980-00595-001	RBCM	RBCM	https://registry.gbif.org/collection/1391a9ef-5ae7-489c-b498-dca9249d0d12	Invertebrate Zoology Data Conversion																					
1318726453	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:26.601+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	34.9767	139.173	295.0	5.0	Shizuoka	{}	North Pacific Ocean	1971.0	2.0	1.0	1971-02-01	32.0	32.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:26.601+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/343634d30-a300-4219-b91d-7baa4b081ac5'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		NMNH Extant Biology	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA		http://n2t.net/ark:/65665/343634d30-a300-4219-b91d-7baa4b081ac5	urn:lsid:biocol.org:col:34871		01 FEB 1971			IZ	1318726453	http://n2t.net/ark:/65665/343634d30-a300-4219-b91d-7baa4b081ac5			USNM 183983	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	ASIA	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	unknown, from legacy	Honshu Island, Sagami Bay	Degrees Minutes Seconds	KT71-2-29	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae												
4444205803	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.176+00:00	69	{}	PRESERVED_SPECIMEN	7.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	59.2988079	-141.966391				{}	Pacific Ocean	1969.0	5.0	10.0	1969-05-10	130.0	130.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.176+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1233751f-7aba-4e43-8efa-1928d752fcd8'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False			Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	EUROPE		1233751f-7aba-4e43-8efa-1928d752fcd8	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					OBFc	4444205803	1233751f-7aba-4e43-8efa-1928d752fcd8		292.0 m	INV0002606	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']					Yakutat bay transect				RV Vityaz	RV Vityaz_cruise 45_st.6099	6099	cruise 45								
1317664277	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:58.380+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	34.57	138.868	85.0	9.0	Shizuoka	{}	North Pacific Ocean	1969.0	7.0	14.0	1969-07-14	195.0	195.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:36:58.380+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3146c28c8-004b-491b-a6b2-dcbb78636d86'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		NMNH Extant Biology	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA		http://n2t.net/ark:/65665/3146c28c8-004b-491b-a6b2-dcbb78636d86	urn:lsid:biocol.org:col:34871		14 JUL 1969			IZ	1317664277	http://n2t.net/ark:/65665/3146c28c8-004b-491b-a6b2-dcbb78636d86			USNM 183982	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	ASIA	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	unknown, from legacy	Honshu Island, Sagami Bay	Degrees Minutes Seconds	KT69-12-9	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae												
1319253511	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:24.581+00:00	395	{}	PRESERVED_SPECIMEN	6.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	34.6967	138.73	187.5	22.5	Shizuoka	{}	North Pacific Ocean	1969.0	7.0	13.0	1969-07-13	194.0	194.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:24.581+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/35abd234f-a60e-48d9-9aa7-b1dc0bd5381d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		NMNH Extant Biology	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA		http://n2t.net/ark:/65665/35abd234f-a60e-48d9-9aa7-b1dc0bd5381d	urn:lsid:biocol.org:col:34871		13 JUL 1969			IZ	1319253511	http://n2t.net/ark:/65665/35abd234f-a60e-48d9-9aa7-b1dc0bd5381d			USNM 183980	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	ASIA	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	unknown, from legacy	Honshu Island, Suruga Bay	Degrees Minutes Seconds	KT69-12-4	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae												
1322101396	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:45.667+00:00	395	{}	PRESERVED_SPECIMEN	17.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	34.6633	138.76	80.0	5.0	Shizuoka	{}	North Pacific Ocean	1969.0	7.0	13.0	1969-07-13	194.0	194.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:45.667+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d8b9b677-f0c1-4e5b-9b45-44d5eea53cd6'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		NMNH Extant Biology	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA		http://n2t.net/ark:/65665/3d8b9b677-f0c1-4e5b-9b45-44d5eea53cd6	urn:lsid:biocol.org:col:34871		13 JUL 1969			IZ	1322101396	http://n2t.net/ark:/65665/3d8b9b677-f0c1-4e5b-9b45-44d5eea53cd6			USNM 183981	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	ASIA	North Pacific Ocean, Japan, Shizuoka	2020-03-02T14:00:00.000+00:00	unknown, from legacy	Honshu Island, Suruga Bay	Degrees Minutes Seconds	KT69-12-5	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae												
1804321703	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:23.538+00:00	337	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	51.5	179.267			Alaska (State)	{}		1969.0	10.0	8.0	1969-10-08	281.0	281.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:23.538+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '638d359a-ca65-a654-f592-d588aa75dedf'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	False		Crustacea	Bamber, Roger N.	fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Canadian Museum of Nature	638d359a-ca65-a654-f592-d588aa75dedf	http://biocol.org/urn:lsid:biocol.org:col:34935		1969-10-08		en	CMNC	1804321703	638d359a-ca65-a654-f592-d588aa75dedf	PhysicalObject		CMNC 1994-0105	CMN		http://grbio.org/cool/sjd8-70zp					2021-05-28T20:25:00.000+00:00		off Amchitka I.		CMNI 1989-0693	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Colossendeidae; Hedgpethia;	O\'Clair, Charles E.				1993-09-14T00:00:00	69RD5	(CMNC 1994-0105)					
4444205990	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.963+00:00	69	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	44.7665544	148.7515414				{}	Pacific Ocean	1966.0	9.0	10.0	1966-09-10	253.0	253.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.963+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'acb2f12c-be60-4832-b69b-c1bdb347f26b'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False			Turpaeva, Elena	EtOH 75%	Sigsbee trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		acb2f12c-be60-4832-b69b-c1bdb347f26b	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					OBFc	4444205990	acb2f12c-be60-4832-b69b-c1bdb347f26b		472.0 - 479.0 m	INV0002605	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']					northwest Pacific				RV Vityaz	RV Vityaz_cruise 39_st.5641	5641	cruise 39				Kuril Islands				
4399691491	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.016+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	4338399	1	54	354	9477065	2012	2117604	2117607	2117607	Colossendeis chitinosa Hilton, 1943	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Colossendeis	chitinosa	SPECIES	SYNONYM	NE	55.1550645	-146.0868455				{}	Pacific Ocean	1961.0	5.0	13.0	1961-05-13	133.0	133.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.016+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '93e71330-f387-422b-9bbe-4d3eb4f8dd4e'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False			Turpaeva, Elena	EtOH 75%		WGS84	Pycnogonida		[]	[]			EUROPE		93e71330-f387-422b-9bbe-4d3eb4f8dd4e	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					OBFc	4399691491	93e71330-f387-422b-9bbe-4d3eb4f8dd4e			INV0001812	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']					Gulf of Alaska					__st.52 (217)	52 (217)									
4444205949	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.949+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117607	1	54	354	9477065	2012	2117604	2117607	2117607	Hedgpethia chitinosa (Hilton, 1943)	Hedgpethia chitinosa (Hilton, 1943)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia chitinosa	Hedgpethia	chitinosa	SPECIES	ACCEPTED	NE	53.8864311	166.9289345				{}	Pacific Ocean	1955.0	6.0	1.0	1955-06-01	152.0	152.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.949+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'c02af745-ca0e-411b-ad33-9867d4bbc0e8'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False			Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		c02af745-ca0e-411b-ad33-9867d4bbc0e8	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					OBFc	4444205949	c02af745-ca0e-411b-ad33-9867d4bbc0e8		6410.0 - 6757.0 m	INV0002604	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']					northwest Pacific, Aleutian Trench				RV Vityaz	RV Vityaz_cruise 20_st.3340	3340	cruise 20								
