key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	continent	identificationRemarks	sex	occurrenceRemarks	lifeStage	dateIdentified	modified	datasetID	datasetName	otherCatalogNumbers	rightsHolder	nomenclaturalCode	locality	collectionCode	verbatimLocality	taxonID	disposition	locationID	ownerInstitutionCode	collectionID	parentNameUsage	collectionKey	recordNumber	materialEntityID	typeStatus	dynamicProperties	higherClassification	individualCount
3386517435	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.984+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117883	1	54	354	9477065	2013	2117630	2117883	2117883	Nymphon lanare Hodgson, 1907	Nymphon lanare Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon lanare	Nymphon	lanare	SPECIES	ACCEPTED	NE	-64.021	-55.9186	378.0	402.5	0.5	{}	2019.0	3.0	12.0	2019-03-12	71.0	71.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.984+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'PS118_0041_02'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/48988/1/Expeditionsprogramm_PS118_Dorschel.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS118	PS118_0041_02	urn:lsid:marinespecies.org:taxname:173432	https://ror.org/01rhff309	12/3/2019	LINESTRING (-55.911008 -64.02164, -55.92614 -64.02027)	PS118_9_7	en	3386517435	PS118_0041_02	PhysicalObject	PS118_0041_02	BAS																												
3386516344	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.268+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117883	1	54	354	9477065	2013	2117630	2117883	2117883	Nymphon lanare Hodgson, 1907	Nymphon lanare Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon lanare	Nymphon	lanare	SPECIES	ACCEPTED	NE	-64.0198	-55.9284	247.0	404.0	1.0	{}	2019.0	3.0	12.0	2019-03-12	71.0	71.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.268+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'PS118_0079_01'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/48988/1/Expeditionsprogramm_PS118_Dorschel.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS118	PS118_0079_01	urn:lsid:marinespecies.org:taxname:173432	https://ror.org/01rhff309	12/3/2019	LINESTRING (-55.923616 -64.02054, -55.9331 -64.01901)	PS118_9_8	en	3386516344	PS118_0079_01	PhysicalObject	PS118_0079_01	BAS																												
3386517097	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.824+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117883	1	54	354	9477065	2013	2117630	2117883	2117883	Nymphon lanare Hodgson, 1907	Nymphon lanare Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon lanare	Nymphon	lanare	SPECIES	ACCEPTED	NE	-63.6163	-57.505	181.0	466.0	24.0	{}	2018.0	3.0	7.0	2018-03-07	66.0	66.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.824+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	10.0	individuals	False	[{'identifier': 'JR17003a_0471-1'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17003a.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR17003a	JR17003a_0471-1	urn:lsid:marinespecies.org:taxname:173432	https://ror.org/01rhff309	7/3/2018	LINESTRING (-57.50143 -63.61586, -57.50847 -63.6167)	JR17003a_052	en	3386517097	JR17003a_0471-1	PhysicalObject	JR17003a_0471-1	BAS	ANTARCTICA																											
3386517473	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.997+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117883	1	54	354	9477065	2013	2117630	2117883	2117883	Nymphon lanare Hodgson, 1907	Nymphon lanare Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon lanare	Nymphon	lanare	SPECIES	ACCEPTED	NE	-63.6163	-57.505	181.0	466.0	24.0	{}	2018.0	3.0	7.0	2018-03-07	66.0	66.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.997+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR17003a_0478-4'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17003a.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR17003a	JR17003a_0478-4	urn:lsid:marinespecies.org:taxname:173432	https://ror.org/01rhff309	7/3/2018	LINESTRING (-57.50143 -63.61586, -57.50847 -63.6167)	JR17003a_052	en	3386517473	JR17003a_0478-4	PhysicalObject	JR17003a_0478-4	BAS	ANTARCTICA	badly damaged, triangular tubercle below proboscis, Child describes a square one.																										
3386517455	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.992+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117883	1	54	354	9477065	2013	2117630	2117883	2117883	Nymphon lanare Hodgson, 1907	Nymphon lanare Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon lanare	Nymphon	lanare	SPECIES	ACCEPTED	NE	-63.6163	-57.505	181.0	466.0	24.0	{}	2018.0	3.0	7.0	2018-03-07	66.0	66.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.992+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR17003a_480-1'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17003a.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR17003a	JR17003a_480-1	urn:lsid:marinespecies.org:taxname:173432	https://ror.org/01rhff309	7/3/2018	LINESTRING (-57.50143 -63.61586, -57.50847 -63.6167)	JR17003a_052	en	3386517455	JR17003a_480-1	PhysicalObject	JR17003a_480-1	BAS	ANTARCTICA	has long curved setae																										
3386516931	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.758+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117883	1	54	354	9477065	2013	2117630	2117883	2117883	Nymphon lanare Hodgson, 1907	Nymphon lanare Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon lanare	Nymphon	lanare	SPECIES	ACCEPTED	NE	-61.5309	-47.1659	259.0	840.0	4.0	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.758+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	17.0	individuals	False	[{'identifier': 'JR15005_0352_01'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0352_01	urn:lsid:marinespecies.org:taxname:173432	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.16144 -61.53181, -47.17042 -61.53002)	JR15005_17	en	3386516931	JR15005_0352_01	PhysicalObject	JR15005_0352_01	BAS																												
3386516370	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.270+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117883	1	54	354	9477065	2013	2117630	2117883	2117883	Nymphon lanare Hodgson, 1907	Nymphon lanare Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon lanare	Nymphon	lanare	SPECIES	ACCEPTED	NE	-61.5309	-47.1659	259.0	840.0	4.0	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.270+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_0352_01a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0352_01a	urn:lsid:marinespecies.org:taxname:173432	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.16144 -61.53181, -47.17042 -61.53002)	JR15005_17	en	3386516370	JR15005_0352_01a	PhysicalObject	JR15005_0352_01a	BAS																												
3386516432	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.272+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117883	1	54	354	9477065	2013	2117630	2117883	2117883	Nymphon lanare Hodgson, 1907	Nymphon lanare Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon lanare	Nymphon	lanare	SPECIES	ACCEPTED	NE	-61.5309	-47.1659	259.0	840.0	4.0	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.272+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_0352_01b'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0352_01b	urn:lsid:marinespecies.org:taxname:173432	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.16144 -61.53181, -47.17042 -61.53002)	JR15005_17	en	3386516432	JR15005_0352_01b	PhysicalObject	JR15005_0352_01b	BAS																												
3386516930	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.755+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117883	1	54	354	9477065	2013	2117630	2117883	2117883	Nymphon lanare Hodgson, 1907	Nymphon lanare Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon lanare	Nymphon	lanare	SPECIES	ACCEPTED	NE	-61.5309	-47.1659	259.0	840.0	4.0	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.755+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_0352_02'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0352_02	urn:lsid:marinespecies.org:taxname:173432	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.16144 -61.53181, -47.17042 -61.53002)	JR15005_17	en	3386516930	JR15005_0352_02	PhysicalObject	JR15005_0352_02	BAS			MALE	Larvae present																								
3386517228	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.926+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117883	1	54	354	9477065	2013	2117630	2117883	2117883	Nymphon lanare Hodgson, 1907	Nymphon lanare Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon lanare	Nymphon	lanare	SPECIES	ACCEPTED	NE	-60.3566	-46.6859	269.0	493.5	51.5	{}	2016.0	3.0	10.0	2016-03-10	70.0	70.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.926+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	2.0	individuals	False	[{'identifier': 'JR15005_1220_07'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_1220_07	urn:lsid:marinespecies.org:taxname:173432	https://ror.org/01rhff309	10/3/2016	LINESTRING (-46.68423 -60.35437, -46.68761 -60.35889)	JR15005_63	en	3386517228	JR15005_1220_07	PhysicalObject	JR15005_1220_07	BAS																												
