key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	depth	depthAccuracy	countryCode	gbifRegion	country	sex	modified	rightsHolder	nomenclaturalCode	verbatimEventDate	higherClassification	lifeStage	stateProvince	higherGeography	datasetName	georeferenceProtocol	verbatimCoordinateSystem	locationID	georeferenceRemarks	typeStatus
811996210	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:51.679+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117854	1	54	354	9477065	2013	2117630	2117854	2117854	Nymphon laterospinum Stock, 1963	Nymphon laterospinum Stock, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon laterospinum	Nymphon	laterospinum	SPECIES	ACCEPTED	NE	47.5333	-9.5983	{}		1974.0	10.0	1.0	1974-10-01	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:51.679+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811996210'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		bio_dba	811996210	811996210		20661	Ifremer				4237.0	0.0	FR	EUROPE	France															
2434400786	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:25.539+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1295/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1295_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1295/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117854	1	54	354	9477065	2013	2117630	2117854	2117854	Nymphon laterospinum Stock, 1963	Nymphon laterospinum Stock, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon laterospinum	Nymphon	laterospinum	SPECIES	ACCEPTED	NE			{}		1974.0	10.0	25.0	1974-10-25	298.0	298.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:25.539+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1295@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1295_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1295/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False			WholeOrganism (microscopic slide)			Pycnogonida	[]	[]	EUROPE		ZMA.PYC.P.1295@CRS	Naturalis Biodiversity Center			Chelicerata and Myriapoda	2434400786	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1295		ZMA.PYC.P.1295										FEMALE	2020-04-03T00:00:00.000+00:00	Naturalis Biodiversity Center	ICZN	25.X.1974	Animalia									
1319653707	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:54.171+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117854	1	54	354	9477065	2013	2117630	2117854	2117854	Nymphon laterospinum Stock, 1963	Nymphon laterospinum Stock, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon laterospinum	Nymphon	laterospinum	SPECIES	ACCEPTED	NE	40.7333	-46.2433	{}	North Atlantic Ocean	1972.0	8.0	30.0	1972-08-30	243.0	243.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:54.171+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/36c6f7bae-c6c3-44be-ac2f-98a078b9f653'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/36c6f7bae-c6c3-44be-ac2f-98a078b9f653	urn:lsid:biocol.org:col:34871	Newfoundland Basin		IZ	1319653707	http://n2t.net/ark:/65665/36c6f7bae-c6c3-44be-ac2f-98a078b9f653		USNM 181007	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	4400.0	0.0	CA	NORTH_AMERICA	Canada		2014-10-20T15:09:00.000+00:00			30 AUG 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	Juvenile	Newfoundland	North Atlantic Ocean, Canada, Newfoundland	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	106-334		
1319740469	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:37.843+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117854	1	54	354	9477065	2013	2117630	2117854	2117854	Nymphon laterospinum Stock, 1963	Nymphon laterospinum Stock, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon laterospinum	Nymphon	laterospinum	SPECIES	ACCEPTED	NE	50.725	-17.8617	{}	North Atlantic Ocean	1972.0	8.0	24.0	1972-08-24	237.0	237.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:37.843+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3703ea99a-3734-4349-adc6-f2cd11ef35b5'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3703ea99a-3734-4349-adc6-f2cd11ef35b5	urn:lsid:biocol.org:col:34871	West European Basin, SW Of Ireland		IZ	1319740469	http://n2t.net/ark:/65665/3703ea99a-3734-4349-adc6-f2cd11ef35b5		USNM 181006	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	4632.0	0.0					2014-10-20T15:09:00.000+00:00			24 AUG 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	Juvenile		North Atlantic Ocean	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	106-330C		
201119568	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.617+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117854	1	54	354	9477065	2013	2117630	2117854	2117854	Nymphon laterospinum Stock, 1963	Nymphon laterospinum Stock, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon laterospinum	Nymphon	laterospinum	SPECIES	ACCEPTED	NE	47.55	-9.6117	{}		1972.0	10.0	1.0	1972-10-01	275.0	275.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:50.617+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201119568'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		Biocean	201119568	201119568		18603	Ifremer				4226.0	0.0	FR	EUROPE	France															
811996141	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:51.381+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117854	1	54	354	9477065	2013	2117630	2117854	2117854	Nymphon laterospinum Stock, 1963	Nymphon laterospinum Stock, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon laterospinum	Nymphon	laterospinum	SPECIES	ACCEPTED	NE	47.55	-9.6117	{}		1972.0	10.0	1.0	1972-10-01	275.0	275.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:51.381+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811996141'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		bio_dba	811996141	811996141		18603	Ifremer				4226.0	0.0	FR	EUROPE	France															
1319231744	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:52.369+00:00	395	{}	PRESERVED_SPECIMEN	34.0	PRESENT	2117854	1	54	354	9477065	2013	2117630	2117854	2117854	Nymphon laterospinum Stock, 1963	Nymphon laterospinum Stock, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon laterospinum	Nymphon	laterospinum	SPECIES	ACCEPTED	NE	-52.75	-37.2517	{}	South Atlantic Ocean	1971.0	3.0	15.0	1971-03-15	74.0	74.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'PRESUMED_SWAPPED_COORDINATE', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:52.369+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/359c61ce0-4d11-48e5-bc32-559964325097'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Woods Hole Oceanographic Institution	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/359c61ce0-4d11-48e5-bc32-559964325097	urn:lsid:biocol.org:col:34871	Argentine Basin		IZ	1319231744	http://n2t.net/ark:/65665/359c61ce0-4d11-48e5-bc32-559964325097		USNM 181005	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	3343.0	0.0	AR	LATIN_AMERICA	Argentina		2017-08-25T15:35:00.000+00:00				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae			South Atlantic Ocean, Argentina	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	246		
1321744674	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:58.500+00:00	395	{}	PRESERVED_SPECIMEN	20.0	PRESENT	2117854	1	54	354	9477065	2013	2117630	2117854	2117854	Nymphon laterospinum Stock, 1963	Nymphon laterospinum Stock, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon laterospinum	Nymphon	laterospinum	SPECIES	ACCEPTED	NE	37.9867	-69.4367	{}	North Atlantic Ocean	1965.0	7.0	5.0	1965-07-05	186.0	186.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:58.500+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c8e478c4-5c87-41b9-aa7e-4566ca451a65'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3c8e478c4-5c87-41b9-aa7e-4566ca451a65	urn:lsid:biocol.org:col:34871	North American Basin		IZ	1321744674	http://n2t.net/ark:/65665/3c8e478c4-5c87-41b9-aa7e-4566ca451a65		USNM 181004	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	3834.0	0.0	US	NORTH_AMERICA	United States of America		2014-10-20T15:09:00.000+00:00			05 JUL 1965	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae			North Atlantic Ocean	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	50-85	approximate	
2434401148	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:24.880+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1297/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1297_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1297/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117854	1	54	354	9477065	2013	2117630	2117854	2117854	Nymphon laterospinum Stock, 1963	Nymphon laterospinum Stock, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon laterospinum	Nymphon	laterospinum	SPECIES	ACCEPTED	NE			{}		1959.0	8.0	27.0	1959-08-27	239.0	239.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:24.880+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1297@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1297_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1297/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False			WholeOrganism (microscopic slide)			Pycnogonida	[]	[]	EUROPE		ZMA.PYC.P.1297@CRS	Naturalis Biodiversity Center			Chelicerata and Myriapoda	2434401148	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1297		ZMA.PYC.P.1297										MALE	2020-04-03T00:00:00.000+00:00	Naturalis Biodiversity Center	ICZN	27.VIII.1959	Animalia									HOLOTYPE
90233073	8598edb6-f762-11e1-a439-00145eb45e9a	ff6a9550-c5c3-11d9-b4b2-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	60022950-f762-11e1-a439-00145eb45e9a	ff6a9550-c5c3-11d9-b4b2-b8a03c50a862	IN	DWC_ARCHIVE	2024-07-16T20:02:33.066+00:00	2024-07-16T20:02:50.903+00:00	304	{}	OCCURRENCE		PRESENT	2117854	1	54	354	9477065	2013	2117630	2117854	2117854	Nymphon laterospinum Stock, 1963	Nymphon laterospinum Stock, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon laterospinum	Nymphon	laterospinum	SPECIES	ACCEPTED	NE	0.0	0.0	{}								['ZERO_COORDINATE', 'GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-07-16T20:02:50.903+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '90233073'}]	[]	[]	[]			False					WGS84	Pycnogonida	[]	[]	ASIA				Indian ocean		INDOBIS-DATASET1	90233073			43728	NCL																							
