key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	depth	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	habitat	verbatimEventDate	http://unknown.org/taxonRankID	locality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	references	datasetID	scientificNameID	bibliographicCitation
1633598853	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:16.200+00:00	379	{}	PRESERVED_SPECIMEN	PRESENT	4338606	1	54	354	9477065	2014	2117211	4338606	4338606	Pycnogonum grumus Arango, 2003	Pycnogonum grumus Arango, 2003	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum grumus	Pycnogonum	grumus	SPECIES	ACCEPTED	NE	-16.483333	147.85	0.01667	500.0	3.0	Queensland	{}	1998	9	18	1998-09-18	261	261	HOLOTYPE	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2024-04-22T00:00:00.000+00:00	2024-07-02T06:30:16.200+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0906effb-e8fa-4201-b979-2b67d5a22877'}]	[]	[]	[]	442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303	True	C P Arango	Spirit	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	0906effb-e8fa-4201-b979-2b67d5a22877	Marine	18 Sep 1998	7000	Coral Sea, Holmes Reef	Arachnids	1633598853	0906effb-e8fa-4201-b979-2b67d5a22877	S105864	 Rubble & Halimeda, in Amphiroa, hydroids. 1 female.	QM	https://biodiversity.org.au/afd/taxa/b4194041-123e-4ba2-acfc-0811e76ef384	Pycnogonum grumus				
4055736453	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:06:40.230+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	4338606	1	54	354	9477065	2014	2117211	4338606	4338606	Pycnogonum grumus Arango, 2003	Pycnogonum grumus Arango, 2003	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum grumus	Pycnogonum	grumus	SPECIES	ACCEPTED	NE	-16.46	147.82			18.0		{}	1998	9	18	1998-09-18	261	261	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:06:40.230+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1353'}]	[]	[]	[]			True			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1353				Coral Sea	WoRMS type localities	4055736453	WoRMS Editorial Board:WoRMS type localities:sm_id_1353	sm_id_1353		WoRMS Editorial Board			http://www.marinespecies.org/aphia.php?p=specdetails&id=1353	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240247	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pycnogonum grumus</i> Arango, 2003. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240247
