key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	lifeStage	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	verbatimEventDate	institutionCode	locationID	locality	gbifID	collectionCode	occurrenceID	higherClassification	collectionID	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	depth	depthAccuracy	otherCatalogNumbers	dynamicProperties	islandGroup	fieldNumber	coordinateUncertaintyInMeters	samplingProtocol	eventID	scientificNameID	footprintWKT	language	occurrenceRemarks	typeStatus	stateProvince	bibliographicCitation	type
1318075396	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:36.229+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	Juvenile	2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea, Falkland Islands	1927.0	2.0	23.0	1927-02-23	54.0	54.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T11:57:00.000+00:00	2024-07-02T12:38:36.229+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/326982410-932c-4958-b756-a1b8b30e298e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	W. Schmitt	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/326982410-932c-4958-b756-a1b8b30e298e	USNM 127247	urn:lsid:biocol.org:col:34871	23 FEB 1927	USNM	81	East Falkland Island, Port Stanley, Above Battle Monument	1318075396	IZ	http://n2t.net/ark:/65665/326982410-932c-4958-b756-a1b8b30e298e	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																							
1322268221	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:22.979+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea, Falkland Islands	1927.0	2.0	23.0	1927-02-23	54.0	54.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:41:00.000+00:00	2024-07-02T12:38:22.979+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e018dc5d-8cf8-479c-bbca-25612e67bb0d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	W. Schmitt	Hedgpeth, J. W.	Alcohol (Ethanol)	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/3e018dc5d-8cf8-479c-bbca-25612e67bb0d	USNM 80872	urn:lsid:biocol.org:col:34871	23 FEB 1927	USNM	81	East Falkland Island, Port Stanley, Above Battle Monument	1322268221	IZ	http://n2t.net/ark:/65665/3e018dc5d-8cf8-479c-bbca-25612e67bb0d	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																							
1317453875	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:57.561+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea, Falkland Islands	1927.0	3.0	16.0	1927-03-16	75.0	75.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-12-29T10:35:00.000+00:00	2024-07-02T12:36:57.561+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/30b20d5b3-6be3-4ead-942f-2edde2f12e87'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	W. Schmitt	Hedgpeth, J. W.	Alcohol (Ethanol)	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/30b20d5b3-6be3-4ead-942f-2edde2f12e87	USNM 80875	urn:lsid:biocol.org:col:34871	16 MAR 1927	USNM	92	East Falkland Island, Port Stanley, South Of Municipal Jetty	1317453875	IZ	http://n2t.net/ark:/65665/30b20d5b3-6be3-4ead-942f-2edde2f12e87	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	-51.75	-57.9331	WGS84	Getty Thesaurus of Geographic Names, May 2002	East Falkland Island, Port Stanley, South Of Municipal Jetty	Decimal degrees																	
1318181426	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:57.650+00:00	395	{}	PRESERVED_SPECIMEN	6.0	PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea, Falkland Islands	1927.0	3.0	20.0	1927-03-20	79.0	79.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:47:00.000+00:00	2024-07-02T12:38:57.650+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32b4929aa-b5b8-49f4-9591-b88d2e4f8c24'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	W. Schmitt	Hedgpeth, J. W.	Alcohol (Ethanol)	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/32b4929aa-b5b8-49f4-9591-b88d2e4f8c24	USNM 80874	urn:lsid:biocol.org:col:34871	20 MAR 1927	USNM	97	East Falkland Island, Port Stanley	1318181426	IZ	http://n2t.net/ark:/65665/32b4929aa-b5b8-49f4-9591-b88d2e4f8c24	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							16.5	1.5															
1318541745	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:38.313+00:00	395	{}	PRESERVED_SPECIMEN	8.0	PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea, Falkland Islands	1927.0	3.0	20.0	1927-03-20	79.0	79.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T11:57:00.000+00:00	2024-07-02T12:37:38.313+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33b3aea57-5fd1-426a-a732-1fcaef95f8f3'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	W. Schmitt	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/33b3aea57-5fd1-426a-a732-1fcaef95f8f3	USNM 127248	urn:lsid:biocol.org:col:34871	20 MAR 1927	USNM	97	East Falkland Island, Port Stanley	1318541745	IZ	http://n2t.net/ark:/65665/33b3aea57-5fd1-426a-a732-1fcaef95f8f3	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							16.5	1.5															
1319781354	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:38.423+00:00	395	{}	PRESERVED_SPECIMEN	7.0	PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea, Falkland Islands	1927.0	3.0	16.0	1927-03-16	75.0	75.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-12-29T10:35:00.000+00:00	2024-07-02T12:37:38.423+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/372140ae9-e625-4945-9336-098ffcda1e71'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	W. Schmitt	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/372140ae9-e625-4945-9336-098ffcda1e71	USNM 136564	urn:lsid:biocol.org:col:34871	16 MAR 1927	USNM	92	East Falkland Island, Port Stanley, South Of Municipal Jetty	1319781354	IZ	http://n2t.net/ark:/65665/372140ae9-e625-4945-9336-098ffcda1e71	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	-51.75	-57.9331	WGS84	Getty Thesaurus of Geographic Names, May 2002	East Falkland Island, Port Stanley, South Of Municipal Jetty	Decimal degrees																	
1317242773	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:22.405+00:00	395	{}	PRESERVED_SPECIMEN	4.0	PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea, Falkland Islands	1927.0	4.0	9.0	1927-04-09	99.0	99.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T11:57:00.000+00:00	2024-07-02T12:38:22.405+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/301c76321-e97a-4bc4-b704-5351aaa62679'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	W. Schmitt	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/301c76321-e97a-4bc4-b704-5351aaa62679	USNM 127249	urn:lsid:biocol.org:col:34871	09 APR 1927	USNM	105	Port William, N Side, Off Lighthouse	1317242773	IZ	http://n2t.net/ark:/65665/301c76321-e97a-4bc4-b704-5351aaa62679	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							26.5	0.5															
1317939586	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:55.818+00:00	395	{}	PRESERVED_SPECIMEN	11.0	PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea, Falkland Islands	1927.0	4.0	14.0	1927-04-14	104.0	104.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-12-29T10:35:00.000+00:00	2024-07-02T12:38:55.818+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3209686b1-81a4-4f1c-b2d8-6e18c23c240d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	W. Schmitt	Hedgpeth, J. W.	Alcohol (Ethanol)	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/3209686b1-81a4-4f1c-b2d8-6e18c23c240d	USNM 80873	urn:lsid:biocol.org:col:34871	14 APR 1927	USNM	107	East Falkland Island, Port Stanley, Under Wreck Of 'Great Britain'	1317939586	IZ	http://n2t.net/ark:/65665/3209686b1-81a4-4f1c-b2d8-6e18c23c240d	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	-51.75	-57.9331	WGS84	Getty Thesaurus of Geographic Names, May 2002	East Falkland Island, Port Stanley, Under Wreck Of 'Great Br	Decimal degrees	2.0	0.0															
1319830660	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:16.182+00:00	395	{}	PRESERVED_SPECIMEN	24.0	PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea, Falkland Islands	1927.0	4.0	14.0	1927-04-14	104.0	104.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-12-29T10:35:00.000+00:00	2024-07-02T12:39:16.182+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37440ae46-dae4-4de3-bc3a-12510dd0c98f'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	W. Schmitt	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/37440ae46-dae4-4de3-bc3a-12510dd0c98f	USNM 136565	urn:lsid:biocol.org:col:34871	14 APR 1927	USNM	107	East Falkland Island, Port Stanley, Under Wreck Of 'Great Britain'	1319830660	IZ	http://n2t.net/ark:/65665/37440ae46-dae4-4de3-bc3a-12510dd0c98f	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	-51.75	-57.9331	WGS84	Getty Thesaurus of Geographic Names, May 2002	East Falkland Island, Port Stanley, Under Wreck Of 'Great Br	Decimal degrees	2.0	0.0															
1055924967	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:05.409+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 246', 'http://purl.org/dc/terms/created': '1187783056000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/233c38a3-3fac-4ffd-8896-25f11b3e03f6'}]}	PRESERVED_SPECIMEN	4.0	PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}		South America; Falkland Islands	1926.0	5.0	19.0	1926-05-19	139.0	139.0	['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:19:05.409+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2238057'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 246', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/233c38a3-3fac-4ffd-8896-25f11b3e03f6'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		True			Isabella Gordon		Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE	2238057	1983.213.a			NHMUK		Port Stanley	1055924967	ZOO	b3d933e4-3fa2-4f9a-8d9b-0b6916e68095	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae								1.5	0.5	NHMUK:ecatalogue:2238057	"{""associatedMediaCount"": 1, ""barcode"": ""011007367"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1311880383000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Achelia parvula (Loman, 1923)"", ""determinationTypes"": null, ""donorName"": ""Institute of Oceanographic Sciences"", ""expedition"": ""Discovery Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055924967"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR06"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"	Falkland Islands	Stn 58											
