key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	lifeStage	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	verbatimEventDate	institutionCode	locationID	locality	gbifID	collectionCode	occurrenceID	higherClassification	collectionID	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	depth	depthAccuracy	otherCatalogNumbers	dynamicProperties	islandGroup	fieldNumber	coordinateUncertaintyInMeters	samplingProtocol	eventID	scientificNameID	footprintWKT	language	occurrenceRemarks	typeStatus	stateProvince	bibliographicCitation	type
1427444490	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:18:03.973+00:00	259	{}	HUMAN_OBSERVATION		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}	Atlantic Ocean		1926.0	5.0	12.0	1926-05-12	132.0	132.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2019-03-15T00:00:00.000+00:00	2024-01-29T08:18:03.973+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '5511'}]	[]	[]	[]			False	Discovery Expedition Biological Reports				Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	OCEANIA	5511	Stn 53 Achelia parvula			NIWA		Hulk of SS Great Britain, Port Stanley	1427444490	Discovery Reports	5511			-51.6936	-57.8078	WGS84				1.0	1.0				Stn 53	500.0	Mussel rake	224	urn:lsid:marinespecies.org:taxname:172862	POINT (-57.8078 -51.6936)	en	Mussel rake				
1427444441	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:18:03.973+00:00	259	{}	HUMAN_OBSERVATION	4.0	PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{'level0': {'gid': 'FLK', 'name': 'Falkland Islands (Malvinas)'}}	Atlantic Ocean		1926.0	5.0	19.0	1926-05-19	139.0	139.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2019-03-15T00:00:00.000+00:00	2024-01-29T08:18:03.973+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '5512'}]	[]	[]	[]			True	Discovery Expedition Biological Reports				Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	OCEANIA	5512	Stn 58 Achelia parvula			NIWA		On piles of Government Wharf, Port Stanley	1427444441	Discovery Reports	5512			-51.6918	-57.8216	WGS84				1.5	0.5				Stn 58	500.0	Mussel rake	227	urn:lsid:marinespecies.org:taxname:172862	POINT (-57.8216 -51.6918)	en	Mussel rake				
1099353729	f2ec825d-145a-42fd-9bfe-a411a557bc47	6ba9a8cc-513a-4a51-bf93-6f5de8040a96		4346b227-ca68-4d54-8a77-909148492e0b	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	SE	EML	2023-03-17T11:58:30.504+00:00	2024-01-25T02:24:17.528+00:00	282	{}	PRESERVED_SPECIMEN	3.0	PRESENT		8901981	1	54	354	9477065	6313	2118396	2118426	2118426	Ammothea parvula Loman, 1923	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Ammothea	parvula	SPECIES	SYNONYM	NE		{}	South Pacific Ocean		1895.0	11.0	19.0	1895-11-19	323.0	323.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2013-09-16T15:12:42.000+00:00	2024-01-25T02:24:17.528+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'NRM:EVType:851'}]	[]	[]	[]	5ed4ae5a-4638-4c61-8af1-b476f64bc0a2		False				specimens	Pycnogonida		[]	[]			EUROPE	NRM:EVType:851	Type-851			NRM		Possession Bay	1099353729	EVtype	NRM:EVType:851	Pantopoda		-54.1	-137.116667	WGS84				11.0	0.0	Utl. Pantopoda:113										Valid name	SYNTYPE			
1055795610	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:03.453+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 220', 'http://purl.org/dc/terms/created': '1187778651000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/24475c10-35b2-4456-8b08-1f1849a9174c'}]}	PRESERVED_SPECIMEN		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:19:03.453+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1216120'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 220', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/24475c10-35b2-4456-8b08-1f1849a9174c'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		False					Pycnogonida		[]	[]			EUROPE	1216120	1933.3.23.685-714			NHMUK			1055795610	ZOO	d6e3729a-3df8-4b1c-94bf-7e4f036d1e46	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae										NHMUK:ecatalogue:1216120	"{""associatedMediaCount"": 1, ""barcode"": ""011077404"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295355659000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Achelia parvula (Loman, 1923)"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition, 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055795610"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"		53											
1328190831	f0c3a31b-df3b-4670-ac1d-0c58d13e1420	d6bc1312-f24f-4258-b117-a13243b915ff	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2bbcc64b-16bb-4f74-8dfc-64c93cf0e109	d6bc1312-f24f-4258-b117-a13243b915ff	AR	EML	2023-01-07T12:56:49.754+00:00	2024-01-25T02:14:54.062+00:00	108	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84']	2015-09-01T09:17:00.000+00:00	2024-01-25T02:14:54.062+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1328190831'}]	[]	[]	[]			False					Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	LATIN_AMERICA	urn:catalog:CENPAT-CONICET:CNP-MARINEINVER:CNP-MARINEINVER-615	CNP-MARINEINVER-615			CENPAT-CONICET		Bahia San Sebastian	1328190831	CNP-MARINEINVER	urn:catalog:CENPAT-CONICET:CNP-MARINEINVER:CNP-MARINEINVER-615			-53.200001	-68.330002	WGS84																		Tierra del Fuego	Lopez-Gappa, J. & Sueiro, M.C., 2006. The subtidal macrobenthic assemblages of Bahia San Sebastian (Tierra del Fuego, Argentina). Polar Biology, DOI 10.1007/s00300-00006-00225-00303.	
1211005848	6bf0f3b3-053d-435d-ac96-1074625b937c	fb10a11f-4417-41c8-be6a-13a5c8535122	['8534dd20-c368-4a1f-bdaf-e6b390710f89']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	AQ	EML	2023-01-07T22:57:25.986+00:00	2024-01-24T19:32:48.770+00:00	245	{}	HUMAN_OBSERVATION		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}		Falkland Islands							['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-24T19:32:48.770+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'BAS_Intertidal_288'}]	[]	[]	[]			False		Smithsonian Antarctic Invertebrates			Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	ANTARCTICA	BAS_Intertidal_288						Falkland Islands	1211005848		BAS_Intertidal_288			-51.75	-57.933	WGS84				2.0	0.0															Hard
318003403	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.361+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.361+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21757'}]	[]	[]	[]			False					Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		21757			BAS			318003403	SOMBASE Pycnogonids				-54.7666	-65.05	WGS84				247.0	18.0															
318003404	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.254+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.254+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21758'}]	[]	[]	[]			False					Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		21758			BAS			318003404	SOMBASE Pycnogonids				-33.0666	-71.7833	WGS84				75.0	0.0															
318003405	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.255+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.255+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21759'}]	[]	[]	[]			False					Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		21759			BAS			318003405	SOMBASE Pycnogonids				-52.9766	-70.5133	WGS84				90.0	0.0															
318003406	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.255+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.255+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21760'}]	[]	[]	[]			False					Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		21760			BAS			318003406	SOMBASE Pycnogonids				-52.7283	-69.895	WGS84				24.0	0.0															
318003407	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.257+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.257+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21761'}]	[]	[]	[]			False					Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		21761			BAS			318003407	SOMBASE Pycnogonids				-52.67	-69.8583	WGS84				24.0	0.0															
318003408	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.259+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.259+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21762'}]	[]	[]	[]			False					Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		21762			BAS			318003408	SOMBASE Pycnogonids				-52.705	-69.7416	WGS84				48.0	0.0															
318003409	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.255+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.255+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21763'}]	[]	[]	[]			False					Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		21763			BAS			318003409	SOMBASE Pycnogonids				-52.8166	-67.6166	WGS84				66.0	0.0															
318003410	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.256+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.256+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21764'}]	[]	[]	[]			False					Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		21764			BAS			318003410	SOMBASE Pycnogonids				-52.6533	-69.8166	WGS84				29.0	0.0															
318003411	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.264+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.264+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21765'}]	[]	[]	[]			False					Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		21765			BAS			318003411	SOMBASE Pycnogonids				-53.7833	-70.3	WGS84				267.0	0.0															
318003412	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.265+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.265+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21766'}]	[]	[]	[]			False					Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		21766			BAS			318003412	SOMBASE Pycnogonids				-52.4166	-68.1833	WGS84				22.0	0.0															
318003413	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.261+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.261+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21767'}]	[]	[]	[]			False					Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		21767			BAS			318003413	SOMBASE Pycnogonids				-53.2833	-68.2166	WGS84				0.0	0.0															
318003414	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.263+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.263+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21768'}]	[]	[]	[]			False					Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		21768			BAS			318003414	SOMBASE Pycnogonids				-64.0483	-54.7716	WGS84				23.0	0.0															
318003415	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.249+00:00	124	{}	OCCURRENCE		PRESENT		2118426	1	54	354	9477065	6313	2118396	2118426	2118426	Achelia parvula (Loman, 1923)	Achelia parvula (Loman, 1923)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia parvula	Achelia	parvula	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.249+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21769'}]	[]	[]	[]			False					Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		21769			BAS			318003415	SOMBASE Pycnogonids				-53.1683	-70.84	WGS84				0.5	0.5															
