key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	scientificNameID	institutionID	locality	collectionCode	gbifID	occurrenceID	verbatimIdentification	catalogNumber	institutionCode	locationID	higherClassification	collectionID	locationRemarks	stateProvince	higherGeography	nomenclaturalCode	verbatimEventDate	county	eventRemarks	fieldNumber	language	type	occurrenceRemarks	datasetID	rightsHolder	verbatimLocality	ownerInstitutionCode	eventTime	georeferenceSources	verbatimDepth	modified	lifeStage	sex	typeStatus	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	references	bibliographicCitation
4418913968	6d40a388-57c4-4e7e-a794-6d6502c225c7	493fe050-055d-11d8-b84f-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-26T21:26:59.394+00:00	2024-03-26T21:28:14.311+00:00	26	NHMLA_DISCO | DigInTCN	{}	MATERIAL_SAMPLE	2.0	PRESENT	2118280	1	54	354	9477065	6313	2118237	2118280	2118280	Tanystylum occidentalis (Cole, 1904)	Tanystylum occidentalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum occidentalis	Tanystylum	occidentalis	SPECIES	ACCEPTED	NE	33.701683	-118.291583	10.0	13.5	1.5	NORTH_AMERICA	{}	North Pacific Ocean	2019	8	20	2019-08-20	232	232	['COORDINATE_ROUNDED']	2024-03-26T21:28:14.311+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8A5A1872-5351-49A3-96D9-553418BD8C4B'}]	[]	[]	[]	2fc908ba-e775-49e2-bffe-6b9041c3b70f	6ee7b3bc-bc1c-443f-b74f-5c3d833a4152	False	LAUOE	CSUF Whaler|S. Wiedrick|G. Paulay	D. Cadien	Generally fixed and preserved in 95% ethanol, some specimens in formalin	SCUBA, hand, hand dredge, rock hammer	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	8A5A1872-5351-49A3-96D9-553418BD8C4B	urn:lsid:marinespecies.org:taxname:239581	urn:lsid:biocol.org:col:34802	California, Los Angeles County, Point Fermin, dropoff	MBC	4418913968	8A5A1872-5351-49A3-96D9-553418BD8C4B	Tanystylum occidentalis	LACM:DISCO:16664	LACM	5E93C76A-BF11-4E9C-8E49-5282754C72BD	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Ammotheidae | Tanystylum	urn:uuid:3f7f32da-cb96-4064-919e-8118eac80047																											
4418910704	6d40a388-57c4-4e7e-a794-6d6502c225c7	493fe050-055d-11d8-b84f-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-26T21:26:59.394+00:00	2024-03-26T21:28:12.974+00:00	26	NHMLA_DISCO | DigInTCN	{}	MATERIAL_SAMPLE	1.0	PRESENT	2118280	1	54	354	9477065	6313	2118237	2118280	2118280	Tanystylum occidentalis (Cole, 1904)	Tanystylum occidentalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum occidentalis	Tanystylum	occidentalis	SPECIES	ACCEPTED	NE	33.8372	-118.3936	10.0	7.62	0.0	NORTH_AMERICA	{}	North Pacific Ocean	2019	8	21	2019-08-21	233	233	[]	2024-03-26T21:28:12.974+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'C31E0C4C-6FCB-4675-8F82-A6F53CA626CA'}]	[]	[]	[]	2fc908ba-e775-49e2-bffe-6b9041c3b70f	6ee7b3bc-bc1c-443f-b74f-5c3d833a4152	False	LAUOE	J. Whelpley|B. Cummings	D. Cadien	Generally fixed and preserved in 95% ethanol, some specimens in formalin	SCUBA, beach dive, hand, shovel	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	C31E0C4C-6FCB-4675-8F82-A6F53CA626CA	urn:lsid:marinespecies.org:taxname:239581	urn:lsid:biocol.org:col:34802	California, Los Angeles County, Redondo Beach, Veteran's Park	MBC	4418910704	C31E0C4C-6FCB-4675-8F82-A6F53CA626CA	Tanystylum occidentalis	LACM:DISCO:16340	LACM	53E17CEB-DEB4-47A8-8C45-CD3036A2EF51	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Ammotheidae | Tanystylum	urn:uuid:3f7f32da-cb96-4064-919e-8118eac80047																											
4418912338	6d40a388-57c4-4e7e-a794-6d6502c225c7	493fe050-055d-11d8-b84f-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-26T21:26:59.394+00:00	2024-03-26T21:28:13.886+00:00	26	NHMLA_DISCO | DigInTCN	{}	MATERIAL_SAMPLE	1.0	PRESENT	2118280	1	54	354	9477065	6313	2118237	2118280	2118280	Tanystylum occidentalis (Cole, 1904)	Tanystylum occidentalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum occidentalis	Tanystylum	occidentalis	SPECIES	ACCEPTED	NE	33.7469	-118.420567	10.0	14.17	9.6	NORTH_AMERICA	{}	North Pacific Ocean	2019	8	25	2019-08-25	237	237	['COORDINATE_ROUNDED']	2024-03-26T21:28:13.886+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'E08311B0-92DF-4449-9660-933B7B189540'}]	[]	[]	[]	2fc908ba-e775-49e2-bffe-6b9041c3b70f	6ee7b3bc-bc1c-443f-b74f-5c3d833a4152	False	LAUOE	Giant Stride|K. Morris|Z. Gold|S. Wiedrick|G. Paulay|J. Whelpley|M. Bemis	D. Cadien	Generally fixed and preserved in 95% ethanol, some specimens in formalin	SCUBA, hand, hand dredge, rock hammer	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	E08311B0-92DF-4449-9660-933B7B189540	urn:lsid:marinespecies.org:taxname:239581	urn:lsid:biocol.org:col:34802	California, Los Angeles County, Palos Verdes Peninsula, Hawthorne Reef	MBC	4418912338	E08311B0-92DF-4449-9660-933B7B189540	Tanystylum occidentalis	LACM:DISCO:17060	LACM	C32C0F52-B467-4FC9-897F-D780857C4AA1	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Ammotheidae | Tanystylum	urn:uuid:3f7f32da-cb96-4064-919e-8118eac80047	horizontal visibility 12-15 ft.																										
609370913	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:03.955+00:00	380		{}	PRESERVED_SPECIMEN		PRESENT	2118280	1	54	354	9477065	6313	2118237	2118280	2118280	Tanystylum occidentalis (Cole, 1904)	Tanystylum occidentalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum occidentalis	Tanystylum	occidentalis	SPECIES	ACCEPTED	NE						NORTH_AMERICA	{}		1975	1	29	1975-01-29	29	29	[]	2024-07-22T23:00:03.955+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:129098'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False		D. Gotshall, CF&G		Fluid-75% EtOH(0)			Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:129098		http://grscicoll.org/institution/california-academy-sciences	Diablo Canyon Cove	IZ	609370913	urn:catalog:CAS:IZ:129098		129098	CAS	059e204b-2598-11ed-aace-005056be1b7a	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470		California	North America, United States, California	ICZN	29 Jan 1975	San Luis Obispo County	Unable to figure out sta. code for specific locality and  habitat info.	021135	en	Physical Object	specimen missing from container, deacc. 2005/2/14.																
1898263277	34fbcf59-d9bb-47e7-9672-99e13ea8c736	cc6110c7-f75c-47c8-8931-f7dd3f324777		7c519b4c-1100-4f39-a95a-9b679b4542e4	ff7bd5db-b724-4932-b496-10ea298851f9	CA	EML	2024-06-21T13:37:21.363+00:00	2024-06-21T13:37:58.428+00:00	279		{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'ft', 'http://rs.tdwg.org/dwc/terms/measurementID': '06d632b9-6bf9-4109-9bbb-6878566dda14', 'http://rs.tdwg.org/dwc/terms/measurementValue': '-0.5', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '0bc7654e-a735-448e-a17e-d96e8bbbb15d', 'http://rs.tdwg.org/dwc/terms/measurementType': 'tide height'}, {'http://rs.tdwg.org/dwc/terms/measurementID': '6e3dc4f2-cb1d-4d21-a288-60ad3f628a92', 'http://rs.tdwg.org/dwc/terms/measurementValue': 'low', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '0bc7654e-a735-448e-a17e-d96e8bbbb15d', 'http://rs.tdwg.org/dwc/terms/measurementType': 'tide state'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118280	1	54	354	9477065	6313	2118237	2118280	2118280	Tanystylum occidentalis (Cole, 1904)	Tanystylum occidentalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum occidentalis	Tanystylum	occidentalis	SPECIES	ACCEPTED	NE	48.85	-125.333333				NORTH_AMERICA	{}	Barkley Sound	1973	7	1	1973-07-01	182	182	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'IDENTIFIED_DATE_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-06-21T13:37:58.428+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0bc7654e-a735-448e-a17e-d96e8bbbb15d'}]	[]	[]	[]	4f726767-5e64-48a1-8178-98e298794cbd	1391a9ef-5ae7-489c-b498-dca9249d0d12	False	Royal BC Museum - Invertebrates Collection	Philip Lambert	Jayson Gillespie	Specimen Nature: Wet|Preservative: Isopropanol - 60%		WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	0bc7654e-a735-448e-a17e-d96e8bbbb15d		http://grbio.org/cool/gayt-20cg	Broken Group; Howell Island: SE end of Howell Island	RBCM Invertebrates	1898263277	0bc7654e-a735-448e-a17e-d96e8bbbb15d		973-00159-013	RBCM			https://registry.gbif.org/collection/1391a9ef-5ae7-489c-b498-dca9249d0d12		British Columbia		ICZN	73-07-01	Vancouver Island			en	PhysicalObject	1 male	doi:10.5886/zh7n1e	Royal BC Museum	SE end of Howell Island	RBCM	700	Invertebrate Zoology Data Conversion										
1898260491	34fbcf59-d9bb-47e7-9672-99e13ea8c736	cc6110c7-f75c-47c8-8931-f7dd3f324777		7c519b4c-1100-4f39-a95a-9b679b4542e4	ff7bd5db-b724-4932-b496-10ea298851f9	CA	EML	2024-06-21T13:37:21.363+00:00	2024-06-21T13:38:13.143+00:00	279		{}	PRESERVED_SPECIMEN	21.0	PRESENT	2118280	1	54	354	9477065	6313	2118237	2118280	2118280	Tanystylum occidentalis (Cole, 1904)	Tanystylum occidentalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum occidentalis	Tanystylum	occidentalis	SPECIES	ACCEPTED	NE	48.3	-123.533333		12.2		NORTH_AMERICA	{}	Juan de Fuca Strait	1973	9	6	1973-09-06	249	249	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'IDENTIFIED_DATE_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-06-21T13:38:13.143+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '00bbbd1f-be6f-4887-b76c-25155bd55021'}]	[]	[]	[]	4f726767-5e64-48a1-8178-98e298794cbd	1391a9ef-5ae7-489c-b498-dca9249d0d12	False	Royal BC Museum - Invertebrates Collection	Brent Cooke; Philip Lambert	Jayson Gillespie	Specimen Nature: Wet|Preservative: Isopropanol - 60%	Collection Method: SCUBA|Net/Gear/Trap: SCUBA	WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	00bbbd1f-be6f-4887-b76c-25155bd55021		http://grbio.org/cool/gayt-20cg	Victoria; Race Rocks: passage between lighthouse and rocks on the North side	RBCM Invertebrates	1898260491	00bbbd1f-be6f-4887-b76c-25155bd55021		973-00249-017	RBCM			https://registry.gbif.org/collection/1391a9ef-5ae7-489c-b498-dca9249d0d12		British Columbia		ICZN	73-09-06	Vancouver Island			en	PhysicalObject	8 males, 7 females, 6 juveniles	doi:10.5886/zh7n1e	Royal BC Museum	passage between lighthouse and rocks on the North side	RBCM		Invertebrate Zoology Data Conversion	12 m									
1898288767	34fbcf59-d9bb-47e7-9672-99e13ea8c736	cc6110c7-f75c-47c8-8931-f7dd3f324777		7c519b4c-1100-4f39-a95a-9b679b4542e4	ff7bd5db-b724-4932-b496-10ea298851f9	CA	EML	2024-06-21T13:37:21.363+00:00	2024-06-21T13:37:57.571+00:00	279		{}	PRESERVED_SPECIMEN	32.0	PRESENT	2118280	1	54	354	9477065	6313	2118237	2118280	2118280	Tanystylum occidentalis (Cole, 1904)	Tanystylum occidentalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum occidentalis	Tanystylum	occidentalis	SPECIES	ACCEPTED	NE	48.3	-123.533333		12.2		NORTH_AMERICA	{}	Juan de Fuca Strait	1973	9	6	1973-09-06	249	249	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'IDENTIFIED_DATE_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-06-21T13:37:57.571+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '71936718-c6e5-4263-8dd9-e20a1614eaae'}]	[]	[]	[]	4f726767-5e64-48a1-8178-98e298794cbd	1391a9ef-5ae7-489c-b498-dca9249d0d12	False	Royal BC Museum - Invertebrates Collection	Brent Cooke; Philip Lambert	Jayson Gillespie	Specimen Nature: Wet|Preservative: Isopropanol - 60%	Collection Method: SCUBA|Net/Gear/Trap: SCUBA	WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	71936718-c6e5-4263-8dd9-e20a1614eaae		http://grbio.org/cool/gayt-20cg	Victoria; Race Rocks: passage between lighthouse and rocks on the North side	RBCM Invertebrates	1898288767	71936718-c6e5-4263-8dd9-e20a1614eaae		973-00249-002	RBCM			https://registry.gbif.org/collection/1391a9ef-5ae7-489c-b498-dca9249d0d12		British Columbia		ICZN	73-09-06	Vancouver Island			en	PhysicalObject		doi:10.5886/zh7n1e	Royal BC Museum	passage between lighthouse and rocks on the North side	RBCM		Invertebrate Zoology Data Conversion	12 m									
1321827861	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:16.533+00:00	395		{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118280	1	54	354	9477065	6313	2118237	2118280	2118280	Tanystylum occidentalis (Cole, 1904)	Tanystylum occidentalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum occidentalis	Tanystylum	occidentalis	SPECIES	ACCEPTED	NE							{}	North Pacific Ocean	1930	5	29	1930-05-29	149	149	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:16.533+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3cc9844f8-7159-4a46-8bad-39a82b1d48dc'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	E. Ricketts	Hilton, W. A.	Alcohol (Ethanol); Slide			Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3cc9844f8-7159-4a46-8bad-39a82b1d48dc		urn:lsid:biocol.org:col:34871	Monterey Bay, Pacific Grove	IZ	1321827861	http://n2t.net/ark:/65665/3cc9844f8-7159-4a46-8bad-39a82b1d48dc		USNM 80976	USNM	101.6	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		California	North Pacific Ocean, United States, California		29 MAY 1930														2023-10-24T10:37:00.000+00:00								
1318507583	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:42.608+00:00	395		{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118280	1	54	354	9477065	6313	2118237	2118280	2118280	Tanystylum occidentalis (Cole, 1904)	Tanystylum occidentalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum occidentalis	Tanystylum	occidentalis	SPECIES	ACCEPTED	NE							{}		1930	7	26	1930-07-26	207	207	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:42.608+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/339baa53a-a5df-4ba8-94ca-82e11ec3c62f'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	E. Ricketts	Hilton, W. A.	Alcohol (Ethanol)			Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/339baa53a-a5df-4ba8-94ca-82e11ec3c62f		urn:lsid:biocol.org:col:34871	Olympia Peninsula, Tide Flats E Of Pysht	IZ	1318507583	http://n2t.net/ark:/65665/339baa53a-a5df-4ba8-94ca-82e11ec3c62f		USNM 80973	USNM	624	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		Washington	United States, Washington		26 JUL 1930													Intertidal	2013-01-11T15:40:00.000+00:00								
1317607664	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:26.207+00:00	395		{}	PRESERVED_SPECIMEN	0.0	PRESENT	2118280	1	54	354	9477065	6313	2118237	2118280	2118280	Tanystylum occidentalis (Cole, 1904)	Tanystylum occidentalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum occidentalis	Tanystylum	occidentalis	SPECIES	ACCEPTED	NE							{}	North Pacific Ocean	1927	12	14	1927-12-14	348	348	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-07-02T12:38:26.207+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/311ec4e58-e3fb-457b-a1bd-f6062761b873'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	E. Ricketts	Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol); Slide			Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/311ec4e58-e3fb-457b-a1bd-f6062761b873		urn:lsid:biocol.org:col:34871	S California	IZ	1317607664	http://n2t.net/ark:/65665/311ec4e58-e3fb-457b-a1bd-f6062761b873		USNM 69508	USNM	12.14.27D	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		California	North Pacific Ocean, United States, California		14 DEC 1927														2023-10-20T15:49:00.000+00:00	Juvenile							
