key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	vernacularName	institutionCode	locality	county	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	sex	depth	depthAccuracy	waterBody	higherGeography	typeStatus	modified	collectionKey	datasetName	recordedBy	preparations	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	higherClassification	collectionID	references	language	type	locationID
3970762413	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:21.933+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118133	1	54	354	9477065	2011	2118112	2118133	2118133	Callipallene sagamiensis Nakamura & Child, 1983	Callipallene sagamiensis Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene sagamiensis	Callipallene	sagamiensis	SPECIES	ACCEPTED	NE	34.00525	127.326153	ASIA	Jeollanam-do	{}	2019	7	11	2019-07-11	192	192	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:21.933+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252175'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252175	MABIK CR00252175	사가미각시바다거미	MABIK	Samsan-myeon	Yeosu-si	3970762413	CR	MABIK CR00252175																							
3970762452	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:21.948+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118133	1	54	354	9477065	2011	2118112	2118133	2118133	Callipallene sagamiensis Nakamura & Child, 1983	Callipallene sagamiensis Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene sagamiensis	Callipallene	sagamiensis	SPECIES	ACCEPTED	NE	33.226222	126.571806	ASIA	Jeju-do	{}	2018	6	21	2018-06-21	172	172	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:21.948+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252176'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252176	MABIK CR00252176	사가미각시바다거미	MABIK		Seogwipo-si	3970762452	CR	MABIK CR00252176																							
4459276136	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:26.475+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118133	1	54	354	9477065	2011	2118112	2118133	2118133	Callipallene sagamiensis Nakamura & Child, 1983	Callipallene sagamiensis Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene sagamiensis	Callipallene	sagamiensis	SPECIES	ACCEPTED	NE	36.000411	129.586561	ASIA	Gyeongsangbuk-do	{}	2018	9	20	2018-09-20	263	263	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:26.475+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00245993'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00245993	MABIK CR00245993	사가미각시바다거미	MABIK	Guryongpo-eup	Nam-gu, Pohang-si	4459276136	CR	MABIK CR00245993																							
3970762417	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:21.934+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118133	1	54	354	9477065	2011	2118112	2118133	2118133	Callipallene sagamiensis Nakamura & Child, 1983	Callipallene sagamiensis Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene sagamiensis	Callipallene	sagamiensis	SPECIES	ACCEPTED	NE	37.526989	130.936717	ASIA	Gyeongsangbuk-do	{'level0': {'gid': 'KOR', 'name': 'South Korea'}, 'level1': {'gid': 'KOR.9_1', 'name': 'Gyeongsangbuk-do'}, 'level2': {'gid': 'KOR.9.18_2', 'name': 'Ulleung'}, 'level3': {'gid': 'KOR.9.18.3_2', 'name': 'Ulleung'}}	2016	6	15	2016-06-15	167	167	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:21.934+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252171'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252171	MABIK CR00252171	사가미각시바다거미	MABIK	Ulleung-eup	Ulleung-gun	3970762417	CR	MABIK CR00252171																							
3970762414	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:21.933+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118133	1	54	354	9477065	2011	2118112	2118133	2118133	Callipallene sagamiensis Nakamura & Child, 1983	Callipallene sagamiensis Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene sagamiensis	Callipallene	sagamiensis	SPECIES	ACCEPTED	NE	37.525567	130.937761	ASIA	Gyeongsangbuk-do	{}	2016	6	17	2016-06-17	169	169	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:21.933+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252172'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252172	MABIK CR00252172	사가미각시바다거미	MABIK	Ulleung-eup	Ulleung-gun	3970762414	CR	MABIK CR00252172																							
3970762415	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:21.935+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118133	1	54	354	9477065	2011	2118112	2118133	2118133	Callipallene sagamiensis Nakamura & Child, 1983	Callipallene sagamiensis Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene sagamiensis	Callipallene	sagamiensis	SPECIES	ACCEPTED	NE	37.525567	130.937761	ASIA	Gyeongsangbuk-do	{}	2016	6	17	2016-06-17	169	169	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:21.935+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252173'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252173	MABIK CR00252173	사가미각시바다거미	MABIK	Ulleung-eup	Ulleung-gun	3970762415	CR	MABIK CR00252173																							
3970762412	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:21.933+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118133	1	54	354	9477065	2011	2118112	2118133	2118133	Callipallene sagamiensis Nakamura & Child, 1983	Callipallene sagamiensis Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene sagamiensis	Callipallene	sagamiensis	SPECIES	ACCEPTED	NE	37.525567	130.937761	ASIA	Gyeongsangbuk-do	{}	2016	6	17	2016-06-17	169	169	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:21.933+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252174'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252174	MABIK CR00252174	사가미각시바다거미	MABIK	Ulleung-eup	Ulleung-gun	3970762412	CR	MABIK CR00252174																							
1319341450	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:38.865+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118133	1	54	354	9477065	2011	2118112	2118133	2118133	Callipallene sagamiensis Nakamura & Child, 1983	Callipallene sagamiensis Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene sagamiensis	Callipallene	sagamiensis	SPECIES	ACCEPTED	NE	34.6506	138.945	ASIA	Shizuoka	{}	1973	7	18	1973-07-18	199	199	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:38.865+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/35e9fba14-ba01-4b6d-b930-490b4c3b34fc'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	True	Nakamura, K.; Child, C. A.	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/35e9fba14-ba01-4b6d-b930-490b4c3b34fc	USNM 183834		USNM	Honshu Island, Sagami Bay, Off Shimoda		1319341450	IZ	http://n2t.net/ark:/65665/35e9fba14-ba01-4b6d-b930-490b4c3b34fc	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	FEMALE	30.0	0.0	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	PARATYPE	2014-10-20T15:14:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Shimoda Marine Laboratory	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	18 JUL 1973	unknown, from legacy	Degrees Minutes Seconds	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
893284762	87530d66-1254-4141-8a6f-0fc282037470	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2024-02-16T03:08:14.044+00:00	2024-02-16T03:08:23.975+00:00	319	{}	PRESERVED_SPECIMEN	PRESENT	2118133	1	54	354	9477065	2011	2118112	2118133	2118133	Callipallene sagamiensis Nakamura & Child, 1983	Callipallene sagamiensis Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene sagamiensis	Callipallene	sagamiensis	SPECIES	ACCEPTED	NE	35.015	139.143333	ASIA		{}	1969	7	17	1969-07-17	198	198	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-02-16T03:08:23.975+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9d93edd9-ffec-4568-a0c8-46b10a3fa04a'}]	[]	[]	[]	d08b12cb-dc48-4de3-b08a-47ea57591abe	True		WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	9d93edd9-ffec-4568-a0c8-46b10a3fa04a	4		NSMT	Sagami Bay		893284762	Py	9d93edd9-ffec-4568-a0c8-46b10a3fa04a							-|Sagami Bay	PARATYPE	2023-09-20T00:00:00.000+00:00									Animalia|Arthropoda|Pycnogonida|Pantopoda|Callipallenidae|Callipallene|sagamiensis		https://db.kahaku.go.jp/webmuseum_en/detail?cls=col_a2_12&pkey=NSMT-Py%2C4%2C	en	text	
1322183750	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:15.099+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118133	1	54	354	9477065	2011	2118112	2118133	2118133	Callipallene sagamiensis Nakamura & Child, 1983	Callipallene sagamiensis Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene sagamiensis	Callipallene	sagamiensis	SPECIES	ACCEPTED	NE	35.015	139.143	ASIA	Shizuoka	{}	1969	7	17	1969-07-17	198	198	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:15.099+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3dc5b9f3e-f70a-4ba9-a7a9-f03027a692c9'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	True	Nakamura, K.; Child, C. A.	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3dc5b9f3e-f70a-4ba9-a7a9-f03027a692c9	USNM 183832		USNM	Honshu Island, Sagami Bay		1322183750	IZ	http://n2t.net/ark:/65665/3dc5b9f3e-f70a-4ba9-a7a9-f03027a692c9	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	MALE	113.0	0.0	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	HOLOTYPE	2014-10-20T15:14:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology		Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	17 JUL 1969	unknown, from legacy	Degrees Minutes Seconds	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				KT69-12-21
