key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	locality	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	locationID	higherClassification	collectionID	depth	depthAccuracy	recordedBy
1321203296	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:59.933+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	FEMALE	2117390	1	54	354	9477065	6316	2117290	2117390	2117390	Anoplodactylus bruuni Child, 1992	Anoplodactylus bruuni Child, 1992	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus bruuni	Anoplodactylus	bruuni	SPECIES	ACCEPTED	NE	{}	South Pacific Ocean	South Pacific Ocean, Chile	1965	12	10	1965-12-10	344	344	PARATYPE	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:24:00.000+00:00	2024-07-02T12:37:59.933+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b0f02450-1fae-4d31-8703-c61869de0c73'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	NORTH_AMERICA	http://n2t.net/ark:/65665/3b0f02450-1fae-4d31-8703-c61869de0c73	urn:lsid:biocol.org:col:34871	10 DEC 1965	Juan Fernandez Islands, Robinson Crusoe Island	IZ	1321203296	http://n2t.net/ark:/65665/3b0f02450-1fae-4d31-8703-c61869de0c73	Surface	USNM 234573	USNM	232	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			
1318062870	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:05.886+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	MALE	2117390	1	54	354	9477065	6316	2117290	2117390	2117390	Anoplodactylus bruuni Child, 1992	Anoplodactylus bruuni Child, 1992	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus bruuni	Anoplodactylus	bruuni	SPECIES	ACCEPTED	NE	{}	South Pacific Ocean	South Pacific Ocean, Chile	1926	12	11	1926-12-11	345	345	HOLOTYPE	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:24:00.000+00:00	2024-07-02T12:37:05.886+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32608f517-2862-4f2c-97bd-6ab2a70dceb8'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	NORTH_AMERICA	http://n2t.net/ark:/65665/32608f517-2862-4f2c-97bd-6ab2a70dceb8	urn:lsid:biocol.org:col:34871	11 DEC 1926	Juan Fernandez Islands, Santa Clara Island, Off W Point Of Isla	IZ	1318062870	http://n2t.net/ark:/65665/32608f517-2862-4f2c-97bd-6ab2a70dceb8		USNM 234572	USNM	39	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	46.0	0.0	W. Schmitt
