key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	depthAccuracy	verbatimLocality	coordinateUncertaintyInMeters	stateProvince	recordNumber	eventID	informationWithheld	habitat	footprintWKT	identificationVerificationStatus	taxonID	verbatimDepth	taxonConceptID	http://unknown.org/rightsHolder	georeferenceVerificationStatus	locationRemarks	sex	waterBody	higherGeography	datasetName	preparations	institutionID	verbatimEventDate	locationID	higherClassification	infraspecificEpithet	rightsHolder	nomenclaturalCode	samplingProtocol	identificationReferences	scientificNameID	taxonRemarks	lifeStage	dateIdentified	organismQuantity	organismQuantityType	datasetID	disposition	ownerInstitutionCode	materialEntityID	otherCatalogNumbers	language	type	dynamicProperties	identificationQualifier	elevation	elevationAccuracy	acceptedNameUsage	georeferenceProtocol	namePublishedInYear	originalNameUsageID	acceptedNameUsageID	namePublishedIn	originalNameUsage	bibliographicCitation	typeStatus
3762705787	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.811+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516211', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'spectrum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22350', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene spectrum (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118145	1	54	354	9477065	2011	2118112	2118145	2118145	Callipallene spectrum (Dohrn, 1881)	Callipallene spectrum (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene spectrum	Callipallene	spectrum	SPECIES	ACCEPTED	NE	42.131464	8.59732	7.0	EUROPE	{'level0': {'gid': 'FRA', 'name': 'France'}, 'level1': {'gid': 'FRA.5_1', 'name': 'Corse'}, 'level2': {'gid': 'FRA.5.1_1', 'name': 'Corse-du-Sud'}, 'level3': {'gid': 'FRA.5.1.1_1', 'name': 'Ajaccio'}}	2021.0	5.0	13.0	2021-05-13	133.0	133.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:44.811+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-124'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-124	2021-124	MNHN	Port de Cargèse	CORSICABENTHOS 3/CB26	3762705787	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-124	10.15468/qgvvhd																																																								
3762705713	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.188+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516212', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'spectrum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22350', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene spectrum (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118145	1	54	354	9477065	2011	2118112	2118145	2118145	Callipallene spectrum (Dohrn, 1881)	Callipallene spectrum (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene spectrum	Callipallene	spectrum	SPECIES	ACCEPTED	NE	41.54237	9.310987	13.0	EUROPE	{}	2020.0	10.0	16.0	2020-10-16	290.0	290.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2014-03-18T17:09:06.000+00:00	2024-07-24T12:24:55.188+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-610'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-610	2020-610	MNHN	Capu di Acciaju	CORSICABENTHOS 2/CB11	3762705713	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-610	10.15468/qgvvhd																																																								
3766177375	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.748+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|519716', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'spectrum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22350', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene spectrum (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118145	1	54	354	9477065	2011	2118112	2118145	2118145	Callipallene spectrum (Dohrn, 1881)	Callipallene spectrum (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene spectrum	Callipallene	spectrum	SPECIES	ACCEPTED	NE	41.561017	9.395567	45.5	EUROPE	{}	2020.0	10.0	16.0	2020-10-16	290.0	290.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-08-25T12:39:12.000+00:00	2024-07-24T12:24:55.748+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-6940'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-6940	2021-6940	MNHN	Est Ile Forana	CORSICABENTHOS 2/CD72	3766177375	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-6940	10.15468/qgvvhd	0.5																																																							
4007634694	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.847+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|565180', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'spectrum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22350', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene spectrum (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118145	1	54	354	9477065	2011	2118112	2118145	2118145	Callipallene spectrum (Dohrn, 1881)	Callipallene spectrum (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene spectrum	Callipallene	spectrum	SPECIES	ACCEPTED	NE	42.72788	9.4657	33.0	EUROPE	{}	2019.0	5.0	19.0	2019-05-19	139.0	139.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:44.847+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-949'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-949	2019-949	MNHN	Parc naturel marin du cap Corse et de l'Agriate	CORSICABENTHOS 1/CS24	4007634694	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-949	10.15468/qgvvhd		Pietranera																																																						
2926257449	fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	598eb93d-a844-4289-8adb-0f8583dac91e		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-06-30T13:50:11.817+00:00	2024-06-30T13:59:53.538+00:00	322	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118145	1	54	354	9477065	2011	2118112	2118145	2118145	Callipallene spectrum (Dohrn, 1881)	Callipallene spectrum (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene spectrum	Callipallene	spectrum	SPECIES	ACCEPTED	NE	50.210132	-3.578679			{}	2014.0	1.0	25.0	2014-01-25	25.0	25.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-30T13:59:53.538+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c60d40bf-e402-4a4d-9a2b-1881fab60034'}]	[]	[]	[]			False	Centre for Environment, Fisheries & Aquaculture Science		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	c60d40bf-e402-4a4d-9a2b-1881fab60034			SKBS080 Grab		2926257449	MRNE010800000038	554437132				70.7	England	T-MRNE01080002AC87	MRNE010800000C2B.001	OSGB Grid Reference SX874356	Sublittoral	POLYGON((-3.57936 50.20967,-3.57936 50.21059,-3.57799 50.21059,-3.57799 50.20967,-3.57936 50.20967))	Accepted - considered correct	NBNSYS0000180049	Unknown	NBNSYS0000180049	Natural England																																										
2917402495	edd017b6-bf00-4b00-93ad-9789c42a36b1	98ba8467-5081-4d15-b168-32d893e18b76		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T13:42:35.229+00:00	2024-07-07T13:46:53.874+00:00	324	{}	HUMAN_OBSERVATION	2.0	PRESENT	2118145	1	54	354	9477065	2011	2118112	2118145	2118145	Callipallene spectrum (Dohrn, 1881)	Callipallene spectrum (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene spectrum	Callipallene	spectrum	SPECIES	ACCEPTED	NE	56.55066	-5.423136		EUROPE	{}	2011.0	8.0	25.0	2011-08-25	237.0	237.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T13:46:53.874+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '332ee448-943e-4a2a-8cc8-33b2fe9f2ed7'}]	[]	[]	[]			False	Moore, C. Colin		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	332ee448-943e-4a2a-8cc8-33b2fe9f2ed7		NatureScot	Port Appin Modiolus transect HM03		2917402495	MRSNH01800000016	T-MRSNH01800004572				100.0	Scotland		MRSNH01800000070.01				Accepted	NBNSYS0000180049	-20.4 to -19.5 m	NBNSYS0000180049	NatureScot	Accepted	Sublittoral																																								
2917384573	edd017b6-bf00-4b00-93ad-9789c42a36b1	98ba8467-5081-4d15-b168-32d893e18b76		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T13:42:35.229+00:00	2024-07-07T13:46:53.848+00:00	324	{}	HUMAN_OBSERVATION	4.0	PRESENT	2118145	1	54	354	9477065	2011	2118112	2118145	2118145	Callipallene spectrum (Dohrn, 1881)	Callipallene spectrum (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene spectrum	Callipallene	spectrum	SPECIES	ACCEPTED	NE	56.6901	-5.170433		EUROPE	{}	2011.0	8.0	22.0	2011-08-22	234.0	234.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T13:46:53.848+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '35508a1f-2707-4be8-8119-d5255c4d95b4'}]	[]	[]	[]			False	Moore, C. Colin		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	35508a1f-2707-4be8-8119-d5255c4d95b4		NatureScot	Ballachulish Modiolus transect HM01		2917384573	MRSNH01800000016	T-MRSNH018000041CA				100.0	Scotland		MRSNH0180000006E.01				Accepted	NBNSYS0000180049	-21.4 to -16.6 m	NBNSYS0000180049	NatureScot	Accepted	Sublittoral																																								
2916684964	edd017b6-bf00-4b00-93ad-9789c42a36b1	98ba8467-5081-4d15-b168-32d893e18b76		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T13:42:35.229+00:00	2024-07-07T13:46:54.341+00:00	324	{}	HUMAN_OBSERVATION	6.0	PRESENT	2118145	1	54	354	9477065	2011	2118112	2118145	2118145	Callipallene spectrum (Dohrn, 1881)	Callipallene spectrum (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene spectrum	Callipallene	spectrum	SPECIES	ACCEPTED	NE	56.6901	-5.170433		EUROPE	{}	2011.0	8.0	22.0	2011-08-22	234.0	234.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T13:46:54.341+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '3f0f92d9-5e49-4f33-a3a3-3225e27dd1f5'}]	[]	[]	[]			False	Moore, C. Colin		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	3f0f92d9-5e49-4f33-a3a3-3225e27dd1f5		NatureScot	Ballachulish Modiolus transect HM01		2916684964	MRSNH01800000016	T-MRSNH01800004245				100.0	Scotland		MRSNH0180000006E.01				Accepted	NBNSYS0000180049	-21.4 to -16.6 m	NBNSYS0000180049	NatureScot	Accepted	Sublittoral																																								
2916685182	edd017b6-bf00-4b00-93ad-9789c42a36b1	98ba8467-5081-4d15-b168-32d893e18b76		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T13:42:35.229+00:00	2024-07-07T13:46:54.539+00:00	324	{}	HUMAN_OBSERVATION	4.0	PRESENT	2118145	1	54	354	9477065	2011	2118112	2118145	2118145	Callipallene spectrum (Dohrn, 1881)	Callipallene spectrum (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene spectrum	Callipallene	spectrum	SPECIES	ACCEPTED	NE	56.6901	-5.170433		EUROPE	{}	2011.0	8.0	22.0	2011-08-22	234.0	234.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T13:46:54.539+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4455434f-de12-43a4-8f55-8dd750f650a9'}]	[]	[]	[]			False	Moore, C. Colin		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	4455434f-de12-43a4-8f55-8dd750f650a9		NatureScot	Ballachulish Modiolus transect HM01		2916685182	MRSNH01800000016	T-MRSNH0180000414B				100.0	Scotland		MRSNH0180000006E.01				Accepted	NBNSYS0000180049	-21.4 to -16.6 m	NBNSYS0000180049	NatureScot	Accepted	Sublittoral																																								
2917551050	edd017b6-bf00-4b00-93ad-9789c42a36b1	98ba8467-5081-4d15-b168-32d893e18b76		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T13:42:35.229+00:00	2024-07-07T13:46:56.799+00:00	324	{}	HUMAN_OBSERVATION	8.0	PRESENT	2118145	1	54	354	9477065	2011	2118112	2118145	2118145	Callipallene spectrum (Dohrn, 1881)	Callipallene spectrum (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene spectrum	Callipallene	spectrum	SPECIES	ACCEPTED	NE	56.6901	-5.170433		EUROPE	{}	2011.0	8.0	22.0	2011-08-22	234.0	234.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T13:46:56.799+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '87b7d268-1dae-4222-99ff-5b43fbabf45f'}]	[]	[]	[]			False	Moore, C. Colin		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	87b7d268-1dae-4222-99ff-5b43fbabf45f		NatureScot	Ballachulish Modiolus transect HM01		2917551050	MRSNH01800000016	T-MRSNH018000042B2				100.0	Scotland		MRSNH0180000006E.01				Accepted	NBNSYS0000180049	-21.4 to -16.6 m	NBNSYS0000180049	NatureScot	Accepted	Sublittoral																																								
