key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	identifiedBy	samplingProtocol	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	recordNumber	identifier	catalogNumber	locality	gbifID	occurrenceID	verbatimDepth	decimalLatitude	decimalLongitude	continent	geodeticDatum	countryCode	gbifRegion	country	eventID	networkKeys	depth	depthAccuracy	modified	institutionKey	collectionKey	institutionCode	fieldNumber	collectionCode	collectionID	sex	typeStatus	otherCatalogNumbers	dynamicProperties	higherClassification	references	datasetID	scientificNameID	bibliographicCitation
1275078250	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.487+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1989.0	4.0	22.0	1989-04-22T00:00	112.0	112.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.487+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078250'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 53 A 7	urn:catalog:IZIKO:SAM-A-40558	SAM-A-40558	Marion and Prince Edward Islands	1275078250	urn:catalog:IZIKO:SAM-A-40558	606-775 m																											
1836933074	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:42.864+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1989.0	4.0	22.0	1989-04-22	112.0	112.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:42.864+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12192'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12192		Marion Island	1836933074	urn:catalog:FBIP:IZIKO:12192		-46.915	37.553167	ANTARCTICA	WGS84	ZA	AFRICA	South Africa	MAD53 A 7																			
1275078244	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.480+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1988.0	9.0	4.0	1988-09-04T00:00	248.0	248.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.480+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078244'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 46 P	urn:catalog:IZIKO:SAM-A-40557	SAM-A-40557	Marion and Prince Edward Islands	1275078244	urn:catalog:IZIKO:SAM-A-40557	47-51 m																											
1275078276	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.532+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1988.0	9.0	5.0	1988-09-05T00:00	249.0	249.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.532+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078276'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 48 AQ	urn:catalog:IZIKO:SAM-A-40556	SAM-A-40556	Marion and Prince Edward Islands	1275078276	urn:catalog:IZIKO:SAM-A-40556	92-105 m																											
1836933046	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:42.866+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1988.0	9.0	5.0	1988-09-05	249.0	249.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:42.866+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12190'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12190		Marion & Prince Edward Islands; 46� 58.68' S 37� 52.05' E	1836933046	urn:catalog:FBIP:IZIKO:12190		-46.978	37.8675	ANTARCTICA	WGS84	ZA	AFRICA	South Africa	MAD48 AQ																			
1836933053	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:42.865+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1988.0	9.0	4.0	1988-09-04	248.0	248.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:42.865+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12191'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12191		Marion & Prince Edward Islands; 46� 58.22' S 37� 51.82' E	1836933053	urn:catalog:FBIP:IZIKO:12191		-46.9703	34.8637		WGS84	ZA	AFRICA	South Africa	MAD46P																			
1836933022	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:40.810+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1988.0	9.0	1.0	1988-09-01	245.0	245.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:40.810+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12205'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12205		Marion & Prince Edward Islands; 46� 40.32' S 37� 51' E	1836933022	urn:catalog:FBIP:IZIKO:12205		-46.672	37.85	ANTARCTICA	WGS84	ZA	AFRICA	South Africa	MAD42W.1																			
1275078213	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.586+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1987.0	4.0	28.0	1987-04-28T00:00	118.0	118.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.586+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078213'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 28 JJJ	urn:catalog:IZIKO:SAM-A-40553	SAM-A-40553	Marion and Prince Edward Islands	1275078213	urn:catalog:IZIKO:SAM-A-40553	287-242 m																											
1275078234	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.663+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1987.0	4.0	20.0	1987-04-20T00:00	110.0	110.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.663+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078234'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 25 BBB.1	urn:catalog:IZIKO:SAM-A-40552	SAM-A-40552	Marion and Prince Edward Islands	1275078234	urn:catalog:IZIKO:SAM-A-40552	138-140 m																											
1836933010	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:40.811+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1987.0	4.0	20.0	1987-04-20	110.0	110.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:40.811+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12202'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12202		Marion & Prince Edward Islands; 46� 49.92' S 37� 53.95' E	1836933010	urn:catalog:FBIP:IZIKO:12202		-46.832	37.8992		WGS84	ZA	AFRICA	South Africa	MAD 25BBB.1																			
