key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	lifeStage	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1321241618	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:00.688+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	Juvenile	2118180	1	54	354	9477065	6313	2118169	2118180	2118180	Ammothella rotundata Child, 1988	Ammothella rotundata Child, 1988	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rotundata	Ammothella	rotundata	SPECIES	ACCEPTED	NE	20.4028	121.964	0.75	0.75	ASIA	Batanes	{}	North Pacific Ocean	North Pacific Ocean, Philippines, Batanes	1985	6	6	1985-06-06	157	157	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T09:09:00.000+00:00	2024-07-02T12:38:00.688+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b2a0c96d-4d0d-42ed-8546-3014f0c2b36d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	C. Child	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	PH	[]	[]	ASIA	Philippines	NORTH_AMERICA	http://n2t.net/ark:/65665/3b2a0c96d-4d0d-42ed-8546-3014f0c2b36d	urn:lsid:biocol.org:col:34871	06 JUN 1985	unknown, from legacy	Batan Islands, Batan Island, Mananioy Bay, At Rock Pinnacle	Degrees Minutes Seconds	IZ	1321241618	http://n2t.net/ark:/65665/3b2a0c96d-4d0d-42ed-8546-3014f0c2b36d	USNM 228537	USNM	CAC 243	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055769129	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:10.095+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2118180	1	54	354	9477065	6313	2118169	2118180	2118180	Ammothella rotundata Child, 1988	Ammothella rotundata Child, 1988	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rotundata	Ammothella	rotundata	SPECIES	ACCEPTED	NE	20.4	121.96	0.75	0.75	ASIA		{'level0': {'gid': 'PHL', 'name': 'Philippines'}, 'level1': {'gid': 'PHL.11_1', 'name': 'Batanes'}, 'level2': {'gid': 'PHL.11.4_1', 'name': 'Mahatao'}, 'level3': {'gid': 'PHL.11.4.4_1', 'name': 'Uvoy'}}			1985	6	6	1985-06-06	157	157	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:10.095+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_697'}]	[]	[]	[]			True					WGS84	Pycnogonida	PH	[]	[]	ASIA	Philippines	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_697				Pacific Ocean		WoRMS type localities	4055769129	WoRMS Editorial Board:WoRMS type localities:sm_id_697	sm_id_697	WoRMS Editorial Board				http://www.marinespecies.org/aphia.php?p=specdetails&id=697	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240092	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothella rotundata</i> Child, 1988. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240092
