key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	footprintWKT	locality	gbifID	occurrenceRemarks	language	bibliographicCitation	occurrenceID	identifiedBy	eventRemarks	institutionCode	typeStatus	references	datasetID	collectionCode
1426880248	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.924+00:00	299	{}	HUMAN_OBSERVATION	17.0	PRESENT	4805237	1	54	354	9477065	4338615	2118315	4805237	4805237	Ascorhynchus insularum Clark, 1971	Ascorhynchus insularum Clark, 1971	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus insularum	Ascorhynchus	insularum	SPECIES	ACCEPTED	NE	-48.0247	166.6102	200.0	0.0	0.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.5_1', 'name': 'Snares Islands'}}	Pacific Ocean	1974.0	12.0	11.0	1974-12-11	345.0	345.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT']	2014-09-10T00:00:00.000+00:00	2024-01-29T08:15:29.924+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:SWPRON:MBIS:3914'}]	[]	[]	[]	False	MBIS Marine Fauna and Flora observations around New Zealand	Shore collection	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	1248	urn:catalog:SWPRON:MBIS:3914	MBIS-urn:catalog:SWPRON:MBIS:3914  Ascorhynchus insularus	urn:lsid:marinespecies.org:taxname:239976	POINT (166.6102 -48.0247)	Sinkhole, Snares Island	1426880248	Shore collection. On limpets encrusted with polychacte tubes and bryozoa, in mid-littoral crevices	en	W. C. Clark (1977) Pycnogonida from the Snares Islands (note), New Zealand Journal of Marine and Freshwater Research, 11:1, 173-177	urn:catalog:SWPRON:MBIS:3914							
1426883879	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:33.054+00:00	299	{}	HUMAN_OBSERVATION	14.0	PRESENT	4805237	1	54	354	9477065	4338615	2118315	4805237	4805237	Ascorhynchus insularum Clark, 1971	Ascorhynchus insularum Clark, 1971	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus insularum	Ascorhynchus	insularum	SPECIES	ACCEPTED	NE	-48.027	166.6143	500.0	0.0	0.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.5_1', 'name': 'Snares Islands'}}	Pacific Ocean	1961.0	2.0	2.0	1961-02-02	33.0	33.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT']	2016-08-30T00:00:00.000+00:00	2024-01-29T08:15:33.054+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:SWPRON:MBIS:7583'}]	[]	[]	[]	False	MBIS Marine Fauna and Flora observations around New Zealand	Shore collection	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	2498	urn:catalog:SWPRON:MBIS:7583	MBIS-urn:catalog:SWPRON:MBIS:7583  Ascorhynchus insularus	urn:lsid:marinespecies.org:taxname:239976	POINT (166.6143 -48.027)	Ho Ho Bay, Nelly Point, Snares Island	1426883879	8 males, 5 females, 1 juvenile	en	Clark, W.C. (1971) Pycnogonida from the Snares Islands, New Zealand Journal of Marine and Freshwater Research, 5:2, 329-341	urn:catalog:SWPRON:MBIS:7583	W.C. Clark	from stalked barnacles	CU				
4055738653	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:06.905+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	4805237	1	54	354	9477065	4338615	2118315	4805237	4805237	Ascorhynchus insularum Clark, 1971	Ascorhynchus insularum Clark, 1971	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus insularum	Ascorhynchus	insularum	SPECIES	ACCEPTED	NE	-48.03	166.61				OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.5_1', 'name': 'Snares Islands'}}		1961.0	2.0	2.0	1961-02-02	33.0	33.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:06.905+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1700'}]	[]	[]	[]	False			WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_1700	sm_id_1700	urn:lsid:marinespecies.org:taxname:239976		Ho Ho Bay	4055738653			Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ascorhynchus insularum</i> Clark, 1971. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239976	WoRMS Editorial Board:WoRMS type localities:sm_id_1700			WoRMS Editorial Board	HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=1700	https://marineinfo.org/id/dataset/5184	WoRMS type localities
318004914	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.822+00:00	124	{}	OCCURRENCE		PRESENT	4805237	1	54	354	9477065	4338615	2118315	4805237	4805237	Ascorhynchus insularum Clark, 1971	Ascorhynchus insularum Clark, 1971	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus insularum	Ascorhynchus	insularum	SPECIES	ACCEPTED	NE	-48.3333	166.0833					{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.822+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34202'}]	[]	[]	[]	False			WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE			34202				318004914							BAS				SOMBASE Pycnogonids
