key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	institutionKey	collectionKey	datasetName	otherCatalogNumbers	preparations	acceptedNameUsage	institutionID	eventRemarks
4055769823	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:16.446+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2117483	1	54	354	9477065	3254684	2117433	2117483	2117483	Pallenopsis persimilis Stock, 1956	Pallenopsis persimilis Stock, 1956	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis persimilis	Pallenopsis	persimilis	SPECIES	ACCEPTED	NE	-30.07	31.01	91.0	{}	1929.0	8.0	27.0	1929-08-27	239.0	239.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:16.446+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=2125	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2125'}]	[]	[]	[]	True	https://marineinfo.org/id/dataset/5184	WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2125	sm_id_2125	urn:lsid:marinespecies.org:taxname:240111	WoRMS Editorial Board	Indian Ocean	4055769823	WoRMS type localities	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pallenopsis persimilis</i> Stock, 1956. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240111	WoRMS Editorial Board:WoRMS type localities:sm_id_2125								
2012925696	58fc397b-eee4-4138-8a5f-50f9dfb00216	2e7df380-8356-4533-bcb3-5459e23c794e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	7b21b165-f4b0-4be4-b7dd-c2cbfc9c28a3	2e7df380-8356-4533-bcb3-5459e23c794e	DK	DWC_ARCHIVE	2024-07-21T09:59:22.110+00:00	2024-07-21T10:21:46.580+00:00	275	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/typeStatus': 'type', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/identificationID': 'd43e72f6-e6d6-69ca-0614-0f989a1be473', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pallenopsis persimilis Stock, 1956'}]}	PRESERVED_SPECIMEN	PRESENT	2117483	1	54	354	9477065	3254684	2117433	2117483	2117483	Pallenopsis persimilis Stock, 1956	Pallenopsis persimilis Stock, 1956	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis persimilis	Pallenopsis	persimilis	SPECIES	ACCEPTED	NE				{}							TYPE	[]	2013-06-17T00:00:00.000+00:00	2024-07-21T10:21:46.580+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6de18c92-e19a-4706-8430-9761bb2ef5e9'}]	[]	[]	[]	True			Pycnogonida		[]	[]			EUROPE	6de18c92-e19a-4706-8430-9761bb2ef5e9	NHMD110614		NHMD		2012925696	IV		6de18c92-e19a-4706-8430-9761bb2ef5e9	68fcaba0-61fe-4e78-a460-4f37654d025d	e4cac6b7-41e4-404d-b9b2-ea507703f671	Natural History Museum Denmark Invertebrate Zoology	PYC-000010	various	Pallenopsis persimilis	http://grbio.org/cool/mci8-ehqk	TS Mar. 2022: This 'station' is what Martin Stein called SINGLETON305. I just changed to name to something more descriptive.
