key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	dynamicProperties	fieldNumber	gbifID	collectionCode	occurrenceID	higherClassification	modified	references	datasetID	scientificNameID	locality	bibliographicCitation	continent
318004322	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.755+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-55.3333	-65.8666	942.5	4.5	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.755+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22214'}]	[]	[]	[]		False		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		22214	BAS			318004322	SOMBASE Pycnogonids									
318004323	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.755+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-55.3333	-65.8333	1212.5	27.5	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.755+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22215'}]	[]	[]	[]		False		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		22215	BAS			318004323	SOMBASE Pycnogonids									
318004324	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.760+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-47.2166	-61.5	131.0	1.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.760+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22216'}]	[]	[]	[]		False		WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		22216	BAS			318004324	SOMBASE Pycnogonids									
318004325	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.876+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.9	-70.5833	174.0	0.0	{'level0': {'gid': 'CHL', 'name': 'Chile'}, 'level1': {'gid': 'CHL.11_1', 'name': 'Magallanes y Antártica Chilena'}, 'level2': {'gid': 'CHL.11.1_1', 'name': 'Antártica Chilena'}, 'level3': {'gid': 'CHL.11.1.1_1', 'name': 'Cabo de Hornos'}}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.876+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22217'}]	[]	[]	[]		False		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		22217	BAS			318004325	SOMBASE Pycnogonids									SOUTH_AMERICA
318004326	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.758+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-55.7833	-66.275	115.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.758+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22218'}]	[]	[]	[]		False		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		22218	BAS			318004326	SOMBASE Pycnogonids									
318004327	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.758+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-63.2333	-58.75	73.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.758+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22219'}]	[]	[]	[]		False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		22219	BAS			318004327	SOMBASE Pycnogonids									
318004328	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.756+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-56.1033	-66.3166	439.0	55.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.756+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22220'}]	[]	[]	[]		False		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		22220	BAS			318004328	SOMBASE Pycnogonids									
318004329	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.756+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-55.3583	-82.95	3102.0	1729.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.756+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22221'}]	[]	[]	[]		False		WGS84	Pycnogonida		[]	[]			EUROPE		22221	BAS			318004329	SOMBASE Pycnogonids									
318004330	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.757+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-52.9333	-75.0	96.0	4.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.757+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22222'}]	[]	[]	[]		False		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		22222	BAS			318004330	SOMBASE Pycnogonids									
318004331	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.756+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-52.6666	-74.9666	64.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.756+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22223'}]	[]	[]	[]		False		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		22223	BAS			318004331	SOMBASE Pycnogonids									
318004332	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.755+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-53.9333	-74.2333	288.0	32.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.755+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22224'}]	[]	[]	[]		False		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		22224	BAS			318004332	SOMBASE Pycnogonids									
318004333	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.756+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.7666	-65.05	247.0	18.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.756+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22225'}]	[]	[]	[]		False		WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		22225	BAS			318004333	SOMBASE Pycnogonids									
318004334	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.756+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-53.5333	-64.95	121.5	2.5	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.756+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22226'}]	[]	[]	[]		False		WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		22226	BAS			318004334	SOMBASE Pycnogonids									
318004335	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.756+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.8333	-129.8333	585.5	18.5	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.756+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22227'}]	[]	[]	[]		False		WGS84	Pycnogonida		[]	[]			EUROPE		22227	BAS			318004335	SOMBASE Pycnogonids									
318004336	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.755+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.8166	-129.8	549.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.755+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22228'}]	[]	[]	[]		False		WGS84	Pycnogonida		[]	[]			EUROPE		22228	BAS			318004336	SOMBASE Pycnogonids									
318004337	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.756+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.6833	-56.9833	124.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.756+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22229'}]	[]	[]	[]		False		WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE		22229	BAS			318004337	SOMBASE Pycnogonids									
318004338	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.775+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.6666	-57.0833	126.0	2.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.775+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22230'}]	[]	[]	[]		False		WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE		22230	BAS			318004338	SOMBASE Pycnogonids									
318004339	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.876+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.65	-57.15	124.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.876+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22231'}]	[]	[]	[]		False		WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE		22231	BAS			318004339	SOMBASE Pycnogonids									
318004340	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.771+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-52.8833	-74.0833	533.0	11.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.771+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22232'}]	[]	[]	[]		False		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		22232	BAS			318004340	SOMBASE Pycnogonids									
318004341	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.773+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.65	-63.8333	136.0	1.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.773+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22233'}]	[]	[]	[]		False		WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		22233	BAS			318004341	SOMBASE Pycnogonids									
318004342	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.778+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.9166	-64.0	837.0	66.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.778+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22234'}]	[]	[]	[]		False		WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		22234	BAS			318004342	SOMBASE Pycnogonids									
318004343	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.782+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.9983	-64.8333	493.0	55.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.782+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22235'}]	[]	[]	[]		False		WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		22235	BAS			318004343	SOMBASE Pycnogonids									
