key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	dynamicProperties	fieldNumber	gbifID	collectionCode	occurrenceID	higherClassification	modified	references	datasetID	scientificNameID	locality	bibliographicCitation	continent
1056641155	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:01.530+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 90', 'http://purl.org/dc/terms/created': '1187782368000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/300ae144-f4ad-418c-8ecc-9222ac2370b8'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-50.833333	-56.966667	232.5	3.5	{}	1928.0	6.0	30.0	1928-06-30	182.0	182.0	HOLOTYPE	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:01.530+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2234490'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 90', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/300ae144-f4ad-418c-8ecc-9222ac2370b8'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True	NHMUK:ecatalogue:2234490	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE	2234490	1979.42	NHMUK	"{""associatedMediaCount"": 1, ""barcode"": ""011063305"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1311783752000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Austrodecus calcaricauda Stock, 1957"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056641155"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR06"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"	Stn WS228	1056641155	ZOO	d2f5e13e-8469-470c-9a0b-b4773173b118	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Austrodecidae							
1055788691	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:00.875+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 90', 'http://purl.org/dc/terms/created': '1187782368000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/300ae144-f4ad-418c-8ecc-9222ac2370b8'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-50.833333	-56.966667	232.5	3.5	{}	1928.0	6.0	30.0	1928-06-30	182.0	182.0	PARATYPE	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:00.875+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2234491'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 90', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/300ae144-f4ad-418c-8ecc-9222ac2370b8'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True	NHMUK:ecatalogue:2234491	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE	2234491	1979.43	NHMUK	"{""associatedMediaCount"": 1, ""barcode"": ""011063304"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1311783753000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Austrodecus calcaricauda Stock, 1957"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055788691"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR06"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"	Stn WS228	1055788691	ZOO	103986af-83a1-4f42-8d19-7a492d2bb13d	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Austrodecidae							
4055738366	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:03.741+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-50.83	-56.97	232.5	3.5	{}	1928.0	6.0	30.0	1928-06-30	182.0	182.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:07:03.741+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1732'}]	[]	[]	[]		True		WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1732	sm_id_1732	WoRMS Editorial Board			4055738366	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_1732		2007-06-20T15:52:33.000+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=1732	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:173006	Scotia Sea	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Austrodecus calcaricauda</i> Stock, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=173006	
318004315	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.755+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-66.93	110.4666	58.0	0.0	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.755+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22207'}]	[]	[]	[]		False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		22207	BAS			318004315	SOMBASE Pycnogonids									ANTARCTICA
318004316	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.757+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-52.6833	-59.15	108.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.757+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22208'}]	[]	[]	[]		False		WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE		22208	BAS			318004316	SOMBASE Pycnogonids									
318004317	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.756+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.17	-65.7333	79.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.756+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22209'}]	[]	[]	[]		False		WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		22209	BAS			318004317	SOMBASE Pycnogonids									
318004318	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.756+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.1666	-63.3366	284.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.756+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22210'}]	[]	[]	[]		False		WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		22210	BAS			318004318	SOMBASE Pycnogonids									
318004319	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.755+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-56.6666	-67.4333	134.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.755+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22211'}]	[]	[]	[]		False		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		22211	BAS			318004319	SOMBASE Pycnogonids									
318004320	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.758+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-54.1316	-63.9	119.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.758+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22212'}]	[]	[]	[]		False		WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		22212	BAS			318004320	SOMBASE Pycnogonids									
318004321	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.758+00:00	124	{}	OCCURRENCE		PRESENT		2117924	1	54	354	9477065	6314	2117918	2117924	2117924	Austrodecus calcaricauda Stock, 1957	Austrodecus calcaricauda Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus calcaricauda	Austrodecus	calcaricauda	SPECIES	ACCEPTED	NE	-55.2916	-66.0	205.0	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.758+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22213'}]	[]	[]	[]		False		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE		22213	BAS			318004321	SOMBASE Pycnogonids									
