key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	coordinateUncertaintyInMeters	stateProvince	eventID	taxonConceptID	http://unknown.org/rightsHolder	identificationVerificationStatus	http://unknown.org/license	taxonID	verbatimLocality	samplingProtocol	datasetID	datasetName	scientificNameID	previousIdentifications	identificationQualifier	ownerInstitutionCode	language	parentEventID	type	institutionID	verbatimDepth	locationRemarks	recordNumber	informationWithheld	habitat	footprintWKT	georeferenceVerificationStatus	islandGroup	georeferenceRemarks	dateIdentified	preparations	http://unknown.org/taxonRankID	http://unknown.org/species	verbatimElevation	sex	island	municipality	organismQuantityType	organismQuantity	distanceFromCentroidInMeters	rightsHolder	nomenclaturalCode	verbatimEventDate	higherClassification	eventRemarks	higherGeography	otherCatalogNumbers	dynamicProperties	lifeStage	waterBody	locationID	disposition	parentNameUsage	materialEntityID	elevation	elevationAccuracy	acceptedNameUsage	georeferenceProtocol	namePublishedInYear	originalNameUsageID	taxonRemarks	acceptedNameUsageID	namePublishedIn	originalNameUsage	bibliographicCitation
1917182386	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.270+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.82235	-25.44054			EUROPE	{}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:18.270+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473aa0-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473aa0-bb79-11e8-9a78-54da4ae08600	215482	UAc			1917182386	ABP	4b473aa0-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.4433244638262 37.8246289554094,-25.4434187236303 37.8201420561146,-25.4377624647511 37.8200671559896,-25.4376678627675 37.8245540432505,-25.4433244638262 37.8246289554094))		Açores	localities not exceeding 25 km2							Sao Miguel	Ribeira Grande																												
1917182303	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.182+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.82227	-25.43486			EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.13_1', 'name': 'Ribeira Grande'}, 'level3': {'gid': 'PRT.2.13.7_1', 'name': 'Porto Formoso'}}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:19.182+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473b2c-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473b2c-bb79-11e8-9a78-54da4ae08600	215484	UAc			1917182303	ABP	4b473b2c-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.4376451455365 37.8245537418511,-25.4377397488943 37.8200668546385,-25.4320835110943 37.8199916819402,-25.431988565562 37.8244785570752,-25.4376451455365 37.8245537418511))		Açores	localities not exceeding 25 km2							Sao Miguel	Ribeira Grande																												
1917182247	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.840+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.8222	-25.42919			EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.13_1', 'name': 'Ribeira Grande'}, 'level3': {'gid': 'PRT.2.13.7_1', 'name': 'Porto Formoso'}}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:19.840+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473bc2-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473bc2-bb79-11e8-9a78-54da4ae08600	215487	UAc			1917182247	ABP	4b473bc2-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.4319658484158 37.8244782545809,-25.4320607953223 37.8199913794945,-25.4264045786781 37.8199159342261,-25.4263092896021 37.8244027971912,-25.4319658484158 37.8244782545809))		Açores	localities not exceeding 25 km2							Sao Miguel	Ribeira Grande																												
1917182235	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.182+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.81807	-25.14526			EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.9_1', 'name': 'Nordeste'}, 'level3': {'gid': 'PRT.2.9.5_1', 'name': 'Nordeste'}}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:19.182+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473c08-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473c08-bb79-11e8-9a78-54da4ae08600	215518	UAc			1917182235	ABP	4b473c08-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.1480296799688 37.8203549809624,-25.1481417975369 37.815868768195,-25.1424867361585 37.8157796986594,-25.1423742766937 37.8202658971181,-25.1480296799688 37.8203549809624))		Açores	localities not exceeding 25 km2							Sao Miguel	Nordeste																												
1917182260	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.182+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.81798	-25.13958			EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.9_1', 'name': 'Nordeste'}, 'level3': {'gid': 'PRT.2.9.5_1', 'name': 'Nordeste'}}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:19.182+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473d0c-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473d0c-bb79-11e8-9a78-54da4ae08600	215528	UAc			1917182260	ABP	4b473d0c-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.142351564281 37.8202655388046,-25.1424640251189 37.8157793404034,-25.1368089887945 37.8156899984722,-25.1366961860659 37.820176182521,-25.142351564281 37.8202655388046))		Açores	localities not exceeding 25 km2							Sao Miguel	Nordeste																												
1917182191	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.821+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.82678	-25.43477			EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.13_1', 'name': 'Ribeira Grande'}, 'level3': {'gid': 'PRT.2.13.7_1', 'name': 'Porto Formoso'}}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:19.821+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473dca-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473dca-bb79-11e8-9a78-54da4ae08600	215485	UAc			1917182191	ABP	4b473dca-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.4375501411188 37.8290586450407,-25.437644765561 37.8245717614711,-25.4319881842122 37.8244965766468,-25.4318932175193 37.8289834481373,-25.4375501411188 37.8290586450407))		Açores	localities not exceeding 25 km2							Sao Miguel	Ribeira Grande																												
1917182156	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.130+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.8267	-25.42909			EUROPE	{}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:18.130+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473e74-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473e74-bb79-11e8-9a78-54da4ae08600	215488	UAc			1917182156	ABP	4b473e74-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.4318704989931 37.8289831455942,-25.4319654670605 37.8244962741522,-25.4263089068724 37.8244208167138,-25.4262135965593 37.828907676033,-25.4318704989931 37.8289831455942))		Açores	localities not exceeding 25 km2							Sao Miguel	Ribeira Grande																												
1917182456	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.270+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.82266	-25.15082			EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.9_1', 'name': 'Nordeste'}, 'level3': {'gid': 'PRT.2.9.5_1', 'name': 'Nordeste'}}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:18.270+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473eba-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473eba-bb79-11e8-9a78-54da4ae08600	215507	UAc			1917182456	ABP	4b473eba-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.1535955725982 37.8249483899196,-25.1537073717979 37.8204621665519,-25.148051942166 37.8203733550933,-25.1479398009876 37.8248595641944,-25.1535955725982 37.8249483899196))		Açores	localities not exceeding 25 km2							Sao Miguel	Nordeste																												
1917182333	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.130+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.82257	-25.14515			EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.9_1', 'name': 'Nordeste'}, 'level3': {'gid': 'PRT.2.9.5_1', 'name': 'Nordeste'}}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:18.130+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473f00-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473f00-bb79-11e8-9a78-54da4ae08600	215519	UAc			1917182333	ABP	4b473f00-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.1479170870955 37.8248592069174,-25.1480292296473 37.8203729978737,-25.142373824999 37.8202839139719,-25.1422613404744 37.8247701087052,-25.1479170870955 37.8248592069174))		Açores	localities not exceeding 25 km2							Sao Miguel	Nordeste																												
1917182274	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.661+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.82248	-25.13947			EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.9_1', 'name': 'Nordeste'}, 'level3': {'gid': 'PRT.2.9.5_1', 'name': 'Nordeste'}}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:18.661+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473f46-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473f46-bb79-11e8-9a78-54da4ae08600	215529	UAc			1917182274	ABP	4b473f46-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.1422386266828 37.8247697503339,-25.1423511125808 37.8202835556582,-25.1366957329924 37.820194199317,-25.1365829051275 37.8246803796386,-25.1422386266828 37.8247697503339))		Açores	localities not exceeding 25 km2							Sao Miguel	Nordeste																												
1917182298	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.182+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.83434	-25.68461			EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.10_1', 'name': 'Ponta Delgada'}, 'level3': {'gid': 'PRT.2.10.4_1', 'name': 'Capelas'}}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:19.182+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473f96-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473f96-bb79-11e8-9a78-54da4ae08600	215460	UAc			1917182298	ABP	4b473f96-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.6873944292094 37.8366149511748,-25.6874739471711 37.8321275810954,-25.681816166685 37.8320643840341,-25.6817363061943 37.8365517439599,-25.6873944292094 37.8366149511748))		Açores	localities not exceeding 25 km2							Sao Miguel	Ponta Delgada																												
1917182285	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.840+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.83428	-25.67892			EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.10_1', 'name': 'Ponta Delgada'}, 'level3': {'gid': 'PRT.2.10.4_1', 'name': 'Capelas'}}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:19.840+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b473fdc-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b473fdc-bb79-11e8-9a78-54da4ae08600	215463	UAc			1917182285	ABP	4b473fdc-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.6817135828444 37.8365514895679,-25.6817934447107 37.8320641296829,-25.6761356820218 37.8320006598366,-25.6760554776306 37.8364880095242,-25.6817135828444 37.8365514895679))		Açores	localities not exceeding 25 km2							Sao Miguel	Ponta Delgada																												
1917182350	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.183+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.83421	-25.67324			EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.10_1', 'name': 'Ponta Delgada'}, 'level3': {'gid': 'PRT.2.10.4_1', 'name': 'Capelas'}}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:05:19.183+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b474022-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b474022-bb79-11e8-9a78-54da4ae08600	215466	UAc			1917182350	ABP	4b474022-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.6760327543524 37.8364877540364,-25.6761129601192 37.8320004043898,-25.670455215304 37.8319366617611,-25.6703746670166 37.8364240011666,-25.6760327543524 37.8364877540364))		Açores	localities not exceeding 25 km2							Sao Miguel	Ponta Delgada																												
1917182257	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba		06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:06:11.794+00:00	241	{}	HUMAN_OBSERVATION		PRESENT	2117332	1	54	354	9477065	6316	2117290	2117332	2117332	Anoplodactylus angulatus (Dohrn, 1881)	Anoplodactylus angulatus (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus angulatus	Anoplodactylus	angulatus	SPECIES	ACCEPTED	NE	37.83128	-25.43467			EUROPE	{}	1997.0			1997			['CONTINENT_DERIVED_FROM_COORDINATES']		2024-01-25T06:06:11.794+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b4740b8-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]			False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b4740b8-bb79-11e8-9a78-54da4ae08600	215486	UAc			1917182257	ABP	4b4740b8-bb79-11e8-9a78-54da4ae08600	70b943f6-77f1-4849-8877-448e519b004c	500.0	Região Autónoma dos Açores										Azorean Biodiversity Portal					pt		Text	0a80feca-b411-428a-a34e-c5c2fa07cdba						POLYGON((-25.437455115527 37.8335635445725,-25.4375497610586 37.8290766646461,-25.4318928360845 37.8290014676942,-25.431797848226 37.8334883355401,-25.437455115527 37.8335635445725))		Açores	localities not exceeding 25 km2							Sao Miguel	Ribeira Grande																												
