key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	sex	stateProvince	institutionKey	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification
4055737470	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:06:52.601+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2117800	1	54	354	9477065	2013	2117630	2117800	2117800	Nymphon dubitabile Stock, 1973	Nymphon dubitabile Stock, 1973	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon dubitabile	Nymphon	dubitabile	SPECIES	ACCEPTED	NE	-38.37	145.33	10.0	OCEANIA	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.10_1', 'name': 'Victoria'}, 'level2': {'gid': 'AUS.10.69_1', 'name': 'Unincorporated Victoria'}}	1969.0	9.0	21.0	1969-09-21	264	264	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:06:52.601+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=1050	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1050'}]	[]	[]	[]	True	https://marineinfo.org/id/dataset/5184	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1050	sm_id_1050	urn:lsid:marinespecies.org:taxname:240323	WoRMS Editorial Board	Bass Strait	4055737470	WoRMS type localities	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon dubitabile</i> Stock, 1973. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240323	WoRMS Editorial Board:WoRMS type localities:sm_id_1050									
2434362504	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:20.064+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1257/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1257_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1257/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2117800	1	54	354	9477065	2013	2117630	2117800	2117800	Nymphon dubitabile Stock, 1973	Nymphon dubitabile Stock, 1973	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon dubitabile	Nymphon	dubitabile	SPECIES	ACCEPTED	NE				OCEANIA	{}				1969-09-21/1970-01-01	264	1	HOLOTYPE	['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:20.064+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1257@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1257_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1257/format/large'}]	[]	[]	True			Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE	ZMA.PYC.P.1257@CRS	ZMA.PYC.P.1257			Westernport Bay; Crawfish Rock	2434362504	Chelicerata and Myriapoda		https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1257	MALE	Victoria	0e919a55-08d3-4bd2-aec1-200858fafd92	WholeOrganism (microscopic slide)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	21.IX.1969	Animalia
