key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	continent	lifeStage	references	datasetID	scientificNameID	bibliographicCitation
1319878091	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:57.658+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118290	1	54	354	9477065	6313	2118288	2118290	2118290	Dromedopycnon acanthus Child, 1982	Dromedopycnon acanthus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Dromedopycnon	Dromedopycnon acanthus	Dromedopycnon	acanthus	SPECIES	ACCEPTED	NE	-54.652	-63.835	136.0	1.0	Tierra del Fuego	{}	South Atlantic Ocean	South Atlantic Ocean, Argentina, Tierra del Fuego	1971.0	10.0	26.0	1971-10-26	299.0	299.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:09:00.000+00:00	2024-07-02T12:38:57.658+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3765c1537-657e-491f-a559-f4a030a7473b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	NORTH_AMERICA	http://n2t.net/ark:/65665/3765c1537-657e-491f-a559-f4a030a7473b	urn:lsid:biocol.org:col:34871	26 OCT 1971	unknown, from legacy	Staten Island	Degrees Minutes Seconds	USARP/HE/715/874/SOSC	IZ	1319878091	http://n2t.net/ark:/65665/3765c1537-657e-491f-a559-f4a030a7473b	USNM 181077	USNM	874	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6						
1320146106	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:50.699+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT		2118290	1	54	354	9477065	6313	2118288	2118290	2118290	Dromedopycnon acanthus Child, 1982	Dromedopycnon acanthus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Dromedopycnon	Dromedopycnon acanthus	Dromedopycnon	acanthus	SPECIES	ACCEPTED	NE	-54.9183	-64.1575	502.0	9.0	Tierra del Fuego	{}	South Atlantic Ocean	South Atlantic Ocean, Argentina, Tierra del Fuego	1971.0	10.0	30.0	1971-10-30	303.0	303.0		['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:40:00.000+00:00	2024-07-02T12:37:50.699+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3822e1cb5-c7dc-49be-9624-64eb9a94a476'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	NORTH_AMERICA	http://n2t.net/ark:/65665/3822e1cb5-c7dc-49be-9624-64eb9a94a476	urn:lsid:biocol.org:col:34871	30 OCT 1971	unknown, from legacy	Staten Island	Degrees Minutes Seconds	USARP/HE/715/885/SOSC	IZ	1320146106	http://n2t.net/ark:/65665/3822e1cb5-c7dc-49be-9624-64eb9a94a476	USNM 1123015	USNM	885	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	SOUTH_AMERICA					
1322965152	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:34.808+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT		2118290	1	54	354	9477065	6313	2118288	2118290	2118290	Dromedopycnon acanthus Child, 1982	Dromedopycnon acanthus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Dromedopycnon	Dromedopycnon acanthus	Dromedopycnon	acanthus	SPECIES	ACCEPTED	NE	-54.48	-63.83	112.0	0.0	Tierra del Fuego	{}	South Atlantic Ocean	South Atlantic Ocean, Argentina, Tierra del Fuego	1971.0	10.0	27.0	1971-10-27	300.0	300.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:09:00.000+00:00	2024-07-02T12:39:34.808+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3fef7effb-b07e-49cf-b3b4-8e1a2dd29e7d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	NORTH_AMERICA	http://n2t.net/ark:/65665/3fef7effb-b07e-49cf-b3b4-8e1a2dd29e7d	urn:lsid:biocol.org:col:34871	27 OCT 1971	unknown, from legacy	Staten Island	Degrees Minutes Seconds	USARP/HE/715/876/SOSC	IZ	1322965152	http://n2t.net/ark:/65665/3fef7effb-b07e-49cf-b3b4-8e1a2dd29e7d	USNM 181078	USNM	876	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		Juvenile				
1322430641	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:27.314+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT		2118290	1	54	354	9477065	6313	2118288	2118290	2118290	Dromedopycnon acanthus Child, 1982	Dromedopycnon acanthus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Dromedopycnon	Dromedopycnon acanthus	Dromedopycnon	acanthus	SPECIES	ACCEPTED	NE	-8.04167	-34.4	587.0	0.0	Pernambuco	{}	South Atlantic Ocean	South Atlantic Ocean, Brazil, Pernambuco	1967.0	2.0	21.0	1967-02-21	52.0	52.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-08-17T10:19:00.000+00:00	2024-07-02T12:39:27.314+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e749dc02-cd8b-4022-8b72-ebc6acdb5f05'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Woods Hole Oceanographic Institution	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	NORTH_AMERICA	http://n2t.net/ark:/65665/3e749dc02-cd8b-4022-8b72-ebc6acdb5f05	urn:lsid:biocol.org:col:34871	21 FEB 1967	unknown, from legacy	SE Of Recife	Degrees Minutes Seconds		IZ	1322430641	http://n2t.net/ark:/65665/3e749dc02-cd8b-4022-8b72-ebc6acdb5f05	USNM 181079	USNM	169	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		Juvenile				
4055741849	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:46.060+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2118290	1	54	354	9477065	6313	2118288	2118290	2118290	Dromedopycnon acanthus Child, 1982	Dromedopycnon acanthus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Dromedopycnon	Dromedopycnon acanthus	Dromedopycnon	acanthus	SPECIES	ACCEPTED	NE	-8.05	-34.38	587.0			{}			1967.0	2.0	21.0	1967-02-21	52.0	52.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:46.060+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1874'}]	[]	[]	[]			True					WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1874				Atlantic Ocean			WoRMS type localities	4055741849	WoRMS Editorial Board:WoRMS type localities:sm_id_1874	sm_id_1874	WoRMS Editorial Board						http://www.marinespecies.org/aphia.php?p=specdetails&id=1874	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239576	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Dromedopycnon acanthus</i> Child, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239576
1318379413	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:18.851+00:00	395	{}	PRESERVED_SPECIMEN	13.0	PRESENT		2118290	1	54	354	9477065	6313	2118288	2118290	2118290	Dromedopycnon acanthus Child, 1982	Dromedopycnon acanthus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Dromedopycnon	Dromedopycnon acanthus	Dromedopycnon	acanthus	SPECIES	ACCEPTED	NE	-54.133	-52.208	451.0	32.0		{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea	1966.0	1.0	30.0	1966-01-30	30.0	30.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:09:00.000+00:00	2024-07-02T12:37:18.851+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3340dd531-bc6a-42c0-ab0d-7d0ee0e0287c'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida		[]	[]			NORTH_AMERICA	http://n2t.net/ark:/65665/3340dd531-bc6a-42c0-ab0d-7d0ee0e0287c	urn:lsid:biocol.org:col:34871	30 JAN 1966	unknown, from legacy	Burdwood Bank, East Of	Degrees Minutes Seconds	USARP/EL/22/1521/USC	IZ	1318379413	http://n2t.net/ark:/65665/3340dd531-bc6a-42c0-ab0d-7d0ee0e0287c	USNM 181074	USNM	1521	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6						
1318791748	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:43.945+00:00	395	{}	PRESERVED_SPECIMEN	7.0	PRESENT		2118290	1	54	354	9477065	6313	2118288	2118290	2118290	Dromedopycnon acanthus Child, 1982	Dromedopycnon acanthus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Dromedopycnon	Dromedopycnon acanthus	Dromedopycnon	acanthus	SPECIES	ACCEPTED	NE	-54.65	-57.175	124.0			{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea	1966.0	3.0	14.0	1966-03-14	73.0	73.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:09:00.000+00:00	2024-07-02T12:37:43.945+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/34646ac2d-9cb0-415b-98e3-dc9a74646dad'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/34646ac2d-9cb0-415b-98e3-dc9a74646dad	urn:lsid:biocol.org:col:34871		unknown, from legacy	Burdwood Bank	Degrees Minutes Seconds	USARP/EL/22/1596/USC	IZ	1318791748	http://n2t.net/ark:/65665/34646ac2d-9cb0-415b-98e3-dc9a74646dad	USNM 181076	USNM	1596	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6						
1321138567	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:59.834+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT		2118290	1	54	354	9477065	6313	2118288	2118290	2118290	Dromedopycnon acanthus Child, 1982	Dromedopycnon acanthus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Dromedopycnon	Dromedopycnon acanthus	Dromedopycnon	acanthus	SPECIES	ACCEPTED	NE	-54.683	-57.017	35.0	35.0		{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea	1966.0	3.0	14.0	1966-03-14	73.0	73.0		['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:40:00.000+00:00	2024-07-02T12:37:59.834+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ae1162cd-ceb4-4eff-b4e0-c9a976c432b7'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/3ae1162cd-ceb4-4eff-b4e0-c9a976c432b7	urn:lsid:biocol.org:col:34871	14 MAR 1966	unknown, from legacy	Burdwood Bank	Degrees Minutes Seconds	USARP/EL/22/1594/USC	IZ	1321138567	http://n2t.net/ark:/65665/3ae1162cd-ceb4-4eff-b4e0-c9a976c432b7	USNM 1123011	USNM	1594	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6						
1321347307	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:03.277+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2118290	1	54	354	9477065	6313	2118288	2118290	2118290	Dromedopycnon acanthus Child, 1982	Dromedopycnon acanthus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Dromedopycnon	Dromedopycnon acanthus	Dromedopycnon	acanthus	SPECIES	ACCEPTED	NE	-54.658	-57.1	126.0	2.0		{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea	1966.0	3.0	14.0	1966-03-14	73.0	73.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:09:00.000+00:00	2024-07-02T12:38:03.277+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b752988e-1af0-445e-bb4a-9c918456b256'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/3b752988e-1af0-445e-bb4a-9c918456b256	urn:lsid:biocol.org:col:34871	14 MAR 1966	unknown, from legacy	Burdwood Bank	Degrees Minutes Seconds	USARP/EL/22/1595/USC	IZ	1321347307	http://n2t.net/ark:/65665/3b752988e-1af0-445e-bb4a-9c918456b256	USNM 181075	USNM	1595	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6						
1318028795	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:35.208+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT		2118290	1	54	354	9477065	6313	2118288	2118290	2118290	Dromedopycnon acanthus Child, 1982	Dromedopycnon acanthus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Dromedopycnon	Dromedopycnon acanthus	Dromedopycnon	acanthus	SPECIES	ACCEPTED	NE	-53.6	-36.875	242.5	22.5		{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea	1963.0	9.0	12.0	1963-09-12	255.0	255.0		['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:40:00.000+00:00	2024-07-02T12:38:35.208+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3248a326d-bf5d-43e6-92a1-ac30293ad695'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	NORTH_AMERICA	http://n2t.net/ark:/65665/3248a326d-bf5d-43e6-92a1-ac30293ad695	urn:lsid:biocol.org:col:34871	12 SEP 1963	unknown, from legacy	South Georgia Island, north of island	Degrees Minutes Seconds	USARP/EL/9/732/USC	IZ	1318028795	http://n2t.net/ark:/65665/3248a326d-bf5d-43e6-92a1-ac30293ad695	USNM 1123014	USNM	732	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6						
