key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	recordedBy	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	http://unknown.org/taxonRankID	taxonConceptID	originalNameUsage	locality	http://unknown.org/species	gbifID	collectionCode	occurrenceID	sex	individualCount	dateIdentified	depth	modified	otherCatalogNumbers	preparations	eventID	verbatimEventDate	verbatimLocality	type	depthAccuracy	waterBody	higherGeography	collectionKey	institutionID	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	collectionID	rightsHolder	nomenclaturalCode	typeStatus	dynamicProperties	datasetID	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	continent	organismQuantity	organismQuantityType	scientificNameID	island	identificationQualifier	http://unknown.org/language
1317577405	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:56.718+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-52.2	72.67				{}	1990.0	6.0	10.0	1990-06-10	161.0	161.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:56.718+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31096bc5e-fd9b-4d21-84aa-2e58107c4c76'}]	[{'references': 'https://collections.nmnh.si.edu/media/?i=91023'}]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	True	NMNH Extant Biology		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)		WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	NORTH_AMERICA	http://n2t.net/ark:/65665/31096bc5e-fd9b-4d21-84aa-2e58107c4c76	USNM 1123293	USNM				Heard Island, 60 Mile NW Of		1317577405	IZ	http://n2t.net/ark:/65665/31096bc5e-fd9b-4d21-84aa-2e58107c4c76		2.0		430.0	2013-01-11T15:44:00.000+00:00		Alcohol (Ethanol)		10 JUN 1990			0.0	Indian Ocean	Indian Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	57	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																		
2434366988	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:17.187+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.1/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.1_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.1/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE					Kerguelen	{}	1874.0	1.0	29.0	1874-01-29	29.0	29.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:17.187+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.1@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.1_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.1/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		Challenger exp.				Pycnogonida		[]	[]			EUROPE	RMNH.PYC.1@CRS	RMNH.PYC.1					(Christmas Harbour)		2434366988	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.1		20.0			2021-01-28T00:00:00.000+00:00		WholeOrganism (alcohol)		29 januari 1874							Naturalis Biodiversity Center				Animalia|Nymphonidae		Naturalis Biodiversity Center	ICZN																
1056123478	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:54.813+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1876 - 1905: page 49', 'http://purl.org/dc/terms/created': '1187776550000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/0798dda5-c276-4765-95c3-2d86ad988e23'}]}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE						{}							['TAXON_MATCH_FUZZY', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:54.813+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1192080'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1876 - 1905: page 49', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/0798dda5-c276-4765-95c3-2d86ad988e23'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False						Pycnogonida		[]	[]			EUROPE	1192080	1881.38	NHMUK				off Christmas Harbour		1056123478	ZOO	0b10e1e0-3ade-4571-8f32-2ffd9bcf0398		21.0				NHMUK:ecatalogue:1192080														Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae				TYPE	"{""associatedMediaCount"": 1, ""barcode"": ""011102351"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": ""Challenger Collection"", ""commodity"": null, ""created"": 1294336587000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Nymphon brachyrhynchus"", ""determinationTypes"": null, ""donorName"": ""Lords Commissioners of the Treasury"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056123478"", ""gbifIssue"": [""TAXON_MATCH_FUZZY""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"														
3935105114	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:36.753+00:00	10	{}	HUMAN_OBSERVATION	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-49.13558	68.66923		1105902.0		{}							['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T10:11:36.753+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '19e554ce-9e26-4c39-9d6c-0c8eedd3b7b6'}]	[]	[]	[]		False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	19e554ce-9e26-4c39-9d6c-0c8eedd3b7b6					Nymphon brachyrhynchum Hoek, 1881			3935105114		19e554ce-9e26-4c39-9d6c-0c8eedd3b7b6								19e554ce-9e26-4c39-9d6c-0c8eedd3b7b6																		D2B0CE86-7C29-1275-E053-5514A8C0FBF9	TAAF : Îles sub-antarctiques	TaxREF	Probable	Pantopoda	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	815649							
1055858685	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.796+00:00	391	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE						{}							['TAXON_MATCH_FUZZY', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:11.796+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3642354'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False						Pycnogonida		[]	[]			EUROPE	3642354	1881.38	NHMUK				Christmas Harbour, Kerguelen.		1055858685	ZOO	c7a8c30a-5045-4b86-ac62-0501037be78d	FEMALE	1.0		219.0		NHMUK:ecatalogue:3642354														Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae				HOLOTYPE	"{""associatedMediaCount"": null, ""barcode"": ""NHMUK014491497"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180302152000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Nymphon brachyrhnchum Hoek, 1881"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055858685"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": ""Specimen"", ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""Spirit"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR01"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"														
1055332414	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.747+00:00	391	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE						{}							['TAXON_MATCH_FUZZY', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:11.747+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3642357'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False						Pycnogonida		[]	[]			EUROPE	3642357	1881.38	NHMUK				Christmas Harbour, Kerguelen.		1055332414	ZOO	2b49cc5f-23e9-442f-800e-b37b9baacab2		21.0		219.0		NHMUK:ecatalogue:3642357														Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae				PARATYPE	"{""associatedMediaCount"": null, ""barcode"": ""NHMUK014491498"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180302152000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Nymphon brachyrhnchum Hoek, 1881"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055332414"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": ""Specimens"", ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""Spirit"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR01"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"														
3466709308	48f54e74-d525-4fad-b482-a32316d79ccb	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-07-07T09:25:13.819+00:00	2024-07-07T09:25:40.027+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE						{}				2003-04-29/2008-06-30	119.0	182.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-07T09:25:40.027+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '36c8cd0a-d21c-426c-ad3c-78597af02ef8'}]	[]	[]	[]		False				Beam trawl|epibenthic sled (1 cm-2 mesh)		Pycnogonida		[]	[]			OCEANIA	36c8cd0a-d21c-426c-ad3c-78597af02ef8		AADC	7000	https://biodiversity.org.au/afd/taxa/2808981f-bc9f-463d-9b78-b6cd96f2d110		Australian Exclusive Zone (AEEZ) at Heard Island and McDonald Islands (HIMI)	Nymphon brachyrhynchum	3466709308		36c8cd0a-d21c-426c-ad3c-78597af02ef8				569.0								401.0														HIMI_Biodiversity_0368						240140	ANTARCTICA	5.0	individuals	urn:lsid:marinespecies.org:taxname:240140	Heard Island and McDonald Islands	Species	
4548448830	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:26.928+00:00	57	{}	HUMAN_OBSERVATION	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-49.13558	68.66923		1105902.0		{}							['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-21T10:14:26.928+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4fa0e232-ecb0-4cea-b361-c1819c933548'}]	[]	[]	[]		False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	4fa0e232-ecb0-4cea-b361-c1819c933548					Nymphon brachyrhynchum Hoek, 1881			4548448830		4fa0e232-ecb0-4cea-b361-c1819c933548								4fa0e232-ecb0-4cea-b361-c1819c933548																		EB6380B5-80AF-5935-E053-0514A8C08744	TAAF : Îles sub-antarctiques	TaxREF	Probable		Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	815649							fr | en
2434360241	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:43.866+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.397/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.397_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.397/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE					Kerguelen	{}							['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:43.866+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.397@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.397_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.397/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False						Pycnogonida		[]	[]			EUROPE	RMNH.PYC.397@CRS	RMNH.PYC.397					Christmas harbour		2434360241	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.397		6.0			2021-01-28T00:00:00.000+00:00		WholeOrganism (alcohol)									Naturalis Biodiversity Center				Animalia|Nymphonidae		Naturalis Biodiversity Center	ICZN																
318008067	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.942+00:00	124	{}	OCCURRENCE	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-48.6833	69.0367				{'level0': {'gid': 'ATF', 'name': 'French Southern Territories'}, 'level1': {'gid': 'ATF.4_1', 'name': 'Kerguelen'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.942+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34955'}]	[]	[]	[]		False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE		34955	BAS						318008067	SOMBASE Pycnogonids					220.0								0.0																					ANTARCTICA						
318008217	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.981+00:00	124	{}	OCCURRENCE	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-48.1816	69.025				{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.981+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38077'}]	[]	[]	[]		False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE		38077	BAS						318008217	SOMBASE Pycnogonids					159.0								0.0																											
