key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	recordedBy	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	http://unknown.org/taxonRankID	taxonConceptID	originalNameUsage	locality	http://unknown.org/species	gbifID	collectionCode	occurrenceID	sex	individualCount	dateIdentified	depth	modified	otherCatalogNumbers	preparations	eventID	verbatimEventDate	verbatimLocality	type	depthAccuracy	waterBody	higherGeography	collectionKey	institutionID	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	collectionID	rightsHolder	nomenclaturalCode	typeStatus	dynamicProperties	datasetID	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	continent	organismQuantity	organismQuantityType	scientificNameID	island	identificationQualifier	http://unknown.org/language
4902191624	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:49.564+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-52.4967	72.8848	0.0001	100.0	Heard Island and McDonald Islands	{}	2003.0	4.0	29.0	2003-04-29	119.0	119.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:38:49.564+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '164cdb35-28db-4329-8373-c92d2bb2cd33'}]	[]	[]	[]	50af0502-76a6-4b30-b9f6-cf317562945f	False	AAD Heard & Macdonald Islands benthic faunal reference collection	Lamb, T.	D.A. Staples	Benthic sled	WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	OCEANIA	164cdb35-28db-4329-8373-c92d2bb2cd33	J5541	TMAG	7000	https://biodiversity.org.au/afd/taxa/2808981f-bc9f-463d-9b78-b6cd96f2d110	Nymphon brachyrhynchum	Southern Ocean: Heard Island: Western Plateau_stn SC200326_153	Nymphon brachyrhynchum	4902191624	invertebrates	164cdb35-28db-4329-8373-c92d2bb2cd33																																							
4902173886	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:50.206+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-52.3018	72.5953	0.0001	100.0	Heard Island and McDonald Islands	{}	2003.0	4.0	29.0	2003-04-29	119.0	119.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:38:50.206+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '22795b18-5c73-4e64-970a-d8b87dc5d798'}]	[]	[]	[]	50af0502-76a6-4b30-b9f6-cf317562945f	False	AAD Heard & Macdonald Islands benthic faunal reference collection	Lamb, T.	D.A. Staples	Benthic sled	WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	OCEANIA	22795b18-5c73-4e64-970a-d8b87dc5d798	J5546	TMAG	7000	https://biodiversity.org.au/afd/taxa/2808981f-bc9f-463d-9b78-b6cd96f2d110	Nymphon brachyrhynchum	Southern Ocean: Heard Island: Western Plateau_stn SC200326_158	Nymphon brachyrhynchum	4902173886	invertebrates	22795b18-5c73-4e64-970a-d8b87dc5d798																																							
4902179770	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:51.491+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-52.3269	72.6715	0.0001	100.0	Heard Island and McDonald Islands	{}	2003.0	4.0	29.0	2003-04-29	119.0	119.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:38:51.491+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '459ce61e-5211-4e24-9e75-7465db7e6cad'}]	[]	[]	[]	50af0502-76a6-4b30-b9f6-cf317562945f	False	AAD Heard & Macdonald Islands benthic faunal reference collection	Lamb, T.	D.A. Staples	Benthic sled	WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	OCEANIA	459ce61e-5211-4e24-9e75-7465db7e6cad	J5539	TMAG	7000	https://biodiversity.org.au/afd/taxa/2808981f-bc9f-463d-9b78-b6cd96f2d110	Nymphon brachyrhynchum	Southern Ocean: Heard Island: Western Plateau_stn SC200326_157	Nymphon brachyrhynchum	4902179770	invertebrates	459ce61e-5211-4e24-9e75-7465db7e6cad																																							
4902185383	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:51.996+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-52.3475	72.7457	0.0001	100.0	Heard Island and McDonald Islands	{}	2003.0	4.0	29.0	2003-04-29	119.0	119.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:38:51.996+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5ee3ff54-92a6-48af-a07d-cabaf592ae1f'}]	[]	[]	[]	50af0502-76a6-4b30-b9f6-cf317562945f	False	AAD Heard & Macdonald Islands benthic faunal reference collection	Lamb, T.	D.A. Staples	Benthic sled	WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	OCEANIA	5ee3ff54-92a6-48af-a07d-cabaf592ae1f	J5544	TMAG	7000	https://biodiversity.org.au/afd/taxa/2808981f-bc9f-463d-9b78-b6cd96f2d110	Nymphon brachyrhynchum	Southern Ocean: Heard Island: Western Plateau_stn SC200326_156	Nymphon brachyrhynchum	4902185383	invertebrates	5ee3ff54-92a6-48af-a07d-cabaf592ae1f																																							
4902193394	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:53.876+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-52.4078	72.0538	0.0001	100.0	Heard Island and McDonald Islands	{}	2003.0	4.0	30.0	2003-04-30	120.0	120.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:38:53.876+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a752ac5e-3c67-471b-b482-756b6038c597'}]	[]	[]	[]	50af0502-76a6-4b30-b9f6-cf317562945f	False	AAD Heard & Macdonald Islands benthic faunal reference collection	Lamb, T.	D.A. Staples	Benthic sled	WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	OCEANIA	a752ac5e-3c67-471b-b482-756b6038c597	J5540	TMAG	7000	https://biodiversity.org.au/afd/taxa/2808981f-bc9f-463d-9b78-b6cd96f2d110	Nymphon brachyrhynchum	Southern Ocean: Heard Island: Aurora Bank_stn SC200326_176	Nymphon brachyrhynchum	4902193394	invertebrates	a752ac5e-3c67-471b-b482-756b6038c597	FEMALE																																						
4902184430	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:54.567+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-52.3013	72.5952	0.0001	100.0	Heard Island and McDonald Islands	{}	2003.0	4.0	30.0	2003-04-30	120.0	120.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:38:54.567+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c3bda921-2c0e-4bd9-a2ff-343df3722186'}]	[]	[]	[]	50af0502-76a6-4b30-b9f6-cf317562945f	False	AAD Heard & Macdonald Islands benthic faunal reference collection	Lamb, T.	D.A. Staples	Beam trawl	WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	OCEANIA	c3bda921-2c0e-4bd9-a2ff-343df3722186	J5542	TMAG	7000	https://biodiversity.org.au/afd/taxa/2808981f-bc9f-463d-9b78-b6cd96f2d110	Nymphon brachyrhynchum	Southern Ocean: Heard Island: Western Plateau_stn SC200326_166	Nymphon brachyrhynchum	4902184430	invertebrates	c3bda921-2c0e-4bd9-a2ff-343df3722186																																							
4902181849	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:55.596+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-52.4967	72.8848	0.0001	100.0	Heard Island and McDonald Islands	{}	2003.0	4.0	29.0	2003-04-29	119.0	119.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:38:55.596+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ffba2a1d-9b62-49e9-baa5-4e0abce8c860'}]	[]	[]	[]	50af0502-76a6-4b30-b9f6-cf317562945f	False	AAD Heard & Macdonald Islands benthic faunal reference collection	Lamb, T.	D.A. Staples	Benthic sled	WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	OCEANIA	ffba2a1d-9b62-49e9-baa5-4e0abce8c860	J5545	TMAG	7000	https://biodiversity.org.au/afd/taxa/2808981f-bc9f-463d-9b78-b6cd96f2d110	Nymphon brachyrhynchum	Southern Ocean: Heard Island: Western Plateau_stn SC200326_153	Nymphon brachyrhynchum	4902181849	invertebrates	ffba2a1d-9b62-49e9-baa5-4e0abce8c860																																							
4902197093	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:55.227+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-52.4372	72.8572	0.0001	100.0	Heard Island and McDonald Islands	{}	2003.0	4.0	29.0	2003-04-29	119.0	119.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:38:55.227+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'fffa3ae7-9b6c-4128-9523-fa406c1b2987'}]	[]	[]	[]	50af0502-76a6-4b30-b9f6-cf317562945f	False	AAD Heard & Macdonald Islands benthic faunal reference collection	Lamb, T.	D.A. Staples	Beam trawl	WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	OCEANIA	fffa3ae7-9b6c-4128-9523-fa406c1b2987	J3796	TMAG	7000	https://biodiversity.org.au/afd/taxa/2808981f-bc9f-463d-9b78-b6cd96f2d110	Nymphon brachyrhynchum	Southern Ocean: Heard Island: Western Plateau_stn SC200326_154	Nymphon brachyrhynchum	4902197093	invertebrates	fffa3ae7-9b6c-4128-9523-fa406c1b2987																																							
3032288423	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:50.046+00:00	382	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-52.2	72.67	0.01	5000.0		{}	1990.0	6.0	10.0	1990-06-10	161.0	161.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:13:50.046+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f6902417-c9e9-4fc7-9b74-7fd80c645f98'}]	[]	[]	[]	5d0174cc-48aa-497e-8751-df708df5ccc5	True	ANARE Heard Island and Kerguelen Survey 1990	Zeidler, W.|Hobbs, L.	Child, C. Allan - Smithsonian	trawled	WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	OCEANIA	f6902417-c9e9-4fc7-9b74-7fd80c645f98	E8392	SAMA	7000	https://biodiversity.org.au/afd/taxa/2808981f-bc9f-463d-9b78-b6cd96f2d110			Nymphon brachyrhynchum	3032288423	Marine Invertebrates	f6902417-c9e9-4fc7-9b74-7fd80c645f98		4.0	1993-01-01T00:00:00	430.0	2021-10-19T00:00:00.000+00:00	ecatalogue.irn:786728	Wet Specimen	urn:emu.sam.sa.gov.au:Event:55897	10 Jun 1990	South Indian Ocean, approx 60 nautical miles NW of Heard Island	PhysicalObject																												
1317442181	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:51.519+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117659	1	54	354	9477065	2013	2117630	2117659	2117659	Nymphon brachyrhynchum Hoek, 1881	Nymphon brachyrhynchum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon brachyrhynchum	Nymphon	brachyrhynchum	SPECIES	ACCEPTED	NE	-52.2	72.67				{}	1990.0	6.0	10.0	1990-06-10	161.0	161.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:36:51.519+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/30a9c1e45-60bb-4e18-8d38-4368806b84aa'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	True	NMNH Extant Biology		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)		WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	NORTH_AMERICA	http://n2t.net/ark:/65665/30a9c1e45-60bb-4e18-8d38-4368806b84aa	USNM 234680	USNM				Heard Island, 60 Mile NW Of		1317442181	IZ	http://n2t.net/ark:/65665/30a9c1e45-60bb-4e18-8d38-4368806b84aa		2.0		430.0	2014-10-21T10:25:00.000+00:00		Alcohol (Ethanol)		10 JUN 1990			0.0	Indian Ocean	Indian Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	57	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																		
