key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	verbatimEventDate	institutionCode	locality	gbifID	collectionCode	occurrenceID	higherClassification	collectionID	decimalLatitude	decimalLongitude	continent	geodeticDatum	georeferenceProtocol	verbatimCoordinateSystem	locationID	references	datasetID	scientificNameID	bibliographicCitation
1319076485	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:09.131+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2117420	1	54	354	9477065	6316	2117290	2117420	2117420	Anoplodactylus lagenus Nakamura & Child, 1983	Anoplodactylus lagenus Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus lagenus	Anoplodactylus	lagenus	SPECIES	ACCEPTED	NE	30.0	0.0	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1970	11	1.0	1970-11-01	305	305	HOLOTYPE	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:14:00.000+00:00	2024-07-02T12:39:09.131+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/352e425e2-f513-4a33-9d83-d894645fb206'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/352e425e2-f513-4a33-9d83-d894645fb206	USNM 183827	urn:lsid:biocol.org:col:34871	01 NOV 1970	USNM	Honshu Island, Sagami Bay, Off Kisami	1319076485	IZ	http://n2t.net/ark:/65665/352e425e2-f513-4a33-9d83-d894645fb206	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6											
1322424743	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:25.894+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2117420	1	54	354	9477065	6316	2117290	2117420	2117420	Anoplodactylus lagenus Nakamura & Child, 1983	Anoplodactylus lagenus Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus lagenus	Anoplodactylus	lagenus	SPECIES	ACCEPTED	NE	85.0	9.0	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1969	7	14.0	1969-07-14	195	195	ALLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:14:00.000+00:00	2024-07-02T12:38:25.894+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e7090f2e-04b0-412e-bf71-fc60c126745a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3e7090f2e-04b0-412e-bf71-fc60c126745a	USNM 183828	urn:lsid:biocol.org:col:34871	14 JUL 1969	USNM	Honshu Island, Sagami Bay	1322424743	IZ	http://n2t.net/ark:/65665/3e7090f2e-04b0-412e-bf71-fc60c126745a	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	34.57	138.868	ASIA	WGS84	unknown, from legacy	Degrees Minutes Seconds	KT69-12-9				
4055738845	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:08.945+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2117420	1	54	354	9477065	6316	2117290	2117420	2117420	Anoplodactylus lagenus Nakamura & Child, 1983	Anoplodactylus lagenus Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus lagenus	Anoplodactylus	lagenus	SPECIES	ACCEPTED	NE	85.0	9.0		{}			1969	7		1969-07-14/1969-07-16	195	197	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'DEPTH_MIN_MAX_SWAPPED', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:08.945+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1615'}]	[]	[]	[]			True				Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1615	sm_id_1615			WoRMS Editorial Board	Pacific Ocean	4055738845	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_1615			34.57	138.87	ASIA	WGS84				http://www.marinespecies.org/aphia.php?p=specdetails&id=1615	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239424	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Anoplodactylus lagenus</i> Nakamura & Child, 1983. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239424
