key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	waterBody	year	month	eventDate	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	footprintWKT	locality	eventRemarks	fieldNumber	gbifID	language	occurrenceID	catalogNumber	institutionCode	occurrenceRemarks	bibliographicCitation	collectionCode	typeStatus	references	datasetID
1426881229	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.675+00:00	299	{}	HUMAN_OBSERVATION	1.0	PRESENT	MALE	2117443	1	54	354	9477065	3254684	2117433	2117443	2117443	Pallenopsis mauii Clark, 1958	Pallenopsis mauii Clark, 1958	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis mauii	Pallenopsis	mauii	SPECIES	ACCEPTED	NE	-41.51667	174.91667	100.0	690.0	0.0	{}	South Pacific Ocean	1957.0	8.0	1957-08	['COUNTRY_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_MISMATCH']	2014-12-08T00:00:00.000+00:00	2024-01-29T08:15:29.675+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:SWPRON:MBIS:4926'}]	[]	[]	[]	False	MBIS Marine Fauna and Flora observations around New Zealand	GearType=beam trawl	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	58	urn:catalog:SWPRON:MBIS:4926	urn:lsid:marinespecies.org:taxname:239932	POINT (174.91667 -41.51667)	off Palliser Bay	mud, stones, rock	VUZ 96	1426881229	en	urn:catalog:SWPRON:MBIS:4926	MBIS-urn:catalog:SWPRON:MBIS:4926 VUZ 96 Pallenopsis mauii	Victoria University of Wellington	GearType=beam trawl	Clark, W.C. (1958) Some Pycnogonida from Cook Strait, New Zealand, with descriptions of two new species. Zoology Publications from Victoria University of Wellington No. 23				
318009127	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.714+00:00	124	{}	OCCURRENCE		PRESENT		2117443	1	54	354	9477065	3254684	2117433	2117443	2117443	Pallenopsis mauii Clark, 1958	Pallenopsis mauii Clark, 1958	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis mauii	Pallenopsis	mauii	SPECIES	ACCEPTED	NE	-41.5166	174.9166		712.0	0.0	{}					['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.714+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34298'}]	[]	[]	[]	False			WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE								318009127			34298	BAS			SOMBASE Pycnogonids			
4055736835	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:06:45.694+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2117443	1	54	354	9477065	3254684	2117433	2117443	2117443	Pallenopsis mauii Clark, 1958	Pallenopsis mauii Clark, 1958	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis mauii	Pallenopsis	mauii	SPECIES	ACCEPTED	NE	-41.52	174.92		695.0		{}					['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:06:45.694+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1220'}]	[]	[]	[]	False			WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_1220	urn:lsid:marinespecies.org:taxname:239932		Cook Strait			4055736835		WoRMS Editorial Board:WoRMS type localities:sm_id_1220	sm_id_1220	WoRMS Editorial Board		Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pallenopsis mauii</i> Clark, 1958. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239932	WoRMS type localities	HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=1220	https://marineinfo.org/id/dataset/5184
