key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	identificationRemarks	occurrenceRemarks	individualCount	waterBody	collectionKey	recordedBy	locality	collectionCode	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	modified	datasetID	continent	datasetName	typeStatus	otherCatalogNumbers	dynamicProperties	higherClassification	references	bibliographicCitation
3386516982	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.932+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	MALE	5166785	1	54	354	9477065	6313	2118547	5166785	5166785	Ammothea stylirostris Gordon, 1932	Ammothea stylirostris Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea stylirostris	Ammothea	stylirostris	SPECIES	ACCEPTED	NE	-53.3997	-42.6683	223.0	299.7	15.0	{}	2011.0	2.0	14.0	2011-02-14	45.0	45.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.932+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	4.0	individuals	False	[{'identifier': 'ANTXXVII/3_PS77_1211_6.2'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/30175/1/644-2012%20ANT27-3%20RKnust.pdf	WGS84	Pycnogonida	GS	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE	PS77	ANTXXVII/3_PS77_1211_6.2	urn:lsid:marinespecies.org:taxname:172942	https://ror.org/01rhff309	14/02/2011	LINESTRING (-42.668 -53.40167, -42.6685 -53.39766667)	PS77_PS77/211-6	en	3386516982	ANTXXVII/3_PS77_1211_6.2	PhysicalObject	ANTXXVII/3_PS77_1211_6.2	BAS	very defined funnel shaped proboscis	1 with 3 egg bundles, 1 with 2 bundles, 1 with one																				
4399691202	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.926+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT		5166785	1	54	354	9477065	6313	2118547	5166785	5166785	Ammothea stylirostris Gordon, 1932	Ammothea stylirostris Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea stylirostris	Ammothea	stylirostris	SPECIES	ACCEPTED	NE	-71.051667	-11.425				{}	1996.0	2.0	5.0	1996-02-05	36.0	36.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.926+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '85b9cbd3-587a-4d2b-ad01-5bfadb4ba483'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	True	Turpaeva, Elena	EtOH 75%	Bottom Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/01	85b9cbd3-587a-4d2b-ad01-5bfadb4ba483		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			39/01		4399691202	85b9cbd3-587a-4d2b-ad01-5bfadb4ba483		INV0001874	IORAS			1.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Weddell Sea	OBFc	462.0 - 481.0 m	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2										
240909600	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:52.205+00:00	242		{}	HUMAN_OBSERVATION	PRESENT		5166785	1	54	354	9477065	6313	2118547	5166785	5166785	Ammothea stylirostris Gordon, 1932	Ammothea stylirostris Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea stylirostris	Ammothea	stylirostris	SPECIES	ACCEPTED	NE	-71.051667	-11.425		462.0	0.0	{}	1996.0	2.0	5.0	1996-02-05	36.0	36.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T20:20:52.205+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:158'}]	[]	[]	[]		True				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:158	urn:lsid:marinespecies.org:taxname:172942						240909600	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:158		158	AWI							Kapp Norvegia area	Weddell Sea macrozoobenthos EASIZ I					2010-05-11T18:09:00.000+00:00	IMIS:dasid:2432								
1427444454	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:18:03.713+00:00	259		{}	HUMAN_OBSERVATION	PRESENT		5166785	1	54	354	9477065	6313	2118547	5166785	5166785	Ammothea stylirostris Gordon, 1932	Ammothea stylirostris Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea stylirostris	Ammothea	stylirostris	SPECIES	ACCEPTED	NE	-54.2601	-36.4288	500.0	207.0	28.0	{}	1926.0	3.0	25.0	1926-03-25	84.0	84.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:18:03.713+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '5495'}]	[]	[]	[]		False			Large otter trawl. Head rope 1.2m x 1.2m x 0.75m with netting or wire 12.5mm mesh	WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	OCEANIA	7	5495	urn:lsid:marinespecies.org:taxname:172942			LINESTRING (-36.4287 -54.2417, -36.4288 -54.2785)	Stn 39	en	1427444454	5495		Stn 39 Ammothea stylirostris	NIWA		Large otter trawl. Head rope 1.2m x 1.2m x 0.75m with netting or wire 12.5mm mesh	2.0	Atlantic Ocean			East Cumberland Bay, South Georgia. From 8 cables S 81° W from Merton Rock to 1.3 miles N 7° E of Macmahon Rock	Discovery Reports					2019-03-15T00:00:00.000+00:00		ANTARCTICA	Discovery Expedition Biological Reports						
1055764157	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:55.004+00:00	391		{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 219', 'http://purl.org/dc/terms/created': '1187778647000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/4047f49a-b9c3-46cb-bc0a-b4a53415d988'}]}	PRESERVED_SPECIMEN	PRESENT		5166785	1	54	354	9477065	6313	2118547	5166785	5166785	Ammothea stylirostris Gordon, 1932	Ammothea stylirostris Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea stylirostris	Ammothea	stylirostris	SPECIES	ACCEPTED	NE						{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:55.004+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '1216072'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 219', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/4047f49a-b9c3-46cb-bc0a-b4a53415d988'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True					Pycnogonida		[]	[]			EUROPE		1216072					39		1055764157	108871d2-cfc1-4f9c-8039-9a355a7c31ca		1933.3.23.664	NHMUK								ZOO									HOLOTYPE	NHMUK:ecatalogue:1216072	"{""associatedMediaCount"": 1, ""barcode"": ""NHMUK014491429"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295355589000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Ammothea stylirostris Gordon, 1932"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition, 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055764157"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae		
1055795744	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:54.935+00:00	391		{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 220', 'http://purl.org/dc/terms/created': '1187778651000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/24475c10-35b2-4456-8b08-1f1849a9174c'}]}	PRESERVED_SPECIMEN	PRESENT		5166785	1	54	354	9477065	6313	2118547	5166785	5166785	Ammothea stylirostris Gordon, 1932	Ammothea stylirostris Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea stylirostris	Ammothea	stylirostris	SPECIES	ACCEPTED	NE						{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:54.935+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '1216104'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 220', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/24475c10-35b2-4456-8b08-1f1849a9174c'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True					Pycnogonida		[]	[]			EUROPE		1216104					39		1055795744	7cc26bd5-5179-419d-9437-111cd3626678		1933.3.23.665	NHMUK								ZOO									PARATYPE	NHMUK:ecatalogue:1216104	"{""associatedMediaCount"": 1, ""barcode"": ""NHMUK014491430"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295355639000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Ammothea stylirostris Gordon, 1932"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition, 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055795744"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae		
318004214	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.798+00:00	124		{}	OCCURRENCE	PRESENT		5166785	1	54	354	9477065	6313	2118547	5166785	5166785	Ammothea stylirostris Gordon, 1932	Ammothea stylirostris Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea stylirostris	Ammothea	stylirostris	SPECIES	ACCEPTED	NE	-71.0517	-11.425		462.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.798+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21425'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004214			21425	BAS								SOMBASE Pycnogonids														
318004215	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.796+00:00	124		{}	OCCURRENCE	PRESENT		5166785	1	54	354	9477065	6313	2118547	5166785	5166785	Ammothea stylirostris Gordon, 1932	Ammothea stylirostris Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea stylirostris	Ammothea	stylirostris	SPECIES	ACCEPTED	NE	-71.0517	-11.425		462.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.796+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21426'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004215			21426	BAS								SOMBASE Pycnogonids														
318004287	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.246+00:00	124		{}	OCCURRENCE	PRESENT		5166785	1	54	354	9477065	6313	2118547	5166785	5166785	Ammothea stylirostris Gordon, 1932	Ammothea stylirostris Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea stylirostris	Ammothea	stylirostris	SPECIES	ACCEPTED	NE	-56.1033	-66.3166		439.0	55.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.246+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22044'}]	[]	[]	[]		False				WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE									318004287			22044	BAS								SOMBASE Pycnogonids														
318004288	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.247+00:00	124		{}	OCCURRENCE	PRESENT		5166785	1	54	354	9477065	6313	2118547	5166785	5166785	Ammothea stylirostris Gordon, 1932	Ammothea stylirostris Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea stylirostris	Ammothea	stylirostris	SPECIES	ACCEPTED	NE	-53.7966	-37.445		199.5	34.5	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.247+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22045'}]	[]	[]	[]		False				WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE									318004288			22045	BAS								SOMBASE Pycnogonids														
