key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	recordNumber	identifier	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	gbifID	occurrenceID	taxonID	networkKeys	individualCount	decimalLatitude	decimalLongitude	depthAccuracy	modified	institutionKey	collectionKey	recordedBy	geodeticDatum	catalogNumber	institutionCode	locality	fieldNumber	collectionCode	collectionID	coordinatePrecision	coordinateUncertaintyInMeters	stateProvince	datasetName	identifiedBy	samplingProtocol	originalNameUsage	sex	waterBody	higherGeography	typeStatus	preparations	institutionID	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	footprintWKT	language	http://unknown.org/language	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	http://unknown.org/orders	island	references	associatedSequences	verbatimIdentification	occurrenceRemarks
3466772616	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:19.332+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	5720487	1	54	354	9477065	6313	2118547	5720487	5720487	Ammothea adunca Child, 1994	Ammothea adunca Child, 1994	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea adunca	Ammothea	adunca	SPECIES	ACCEPTED	NE	472.4	ANTARCTICA	{}	2008.0	1.0	15.0	2008-01-15	15.0	15.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:19.332+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '43ea0cf7-66cd-4b69-b0c7-cf8096ea1535'}]	[]	[]	[]	False	ASAC_3010_0466	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 22	IU-2007-258	43ea0cf7-66cd-4b69-b0c7-cf8096ea1535	urn:lsid:marinespecies.org:taxname:239615	1/15/2008	7000	https://biodiversity.org.au/afd/taxa/878094d6-2d55-496f-b2fb-12a6429c57ac	Species	Ammothea adunca	3466772616	43ea0cf7-66cd-4b69-b0c7-cf8096ea1535	239615																																														
3466772423	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:16.400+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	5720487	1	54	354	9477065	6313	2118547	5720487	5720487	Ammothea adunca Child, 1994	Ammothea adunca Child, 1994	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea adunca	Ammothea	adunca	SPECIES	ACCEPTED	NE	472.4	ANTARCTICA	{}	2008.0	1.0	15.0	2008-01-15	15.0	15.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:16.400+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '86149471-a87e-4d89-9067-2db98ef35cf1'}]	[]	[]	[]	False	ASAC_3010_0767	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 22	IU-2007-97f	86149471-a87e-4d89-9067-2db98ef35cf1	urn:lsid:marinespecies.org:taxname:239615	1/15/2008	7000	https://biodiversity.org.au/afd/taxa/878094d6-2d55-496f-b2fb-12a6429c57ac	Species	Ammothea adunca	3466772423	86149471-a87e-4d89-9067-2db98ef35cf1	239615																																														
3466772733	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.253+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	5720487	1	54	354	9477065	6313	2118547	5720487	5720487	Ammothea adunca Child, 1994	Ammothea adunca Child, 1994	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea adunca	Ammothea	adunca	SPECIES	ACCEPTED	NE	433.28	ANTARCTICA	{}	2007.0	12.0	23.0	2007-12-23	357.0	357.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:20.253+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '526ecf29-f3db-4d5f-95d3-c4c43b0466f6'}]	[]	[]	[]	False	ASAC_3010_0435	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 27	IU-2007-231	526ecf29-f3db-4d5f-95d3-c4c43b0466f6	urn:lsid:marinespecies.org:taxname:239615	12/23/2007	7000	https://biodiversity.org.au/afd/taxa/878094d6-2d55-496f-b2fb-12a6429c57ac	Species	Ammothea adunca	3466772733	526ecf29-f3db-4d5f-95d3-c4c43b0466f6	239615																																														
4035812411	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.018+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothea;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothea', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'sp.', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '0', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|23611', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|31033', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arabi J.', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothea sp.'}, {'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1994', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothea;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Child, 1994', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|498856', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothea', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'adunca', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|45658', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothea adunca Child, 1994'}]}	PRESERVED_SPECIMEN	PRESENT	5720487	1	54	354	9477065	6313	2118547	5720487	5720487	Ammothea adunca Child, 1994	Ammothea adunca Child, 1994	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea adunca	Ammothea	adunca	SPECIES	ACCEPTED	NE	442.0		{}	2007.0	12.0	23.0	2007-12-23	357.0	357.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.018+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-231'}]	[]	[]	[]	True		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE			http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-231							4035812411	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-231		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0	-66.013518	142.713093	21.0	2010-01-11T16:21:05.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	IPEV-AAD-MNHN	WGS84	2007-231	MNHN	Terre Adélie	CEAMARC/27EV45	IU	10.15468/qgvvhd																														
4902185163	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:54.419+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	5720487	1	54	354	9477065	6313	2118547	5720487	5720487	Ammothea adunca Child, 1994	Ammothea adunca Child, 1994	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea adunca	Ammothea	adunca	SPECIES	ACCEPTED	NE			{}	2003.0	4.0	30.0	2003-04-30	120.0	120.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:38:54.419+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'd8b13e93-f454-4f2e-b9f3-15e112f135b5'}]	[]	[]	[]	False		Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	OCEANIA			d8b13e93-f454-4f2e-b9f3-15e112f135b5			7000	https://biodiversity.org.au/afd/taxa/878094d6-2d55-496f-b2fb-12a6429c57ac		Ammothea adunca	4902185163	d8b13e93-f454-4f2e-b9f3-15e112f135b5		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		-52.3013	72.5952			50af0502-76a6-4b30-b9f6-cf317562945f		Lamb, T.	WGS84	J3794	TMAG	Southern Ocean: Heard Island: Western Plateau_stn SC200326_166		invertebrates		0.0001	100.0	Heard Island and McDonald Islands	AAD Heard & Macdonald Islands benthic faunal reference collection	D.A. Staples	Beam trawl	Ammothea adunca																							
1319691903	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:36.937+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5720487	1	54	354	9477065	6313	2118547	5720487	5720487	Ammothea adunca Child, 1994	Ammothea adunca Child, 1994	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea adunca	Ammothea	adunca	SPECIES	ACCEPTED	NE	175.0		{}	1990.0	6.0	17.0	1990-06-17	168.0	168.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:36.937+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/36e18687e-c13b-4411-94b4-dc84fafc5843'}]	[]	[]	[]	False		Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	NORTH_AMERICA			http://n2t.net/ark:/65665/36e18687e-c13b-4411-94b4-dc84fafc5843		17 JUN 1990					1319691903	http://n2t.net/ark:/65665/36e18687e-c13b-4411-94b4-dc84fafc5843		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	-52.87	74.13	0.0	2014-10-21T10:24:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d		WGS84	USNM 234620	USNM	Heard Island, 30 Mile NE Of Island		IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History			MALE	Indian Ocean	Indian Ocean, Australia	PARATYPE	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	74	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae													
1321368037	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:44.454+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5720487	1	54	354	9477065	6313	2118547	5720487	5720487	Ammothea adunca Child, 1994	Ammothea adunca Child, 1994	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea adunca	Ammothea	adunca	SPECIES	ACCEPTED	NE	235.0		{}	1990.0	6.0	17.0	1990-06-17	168.0	168.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:44.454+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3b83d4f10-bdb4-424d-9a3a-a60af95bb9c3'}]	[]	[]	[]	False		Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	NORTH_AMERICA			http://n2t.net/ark:/65665/3b83d4f10-bdb4-424d-9a3a-a60af95bb9c3		17 JUN 1990					1321368037	http://n2t.net/ark:/65665/3b83d4f10-bdb4-424d-9a3a-a60af95bb9c3		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	-52.2	74.25	0.0	2014-10-21T10:24:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d		WGS84	USNM 234619	USNM	Heard Island, 55 Mile NNE Of Island		IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History			FEMALE	Indian Ocean	Indian Ocean, Australia	PARATYPE	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	72	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae													
4081103553	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.006+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	5720487	1	54	354	9477065	6313	2118547	5720487	5720487	Ammothea adunca Child, 1994	Ammothea adunca Child, 1994	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea adunca	Ammothea	adunca	SPECIES	ACCEPTED	NE	1165.0		{}	1979.0	3.0	13.0	1979-03-13	72.0	72.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.006+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5cc28884-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA			5cc28884-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:239615						4081103553	5cc28884-fa36-11e2-96b3-aa6f927c92a3		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		-47.7917	-178.9917	0.0				NZOI	WGS84	4786	NIWA Invertebrate Collection			NIWA			500.0		NIWA Invertebrate Collection		Trawl, Beam		MALE				Specimen(s), Unknown = 1				I666		POINT (-178.9917 -47.7917)	en											
4081148528	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.507+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	5720487	1	54	354	9477065	6313	2118547	5720487	5720487	Ammothea adunca Child, 1994	Ammothea adunca Child, 1994	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea adunca	Ammothea	adunca	SPECIES	ACCEPTED	NE	1386.0		{}	1979.0	10.0	27.0	1979-10-27	300.0	300.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.507+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5daeccee-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA			5daeccee-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:239615						4081148528	5daeccee-fa36-11e2-96b3-aa6f927c92a3		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		-45.3517	173.5967	0.0				NZOI	WGS84	4783	NIWA Invertebrate Collection			NIWA			500.0		NIWA Invertebrate Collection		Sled, epibenthic						Specimen(s), Unknown = 1				S153		POINT (173.5967 -45.3517)	en											
4548262474	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:27.065+00:00	57	{}	HUMAN_OBSERVATION	PRESENT	5720487	1	54	354	9477065	6313	2118547	5720487	5720487	Ammothea adunca Child, 1994	Ammothea adunca Child, 1994	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea adunca	Ammothea	adunca	SPECIES	ACCEPTED	NE			{}							['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-21T10:14:27.065+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '77b63c58-5f9e-47a1-b8da-2db7bbd14a21'}]	[]	[]	[]	False	EB6380B5-80AF-5935-E053-0514A8C08744	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	77b63c58-5f9e-47a1-b8da-2db7bbd14a21		77b63c58-5f9e-47a1-b8da-2db7bbd14a21							4548262474	77b63c58-5f9e-47a1-b8da-2db7bbd14a21	815625			-49.13558	68.66923						WGS84								1105902.0					Ammothea adunca Child, 1994													fr | en	TAAF : Îles sub-antarctiques	TaxREF	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.						
