key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	references	datasetID	scientificNameID	locality	bibliographicCitation
1317584193	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:10.277+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2118339	1	54	354	9477065	4338615	2118315	2118339	2118339	Ascorhynchus antipodus Child, 1987	Ascorhynchus antipodus Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus antipodus	Ascorhynchus	antipodus	SPECIES	ACCEPTED	NE	-49.383	-172.3	5340.0	0.0	{}	South Pacific Ocean	South Pacific Ocean	1966.0	11.0	15.0	1966-11-15	319.0	319.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:15:00.000+00:00	2024-07-02T12:37:10.277+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/310e3adc2-2145-49af-a273-2cf3cab90ce3'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	[]	[]	NORTH_AMERICA	http://n2t.net/ark:/65665/310e3adc2-2145-49af-a273-2cf3cab90ce3	urn:lsid:biocol.org:col:34871	15 NOV 1966	unknown, from legacy	Degrees Minutes Seconds	USARP/EL/25/366/SOSC	IZ	1317584193	http://n2t.net/ark:/65665/310e3adc2-2145-49af-a273-2cf3cab90ce3	USNM 233600	USNM	366	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6					
4055739024	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:10.891+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2118339	1	54	354	9477065	4338615	2118315	2118339	2118339	Ascorhynchus antipodus Child, 1987	Ascorhynchus antipodus Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus antipodus	Ascorhynchus	antipodus	SPECIES	ACCEPTED	NE	-49.35	-172.27	5340.0		{}			1966.0	11.0	15.0	1966-11-15	319.0	319.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:10.891+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1680'}]	[]	[]	[]			True					WGS84	Pycnogonida	[]	[]	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1680						WoRMS type localities	4055739024	WoRMS Editorial Board:WoRMS type localities:sm_id_1680	sm_id_1680	WoRMS Editorial Board				http://www.marinespecies.org/aphia.php?p=specdetails&id=1680	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239984	South West Pacific Basin	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ascorhynchus antipodus</i> Child, 1987. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239984
318005301	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.765+00:00	124	{}	OCCURRENCE		PRESENT		2118339	1	54	354	9477065	4338615	2118315	2118339	2118339	Ascorhynchus antipodus Child, 1987	Ascorhynchus antipodus Child, 1987	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus antipodus	Ascorhynchus	antipodus	SPECIES	ACCEPTED	NE	-49.35	-172.2666	5340.0	0.0	{}										['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.765+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39641'}]	[]	[]	[]			False					WGS84	Pycnogonida	[]	[]	EUROPE							SOMBASE Pycnogonids	318005301		39641	BAS								
