key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	depth	typeStatus	modified	references	datasetID	scientificNameID	bibliographicCitation	coordinateUncertaintyInMeters	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	taxonID	http://unknown.org/orders	associatedSequences	taxonConceptID	occurrenceRemarks	depthAccuracy
4444205597	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.839+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-71.124167	-11.460667	{}	Atlantic Ocean	2000.0	4.0	5.0	2000-04-05	96.0	96.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.839+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '2a0d0aac-dae6-4ad5-b6ab-6a6aa4349b59'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Polarstern	Turpaeva, Elena	EtOH 75%	srnall Dredge	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANTXVII/3_st.111-16	2a0d0aac-dae6-4ad5-b6ab-6a6aa4349b59	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Antarctica	111-16	OBFc	4444205597	2a0d0aac-dae6-4ad5-b6ab-6a6aa4349b59	80.0 m	INV0003167	IORAS	IORAS	cruise ANTXVII/3	fd699988-ab5d-4737-9443-9085cea191d2																				
4444206070	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.246+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-62.015	-60.345	{}	Scotia Sea	2000.0	5.0	3.0	2000-05-03	124.0	124.0	[]	2024-06-18T12:44:59.246+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'ec1f62f8-ecee-4206-b66e-9ad7ffdddc99'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Polarstern	Turpaeva, Elena	EtOH 75%	Bottom Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANTXVII/3_st.184-1	ec1f62f8-ecee-4206-b66e-9ad7ffdddc99	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Drake Passage	184-1	OBFc	4444206070	ec1f62f8-ecee-4206-b66e-9ad7ffdddc99	374.0 - 338.0 m	INV0003165	IORAS	IORAS	cruise ANTXVII/3	fd699988-ab5d-4737-9443-9085cea191d2																				
4055769536	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:13.653+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-62.6	-55.27	{}		1881.0			1881			['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:12:13.653+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_922'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_922		Antarctica		WoRMS type localities	4055769536	WoRMS Editorial Board:WoRMS type localities:sm_id_922		sm_id_922	WoRMS Editorial Board				140.0	HOLOTYPE	2007-06-20T15:52:33.000+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=922	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240069	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Colossendeis korotkevitschi</i> Pushkin, 1984. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240069													
4548055037	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:26.728+00:00	57	{}	HUMAN_OBSERVATION		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-49.13558	68.66923	{}								['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-21T10:14:26.728+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2f02120e-d81b-4259-8282-8f8ed9617c67'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	2f02120e-d81b-4259-8282-8f8ed9617c67	2f02120e-d81b-4259-8282-8f8ed9617c67					4548055037	2f02120e-d81b-4259-8282-8f8ed9617c67											EB6380B5-80AF-5935-E053-0514A8C08744			1105902.0	fr | en	Colossendeis korotkevitschi Pushkin, 1984	TAAF : Îles sub-antarctiques	TaxREF	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	815643					
3935131854	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:37.394+00:00	10	{}	HUMAN_OBSERVATION		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-49.13558	68.66923	{}								['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T10:11:37.394+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6d5c030c-6e12-4464-94bc-63ef0bad74fd'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	6d5c030c-6e12-4464-94bc-63ef0bad74fd	6d5c030c-6e12-4464-94bc-63ef0bad74fd					3935131854	6d5c030c-6e12-4464-94bc-63ef0bad74fd											D2B0CE86-7C29-1275-E053-5514A8C0FBF9			1105902.0		Colossendeis korotkevitschi Pushkin, 1984	TAAF : Îles sub-antarctiques	TaxREF	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	815643	Pantopoda				
4152678209	d8cd16ba-bb74-4420-821e-083f2bac17c2	ada9d123-ddb4-467d-8891-806ea8d94230		17a83780-3060-4851-9d6f-029d5fcb81c9	fbca90e3-8aed-48b1-84e3-369afbd000ce	GB	EML	2024-07-20T12:06:08.628+00:00	2024-07-20T12:50:01.593+00:00	175	{}	PRESERVED_SPECIMEN		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE			{}								['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T12:50:01.593+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	True	[{'identifier': 'MT868251'}]	[]	[]	[]			False						Pycnogonida		[]	[]			EUROPE		MT868251					4152678209	MT868251		MNHN:ALC373-15_TUBE-C								https://www.ebi.ac.uk/ena/browser/view/MT868251											ASV:a83d3686c208c5895644230997879756		https://www.ebi.ac.uk/ena/browser/api/embl/MT868251	https://www.ebi.ac.uk/ena/browser/view/Taxon:619844	Colossendeis korotkevitschi isolate PYC132 ultraconserved element UCE4271 genomic sequence.	
318006013	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.142+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-49.8333	67.7833	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.142+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37658'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006013			37658	BAS				450.0																			0.0
318006026	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.186+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-62.8466	-54.2666	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.186+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37701'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE						SOMBASE Pycnogonids	318006026			37701	BAS				255.0																			0.0
318006035	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.232+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-62.5966	-55.2683	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.232+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37764'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE						SOMBASE Pycnogonids	318006035			37764	BAS				140.0																			0.0
318006039	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.226+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-62.5966	-35.2683	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.226+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37773'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE						SOMBASE Pycnogonids	318006039			37773	BAS				140.0																			0.0
