key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	identifiedBy	samplingProtocol	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	recordNumber	identifier	catalogNumber	locality	gbifID	occurrenceID	georeferenceSources	verbatimDepth	decimalLatitude	decimalLongitude	continent	geodeticDatum	countryCode	gbifRegion	country	eventID	habitat	occurrenceRemarks	networkKeys	modified	institutionKey	collectionKey	institutionCode	collectionCode	collectionID
1275071194	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.289+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1948.0	1.0	8.0	1948-01-08T00:00	8.0	8.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:04.289+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071194'}]	[]	[]	[]	False	UCT Ecological Survey	KH.Barnard	Dredge	Pycnogonida	[]	[]	AFRICA	AFR 865K	urn:catalog:IZIKO:SAM-A-10207	SAM-A-10207	34°35,5'S 19°18,2'E	1275071194	urn:catalog:IZIKO:SAM-A-10207	Catalogue	0-37 m																	
1836929661	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:43.873+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1948.0	1.0	8.0	1948-01-08	8.0	8.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:43.873+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:8793'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:8793		West coast	1836929661	urn:catalog:FBIP:IZIKO:8793			-34.591667	19.303333	AFRICA	WGS84	ZA	AFRICA	South Africa	AFR 865 K	Bottom mainly smooth but with some rocks								
1275071055	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.853+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1906.0	4.0	20.0	1906-04-20T00:00	110.0	110.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:03.853+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071055'}]	[]	[]	[]	False	SS.Pieter Faure		Large trawl over mud	Pycnogonida	[]	[]	AFRICA	P.F.18784	urn:catalog:IZIKO:SAM-A-10050	SAM-A-10050	Cape Seal W by N. 7 miles	1275071055	urn:catalog:IZIKO:SAM-A-10050		0-39 fms																	
1275071045	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.992+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1904.0	9.0	15.0	1904-09-15T00:00	259.0	259.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:03.992+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071045'}]	[]	[]	[]	False	SS.Pieter Faure		Large trawl over fine sand	Pycnogonida	[]	[]	AFRICA	P.F.18568	urn:catalog:IZIKO:SAM-A-10049	SAM-A-10049	GautangR.M. byE. 5 miles	1275071045	urn:catalog:IZIKO:SAM-A-10049		0-31 fms																	
1275071052	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.861+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1903.0	12.0	15.0	1903-12-15T00:00	349.0	349.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:03.861+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071052'}]	[]	[]	[]	False	SS.Pieter Faure		Large trawl over mud	Pycnogonida	[]	[]	AFRICA	P.F.18322	urn:catalog:IZIKO:SAM-A-10048	SAM-A-10048	Cape St.Bliaze N.W ¼ W.5 miles	1275071052	urn:catalog:IZIKO:SAM-A-10048		0-32 fms																	
1275071058	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.857+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1902.0	2.0	19.0	1902-02-19T00:00	50.0	50.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:03.857+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071058'}]	[]	[]	[]	False	SS.Pieter Faure		Dredge on rock	Pycnogonida	[]	[]	AFRICA	P.F.14261	urn:catalog:IZIKO:SAM-A-10047	SAM-A-10047	Cape St. Francis N.E.by E. 32 miles.	1275071058	urn:catalog:IZIKO:SAM-A-10047		0-74 fms																	
1275071124	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.358+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1902.0	10.0	16.0	1902-10-16T00:00	289.0	289.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:04.358+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071124'}]	[]	[]	[]	False	SS  Pieter Faure		Dredge on stones.	Pycnogonida	[]	[]	AFRICA	PF.A15703	urn:catalog:IZIKO:SAM-A-10109	SAM-A-10109	East shoal N.W.2 ½ miles	1275071124	urn:catalog:IZIKO:SAM-A-10109		0-20 fms										Sev							
1275071134	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.496+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1902.0	12.0	5.0	1902-12-05T00:00	339.0	339.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:04.496+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071134'}]	[]	[]	[]	False	SS  Pieter Faure		Shrimp trawl over fine sand	Pycnogonida	[]	[]	AFRICA	PF.A16269	urn:catalog:IZIKO:SAM-A-10110	SAM-A-10110	Cape Pt.Lt.Ho.SW. by W.4 ½ miles.	1275071134	urn:catalog:IZIKO:SAM-A-10110		0-29 fms																	
1275071034	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.007+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1901.0	8.0	2.0	1901-08-02T00:00	214.0	214.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:04.007+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071034'}]	[]	[]	[]	False	SS.Pieter Faure		Dredge on stone	Pycnogonida	[]	[]	AFRICA	P.F.13239	urn:catalog:IZIKO:SAM-A-10031	SAM-A-10031	Cover Rock N ¾ E. 5 ½ miles	1275071034	urn:catalog:IZIKO:SAM-A-10031		0-43 fms																	
1275071060	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.842+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1900.0	1.0	10.0	1900-01-10T00:00	10.0	10.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:03.842+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071060'}]	[]	[]	[]	False	SS.Pieter Faure		Large trawl over mud	Pycnogonida	[]	[]	AFRICA	P.F.1948	urn:catalog:IZIKO:SAM-A-10044	SAM-A-10044	Cape St.Blaize N byW.3 miles.	1275071060	urn:catalog:IZIKO:SAM-A-10044		0-30 fms																	
1275071053	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.858+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1900.0	9.0	20.0	1900-09-20T00:00	263.0	263.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:03.858+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071053'}]	[]	[]	[]	False	SS.Pieter Faure		Large trawl over fine sand	Pycnogonida	[]	[]	AFRICA	P.F.10189	urn:catalog:IZIKO:SAM-A-10045	SAM-A-10045	Cape St.Blaize N.½ W.7 miles.	1275071053	urn:catalog:IZIKO:SAM-A-10045		0-36 fms																	
1275071059	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.853+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}	1900.0	10.0	16.0	1900-10-16T00:00	289.0	289.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:03.853+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071059'}]	[]	[]	[]	False	SS.Pieter Faure		Large dredge over sand	Pycnogonida	[]	[]	AFRICA	P.F.10389	urn:catalog:IZIKO:SAM-A-10046	SAM-A-10046	Gerieke Pt.N by E.9 miles.	1275071059	urn:catalog:IZIKO:SAM-A-10046		0-42 fms																	
1275071012	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.064+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117499	1	54	354	9477065	3254684	2117433	2117499	2117499	Pallenopsis intermedia Flynn, 1928	Pallenopsis intermedia Flynn, 1928	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis intermedia	Pallenopsis	intermedia	SPECIES	ACCEPTED	NE	{}							['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:04.064+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071012'}]	[]	[]	[]	False	SS.Pieter Faure		Large trawl over fine sand	Pycnogonida	[]	[]	AFRICA	P.F.1271	urn:catalog:IZIKO:SAM-A-10039	SAM-A-10039	Cape St.Blaize NE. by E. 27 ½ miles	1275071012	urn:catalog:IZIKO:SAM-A-10039		0-45 fms																	
