key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	verbatimLocality	collectionCode	gbifID	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	occurrenceRemarks	http://unknown.org/captive	identificationID	networkKeys	individualCount	higherGeography	institutionKey	preparations	samplingProtocol	institutionID	nomenclaturalCode	http://unknown.org/taxonRankID	locality	language	type	taxonConceptID	ownerInstitutionCode	http://unknown.org/species	higherClassification	coordinatePrecision	otherCatalogNumbers	eventID	acceptedNameUsage	dynamicProperties	locationRemarks	nameAccordingTo	depth	collectionKey	depthAccuracy	sex	originalNameUsage	identificationRemarks	typeStatus	datasetID	scientificNameID	bibliographicCitation	waterBody	habitat	verbatimDepth	locationID	collectionID
1100784107	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:32.185+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-32.21083	152.56832	100.0	OCEANIA	New South Wales	{}	2003.0	3.0	18.0	2003-03-18	77.0	77.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:32.185+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6f340a9d-a07a-4fa5-a500-f59c8bc6902d'}]	[]	[]	[]	False		Australian Museum party	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		6f340a9d-a07a-4fa5-a500-f59c8bc6902d			Forster, outer Latitude Rock	Invertebrates - Marine & Other	1100784107	6f340a9d-a07a-4fa5-a500-f59c8bc6902d		P.73495	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922		hand collected on scuba			7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1198113|urn:catalog:AM:Invertebrates - Marine & Other:P.73495	urn:australianmuseum.net.au:Events:1090404	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	ecatalogue.LocCollectionEventLocal: [NSW 2152] Australia, New South Wales, Forster, outer Latitude Rock (32° 12' 39 S, 152° 34' 06 E) 18/03/2003 - 18/03/2003, hand collected on scuba, Marine Invertebrate Collection Management Trip March 2003;	Stock, 1973				FEMALE											
4902189530	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:50.483+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE		-41.1075	146.8063	100.0	OCEANIA	Tasmania	{}	2001.0	4.0	25.0	2001-04-25	115.0	115.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T07:38:50.483+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '249ee226-debe-41a7-baf5-762879b0e3b8'}]	[]	[]	[]	False		Crimp	K. Redburn	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		249ee226-debe-41a7-baf5-762879b0e3b8				invertebrates	4902189530	249ee226-debe-41a7-baf5-762879b0e3b8		J3177	TMAG					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			50af0502-76a6-4b30-b9f6-cf317562945f		Pylon scraping			7000	Tamar River: Harbour Entrance: Channel Marker 4			https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		0.0001											Achelia shepherdi										
1100762480	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:10.527+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.30833	115.69333	5.0	OCEANIA	Western Australia	{}	1993.0	3.0	19.0	1993-03-19	78.0	78.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:10.527+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '36901bc7-97e6-451b-bc44-b2810c16e08e'}]	[]	[]	[]	False		Hutchings, P.A.|Party, W.A.M.	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		36901bc7-97e6-451b-bc44-b2810c16e08e			Warnbro Sound	Invertebrates - Marine & Other	1100762480	36901bc7-97e6-451b-bc44-b2810c16e08e		P.42083	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1062624|urn:catalog:AM:Invertebrates - Marine & Other:P.42083	urn:australianmuseum.net.au:Events:1064257	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	ecatalogue.LocCollectionEventLocal: [Plot 3] Australia, Western Australia, Warnbro Sound (32° 18' 30 S, 115° 41' 36 E) 19/03/1993 - 19/03/1993;	Stock, 1973															
1100764753	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:44.974+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.30833	115.69333	5.0	OCEANIA	Western Australia	{}	1993.0	3.0	20.0	1993-03-20	79.0	79.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:44.974+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a4d2eac9-6be1-443d-aecb-1c7f7ed58dab'}]	[]	[]	[]	False		Hutchings, P.A.|Party, W.A.M.	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		a4d2eac9-6be1-443d-aecb-1c7f7ed58dab			Warnbro Sound	Invertebrates - Marine & Other	1100764753	a4d2eac9-6be1-443d-aecb-1c7f7ed58dab		P.45538	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1064002|urn:catalog:AM:Invertebrates - Marine & Other:P.45538	urn:australianmuseum.net.au:Events:1044912	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	ecatalogue.LocCollectionEventLocal: Australia, Western Australia, Warnbro Sound (32° 18' 30 S, 115° 41' 36 E) 20/03/1993 - 20/03/1993;	Stock, 1973				MALE											
1100763101	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:54.000+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-27.39233	153.54933	5.0	OCEANIA	Queensland	{}	1993.0	6.0	1.0	1993-06-01	152.0	152.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:18:54.000+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '01c8408a-3621-4146-ac74-6227c8cdbe00'}]	[]	[]	[]	False		Attwood, B. Kathryn|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		01c8408a-3621-4146-ac74-6227c8cdbe00			North Stradbroke Island, 3.4 km north of Point Lookout, Flat Rock	Invertebrates - Marine & Other	1100763101	01c8408a-3621-4146-ac74-6227c8cdbe00		P.43113	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922		hand collected on scuba			7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1145663|urn:catalog:AM:Invertebrates - Marine & Other:P.43113	urn:australianmuseum.net.au:Events:1064926	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	ecatalogue.LocCollectionEventLocal: [QLD 786] Australia, Queensland, North Stradbroke Island, 3.4 km north of Point Lookout, Flat Rock (27° 23' 32 S, 153° 32' 58 E) 01/06/1993 - 01/06/1993, hand collected on scuba;	Stock, 1973				MALE											
1100763076	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:04.057+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-27.39233	153.54933	5.0	OCEANIA	Queensland	{}	1993.0	6.0	1.0	1993-06-01	152.0	152.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:04.057+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '241af83f-a1fb-4848-8a36-7477584e1a1c'}]	[]	[]	[]	False		Attwood, B. Kathryn|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		241af83f-a1fb-4848-8a36-7477584e1a1c			North Stradbroke Island, 3.4 km north of Point Lookout, Flat Rock	Invertebrates - Marine & Other	1100763076	241af83f-a1fb-4848-8a36-7477584e1a1c		P.43114	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1063038|urn:catalog:AM:Invertebrates - Marine & Other:P.43114	urn:australianmuseum.net.au:Events:1064927	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	ecatalogue.LocCollectionEventLocal: [QLD 788] Australia, Queensland, North Stradbroke Island, 3.4 km north of Point Lookout, Flat Rock (27° 23' 32 S, 153° 32' 58 E) 01/06/1993 - 01/06/1993;	Stock, 1973															
1100762908	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:18.524+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-28.19066	153.57782	100.0	OCEANIA	New South Wales	{}	1993.0	6.0	8.0	1993-06-08	159.0	159.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:18.524+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '456278f0-f97a-468e-86b8-2b869a91c9e4'}]	[]	[]	[]	False		Ho, Lynne|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		456278f0-f97a-468e-86b8-2b869a91c9e4			Cook Island, North Ledge	Invertebrates - Marine & Other	1100762908	456278f0-f97a-468e-86b8-2b869a91c9e4		P.42897	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1062946|urn:catalog:AM:Invertebrates - Marine & Other:P.42897	urn:australianmuseum.net.au:Events:1062782	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:10m-100m}	ecatalogue.LocCollectionEventLocal: [NSW 819] Australia, New South Wales, Cook Island, North Ledge (28° 11' 26 S, 153° 34' 40 E) 08/06/1993 - 08/06/1993;	Stock, 1973															
1100764249	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:48.154+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-28.19416	153.57715	100.0	OCEANIA	New South Wales	{}	1993.0	6.0	9.0	1993-06-09	160.0	160.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:48.154+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '7eebf9dc-1aa2-4340-baed-1bb0df4be441'}]	[]	[]	[]	False		Attwood, B. Kathryn|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		7eebf9dc-1aa2-4340-baed-1bb0df4be441			Cook Island, South Ledge	Invertebrates - Marine & Other	1100764249	7eebf9dc-1aa2-4340-baed-1bb0df4be441		P.44719	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1063726|urn:catalog:AM:Invertebrates - Marine & Other:P.44719	urn:australianmuseum.net.au:Events:1062828	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:10m-100m}	ecatalogue.LocCollectionEventLocal: [NSW 851] Australia, New South Wales, Cook Island, South Ledge (28° 11' 39 S, 153° 34' 38 E) 09/06/1993 - 09/06/1993;	Stock, 1973				MALE		ecatalogue.IdeComments: ident confirmed by Franz Krapp 2008;									
1100762895	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:30.896+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-27.42016	153.55466	5.0	OCEANIA	Queensland	{}	1993.0	6.0	3.0	1993-06-03	154.0	154.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:30.896+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '81bf59dc-c271-4336-9879-12107d9e65f9'}]	[]	[]	[]	False		Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		81bf59dc-c271-4336-9879-12107d9e65f9			North Stradbroke Island, Boat Rock	Invertebrates - Marine & Other	1100762895	81bf59dc-c271-4336-9879-12107d9e65f9		P.42918	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922		hand collected on SCUBA			7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1062960|urn:catalog:AM:Invertebrates - Marine & Other:P.42918	urn:australianmuseum.net.au:Events:1064962	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	ecatalogue.LocCollectionEventLocal: [QLD 860] Australia, Queensland, North Stradbroke Island, Boat Rock (27° 25' 13 S, 153° 33' 17 E) 03/06/1993 - 03/06/1993, hand collected on SCUBA;	Stock, 1973				FEMALE											
1100763054	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:58.213+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-27.39233	153.54933	5.0	OCEANIA	Queensland	{}	1993.0	6.0	1.0	1993-06-01	152.0	152.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:58.213+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ee71c476-f269-418e-bf9f-d75f594cce82'}]	[]	[]	[]	False		Wilson, D.F. George|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		ee71c476-f269-418e-bf9f-d75f594cce82			west side of Flat Rock, North Stradbroke Island	Invertebrates - Marine & Other	1100763054	ee71c476-f269-418e-bf9f-d75f594cce82		P.43115	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1063039|urn:catalog:AM:Invertebrates - Marine & Other:P.43115	urn:australianmuseum.net.au:Events:1064930	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	ecatalogue.LocCollectionEventLocal: [QLD 792] Australia, Queensland, west side of Flat Rock, North Stradbroke Island (27° 23' 32 S, 153° 32' 58 E) 01/06/1993 - 01/06/1993;	Stock, 1973															
1100762780	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:45.689+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-22.28016	150.22866	100.0	OCEANIA	Queensland	{}	1993.0	9.0	15.0	1993-09-15	258.0	258.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:18:45.689+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0329d3c7-9494-4f94-a59c-101b30ccf695'}]	[]	[]	[]	False		Wilson, D.F. George|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		0329d3c7-9494-4f94-a59c-101b30ccf695			Shoalwater Bay, north-east of Osborne Island	Invertebrates - Marine & Other	1100762780	0329d3c7-9494-4f94-a59c-101b30ccf695		P.42795	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922		hand collected on scuba			7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1062876|urn:catalog:AM:Invertebrates - Marine & Other:P.42795	urn:australianmuseum.net.au:Events:1064987	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:10m-100m}	ecatalogue.LocCollectionEventLocal: [QLD 910] Australia, Queensland, Shoalwater Bay, north-east of Osborne Island (22° 16' 49 S, 150° 13' 43 E) 15/09/1993 - 15/09/1993, hand collected on scuba;	Stock, 1973															
