key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locationID	footprintWKT	locality	gbifID	language	collectionCode	occurrenceID	georeferenceSources	dateIdentified	continent	sex	individualCount	waterBody	higherGeography	modified	institutionKey	collectionKey	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	fieldNumber	higherClassification	collectionID	otherCatalogNumbers	dynamicProperties
4081201810	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.338+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117457	1	54	354	9477065	3254684	2117433	2117457	2117457	Pallenopsis vanhöffeni Hodgson, 1914	Pallenopsis vanhöffeni Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis vanhoffeni	Pallenopsis	vanhöffeni	SPECIES	ACCEPTED	NE	-73.248167	178.723667	100.0	756.5	3.5	{}	2008.0	2.0	19.0	2008-02-19	50.0	50.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.338+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5de0d7fc-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	NIWA Invertebrate Collection	IPY CAML	Arango, Claudia	Specimen(s), Ethanol - no formalin = 2	Trawl, Fish, Bottom	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5de0d7fc-fa36-11e2-96b3-aa6f927c92a3	37031	urn:lsid:marinespecies.org:taxname:266427	NIWA Invertebrate Collection	TAN0802/106	LINESTRING (178.7236667 -73.2481667, 178.7518333 -73.263)	Site D27, Ross Sea, slope 3	4081201810	en	NIWA	5de0d7fc-fa36-11e2-96b3-aa6f927c92a3	GPS																		
4081168788	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.247+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117457	1	54	354	9477065	3254684	2117433	2117457	2117457	Pallenopsis vanhöffeni Hodgson, 1914	Pallenopsis vanhöffeni Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis vanhoffeni	Pallenopsis	vanhöffeni	SPECIES	ACCEPTED	NE	-72.0235	173.180333	100.0	816.0	2.0	{}	2008.0	2.0	24.0	2008-02-24	55.0	55.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.247+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f504e74-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	IPY CAML	Arango, Claudia	Subsample(s), DNA subsample = 1; Specimen(s), Ethanol - no formalin = 1	Trawl, Beam	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5f504e74-fa36-11e2-96b3-aa6f927c92a3	50305	urn:lsid:marinespecies.org:taxname:266427	NIWA Invertebrate Collection	TAN0802/157	LINESTRING (173.1803333 -72.0235, 173.1703333 -72.0218333)	Site C26, slope 2, Ross Sea	4081168788	en	NIWA	5f504e74-fa36-11e2-96b3-aa6f927c92a3	GPS																		
4081091506	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:24.943+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117457	1	54	354	9477065	3254684	2117433	2117457	2117457	Pallenopsis vanhöffeni Hodgson, 1914	Pallenopsis vanhöffeni Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis vanhoffeni	Pallenopsis	vanhöffeni	SPECIES	ACCEPTED	NE	-72.321	170.475167	100.0	279.0	7.0	{}	2004.0	2.0	13.0	2004-02-13	44.0	44.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:24.943+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5c2e06b4-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	NIWA Invertebrate Collection	NIWA; MFish	Nielsen, Johanna	Specimen(s), Ethanol - no formalin = 4	Trawl, Fish, Bottom	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5c2e06b4-fa36-11e2-96b3-aa6f927c92a3	28479	urn:lsid:marinespecies.org:taxname:266427	NIWA Invertebrate Collection	TAN0402/67	LINESTRING (170.475167 -72.321, 170.481333 -72.3345)		4081091506	en	NIWA	5c2e06b4-fa36-11e2-96b3-aa6f927c92a3	GPS																		
4081092837	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.212+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117457	1	54	354	9477065	3254684	2117433	2117457	2117457	Pallenopsis vanhöffeni Hodgson, 1914	Pallenopsis vanhöffeni Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis vanhoffeni	Pallenopsis	vanhöffeni	SPECIES	ACCEPTED	NE	-71.714	171.826833	100.0	539.0	2.0	{}	2004.0	2.0	4.0	2004-02-04	35.0	35.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.212+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5c6ec168-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	NIWA Invertebrate Collection	NIWA; MFish	Nielsen, Johanna	Specimen(s), Ethanol - no formalin = 1	Sled, epibenthic	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5c6ec168-fa36-11e2-96b3-aa6f927c92a3	46259	urn:lsid:marinespecies.org:taxname:266427	NIWA Invertebrate Collection	TAN0402/8	LINESTRING (171.826833 -71.714, 171.837667 -71.717833)		4081092837	en	NIWA	5c6ec168-fa36-11e2-96b3-aa6f927c92a3	GPS																		
4081101586	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.178+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117457	1	54	354	9477065	3254684	2117433	2117457	2117457	Pallenopsis vanhöffeni Hodgson, 1914	Pallenopsis vanhöffeni Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis vanhoffeni	Pallenopsis	vanhöffeni	SPECIES	ACCEPTED	NE	-72.335167	170.500667	100.0	323.0	5.0	{}	2004.0	2.0	13.0	2004-02-13	44.0	44.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.178+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5cccf788-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	NIWA Invertebrate Collection	NIWA; MFish	Nielsen, Johanna	Specimen(s), Ethanol - no formalin = 1	Sled, epibenthic	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5cccf788-fa36-11e2-96b3-aa6f927c92a3	28473	urn:lsid:marinespecies.org:taxname:266427	NIWA Invertebrate Collection	TAN0402/65	LINESTRING (170.500667 -72.335167, 170.492333 -72.3295)		4081101586	en	NIWA	5cccf788-fa36-11e2-96b3-aa6f927c92a3	GPS																		
4081110172	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.236+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117457	1	54	354	9477065	3254684	2117433	2117457	2117457	Pallenopsis vanhöffeni Hodgson, 1914	Pallenopsis vanhöffeni Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis vanhoffeni	Pallenopsis	vanhöffeni	SPECIES	ACCEPTED	NE	-72.321	170.475167	100.0	279.0	7.0	{}	2004.0	2.0	13.0	2004-02-13	44.0	44.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.236+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5d869e7c-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	NIWA Invertebrate Collection	NIWA; MFish	Nielsen, Johanna	Specimen(s), Ethanol - no formalin = 1	Trawl, Fish, Bottom	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5d869e7c-fa36-11e2-96b3-aa6f927c92a3	46260	urn:lsid:marinespecies.org:taxname:266427	NIWA Invertebrate Collection	TAN0402/67	LINESTRING (170.475167 -72.321, 170.481333 -72.3345)		4081110172	en	NIWA	5d869e7c-fa36-11e2-96b3-aa6f927c92a3	GPS																		
4081094901	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.366+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117457	1	54	354	9477065	3254684	2117433	2117457	2117457	Pallenopsis vanhöffeni Hodgson, 1914	Pallenopsis vanhöffeni Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis vanhoffeni	Pallenopsis	vanhöffeni	SPECIES	ACCEPTED	NE	-72.332667	170.389	100.0	152.0	0.0	{}	2004.0	2.0	12.0	2004-02-12	43.0	43.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.366+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6057dbc0-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	NIWA Invertebrate Collection	NIWA; MFish	Nielsen, Johanna	Specimen(s), Ethanol - orig formalin = 1	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	6057dbc0-fa36-11e2-96b3-aa6f927c92a3	70219	urn:lsid:marinespecies.org:taxname:266427	NIWA Invertebrate Collection	TAN0402/51	LINESTRING (170.389 -72.332667, 170.389 -72.332667)		4081094901	en	NIWA	6057dbc0-fa36-11e2-96b3-aa6f927c92a3	GPS	2006-01-01T00:00:00																	
4081091015	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.452+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117457	1	54	354	9477065	3254684	2117433	2117457	2117457	Pallenopsis vanhöffeni Hodgson, 1914	Pallenopsis vanhöffeni Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis vanhoffeni	Pallenopsis	vanhöffeni	SPECIES	ACCEPTED	NE	-72.331	170.427833	100.0	197.0	0.0	{}	2004.0	2.0	13.0	2004-02-13	44.0	44.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.452+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6057e200-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NIWA; MFish	Nielsen, Johanna	Specimen(s), Ethanol - orig formalin = 2	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	6057e200-fa36-11e2-96b3-aa6f927c92a3	70220	urn:lsid:marinespecies.org:taxname:266427	NIWA Invertebrate Collection	TAN0402/53	LINESTRING (170.427833 -72.331, 170.427833 -72.331)	Cape Hallet	4081091015	en	NIWA	6057e200-fa36-11e2-96b3-aa6f927c92a3	GPS	2006-01-01T00:00:00																	
4081091016	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.374+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117457	1	54	354	9477065	3254684	2117433	2117457	2117457	Pallenopsis vanhöffeni Hodgson, 1914	Pallenopsis vanhöffeni Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis vanhoffeni	Pallenopsis	vanhöffeni	SPECIES	ACCEPTED	NE	-72.331	170.427833	100.0	197.0	0.0	{}	2004.0	2.0	13.0	2004-02-13	44.0	44.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.374+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6057ee6c-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NIWA; MFish	Nielsen, Johanna	Specimen(s), Ethanol - no formalin = 1	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	6057ee6c-fa36-11e2-96b3-aa6f927c92a3	70221	urn:lsid:marinespecies.org:taxname:266427	NIWA Invertebrate Collection	TAN0402/53	LINESTRING (170.427833 -72.331, 170.427833 -72.331)	Cape Hallet	4081091016	en	NIWA	6057ee6c-fa36-11e2-96b3-aa6f927c92a3	GPS	2006-01-01T00:00:00																	
4081086714	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.998+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117457	1	54	354	9477065	3254684	2117433	2117457	2117457	Pallenopsis vanhöffeni Hodgson, 1914	Pallenopsis vanhöffeni Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis vanhoffeni	Pallenopsis	vanhöffeni	SPECIES	ACCEPTED	NE	-72.315333	170.361	100.0	130.0	0.0	{}	2004.0	2.0	12.0	2004-02-12	43.0	43.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.998+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6057f0b0-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NIWA; MFish	Nielsen, Johanna	Specimen(s), Ethanol - no formalin = 1	Grab,  van Veen	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	6057f0b0-fa36-11e2-96b3-aa6f927c92a3	70222	urn:lsid:marinespecies.org:taxname:266427	NIWA Invertebrate Collection	TAN0402/47	LINESTRING (170.361 -72.315333, 170.361 -72.315333)		4081086714	en	NIWA	6057f0b0-fa36-11e2-96b3-aa6f927c92a3	GPS	2006-01-01T00:00:00																	
