key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	depth	continent	stateProvince	gadm	higherGeography	georeferencedBy	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	georeferencedDate	identifier	institutionID	nomenclaturalCode	georeferenceProtocol	http://unknown.org/taxonRankID	locality	collectionCode	verbatimLocality	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	taxonConceptID	ownerInstitutionCode	http://unknown.org/species	higherClassification	georeferenceSources	elevation	references	associatedSequences	recordedBy	nomenclaturalStatus	combinationAuthors	municipality	taxonID	verbatimScientificName	namePublishedIn	http://unknown.org/verbatimLabel	combinationYear	canonicalName	depthAccuracy	datasetName	samplingProtocol	eventID	fieldNumber	locationID	typeStatus
4028265438	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:33.204+00:00	381	{}	PRESERVED_SPECIMEN	1	PRESENT	FEMALE	11151522	1	54	354	9477065	2011	11203619	11151522	11151522	Agnathia chuki Staples, 2021	Agnathia chuki Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia chuki	Agnathia	chuki	SPECIES	ACCEPTED	NE	2020-01-01T00:00:00	-38.3	144.5	21.0	OCEANIA	Victoria	{}	Australia|Victoria	Chris Rowley - Museum Victoria	2012	4	14.0	2012-04-14	105.0	105.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2022-06-30T12:03:00.000+00:00	2024-07-02T06:37:33.204+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '93d9cd01-dcf4-489c-845e-4b89f1b65aeb'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False	David Staples - Museums Victoria	Whole|wet|ethanol 70%	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	2022-03-03T00:00	93d9cd01-dcf4-489c-845e-4b89f1b65aeb	urn:lsid:biocol.org:col:34978	ICZN	Google Earth rounded	7000	1.5 km off Barwon Heads, on reef	Invertebrates	1.5 km off Barwon Heads, on reef	4028265438	en	93d9cd01-dcf4-489c-845e-4b89f1b65aeb	PhysicalObject	J62438	NMV	https://biodiversity.org.au/afd/taxa/1d4e34a5-1de8-4a3b-a232-4f3203637f98	NMV	Agnathia chuki	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Eupantopodida | Callipallenidae	Google Earth																				
3072682311	b285f5f3-def2-412f-ad24-c2070b7f59fc	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T20:30:03.566+00:00	2024-07-20T20:31:41.499+00:00	169	{}	MATERIAL_CITATION	1	PRESENT		11151522	1	54	354	9477065	2011	11203619	11151522	11151522	Agnathia chuki Staples, 2021	Agnathia chuki Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia chuki	Agnathia	chuki	SPECIES	ACCEPTED	NE						Victoria	{}			2012	4	14.0	2012-04-14	105.0	105.0	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-20T20:31:41.499+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	True	[{'identifier': 'D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FE53F927FEFEF8CC'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False				Pycnogonida		[]	[]			EUROPE			D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FE53F927FEFEF8CC					Barwon Heads			3072682311		D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FE53F927FEFEF8CC			NMV						21.0	https://treatment.plazi.org/id/D8463B16FFF15619FF14FB3EFAFFFE80#E087805DFFF15615FE53F927FEFEF8CC	J62438	J. E. Watson	spec. nov.	Staples	One	D8463B16FFF15619FF14FB3EFAFFFE80.taxon	Agnathia chuki	Staples, D. A. (2021): Diagnosis ofthe new genusAgnathia (Pycnogonida, Callipallenidae) and description of two new species from southern Australia. Zootaxa 4950 (3): 487-500, DOI: 10.11646/zootaxa.4950.3.4	One female (NMV J 62438), 1.5 km off Barwon Heads, on reef, 21 m, J. E. Watson, 14 April 2012	2021	Agnathia chuki							
4028258399	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:27.557+00:00	381	{}	PRESERVED_SPECIMEN	1	PRESENT		11151522	1	54	354	9477065	2011	11203619	11151522	11151522	Agnathia chuki Staples, 2021	Agnathia chuki Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia chuki	Agnathia	chuki	SPECIES	ACCEPTED	NE	2020-01-01T00:00:00	-38.2833	144.628	4.5	OCEANIA	Victoria	{}	Australia|Victoria		1986	3	1.0	1986-03-01	60.0	60.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2022-06-30T12:00:00.000+00:00	2024-07-02T06:37:27.557+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '4e100cc4-2ab6-4d82-a2ec-60b0280c415e'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False	David Staples - Museums Victoria	Whole|wet|ethanol 70%	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria		4e100cc4-2ab6-4d82-a2ec-60b0280c415e	urn:lsid:biocol.org:col:34978	ICZN		7000	Southern Port Phillip Bay	Invertebrates	Southern Port Phillip Bay	4028258399	en	4e100cc4-2ab6-4d82-a2ec-60b0280c415e	PhysicalObject	J62436	NMV	https://biodiversity.org.au/afd/taxa/1d4e34a5-1de8-4a3b-a232-4f3203637f98	NMV	Agnathia chuki	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Eupantopodida | Callipallenidae															1.5	SPPS	SCUBA/dredge	SPPS 3 1986	SPPS 3 1986	SPPS 3 1986	
3072682307	b285f5f3-def2-412f-ad24-c2070b7f59fc	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T20:30:03.566+00:00	2024-07-20T20:31:41.415+00:00	169	{}	MATERIAL_CITATION	1	PRESENT		11151522	1	54	354	9477065	2011	11203619	11151522	11151522	Agnathia chuki Staples, 2021	Agnathia chuki Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia chuki	Agnathia	chuki	SPECIES	ACCEPTED	NE		-38.28	144.63834		OCEANIA	Victoria	{}			1986	3		1986-03			['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-20T20:31:41.415+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	True	[{'identifier': 'D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FF14F96FFD40F904'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE			D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FF14F96FFD40F904					Stn			3072682307		D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FF14F96FFD40F904			NMV							https://treatment.plazi.org/id/D8463B16FFF15619FF14FB3EFAFFFE80#E087805DFFF15615FF14F96FFD40F904	J62436	Marine Research Group	spec. nov.	Staples	Port Phillip	D8463B16FFF15619FF14FB3EFAFFFE80.taxon	Agnathia chuki	Staples, D. A. (2021): Diagnosis ofthe new genusAgnathia (Pycnogonida, Callipallenidae) and description of two new species from southern Australia. Zootaxa 4950 (3): 487-500, DOI: 10.11646/zootaxa.4950.3.4	Victoria. One juvenile (NMV J 62436), Port Phillip, Stn 3 B 1 (38 º 17.0 ’ S, 144 º 37.7 ’ E – 38 º 16.8 ’ S, 144 º 38.3 ’ E), SCUBA, Marine Research Group, March 1986	2021	Agnathia chuki							
4028260363	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:25.277+00:00	381	{}	PRESERVED_SPECIMEN	1	PRESENT		11151522	1	54	354	9477065	2011	11203619	11151522	11151522	Agnathia chuki Staples, 2021	Agnathia chuki Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia chuki	Agnathia	chuki	SPECIES	ACCEPTED	NE	2020-01-01T00:00:00	-33.675	134.367	17.0		South Australia	{}	Australia|South Australia		1985	4	19.0	1985-04-19	109.0	109.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2022-06-30T12:00:00.000+00:00	2024-07-02T06:37:25.277+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '4731dd8f-4d59-45ee-bfe4-478a1b5f18d7'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	David Staples - Museums Victoria	Whole|wet|ethanol 70%	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria		4731dd8f-4d59-45ee-bfe4-478a1b5f18d7	urn:lsid:biocol.org:col:34978	ICZN		7000	Flinders Island, The Hotspot reef, 5 n miles W of N end of Flinders Island	Invertebrates	Flinders Island, The Hotspot reef, 5 n miles W of N end of Flinders Island	4028260363	en	4731dd8f-4d59-45ee-bfe4-478a1b5f18d7	PhysicalObject	J62435	NMV	https://biodiversity.org.au/afd/taxa/1d4e34a5-1de8-4a3b-a232-4f3203637f98	NMV	Agnathia chuki	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Eupantopodida | Callipallenidae					Museum Victoria											SA	SCUBA	SA 62	SA 62	SA 62	
3072682310	b285f5f3-def2-412f-ad24-c2070b7f59fc	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T20:30:03.566+00:00	2024-07-20T20:31:41.492+00:00	169	{}	MATERIAL_CITATION	1	PRESENT		11151522	1	54	354	9477065	2011	11203619	11151522	11151522	Agnathia chuki Staples, 2021	Agnathia chuki Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia chuki	Agnathia	chuki	SPECIES	ACCEPTED	NE		-33.675	134.36667			South Australia	{}			1985	4	19.0	1985-04-19	109.0	109.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-20T20:31:41.492+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	True	[{'identifier': 'D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FE04F997FA73F97C'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE			D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FE04F997FA73F97C					Stn			3072682310		D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FE04F997FA73F97C			NMV						17.0	https://treatment.plazi.org/id/D8463B16FFF15619FF14FB3EFAFFFE80#E087805DFFF15615FE04F997FA73F97C	J62435	G. C. B Poore & H. Lew Ton.	spec. nov.	Staples	Investigator Group	D8463B16FFF15619FF14FB3EFAFFFE80.taxon	Agnathia chuki	Staples, D. A. (2021): Diagnosis ofthe new genusAgnathia (Pycnogonida, Callipallenidae) and description of two new species from southern Australia. Zootaxa 4950 (3): 487-500, DOI: 10.11646/zootaxa.4950.3.4	South Australia. One juvenile (NMV J 62435), Investigator Group, Stn 62, ‘ The Hotspot’ reef, 9.3 km west of north end Flinders I. (33 º 40.50 ’ S, 134 º 22.00 ’ E), 17 m, G. C. B Poore & H. Lew Ton. 19 April 1985	2021	Agnathia chuki							
3072682308	b285f5f3-def2-412f-ad24-c2070b7f59fc	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T20:30:03.566+00:00	2024-07-20T20:31:41.483+00:00	169	{}	MATERIAL_CITATION	1	PRESENT		11151522	1	54	354	9477065	2011	11203619	11151522	11151522	Agnathia chuki Staples, 2021	Agnathia chuki Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia chuki	Agnathia	chuki	SPECIES	ACCEPTED	NE						Victoria	{}			1983	8	12.0	1983-08-12	224.0	224.0	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-20T20:31:41.483+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	True	[{'identifier': 'D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FA91F9DFFB7AF9B4'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True				Pycnogonida		[]	[]			EUROPE			D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FA91F9DFFB7AF9B4					Wilsons Promontory			3072682308		D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FA91F9DFFB7AF9B4			NMV						20.0	https://treatment.plazi.org/id/D8463B16FFF15619FF14FB3EFAFFFE80#E087805DFFF15615FA91F9DFFB7AF9B4	J62434	Cliffy I. & D. A. Staples	spec. nov.	Staples	One	D8463B16FFF15619FF14FB3EFAFFFE80.taxon	Agnathia chuki	Staples, D. A. (2021): Diagnosis ofthe new genusAgnathia (Pycnogonida, Callipallenidae) and description of two new species from southern Australia. Zootaxa 4950 (3): 487-500, DOI: 10.11646/zootaxa.4950.3.4	One female, gravid (NMV J 62434), Cliffy I., Wilsons Promontory, 20 m, D. A. Staples, 12 August 1983	2021	Agnathia chuki							PARATYPE
4028259573	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:43.466+00:00	381	{}	PRESERVED_SPECIMEN	1	PRESENT	FEMALE	11151522	1	54	354	9477065	2011	11203619	11151522	11151522	Agnathia chuki Staples, 2021	Agnathia chuki Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia chuki	Agnathia	chuki	SPECIES	ACCEPTED	NE	2020-01-01T00:00:00	-38.95	146.72	20.0	OCEANIA	Victoria	{}	Australia|Victoria		1983	8	12.0	1983-08-12	224.0	224.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-15T14:44:00.000+00:00	2024-07-02T06:37:43.466+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'f382495c-ea04-4848-8ef9-aa378bb1ab25'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	David Staples - Museums Victoria	Whole|wet|ethanol 70%	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria		f382495c-ea04-4848-8ef9-aa378bb1ab25	urn:lsid:biocol.org:col:34978	ICZN		7000	Cliffy Island, Wilsons Promontory	Invertebrates	Cliffy Island, Wilsons Promontory	4028259573	en	f382495c-ea04-4848-8ef9-aa378bb1ab25	PhysicalObject	J62434	NMV	https://biodiversity.org.au/afd/taxa/1d4e34a5-1de8-4a3b-a232-4f3203637f98	NMV	Agnathia chuki	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Eupantopodida | Callipallenidae					Staples, A. David																PARATYPE
3072682306	b285f5f3-def2-412f-ad24-c2070b7f59fc	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T20:30:03.566+00:00	2024-07-20T20:31:41.396+00:00	169	{}	MATERIAL_CITATION	1	PRESENT		11151522	1	54	354	9477065	2011	11203619	11151522	11151522	Agnathia chuki Staples, 2021	Agnathia chuki Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia chuki	Agnathia	chuki	SPECIES	ACCEPTED	NE						Victoria	{}			1981	11		1981-11			['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-20T20:31:41.396+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	True	[{'identifier': 'D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FB82FA23FAEEF9C8'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True				Pycnogonida		[]	[]			EUROPE			D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FB82FA23FAEEF9C8					Portland			3072682306		D8463B16FFF15619FF14FB3EFAFFFE80.mc.E087805DFFF15615FB82FA23FAEEF9C8			NMV							https://treatment.plazi.org/id/D8463B16FFF15619FF14FB3EFAFFFE80#E087805DFFF15615FB82FA23FAEEF9C8	J62433	D. A. Staples	spec. nov.	Staples	Lawrence Rocks	D8463B16FFF15619FF14FB3EFAFFFE80.taxon	Agnathia chuki	Staples, D. A. (2021): Diagnosis ofthe new genusAgnathia (Pycnogonida, Callipallenidae) and description of two new species from southern Australia. Zootaxa 4950 (3): 487-500, DOI: 10.11646/zootaxa.4950.3.4	One ovigerous male (NMV J 62433), Lawrence Rocks, Portland, on hydroid Haloptris campanula (Busk), D. A. Staples, November 1981	2021	Agnathia chuki							PARATYPE
4028261527	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:39.575+00:00	381	{}	PRESERVED_SPECIMEN	1	PRESENT	MALE	11151522	1	54	354	9477065	2011	11203619	11151522	11151522	Agnathia chuki Staples, 2021	Agnathia chuki Staples, 2021	Animalia	Arthropoda	Pantopoda	Callipallenidae	Agnathia	Agnathia chuki	Agnathia	chuki	SPECIES	ACCEPTED	NE	2020-01-01T00:00:00	-38.3939	141.627		OCEANIA	Victoria	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.10_1', 'name': 'Victoria'}, 'level2': {'gid': 'AUS.10.23_1', 'name': 'Glenelg'}}	Australia|Victoria	Chris Rowley - Museum Victoria	1981	11		1981-11			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-15T14:44:00.000+00:00	2024-07-02T06:37:39.575+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'de73d3bc-ec82-45d5-8d4f-4ca67c9ddf9c'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	David Staples - Museums Victoria	Whole|wet|ethanol 70%	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	2022-03-02T00:00	de73d3bc-ec82-45d5-8d4f-4ca67c9ddf9c	urn:lsid:biocol.org:col:34978	ICZN	Google Earth estimated	7000	Lawerence Rocks, Portland	Invertebrates	Lawerence Rocks, Portland	4028261527	en	de73d3bc-ec82-45d5-8d4f-4ca67c9ddf9c	PhysicalObject	J62433	NMV	https://biodiversity.org.au/afd/taxa/1d4e34a5-1de8-4a3b-a232-4f3203637f98	NMV	Agnathia chuki	Animalia | Arthropoda | Chelicerata | Pycnogonida | Pantopoda | Eupantopodida | Callipallenidae	Google Earth				Staples, A. David																PARATYPE
