key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	sex	depth	depthAccuracy	stateProvince	higherGeography	typeStatus	modified	datasetName	verbatimCoordinateSystem	locationID	higherClassification
4444206055	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.019+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	2117829	1	54	354	9477065	2013	2117630	2117829	2117829	Nymphon dissimilis Hedgpeth, 1949	Nymphon dissimilis Hedgpeth, 1949	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon dissimilis	Nymphon	dissimilis	SPECIES	ACCEPTED	NE	53.8010959	-163.4828561	{}	Pacific Ocean	1969	6	6	1969-06-06	157	157	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.019+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '8954ae3c-aa9c-4dda-987a-3980a42452b0'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	EUROPE	RV Vityaz_cruise 45_st.6132	8954ae3c-aa9c-4dda-987a-3980a42452b0	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Unimak is. Transect	6132	OBFc	4444206055	8954ae3c-aa9c-4dda-987a-3980a42452b0	1360.0 - 1319.0 m	INV0002664	IORAS	IORAS	cruise 45	fd699988-ab5d-4737-9443-9085cea191d2											
1318567078	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:40.689+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2117829	1	54	354	9477065	2013	2117630	2117829	2117829	Nymphon dissimilis Hedgpeth, 1949	Nymphon dissimilis Hedgpeth, 1949	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon dissimilis	Nymphon	dissimilis	SPECIES	ACCEPTED	NE	52.0167	174.65	{}	North Pacific Ocean, Bering Sea	1906	6	7	1906-06-07	158	158	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:40.689+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33c58e831-139e-4c16-a1b4-c15561420198'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/33c58e831-139e-4c16-a1b4-c15561420198	urn:lsid:biocol.org:col:34871	Aleutian Islands, Near Islands, Attu Island, SE of	USFC/A4780	IZ	1318567078	http://n2t.net/ark:/65665/33c58e831-139e-4c16-a1b4-c15561420198		USNM 80587	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	FEMALE	1913.0	0.0	Alaska	North Pacific Ocean, Bering Sea, United States, Alaska	HOLOTYPE	2015-06-24T14:48:00.000+00:00	NMNH Extant Biology	Degrees Minutes Seconds	4780	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae
