key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	catalogNumber	institutionCode	gbifID	collectionCode
318003665	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.566+00:00	124	{}	OCCURRENCE	PRESENT	12094592	1	54	354	9477065	6313	2118396	12094592	12094592	Achelia australiensis Miers, 1884	Achelia australiensis Miers, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia australiensis	Achelia	australiensis	SPECIES	ACCEPTED	NE	-43.57	172.88	6.0	4.0	OCEANIA	{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.566+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34191'}]	[]	[]	[]	False	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE	34191	BAS	318003665	SOMBASE Pycnogonids
318003666	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.566+00:00	124	{}	OCCURRENCE	PRESENT	12094592	1	54	354	9477065	6313	2118396	12094592	12094592	Achelia australiensis Miers, 1884	Achelia australiensis Miers, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia australiensis	Achelia	australiensis	SPECIES	ACCEPTED	NE	-33.9167	151.1667			OCEANIA	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.89_1', 'name': 'Marrickville'}}	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.566+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34192'}]	[]	[]	[]	False	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE	34192	BAS	318003666	SOMBASE Pycnogonids
