key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	eventID	identifier	institutionID	nomenclaturalCode	http://unknown.org/taxonRankID	locality	fieldNumber	collectionCode	verbatimLocality	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	taxonConceptID	ownerInstitutionCode	eventTime	http://unknown.org/species	higherClassification	dateIdentified	locationRemarks	coordinateUncertaintyInMeters	organismQuantity	organismQuantityType	scientificNameID	footprintWKT	occurrenceRemarks	recordNumber	bibliographicCitation
1272749923	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:25.531+00:00	381	{}	PRESERVED_SPECIMEN	2.0	PRESENT	MALE	4338402	1	54	354	9477065	2012	2117604	4338402	4338402	Hedgpethia calva Arango, 2009	Hedgpethia calva Arango, 2009	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia calva	Hedgpethia	calva	SPECIES	ACCEPTED	NE	-35.2814	118.709	978.0	2.0	Western Australia	{}	Australia|Western Australia	2005	11	24	2005-11-24	328	328	PARATYPE	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'DEPTH_MIN_MAX_SWAPPED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-15T15:50:00.000+00:00	2024-07-02T06:37:25.531+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '42fdff70-6d6e-4624-896d-1d43f12b2aa5'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	SS102005	Museum Victoria	Dr C. Arango	Wet|ethanol 70%	trawl, beam	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	SS10/2005 036	42fdff70-6d6e-4624-896d-1d43f12b2aa5	urn:lsid:biocol.org:col:34978	ICZN	7000	off Bald Island	SS10/2005 036	Invertebrates	off Bald Island	1272749923	en	42fdff70-6d6e-4624-896d-1d43f12b2aa5	PhysicalObject	J54989	NMV	https://biodiversity.org.au/afd/taxa/9ef5cd2b-5bd3-462d-a3ff-60631063dc8e	NMV	07:52:00	Hedgpethia calva	Arthropoda | Chelicerata | Pycnogonida | Colossendeidae										
500844374	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:23.823+00:00	380	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	4338402	1	54	354	9477065	2012	2117604	4338402	4338402	Hedgpethia calva Arango, 2009	Hedgpethia calva Arango, 2009	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia calva	Hedgpethia	calva	SPECIES	ACCEPTED	NE	-35.281389	118.708889			Western Australia	{}		2005	11	24	2005-11-24	328	328	HOLOTYPE	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:23.823+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a7d1223f-2388-4e2f-9ab9-74f9de79b1b8'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	True		Southern Surveyor	Arango, C.P.	wet (in ethanol or some other preservative)	beam trawl	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			a7d1223f-2388-4e2f-9ab9-74f9de79b1b8			7000			ARACH		500844374		a7d1223f-2388-4e2f-9ab9-74f9de79b1b8	PhysicalObject	92360	WAM	https://biodiversity.org.au/afd/taxa/9ef5cd2b-5bd3-462d-a3ff-60631063dc8e			Hedgpethia calva		2008-01-01T00:00:00	Bald Island, CSIRO station 036-008								
3908351401	51c51934-43f1-467c-b1b5-2e1c48fdd51b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2024-07-02T09:39:48.308+00:00	2024-07-02T09:41:03.207+00:00	334	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-36-661083-33014024-catch-count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '3', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-36-661083-33014024', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Count'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'kilogram', 'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-36-661083-33014024-weight', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.005', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-36-661083-33014024', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/KGXX', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Weight'}]}	HUMAN_OBSERVATION	3.0	PRESENT		4338402	1	54	354	9477065	2012	2117604	4338402	4338402	Hedgpethia calva Arango, 2009	Hedgpethia calva Arango, 2009	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia calva	Hedgpethia	calva	SPECIES	ACCEPTED	NE	-35.28125	118.709	978.0	2.0		{}		2005	11	23	2005-11-23T23:52:50Z	327	327		['GEODETIC_DATUM_ASSUMED_WGS84', 'FOOTPRINT_WKT_INVALID']	2022-08-24T00:41:09.000+00:00	2024-07-02T09:41:03.207+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'CC-SS200510-36-661083-33014024'}]	[]	[]	[]		False						WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		SS200510:36	CC-SS200510-36-661083-33014024				Survey area	SS200510:36	CMAR_WA_2005		3908351401		CC-SS200510-36-661083-33014024			CSIRO, Australia								500.0	3.0	individuals	urn:lsid:marinespecies.org:taxname:381081	LINE (118.7090  -35.2815, 118.7090  -35.2810)	Occurrence Type: Catch composition Catch method: Catch		
4147428854	cb01f1fc-42c4-4267-a5db-475b40ef199b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2023-12-14T07:50:20.096+00:00	2024-01-25T00:29:26.395+00:00	32	"{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:381081', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04824', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'Landing page', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04824', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Image Catalogue', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Hedgpethia calva'}, {'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:381081', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://ns.adobe.com/exif/1.0/PixelYDimension': '150', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33014024-SS200510-036-008-Hedgpethia-calva.jpg', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/caption': 'Hedgpethia calva [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04824"">view details</a>]', 'http://ns.adobe.com/exif/1.0/PixelXDimension': '150', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:Thumbnail', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33014024-SS200510-036-008-Hedgpethia-calva.jpg', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Thumbnail for external use.', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Hedgpethia calva'}]}"	PRESERVED_SPECIMEN		PRESENT		4338402	1	54	354	9477065	2012	2117604	4338402	4338402	Hedgpethia calva Arango, 2009	Hedgpethia calva Arango, 2009	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia calva	Hedgpethia	calva	SPECIES	ACCEPTED	NE	-35.2815	118.709	980.1	0.0		{}		2005	11	26	2005-11-26T00:00	330	330		['COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2023-07-11T05:57:35.000+00:00	2024-01-25T00:29:26.395+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:csiro:MIIC:MIIC-04824'}]	"[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'Hedgpethia calva [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04824"">view details</a>]', 'identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33014024-SS200510-036-008-Hedgpethia-calva.jpg'}, {'type': 'StillImage', 'format': 'text/html', 'identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04824'}]"	[]	[]	cd1bb9e8-49b5-4266-8871-a44a992153d5	False		Karen Gowlett-Holmes	Karen Gowlett-Holmes			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			urn:csiro:MIIC:MIIC-04824					SS200510-036	MIIC		4147428854		urn:csiro:MIIC:MIIC-04824		MIIC-04824	CSIRO								200.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:381081	POINT (118.70900 -35.28150)		SS200510_036_008	CSIRO Marine Invertebrate Image Collection (MIIC)
