key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	preparations	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	locality	gbifID	collectionCode	occurrenceID	higherClassification	decimalLatitude	decimalLongitude	geodeticDatum	countryCode	gbifRegion	country	institutionCode
2434400340	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:20.718+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1351/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1351_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1351/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	MALE	2118098	1	54	354	9477065	2011	2118047	4338541	4338541	Pallenoides magnicollis Stock, 1951	Propallene magnicollis (Stock, 1951)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene magnicollis	Pallenoides	magnicollis	SPECIES	SYNONYM	NE	{}	1937.0	1.0	19.0	1937-01-19	19.0	19.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:20.718+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1351@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1351_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1351/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	WholeOrganism (microscopic slide)	Pycnogonida	[]	[]	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.P.1351@CRS	ZMA.PYC.P.1351	ICZN	Naturalis Biodiversity Center	19-I-1937	Luderitzbaai	2434400340	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1351	Animalia							
318009248	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.141+00:00	124	{}	OCCURRENCE	PRESENT		2118098	1	54	354	9477065	2011	2118047	4338541	4338541	Pallenoides magnicollis Stock, 1951	Propallene magnicollis (Stock, 1951)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene magnicollis	Pallenoides	magnicollis	SPECIES	SYNONYM	NE	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.141+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37231'}]	[]	[]	[]		False		Pycnogonida	[]	[]	EUROPE			37231					318009248	SOMBASE Pycnogonids			-35.45	23.49	WGS84	ZA	AFRICA	South Africa	BAS
