key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	collectionKey	recordedBy	identifiedBy	preparations	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	sex	otherCatalogNumbers	dynamicProperties	higherClassification	coordinateUncertaintyInMeters	locationID	language	recordNumber	occurrenceRemarks	georeferenceSources	modified	islandGroup	stateProvince	higherGeography	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	dateIdentified	continent	verbatimIdentification	acceptedNameUsage	eventRemarks	typeStatus	datasetID	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	taxonID	http://unknown.org/orders
1837986693	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.372+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '4.61851099205616E-4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '089810485001015', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	63.962833	8.076167	329.95000000000005	0.21000000000000796	{}	Norwegian Sea	2013.0	10.0	4.0	2013-10-04T22:22Z/2013-10-04T22:27Z	277.0	277.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:34.372+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '089810485001015'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2013112 Sample: 485	089810485001015	089810485001015	urn:lsid:marinespecies.org:taxname:134729	IMR	LINESTRING(8.076167 63.962833,8.073333 63.961333)	22:22Z/22:27Z	MAREANO Reference Station: 898	catchId: 15	1837986693	IMRMarbunnBenthos	089810485001015																																											
4399690607	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.086+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	41.6392152	-49.6492247			{}	Atlantic Ocean	2001.0	8.0	22.0	2001-08-22	234.0	234.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.086+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'a23004dc-f9d4-4c59-96e1-f53cd7f28b7d'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida		[]	[]			EUROPE	RV Akademik Mstislav Keldysh_cruise 46_st.4234	a23004dc-f9d4-4c59-96e1-f53cd7f28b7d	INV0001299		IORAS			North Atlantic	4234	4399690607	OBFc	a23004dc-f9d4-4c59-96e1-f53cd7f28b7d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	3162.0 - 3136.0 m	IORAS	cruise 46	fd699988-ab5d-4737-9443-9085cea191d2																																
4399690366	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.035+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	41.7173802	-49.8254436			{}	Atlantic Ocean	2001.0	8.0	20.0	2001-08-20	232.0	232.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.035+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'f474ba90-d2a5-470b-9506-1800b65f1908'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida		[]	[]			EUROPE	RV Akademik Mstislav Keldysh_cruise 46_st.4226	f474ba90-d2a5-470b-9506-1800b65f1908	INV0001300		IORAS			North Atlantic	4226	4399690366	OBFc	f474ba90-d2a5-470b-9506-1800b65f1908	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	42.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	3600.0 - 3630.0 m	IORAS	cruise 46	fd699988-ab5d-4737-9443-9085cea191d2																																
4399690847	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.136+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	41.6611564	-49.9908832			{}	Atlantic Ocean	2001.0	9.0	6.0	2001-09-06	249.0	249.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.136+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '30adf819-67f0-4d94-9d17-f8184d444f37'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida		[]	[]			EUROPE	RV Akademik Mstislav Keldysh_cruise 46_st.4254	30adf819-67f0-4d94-9d17-f8184d444f37	INV0001297		IORAS			North Atlantic	4254	4399690847	OBFc	30adf819-67f0-4d94-9d17-f8184d444f37	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	21.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	3796.0 - 3780.0 m	IORAS	cruise 46	fd699988-ab5d-4737-9443-9085cea191d2																																
4399690353	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.713+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	41.6765457	-49.9601063			{}	Atlantic Ocean	1999.0	9.0	25.0	1999-09-25	268.0	268.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.713+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '51bcadfe-4b6f-450c-9b57-2e8d2a01ca09'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Trawl	WGS84	Pycnogonida		[]	[]			EUROPE	RV Akademik Mstislav Keldysh_cruise 42_st.3939	51bcadfe-4b6f-450c-9b57-2e8d2a01ca09	INV0001298		IORAS			North Atlantic	3939	4399690353	OBFc	51bcadfe-4b6f-450c-9b57-2e8d2a01ca09	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	28.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	3700.0 - 3800.0 m	IORAS	cruise 42	fd699988-ab5d-4737-9443-9085cea191d2																																
4444205442	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.772+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	53.4615375	160.9904767			{}	Pacific Ocean	1990.0	8.0	12.0	1990-08-12	224.0	224.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.772+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '934b3654-593a-4310-adcb-1fcc9ab06f08'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 22_st.2325	934b3654-593a-4310-adcb-1fcc9ab06f08	INV0002623		IORAS			Kamchatka SE slope	2325	4444205442	OBFc	934b3654-593a-4310-adcb-1fcc9ab06f08	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	3.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	3106.0 - 2992.0 m	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2																																
203581802	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:52.459+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	36.2433	-8.015	1362.0	0.0	{}		1984.0	6.0	1.0	1984-06-01	153.0	153.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:52.459+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '203581802'}]	[]	[]	[]		False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE			25686		Ifremer			Detroit de Gibraltar		203581802	Biocean	203581802	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			BOUCHET Philippe	STOCK Jan																																						
203581805	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:52.459+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	36.2417	-7.94	1182.0	0.0	{}		1984.0	6.0	1.0	1984-06-01	153.0	153.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:52.459+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '203581805'}]	[]	[]	[]		False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE			25757		Ifremer			Detroit de Gibraltar		203581805	Biocean	203581805	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			BOUCHET Philippe	STOCK Jan																																						
811978515	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:44.603+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	36.2433	-8.015	1362.0	0.0	{}		1984.0	6.0	1.0	1984-06-01	153.0	153.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:44.603+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811978515'}]	[]	[]	[]		False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE			25686		Ifremer			Detroit de Gibraltar		811978515	bio_dba	811978515	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			BOUCHET Philippe	STOCK Jan																																						
811978521	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:44.605+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	36.2417	-7.94	1182.0	0.0	{}		1984.0	6.0	1.0	1984-06-01	153.0	153.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:44.605+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811978521'}]	[]	[]	[]		False			WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE			25757		Ifremer			Detroit de Gibraltar		811978521	bio_dba	811978521	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			BOUCHET Philippe	STOCK Jan																																						
1055452919	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:14.415+00:00	391	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	50.2833	-13.5167	2775.0		{}	Atlantic Ocean; Atlantic Ocean	1982.0	3.0	31.0	1982-03-31	90.0	90.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:14.415+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3666597'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False			WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE		3666597	1998.1865		NHMUK				Station 51416[hash]1	1055452919	ZOO	e1b389d7-41b8-4a5e-ba02-fb4296d72c9e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			Dr Roger Bamber							FEMALE	NHMUK:ecatalogue:3666597	"{""associatedMediaCount"": null, ""barcode"": ""010984698"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180304673000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Anoplodactylus typhlops Sars, 1888"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055452919"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Eupantopodida; Phoxichilidoidea; Phoxichilidiidae																												
1055623653	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:13.810+00:00	391	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	51.6333	-12.9833	1294.0		{}	Atlantic Ocean; Atlantic Ocean	1982.0	3.0	26.0	1982-03-26	85.0	85.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:13.810+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3666600'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False			WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE		3666600	1998.1866		NHMUK				Station 51403[hash]5	1055623653	ZOO	c8101f5c-7307-4599-b6ee-87f1df91ad39	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			Dr Roger Bamber								NHMUK:ecatalogue:3666600	"{""associatedMediaCount"": null, ""barcode"": ""010984700"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180304673000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Anoplodactylus typhlops Sars, 1888"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055623653"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Eupantopodida; Phoxichilidoidea; Phoxichilidiidae																												
1056157619	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.915+00:00	391	{}	PRESERVED_SPECIMEN	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	51.6	-13.0	1326.0		{}	Atlantic Ocean; Atlantic Ocean	1982.0	3.0	26.0	1982-03-26	85.0	85.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:11.915+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3666603'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False			WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE		3666603	1998.1867-1876		NHMUK				Station 51403[hash]4	1056157619	ZOO	6d1e05a0-9a89-40ca-8ab9-18f5e8949f0e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	16.0			Dr Roger Bamber								NHMUK:ecatalogue:3666603	"{""associatedMediaCount"": null, ""barcode"": ""010984701"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180304673000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Anoplodactylus typhlops Sars, 1888"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056157619"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Eupantopodida; Phoxichilidoidea; Phoxichilidiidae																												
