key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	collectionKey	recordedBy	identifiedBy	preparations	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	sex	otherCatalogNumbers	dynamicProperties	higherClassification	coordinateUncertaintyInMeters	locationID	language	recordNumber	occurrenceRemarks	georeferenceSources	modified	islandGroup	stateProvince	higherGeography	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	dateIdentified	continent	verbatimIdentification	acceptedNameUsage	eventRemarks	typeStatus	datasetID	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	taxonID	http://unknown.org/orders
4604576206	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:29.622+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '3.36972637821809E-5', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '240110004001013', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	65.332847	7.419912	349.14	0.8799999999999955	{}	Norwegian Sea	2021.0	4.0	12.0	2021-04-12T09:22Z/2021-04-12T09:29Z	102.0	102.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:29.622+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '240110004001013'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 4	240110004001013	240110004001013	urn:lsid:marinespecies.org:taxname:134729	IMR	LINESTRING(7.419912 65.332847,7.420767 65.335493)	09:22Z/09:29Z	MAREANO Reference Station: 2401	catchId: 13	4604576206	IMRMarbunnBenthos	240110004001013																																											
4604575808	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:33.969+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00119033448399', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '241810005001012', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	65.453558	6.727978	388.23	0.75	{}	Norwegian Sea	2021.0	4.0	14.0	2021-04-14T04:02Z/2021-04-14T04:07Z	104.0	104.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:33.969+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '241810005001012'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 5	241810005001012	241810005001012	urn:lsid:marinespecies.org:taxname:134729	IMR	LINESTRING(6.727978 65.453558,6.724808 65.455405)	04:02Z/04:07Z	MAREANO Reference Station: 2418	catchId: 12	4604575808	IMRMarbunnBenthos	241810005001012																																											
4604576312	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.797+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00141866969316201', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '244310007001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	65.249015	6.724548	315.995	2.634999999999991	{}	Norwegian Sea	2021.0	4.0	16.0	2021-04-16T15:38Z/2021-04-16T15:43Z	106.0	106.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:34.797+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '244310007001009'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 7	244310007001009	244310007001009	urn:lsid:marinespecies.org:taxname:134729	IMR	LINESTRING(6.724548 65.249015,6.725613 65.24684)	15:38Z/15:43Z	MAREANO Reference Station: 2443	catchId: 9	4604576312	IMRMarbunnBenthos	244310007001009																																											
4604575861	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:33.053+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '4.01235806283353E-4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '245410008001012', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	65.034545	6.342495	409.58	0.12999999999999545	{}	Norwegian Sea	2021.0	4.0	17.0	2021-04-17T17:48Z/2021-04-17T17:53Z	107.0	107.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:33.053+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '245410008001012'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 8	245410008001012	245410008001012	urn:lsid:marinespecies.org:taxname:134729	IMR	LINESTRING(6.342495 65.034545,6.340715 65.036658)	17:48Z/17:53Z	MAREANO Reference Station: 2454	catchId: 12	4604575861	IMRMarbunnBenthos	245410008001012																																											
3756614089	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:32.215+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '218310006001014', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00427386956150098', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '218310006001014', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	64.280478	8.409652	355.905	1.585000000000008	{}	Norwegian Sea	2020.0	4.0	21.0	2020-04-21T20:08Z/2020-04-21T20:13Z	112.0	112.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:32.215+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '218310006001014'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2020104 Sample: 6	218310006001014	218310006001014	urn:lsid:marinespecies.org:taxname:134729	IMR	LINESTRING(8.409652 64.280478,8.413417 64.281807)	20:08Z/20:13Z	MAREANO Reference Station: 2183	catchId: 14	3756614089	IMRMarbunnBenthos	218310006001014																																											
3756621111	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.897+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '6.46942120244975E-4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '227910019001004', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	65.629097	10.611413	377.505	0.0049999999999954525	{}	Norwegian Sea	2020.0	7.0	23.0	2020-07-23T23:09Z/2020-07-23T23:14Z	205.0	205.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:34.897+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '227910019001004'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2020110 Sample: 19	227910019001004	227910019001004	urn:lsid:marinespecies.org:taxname:134729	IMR	LINESTRING(10.611413 65.629097,10.610085 65.63111)	23:09Z/23:14Z	MAREANO Reference Station: 2279	catchId: 4	3756621111	IMRMarbunnBenthos	227910019001004																																											
4430031238	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:27.512+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1000', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '236340133001006', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2.0', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '236340133001006', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	65.507658	8.044002	372.885	0.025000000000005684	{}	Norwegian Sea	2020.0	7.0	31.0	2020-07-31T13:55Z	213.0	213.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:45:27.512+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '236340133001006'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	grab_2006-2022	Small VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2020110 Sample: 133	236340133001006	236340133001006	urn:lsid:marinespecies.org:taxname:134729	IMR		13:55Z/13:55Z	MAREANO Reference Station: 2363	catchId: 6	4430031238	IMRMarbunnBenthos	236340133001006																																											
4430032969	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:23.633+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1000', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '236340135001006', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1.0', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '236340135001006', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	65.507637	8.044053	372.905	0.044999999999987494	{}	Norwegian Sea	2020.0	7.0	31.0	2020-07-31T14:59Z	213.0	213.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:45:23.633+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '236340135001006'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	grab_2006-2022	Small VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2020110 Sample: 135	236340135001006	236340135001006	urn:lsid:marinespecies.org:taxname:134729	IMR		14:59Z/14:59Z	MAREANO Reference Station: 2363	catchId: 6	4430032969	IMRMarbunnBenthos	236340135001006																																											
2556242255	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:29.758+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00297707651086633', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '156510551001019', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	66.558928	8.235105	333.77	3.3300000000000125	{}	Norwegian Sea	2015.0	9.0	1.0	2015-09-01T15:55Z/2015-09-01T16:00Z	244.0	244.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:29.758+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '156510551001019'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2015113 Sample: 551	156510551001019	156510551001019	urn:lsid:marinespecies.org:taxname:134729	IMR	LINESTRING(8.235105 66.558928,8.238667 66.5605)	15:55Z/16:00Z	MAREANO Reference Station: 1565	catchId: 19	2556242255	IMRMarbunnBenthos	156510551001019																																											
2556249585	e7f1c38e-2a85-4c6e-80aa-d052766a916f	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:46:22.720+00:00	2024-04-11T12:46:40.161+00:00	331	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '4.33162955904011E-4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '156550177001001', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117344	1	54	354	9477065	6316	2117290	2117344	2117344	Anoplodactylus typhlops Sars, 1888	Anoplodactylus typhlops Sars, 1888	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus typhlops	Anoplodactylus	typhlops	SPECIES	ACCEPTED	NE	66.556467	8.229528	330.54499999999996	0.5949999999999989	{}	Norwegian Sea	2015.0	9.0	1.0	2015-09-01T17:39Z/2015-09-01T17:54Z	244.0	244.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:46:40.161+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '156550177001001'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	rp-sledge_2006-2022	RP-sledge,Subsample method: Decanted - Mesh size (mm): 0.5	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2015113 Sample: 177	156550177001001	156550177001001	urn:lsid:marinespecies.org:taxname:134729	IMR	LINESTRING(8.229528 66.556467,8.236667 66.5595)	17:39Z/17:54Z	MAREANO Reference Station: 1565	catchId: 1	2556249585	IMRMarbunnBenthos	156550177001001																																											
