key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locationID	footprintWKT	locality	gbifID	language	collectionCode	occurrenceID	georeferenceSources	individualCount	continent	waterBody	modified	eventID	fieldNumber	occurrenceRemarks	higherGeography	typeStatus	institutionKey	otherCatalogNumbers	dynamicProperties	higherClassification	type
4081134921	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.927+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2117230	1	54	354	9477065	2014	2117211	2117230	2117230	Pycnogonum magellanicum Hoek, 1898	Pycnogonum magellanicum Hoek, 1898	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	Pycnogonum	magellanicum	SPECIES	ACCEPTED	NE	2005-01-01T00:00:00	-39.448833	179.906166	100.0	2150.5	31.5	{}	2004.0	11.0	19.0	2004-11-19	324.0	324.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.927+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5e695af0-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False	NIWA Invertebrate Collection	NIWA; Seamount	Nielsen, Johanna	Specimen(s), Ethanol - no formalin = 1	Sled, epibenthic	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5e695af0-fa36-11e2-96b3-aa6f927c92a3	17987	urn:lsid:marinespecies.org:taxname:239421	NIWA Invertebrate Collection	TAN0413/192	LINESTRING (179.906166 -39.448833, 179.921166 -39.449666)	Young Nick Seamount	4081134921	en	NIWA	5e695af0-fa36-11e2-96b3-aa6f927c92a3	GPS														
1427444515	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:18:03.983+00:00	259	{}	HUMAN_OBSERVATION	PRESENT	2117230	1	54	354	9477065	2014	2117211	2117230	2117230	Pycnogonum magellanicum Hoek, 1898	Pycnogonum magellanicum Hoek, 1898	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	Pycnogonum	magellanicum	SPECIES	ACCEPTED	NE		-40.35	-10.0	5000.0	121.5	19.5	{}	1930.0	5.0	18.0	1930-05-18	138.0	138.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:18:03.983+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '5545'}]	[]	[]	[]	False	Discovery Expedition Biological Reports				Large dredge, heavy pattern, 1.2m in length	WGS84	Pycnogonida	SH	[]	[]	AFRICA	Saint Helena, Ascension and Tristan da Cunha	OCEANIA	5545	Stn 399 Pycnogonum magellanicum	urn:lsid:marinespecies.org:taxname:239421	NIWA		POINT (-10 -40.35)	Off Gough Island	1427444515	en	Discovery Reports	5545		2.0	AFRICA	Atlantic Ocean	2019-03-15T00:00:00.000+00:00	131	Stn 399	Large dredge, heavy pattern, 1.2m in length							
1427444478	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:18:03.982+00:00	259	{}	HUMAN_OBSERVATION	PRESENT	2117230	1	54	354	9477065	2014	2117211	2117230	2117230	Pycnogonum magellanicum Hoek, 1898	Pycnogonum magellanicum Hoek, 1898	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	Pycnogonum	magellanicum	SPECIES	ACCEPTED	NE		-50.8333	-56.9667	500.0	232.5	3.5	{}	1928.0	6.0	30.0	1928-06-30	182.0	182.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-29T08:18:03.982+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '5544'}]	[]	[]	[]	False	Discovery Expedition Biological Reports				Commercial otter trawl: Head rope 24.5 m; mesh at cod-end 3.8cm	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	OCEANIA	5544	Stn WS 228 Pycnogonum magellanicum	urn:lsid:marinespecies.org:taxname:239421	NIWA		POINT (-56.9667 -50.8333)		1427444478	en	Discovery Reports	5544		2.0		Atlantic Ocean	2019-03-15T00:00:00.000+00:00	50	Stn WS 228	Commercial otter trawl: Head rope 24.5m; mesh at cod-end 3.8cm							
1057432644	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:53.595+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1876 - 1905: page 184', 'http://purl.org/dc/terms/created': '1187777406000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/78c188b3-0dc4-4391-bb2c-b8b94a2bd57c'}]}	PRESERVED_SPECIMEN	PRESENT	2117230	1	54	354	9477065	2014	2117211	2117230	2117230	Pycnogonum magellanicum Hoek, 1898	Pycnogonum magellanicum Hoek, 1898	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	Pycnogonum	magellanicum	SPECIES	ACCEPTED	NE					101.0	0.0	{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:53.595+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1199165'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1876 - 1905: page 184', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/78c188b3-0dc4-4391-bb2c-b8b94a2bd57c'}]	[]	[]	False							Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE	1199165	1898.7.8.115		NHMUK			East entrance Magellan Strait	1057432644		ZOO	1795986d-66b4-485a-944e-e0abd40bf8cd		1.0	SOUTH_AMERICA	Southeast Pacific Ocean			313		South America; Chile	HOLOTYPE	1d808a7c-1f9e-4379-9616-edb749ecf10e	NHMUK:ecatalogue:1199165	"{""associatedMediaCount"": 1, ""barcode"": ""NHMUK014491565"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1294356900000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Pycnogonum magellanicum Hoek, 1898"", ""determinationTypes"": null, ""donorName"": ""Lords of the Admiralty"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057432644"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": ""Specimen"", ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""Spirit"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""HMS Challenger""}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Pycnogonidae	
1055436632	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:58.198+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 220', 'http://purl.org/dc/terms/created': '1187778651000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/24475c10-35b2-4456-8b08-1f1849a9174c'}]}	PRESERVED_SPECIMEN	PRESENT	2117230	1	54	354	9477065	2014	2117211	2117230	2117230	Pycnogonum magellanicum Hoek, 1898	Pycnogonum magellanicum Hoek, 1898	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	Pycnogonum	magellanicum	SPECIES	ACCEPTED	NE							{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:58.198+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1216144'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 220', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/24475c10-35b2-4456-8b08-1f1849a9174c'}]	[]	[]	False							Pycnogonida		[]	[]			EUROPE	1216144	1933.3.23.769-770		NHMUK				1055436632		ZOO	51ca0c07-7f7f-4d23-85d2-494ea7ece608							399, WS 228				1d808a7c-1f9e-4379-9616-edb749ecf10e	NHMUK:ecatalogue:1216144	"{""associatedMediaCount"": 1, ""barcode"": ""011167371"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295355690000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Pycnogonum magellanicum Hoek, 1898"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition, 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055436632"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Pycnogonidae	
1211006232	6bf0f3b3-053d-435d-ac96-1074625b937c	fb10a11f-4417-41c8-be6a-13a5c8535122	['8534dd20-c368-4a1f-bdaf-e6b390710f89']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	AQ	EML	2023-01-07T22:57:25.986+00:00	2024-01-24T19:32:48.421+00:00	245	{}	HUMAN_OBSERVATION	PRESENT	2117230	1	54	354	9477065	2014	2117211	2117230	2117230	Pycnogonum magellanicum Hoek, 1898	Pycnogonum magellanicum Hoek, 1898	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	Pycnogonum	magellanicum	SPECIES	ACCEPTED	NE		-46.3999	51.7666		0.0	0.0	{'level0': {'gid': 'ATF', 'name': 'French Southern Territories'}, 'level1': {'gid': 'ATF.1_1', 'name': 'Îles Crozet'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-24T19:32:48.421+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'BAS_Intertidal_657'}]	[]	[]	[]	False		Norwegian Antarctic Expedition 1927-28				WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	ANTARCTICA	BAS_Intertidal_657						Crozet	1211006232			BAS_Intertidal_657			ANTARCTICA						Sub Antarctic						Unknown
318009791	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.650+00:00	124	{}	OCCURRENCE	PRESENT	2117230	1	54	354	9477065	2014	2117211	2117230	2117230	Pycnogonum magellanicum Hoek, 1898	Pycnogonum magellanicum Hoek, 1898	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	Pycnogonum	magellanicum	SPECIES	ACCEPTED	NE		-53.5333	-64.95		121.5	2.5	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.650+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24004'}]	[]	[]	[]	False						WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		24004		BAS				318009791		SOMBASE Pycnogonids																
318009792	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.650+00:00	124	{}	OCCURRENCE	PRESENT	2117230	1	54	354	9477065	2014	2117211	2117230	2117230	Pycnogonum magellanicum Hoek, 1898	Pycnogonum magellanicum Hoek, 1898	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	Pycnogonum	magellanicum	SPECIES	ACCEPTED	NE		-54.9983	-64.8333		493.0	55.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.650+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24005'}]	[]	[]	[]	False						WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		24005		BAS				318009792		SOMBASE Pycnogonids																
318009793	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.650+00:00	124	{}	OCCURRENCE	PRESENT	2117230	1	54	354	9477065	2014	2117211	2117230	2117230	Pycnogonum magellanicum Hoek, 1898	Pycnogonum magellanicum Hoek, 1898	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	Pycnogonum	magellanicum	SPECIES	ACCEPTED	NE		-54.5666	-64.6666		85.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.650+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24006'}]	[]	[]	[]	False						WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		24006		BAS				318009793		SOMBASE Pycnogonids																
318009854	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.777+00:00	124	{}	OCCURRENCE	PRESENT	2117230	1	54	354	9477065	2014	2117211	2117230	2117230	Pycnogonum magellanicum Hoek, 1898	Pycnogonum magellanicum Hoek, 1898	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	Pycnogonum	magellanicum	SPECIES	ACCEPTED	NE		-40.333	-9.9417		121.5	19.5	{'level0': {'gid': 'SHN', 'name': 'Saint Helena, Ascension and Tris'}, 'level1': {'gid': 'SHN.3_1', 'name': 'Tristan da Cunha'}, 'level2': {'gid': 'SHN.3.1_1', 'name': 'Tristan da Cunha'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.777+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34745'}]	[]	[]	[]	False						WGS84	Pycnogonida	SH	[]	[]	AFRICA	Saint Helena, Ascension and Tristan da Cunha	EUROPE		34745		BAS				318009854		SOMBASE Pycnogonids				AFRICA												
