key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	otherCatalogNumbers	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	acceptedNameUsage	institutionID	institutionCode	locality	eventRemarks	gbifID	occurrenceRemarks	collectionCode	occurrenceID	depth	references	datasetID	scientificNameID	bibliographicCitation
2012925739	58fc397b-eee4-4138-8a5f-50f9dfb00216	2e7df380-8356-4533-bcb3-5459e23c794e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	7b21b165-f4b0-4be4-b7dd-c2cbfc9c28a3	2e7df380-8356-4533-bcb3-5459e23c794e	DK	DWC_ARCHIVE	2024-07-21T09:59:22.110+00:00	2024-07-21T10:22:39.398+00:00	275	{'http://rs.gbif.org/terms/1.0/Reference': [{'http://purl.org/dc/terms/creator': 'Stock, J.', 'http://purl.org/dc/terms/date': '1956', 'http://purl.org/dc/terms/source': 'Videnskabelige Meddelelser fra Dansk Naturhistorisk Forening', 'http://purl.org/dc/terms/title': 'Tropical and subtropical Pycnogonida, chiefly from South Africa'}], 'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/typeStatus': 'type', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/identificationID': '53756680-5fc4-87ec-02b0-5865ea6a9c7d', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pycnogonum arbustum Stock, 1966'}]}	PRESERVED_SPECIMEN	PRESENT	2117251	1	54	354	9477065	2014	2117211	2117251	2117251	Pycnogonum arbustum Stock, 1966	Pycnogonum arbustum Stock, 1966	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum arbustum	Pycnogonum	arbustum	SPECIES	ACCEPTED	NE	9.466667	14.966667	AFRICA	{'level0': {'gid': 'TCD', 'name': 'Chad'}, 'level1': {'gid': 'TCD.15_1', 'name': 'Mayo-Kebbi Ouest'}, 'level2': {'gid': 'TCD.15.2_1', 'name': 'Mayo-Dallah'}, 'level3': {'gid': 'TCD.15.2.3_1', 'name': 'Erde-Pala'}}	Tropical East Atlantic, Guinea TEA	1946	4	14	1946-04-14	104	104	TYPE	['COORDINATE_ROUNDED', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-18T00:00:00.000+00:00	2024-07-21T10:22:39.398+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9ea2e70c-42ba-49e2-9277-222c15acd6d4'}]	[]	[]	[]	68fcaba0-61fe-4e78-a460-4f37654d025d	e4cac6b7-41e4-404d-b9b2-ea507703f671	True	Natural History Museum Denmark Invertebrate Zoology	PYC-005495	various	WGS84	Pycnogonida	TD	[]	[]	AFRICA	Chad	EUROPE	9ea2e70c-42ba-49e2-9277-222c15acd6d4	NHMD110645	Pycnogonum arbustum	http://grbio.org/cool/mci8-ehqk	NHMD	9'28'N 14°58' E, 45 m depth	Gear: ST	2012925739	MKB05: The locality data are from the description. The sample contains a holotype and a paratype, both female. Type status checked 2003-2011, but may need reconfirmation. Atlantide Rep. 9: 45-57. TS Mar. 2012: By now there appears to be only one spm. (presumably the holotype) in the lot. Where did the paratype mentioned by MKB05 go? Labelled with correct number Mar. 2012.	IV	9ea2e70c-42ba-49e2-9277-222c15acd6d4					
4055769515	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:13.140+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2117251	1	54	354	9477065	2014	2117211	2117251	2117251	Pycnogonum arbustum Stock, 1966	Pycnogonum arbustum Stock, 1966	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum arbustum	Pycnogonum	arbustum	SPECIES	ACCEPTED	NE	9.47	-14.97		{}		1946	4	14	1946-04-14	104	104	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:13.140+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2209'}]	[]	[]	[]			True				WGS84	Pycnogonida	GN	[]	[]	AFRICA	Guinea	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2209	sm_id_2209			WoRMS Editorial Board	Atlantic Ocean		4055769515		WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_2209	45.0	http://www.marinespecies.org/aphia.php?p=specdetails&id=2209	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240163	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pycnogonum arbustum</i> Stock, 1966. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240163
