key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	continent	datasetID	eventID	originalNameUsage	county	identificationVerificationStatus	nameAccordingTo	taxonID	http://unknown.org/language	associatedReferences	http://unknown.org/orders
440010147	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:52.590+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1991', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothella;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1991', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|48097', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'nimia', 'http://rs.tdwg.org/dwc/terms/typeStatus': 'Holotype', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|10477', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Stock', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothella nimia Stock, 1991'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118195	1	54	354	9477065	6313	2118169	2118195	2118195	Ammothella nimia Stock, 1991	Ammothella nimia Stock, 1991	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella nimia	Ammothella	nimia	SPECIES	ACCEPTED	NE	-22.887884	167.290253	590.0	20.0	{}	1985.0	8.0	30.0	1985-08-30T19:52/1985-08-30T20:05	242.0	242.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2018-01-16T11:52:23.000+00:00	2024-07-24T12:24:52.590+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4595'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Bouchet, Métivier & Richer de Forges-IRD coll.	Stock	WGS84	Pycnogonida	NC	[]	[]	OCEANIA	New Caledonia	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4595	2007-4595	MNHN	S Ile des Pins	BIOCAL/DW46	440010147	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4595	10.15468/qgvvhd											
440016241	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:52.594+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1991', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothella;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1991', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|48098', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'nimia', 'http://rs.tdwg.org/dwc/terms/typeStatus': 'Paratype(s)', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|10477', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Stock', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothella nimia Stock, 1991'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118195	1	54	354	9477065	6313	2118169	2118195	2118195	Ammothella nimia Stock, 1991	Ammothella nimia Stock, 1991	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella nimia	Ammothella	nimia	SPECIES	ACCEPTED	NE	-22.959999	167.550003	425.0	15.0	{}	1985.0	9.0	30.0	1985-09-30	273.0	273.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:52.594+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4596'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	B. Richer de Forges-IRD coll.	Stock	WGS84	Pycnogonida	NC	[]	[]	OCEANIA	New Caledonia	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4596	2007-4596	MNHN	Sud de la Grande-Terre	MUSORSTOM 4/DW222	440016241	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4596	10.15468/qgvvhd											
3846991292	6ed43f52-25d1-4d56-a821-63a8564b81f6	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-23T18:06:52.356+00:00	2024-01-26T10:23:25.745+00:00	20	{}	HUMAN_OBSERVATION		PRESENT	2118195	1	54	354	9477065	6313	2118169	2118195	2118195	Ammothella nimia Stock, 1991	Ammothella nimia Stock, 1991	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella nimia	Ammothella	nimia	SPECIES	ACCEPTED	NE					{}								['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-26T10:23:25.745+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '274f7ee6-9ba0-4c72-b88f-113d805a1650'}]	[]	[]	[]			False				Pycnogonida	NC	[]	[]	OCEANIA	New Caledonia	EUROPE	274f7ee6-9ba0-4c72-b88f-113d805a1650					3846991292		274f7ee6-9ba0-4c72-b88f-113d805a1650		OCEANIA	B6BB40E7-FCE6-5E23-E053-5014A8C0B867	274f7ee6-9ba0-4c72-b88f-113d805a1650	Ammothella nimia Stock, 1991	Province Nord|Province Sud|Îles Loyauté	Invalid	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	712050			
4548130640	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:26.462+00:00	57	{}	HUMAN_OBSERVATION		PRESENT	2118195	1	54	354	9477065	6313	2118169	2118195	2118195	Ammothella nimia Stock, 1991	Ammothella nimia Stock, 1991	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella nimia	Ammothella	nimia	SPECIES	ACCEPTED	NE					{}								['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-03-21T10:14:26.462+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '33d52754-78a9-427c-90fa-7757ab31996a'}]	[]	[]	[]			False				Pycnogonida	NC	[]	[]	OCEANIA	New Caledonia	EUROPE	33d52754-78a9-427c-90fa-7757ab31996a					4548130640		33d52754-78a9-427c-90fa-7757ab31996a		OCEANIA	EB6380B5-80AF-5935-E053-0514A8C08744	33d52754-78a9-427c-90fa-7757ab31996a	Ammothella nimia Stock, 1991	Province Nord|Province Sud|Îles Loyauté	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	712050	fr | en	TaxREF	
3935073849	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:37.665+00:00	10	{}	HUMAN_OBSERVATION		PRESENT	2118195	1	54	354	9477065	6313	2118169	2118195	2118195	Ammothella nimia Stock, 1991	Ammothella nimia Stock, 1991	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella nimia	Ammothella	nimia	SPECIES	ACCEPTED	NE					{}								['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-26T10:11:37.665+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '73f64387-eef6-4c87-b78b-aa8fbcc89d43'}]	[]	[]	[]			False				Pycnogonida	NC	[]	[]	OCEANIA	New Caledonia	EUROPE	73f64387-eef6-4c87-b78b-aa8fbcc89d43					3935073849		73f64387-eef6-4c87-b78b-aa8fbcc89d43		OCEANIA	D2B0CE86-7C29-1275-E053-5514A8C0FBF9	73f64387-eef6-4c87-b78b-aa8fbcc89d43	Ammothella nimia Stock, 1991	Province Nord|Province Sud|Îles Loyauté	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	712050		TaxREF	Pantopoda
