key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	habitat	scientificNameID	locality	identificationVerificationStatus	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimIdentification	catalogNumber	institutionCode	identificationRemarks	occurrenceRemarks	modified	institutionKey	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	recordedBy	sex	otherCatalogNumbers	dynamicProperties	typeStatus	references	datasetID	bibliographicCitation
3696573089	2931765e-0682-4a38-85eb-032964cc3792	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2024-07-02T10:01:43.848+00:00	2024-07-02T10:03:16.797+00:00	118	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118514	1	54	354	9477065	6313	2118496	2118514	2118514	Cilunculus europaeus Stock, 1978	Cilunculus europaeus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus europaeus	Cilunculus	europaeus	SPECIES	ACCEPTED	NE	42.84	-11.88	1117.5	7.5	{}	1987	10	19	1987-10-19	292	292	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'REFERENCES_URI_INVALID', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:03:16.797+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'SeamountsOnline_urn:lsid:marinespecies.org:taxname:134628_24235'}]	[]	[]	[]	False	Jan H. Stock	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	NORTH_AMERICA	SCSD_SeamountsOnline_Galicia_Bank_537852	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134628_24235	benthic/near bottom	urn:lsid:marinespecies.org:taxname:134628	Galicia Bank	Validated	Station DW108	SeamountsOnline	3696573089	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134628_24235	Cilunculus europaeus Stock, 1978	24235	SCSD	WoRMS Match Type: exact	NA | NA																
3696573105	2931765e-0682-4a38-85eb-032964cc3792	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2024-07-02T10:01:43.848+00:00	2024-07-02T10:03:16.797+00:00	118	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2118514	1	54	354	9477065	6313	2118496	2118514	2118514	Cilunculus europaeus Stock, 1978	Cilunculus europaeus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus europaeus	Cilunculus	europaeus	SPECIES	ACCEPTED	NE	42.87	-11.84	992.5	7.5	{}	1987	10	20	1987-10-20	293	293	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'REFERENCES_URI_INVALID', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:03:16.797+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'SeamountsOnline_urn:lsid:marinespecies.org:taxname:134628_24236'}]	[]	[]	[]	False	Jan H. Stock	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	NORTH_AMERICA	SCSD_SeamountsOnline_Galicia_Bank_537856	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134628_24236	benthic/near bottom	urn:lsid:marinespecies.org:taxname:134628	Galicia Bank	Validated	Station DW116	SeamountsOnline	3696573105	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134628_24236	Cilunculus europaeus Stock, 1978	24236	SCSD	WoRMS Match Type: exact	NA | NA																
2434361434	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:27.929+00:00	393	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118514	1	54	354	9477065	6313	2118496	2118514	2118514	Cilunculus europaeus Stock, 1978	Cilunculus europaeus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus europaeus	Cilunculus	europaeus	SPECIES	ACCEPTED	NE					{}	1987	10	19	1987-10-19	292	292	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:27.929+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3412@CRS'}]	[]	[]	[]	False	Stock J.H.		Pycnogonida		[]	[]			EUROPE		ZMA.PYC.3412@CRS						Chelicerata and Myriapoda	2434361434	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3412		ZMA.PYC.3412				2019-03-08T00:00:00.000+00:00	0e919a55-08d3-4bd2-aec1-200858fafd92	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	19 okt 1987	Animalia|Ammotheidae								
2434362436	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:21.341+00:00	393	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2118514	1	54	354	9477065	6313	2118496	2118514	2118514	Cilunculus europaeus Stock, 1978	Cilunculus europaeus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus europaeus	Cilunculus	europaeus	SPECIES	ACCEPTED	NE	42.873333	-11.843333			{}	1987	10	20	1987-10-20	293	293	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:21.341+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3431@CRS'}]	[]	[]	[]	False	Stock J.H.	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		ZMA.PYC.3431@CRS						Chelicerata and Myriapoda	2434362436	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3431		ZMA.PYC.3431				2019-03-08T00:00:00.000+00:00	0e919a55-08d3-4bd2-aec1-200858fafd92	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	20 okt 1987	Animalia|Ammotheidae								
201111626	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:47.843+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118514	1	54	354	9477065	6313	2118496	2118514	2118514	Cilunculus europaeus Stock, 1978	Cilunculus europaeus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus europaeus	Cilunculus	europaeus	SPECIES	ACCEPTED	NE	36.2417	-7.94	1182.0	0.0	{}	1984	6	1	1984-06-01	153	153	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:47.843+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111626'}]	[]	[]	[]	False	STOCK Jan	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE					Detroit de Gibraltar			Biocean	201111626	201111626		25759	Ifremer											BOUCHET Philippe							
811982877	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.637+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118514	1	54	354	9477065	6313	2118496	2118514	2118514	Cilunculus europaeus Stock, 1978	Cilunculus europaeus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus europaeus	Cilunculus	europaeus	SPECIES	ACCEPTED	NE	36.2417	-7.94	1182.0	0.0	{}	1984	6	1	1984-06-01	153	153	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:50.637+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811982877'}]	[]	[]	[]	False	STOCK Jan	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE					Detroit de Gibraltar			bio_dba	811982877	811982877		25759	Ifremer											BOUCHET Philippe							
201111825	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.454+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118514	1	54	354	9477065	6313	2118496	2118514	2118514	Cilunculus europaeus Stock, 1978	Cilunculus europaeus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus europaeus	Cilunculus	europaeus	SPECIES	ACCEPTED	NE	48.9333	-11.0333	660.0	0.0	{}	1973	10	1	1973-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:46.454+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111825'}]	[]	[]	[]	False	STOCK Jan	WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE					Golfe de Gascogne			Biocean	201111825	201111825		29617	Ifremer											CABIOCH Louis							
201111836	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.455+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118514	1	54	354	9477065	6313	2118496	2118514	2118514	Cilunculus europaeus Stock, 1978	Cilunculus europaeus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus europaeus	Cilunculus	europaeus	SPECIES	ACCEPTED	NE	48.6617	-9.8867	1050.0	0.0	{}	1973	10	1	1973-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:46.455+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111836'}]	[]	[]	[]	False	STOCK Jan	WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE					Golfe de Gascogne			Biocean	201111836	201111836		30138	Ifremer											CABIOCH Louis							
201111839	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.457+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118514	1	54	354	9477065	6313	2118496	2118514	2118514	Cilunculus europaeus Stock, 1978	Cilunculus europaeus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus europaeus	Cilunculus	europaeus	SPECIES	ACCEPTED	NE	48.6367	-9.7883	800.0	0.0	{}	1973	10	1	1973-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:46.457+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111839'}]	[]	[]	[]	False	STOCK Jan	WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE					Golfe de Gascogne			Biocean	201111839	201111839		30305	Ifremer											CABIOCH Louis							
201111854	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.460+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118514	1	54	354	9477065	6313	2118496	2118514	2118514	Cilunculus europaeus Stock, 1978	Cilunculus europaeus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus europaeus	Cilunculus	europaeus	SPECIES	ACCEPTED	NE	48.3833	-9.6583	1175.0	0.0	{}	1973	10	1	1973-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:46.460+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111854'}]	[]	[]	[]	False	STOCK Jan	WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE					Golfe de Gascogne			Biocean	201111854	201111854		30808	Ifremer											CABIOCH Louis							
