key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	verbatimEventDate	institutionCode	locality	gbifID	collectionCode	occurrenceID	higherClassification	collectionID	decimalLatitude	decimalLongitude	geodeticDatum
1317394523	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:50.182+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2117378	1	54	354	9477065	6316	2117290	2117378	2117378	Anoplodactylus stellatus Nakamura & Child, 1983	Anoplodactylus stellatus Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus stellatus	Anoplodactylus	stellatus	SPECIES	ACCEPTED	NE	11.0	4.0	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1973.0	8.0	17.0	1973-08-17	229.0	229.0	HOLOTYPE	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:14:00.000+00:00	2024-07-02T12:36:50.182+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3087d4c64-edba-4c5b-928d-7f51f02100d3'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3087d4c64-edba-4c5b-928d-7f51f02100d3	USNM 183829	urn:lsid:biocol.org:col:34871	17 AUG 1973	USNM	Honshu Island, Sagami Bay,Nabeta Bay	1317394523	IZ	http://n2t.net/ark:/65665/3087d4c64-edba-4c5b-928d-7f51f02100d3	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			
4164800454	74141216-814a-443c-9b51-24dbb2a5883f	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db		9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T01:27:22.047+00:00	2024-04-10T01:29:16.837+00:00	37	{}	PRESERVED_SPECIMEN		PRESENT		2117378	1	54	354	9477065	6316	2117290	2117378	2117378	Anoplodactylus stellatus Nakamura & Child, 1983	Anoplodactylus stellatus Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus stellatus	Anoplodactylus	stellatus	SPECIES	ACCEPTED	NE			Busan	{}										['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'RECORDED_DATE_INVALID', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-04-10T01:29:16.837+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'NIBRIV0000882290'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5		False				Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	NIBRIV0000882290	NIBRIV0000882290			NIBR	Dadae-dong	4164800454	IV	NIBRIV0000882290			34.88428	128.9509	WGS84
