key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	eventDate	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	islandGroup	island	footprintWKT	georeferenceRemarks	municipality	language	collectionCode	gbifID	occurrenceID	type	catalogNumber	institutionCode	collectionID
1917182205	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:16.703+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	6471617	1	54	354	9477065	6316	2117290	6471617	6471617	Anoplodactylus amora Bamber & Costa, 2009	Anoplodactylus amora Bamber & Costa, 2009	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus amora	Anoplodactylus	amora	SPECIES	ACCEPTED	NE	37.71408	-25.43147	500.0	EUROPE	Região Autónoma dos Açores	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.19_1', 'name': 'Vila Franca do Campo'}, 'level3': {'gid': 'PRT.2.19.5_1', 'name': 'Vila Franca Do Campo (São Miguel'}}	2006	2006	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:16.703+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b4729e8-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False	Azorean Biodiversity Portal	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b4729e8-bb79-11e8-9a78-54da4ae08600	0a80feca-b411-428a-a34e-c5c2fa07cdba	Açores	Sao Miguel	POLYGON((-25.4343423129074 37.7118728104906,-25.4286943184112 37.7117976568664,-25.4285995375193 37.7162846072748,-25.4342478723616 37.7163597729855,-25.4343423129074 37.7118728104906))	precise locations, usually point UTM data	Vila Franca do Campo	pt	ABP	1917182205	4b4729e8-bb79-11e8-9a78-54da4ae08600	Text	215369	UAc	70b943f6-77f1-4849-8877-448e519b004c
1917182224	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.181+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	6471617	1	54	354	9477065	6316	2117290	6471617	6471617	Anoplodactylus amora Bamber & Costa, 2009	Anoplodactylus amora Bamber & Costa, 2009	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus amora	Anoplodactylus	amora	SPECIES	ACCEPTED	NE	37.71766	-25.36332	500.0	EUROPE	Região Autónoma dos Açores	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.19_1', 'name': 'Vila Franca do Campo'}, 'level3': {'gid': 'PRT.2.19.2_1', 'name': 'Ponta Garça'}}	2006	2006	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:19.181+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b472ac4-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False	Azorean Biodiversity Portal	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b472ac4-bb79-11e8-9a78-54da4ae08600	0a80feca-b411-428a-a34e-c5c2fa07cdba	Açores	Sao Miguel	POLYGON((-25.366196666188 37.715454180714,-25.3605485884019 37.715375756471,-25.3604496853186 37.7198625541819,-25.3660981034657 37.7199409910367,-25.366196666188 37.715454180714))	precise locations, usually point UTM data	Vila Franca do Campo	pt	ABP	1917182224	4b472ac4-bb79-11e8-9a78-54da4ae08600	Text	215370	UAc	70b943f6-77f1-4849-8877-448e519b004c
1917182312	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.269+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	6471617	1	54	354	9477065	6316	2117290	6471617	6471617	Anoplodactylus amora Bamber & Costa, 2009	Anoplodactylus amora Bamber & Costa, 2009	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus amora	Anoplodactylus	amora	SPECIES	ACCEPTED	NE	37.72216	-25.36322	500.0	EUROPE	Região Autónoma dos Açores	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.19_1', 'name': 'Vila Franca do Campo'}, 'level3': {'gid': 'PRT.2.19.2_1', 'name': 'Ponta Garça'}}	2006	2006	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:18.269+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b472b0a-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False	Azorean Biodiversity Portal	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b472b0a-bb79-11e8-9a78-54da4ae08600	0a80feca-b411-428a-a34e-c5c2fa07cdba	Açores	Sao Miguel	POLYGON((-25.3660977075874 37.7199590103479,-25.3604492880732 37.7198805734425,-25.3603503629552 37.7243673674942,-25.3659991229063 37.7244458170129,-25.3660977075874 37.7199590103479))	precise locations, usually point UTM data	Vila Franca do Campo	pt	ABP	1917182312	4b472b0a-bb79-11e8-9a78-54da4ae08600	Text	215371	UAc	70b943f6-77f1-4849-8877-448e519b004c
1917182220	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.275+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	6471617	1	54	354	9477065	6316	2117290	6471617	6471617	Anoplodactylus amora Bamber & Costa, 2009	Anoplodactylus amora Bamber & Costa, 2009	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus amora	Anoplodactylus	amora	SPECIES	ACCEPTED	NE	37.72208	-25.35755	500.0	EUROPE	Região Autónoma dos Açores	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.19_1', 'name': 'Vila Franca do Campo'}, 'level3': {'gid': 'PRT.2.19.2_1', 'name': 'Ponta Garça'}}	2006	2006	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:18.275+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b472b5a-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False	Azorean Biodiversity Portal	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b472b5a-bb79-11e8-9a78-54da4ae08600	0a80feca-b411-428a-a34e-c5c2fa07cdba	Açores	Sao Miguel	POLYGON((-25.3604266037017 37.7198802578895,-25.3547782062222 37.7198015494209,-25.3546789393054 37.7242883307649,-25.3603276772164 37.7243670518905,-25.3604266037017 37.7198802578895))	precise locations, usually point UTM data	Vila Franca do Campo	pt	ABP	1917182220	4b472b5a-bb79-11e8-9a78-54da4ae08600	Text	215372	UAc	70b943f6-77f1-4849-8877-448e519b004c
1917182142	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.820+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	6471617	1	54	354	9477065	6316	2117290	6471617	6471617	Anoplodactylus amora Bamber & Costa, 2009	Anoplodactylus amora Bamber & Costa, 2009	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus amora	Anoplodactylus	amora	SPECIES	ACCEPTED	NE	37.7106	-25.51096	500.0	EUROPE	Região Autónoma dos Açores	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.5_1', 'name': 'Lagoa'}, 'level3': {'gid': 'PRT.2.5.1_1', 'name': 'Água De Pau'}}	1997	1997	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:19.820+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b4726be-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False	Azorean Biodiversity Portal	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b4726be-bb79-11e8-9a78-54da4ae08600	0a80feca-b411-428a-a34e-c5c2fa07cdba	Açores	Sao Miguel	POLYGON((-25.5137343361174 37.7128825485761,-25.5138239721958 37.7083954171689,-25.5081760318239 37.7083240765826,-25.5080860554074 37.7128111965156,-25.5137343361174 37.7128825485761))	localities not exceeding 25 km2	Lagoa	pt	ABP	1917182142	4b4726be-bb79-11e8-9a78-54da4ae08600	Text	215353	UAc	70b943f6-77f1-4849-8877-448e519b004c
1917182313	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.180+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	6471617	1	54	354	9477065	6316	2117290	6471617	6471617	Anoplodactylus amora Bamber & Costa, 2009	Anoplodactylus amora Bamber & Costa, 2009	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus amora	Anoplodactylus	amora	SPECIES	ACCEPTED	NE	37.71053	-25.50528	500.0	EUROPE	Região Autónoma dos Açores	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.5_1', 'name': 'Lagoa'}, 'level3': {'gid': 'PRT.2.5.1_1', 'name': 'Água De Pau'}}	1997	1997	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:19.180+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b47283a-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False	Azorean Biodiversity Portal	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b47283a-bb79-11e8-9a78-54da4ae08600	0a80feca-b411-428a-a34e-c5c2fa07cdba	Açores	Sao Miguel	POLYGON((-25.5080633715893 37.7128109094158,-25.5081533493726 37.708323789529,-25.502505429043 37.70825217743,-25.5024151109263 37.7127392857989,-25.5080633715893 37.7128109094158))	localities not exceeding 25 km2	Lagoa	pt	ABP	1917182313	4b47283a-bb79-11e8-9a78-54da4ae08600	Text	215356	UAc	70b943f6-77f1-4849-8877-448e519b004c
1917182238	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:06:10.828+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	6471617	1	54	354	9477065	6316	2117290	6471617	6471617	Anoplodactylus amora Bamber & Costa, 2009	Anoplodactylus amora Bamber & Costa, 2009	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus amora	Anoplodactylus	amora	SPECIES	ACCEPTED	NE	37.71046	-25.49961	500.0	EUROPE	Região Autónoma dos Açores	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.5_1', 'name': 'Lagoa'}, 'level3': {'gid': 'PRT.2.5.1_1', 'name': 'Água De Pau'}}	1997	1997	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:06:10.828+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b4728a8-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False	Azorean Biodiversity Portal	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b4728a8-bb79-11e8-9a78-54da4ae08600	0a80feca-b411-428a-a34e-c5c2fa07cdba	Açores	Sao Miguel	POLYGON((-25.5023924271889 37.7127389976086,-25.5024827466724 37.708251889286,-25.4968348464612 37.7081800056771,-25.496744186649 37.7126671024382,-25.5023924271889 37.7127389976086))	localities not exceeding 25 km2	Lagoa	pt	ABP	1917182238	4b4728a8-bb79-11e8-9a78-54da4ae08600	Text	215359	UAc	70b943f6-77f1-4849-8877-448e519b004c
1917182290	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.269+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	6471617	1	54	354	9477065	6316	2117290	6471617	6471617	Anoplodactylus amora Bamber & Costa, 2009	Anoplodactylus amora Bamber & Costa, 2009	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus amora	Anoplodactylus	amora	SPECIES	ACCEPTED	NE	37.71511	-25.51086	500.0	EUROPE	Região Autónoma dos Açores	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.5_1', 'name': 'Lagoa'}, 'level3': {'gid': 'PRT.2.5.1_1', 'name': 'Água De Pau'}}	1997	1997	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:18.269+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b472902-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False	Azorean Biodiversity Portal	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b472902-bb79-11e8-9a78-54da4ae08600	0a80feca-b411-428a-a34e-c5c2fa07cdba	Açores	Sao Miguel	POLYGON((-25.5136443200436 37.7173876969641,-25.5137339760931 37.7129005691769,-25.5080856940161 37.7128292170703,-25.5079956975527 37.717316333382,-25.5136443200436 37.7173876969641))	localities not exceeding 25 km2	Lagoa	pt	ABP	1917182290	4b472902-bb79-11e8-9a78-54da4ae08600	Text	215354	UAc	70b943f6-77f1-4849-8877-448e519b004c
1917182372	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.269+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	6471617	1	54	354	9477065	6316	2117290	6471617	6471617	Anoplodactylus amora Bamber & Costa, 2009	Anoplodactylus amora Bamber & Costa, 2009	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus amora	Anoplodactylus	amora	SPECIES	ACCEPTED	NE	37.71504	-25.50519	500.0	EUROPE	Região Autónoma dos Açores	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.5_1', 'name': 'Lagoa'}, 'level3': {'gid': 'PRT.2.5.1_1', 'name': 'Água De Pau'}}	1997	1997	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:18.269+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b47295c-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False	Azorean Biodiversity Portal	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b47295c-bb79-11e8-9a78-54da4ae08600	0a80feca-b411-428a-a34e-c5c2fa07cdba	Açores	Sao Miguel	POLYGON((-25.507973012362 37.7173160462358,-25.5080630101925 37.7128289299703,-25.5024147481626 37.7127573063072,-25.5023244099229 37.7172444110535,-25.507973012362 37.7173160462358))	localities not exceeding 25 km2	Lagoa	pt	ABP	1917182372	4b47295c-bb79-11e8-9a78-54da4ae08600	Text	215357	UAc	70b943f6-77f1-4849-8877-448e519b004c
1917182262	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.766+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	6471617	1	54	354	9477065	6316	2117290	6471617	6471617	Anoplodactylus amora Bamber & Costa, 2009	Anoplodactylus amora Bamber & Costa, 2009	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus amora	Anoplodactylus	amora	SPECIES	ACCEPTED	NE	37.71496	-25.49952	500.0	EUROPE	Região Autónoma dos Açores	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.5_1', 'name': 'Lagoa'}, 'level3': {'gid': 'PRT.2.5.1_1', 'name': 'Água De Pau'}}	1997	1997	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:19.766+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b4729a2-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False	Azorean Biodiversity Portal	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	4b4729a2-bb79-11e8-9a78-54da4ae08600	0a80feca-b411-428a-a34e-c5c2fa07cdba	Açores	Sao Miguel	POLYGON((-25.5023017248129 37.7172441228166,-25.5023920644197 37.7127570181166,-25.4967438225128 37.7126851228999,-25.4966531425016 37.7171722160369,-25.5023017248129 37.7172441228166))	localities not exceeding 25 km2	Lagoa	pt	ABP	1917182262	4b4729a2-bb79-11e8-9a78-54da4ae08600	Text	215360	UAc	70b943f6-77f1-4849-8877-448e519b004c
