key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	verbatimLocality	collectionCode	gbifID	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	occurrenceRemarks	http://unknown.org/captive	identificationID	networkKeys	coordinatePrecision	depth	depthAccuracy	organismQuantity	organismQuantityType	scientificNameID	footprintWKT	waterBody	associatedSequences	institutionKey	collectionKey	datasetID	samplingProtocol	recordNumber	eventID	institutionID	island	locality	eventRemarks	parentNameUsageID	organismID	locationID	collectionID	locationRemarks	otherCatalogNumbers	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	taxonConceptID	http://unknown.org/species	nameAccordingTo	verbatimTaxonRank	originalNameUsage	elevation	elevationAccuracy	preparations	sex	identificationRemarks	individualCount	higherGeography	nomenclaturalCode	language	type	ownerInstitutionCode	higherClassification
1100762898	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:08.202+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117699	1	54	354	9477065	2013	2117630	2117699	2117699	Nymphon molleri Clark, 1963	Nymphon molleri Clark, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	Nymphon	molleri	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-28.61333	153.62999	1000.0	OCEANIA	New South Wales	{}	1992.0	3.0	4.0	1992-03-04	64.0	64.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:08.202+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2fbd5c4c-2a24-4939-852c-24433e6a693e'}]	[]	[]	[]	False		Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		2fbd5c4c-2a24-4939-852c-24433e6a693e			Byron Bay, 100 m north-west of Julian Rocks	Invertebrates - Marine & Other	1100762898	2fbd5c4c-2a24-4939-852c-24433e6a693e		P.42886	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05									9cfe8cbf-35ff-4d93-b932-cb05d91b7922			air lift		urn:australianmuseum.net.au:Events:1062638									ecatalogue.LocCollectionEventLocal: [NSW 653] Australia, New South Wales, Byron Bay, 100 m north-west of Julian Rocks (28° 36' 48 S, 153° 37' 48 E) 04/03/1992 - 04/03/1992, air lift;	ecatalogue.irn:1120333|urn:catalog:AM:Invertebrates - Marine & Other:P.42886	Nymphon molleri Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	https://biodiversity.org.au/afd/taxa/3265cda7-c086-4522-8b46-8c516a42eea5	Nymphon molleri	Clark, 1963														
1100762885	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:31.172+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117699	1	54	354	9477065	2013	2117630	2117699	2117699	Nymphon molleri Clark, 1963	Nymphon molleri Clark, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	Nymphon	molleri	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-28.61333	153.62999	1000.0	OCEANIA	New South Wales	{}	1992.0	3.0	4.0	1992-03-04	64.0	64.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:31.172+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6c3387a6-16ae-4a64-b16b-1e11a3fb7338'}]	[]	[]	[]	False		Keable, S.J.|Springthorpe, R.T.	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		6c3387a6-16ae-4a64-b16b-1e11a3fb7338			Byron Bay, 100 m north-west of Julian Rocks	Invertebrates - Marine & Other	1100762885	6c3387a6-16ae-4a64-b16b-1e11a3fb7338		P.42887	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05									9cfe8cbf-35ff-4d93-b932-cb05d91b7922			air lift		urn:australianmuseum.net.au:Events:1062641									ecatalogue.LocCollectionEventLocal: [NSW 654] Australia, New South Wales, Byron Bay, 100 m north-west of Julian Rocks (28° 36' 48 S, 153° 37' 48 E) 04/03/1992 - 04/03/1992, air lift;	ecatalogue.irn:1145652|urn:catalog:AM:Invertebrates - Marine & Other:P.42887	Nymphon molleri Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	https://biodiversity.org.au/afd/taxa/3265cda7-c086-4522-8b46-8c516a42eea5	Nymphon molleri	Clark, 1963														
1100787725	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:01.427+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117699	1	54	354	9477065	2013	2117630	2117699	2117699	Nymphon molleri Clark, 1963	Nymphon molleri Clark, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	Nymphon	molleri	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-30.316	153.155	1000.0	OCEANIA	New South Wales	{}	1992.0	6.0	26.0	1992-06-26	178.0	178.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:01.427+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1602d623-b0a8-4495-9c90-3bfa61cb7e10'}]	[]	[]	[]	False		Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		1602d623-b0a8-4495-9c90-3bfa61cb7e10			Solitary Islands, 100 m north of Korffs (Pig) Islet	Invertebrates - Marine & Other	1100787725	1602d623-b0a8-4495-9c90-3bfa61cb7e10		P.77974	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05									9cfe8cbf-35ff-4d93-b932-cb05d91b7922					urn:australianmuseum.net.au:Events:1062530									ecatalogue.LocCollectionEventLocal: [NSW 474] Australia, New South Wales, Solitary Islands, 100 m north of Korffs (Pig) Islet (30° 19' S, 153° 09' 18 E) 26/06/1992 - 26/06/1992;	ecatalogue.irn:1253635|urn:catalog:AM:Invertebrates - Marine & Other:P.77974	Nymphon molleri Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:100m-1km}	https://biodiversity.org.au/afd/taxa/3265cda7-c086-4522-8b46-8c516a42eea5	Nymphon molleri	Clark, 1963														
1100763786	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:36.679+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117699	1	54	354	9477065	2013	2117630	2117699	2117699	Nymphon molleri Clark, 1963	Nymphon molleri Clark, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	Nymphon	molleri	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-41.216	148.29166	1000.0	OCEANIA	Tasmania	{}	1991.0	4.0	16.0	1991-04-16	106.0	106.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:36.679+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '89ec91e2-1d80-4915-86b1-a119ac4e451b'}]	[]	[]	[]	False		Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		89ec91e2-1d80-4915-86b1-a119ac4e451b			Bay of Fires, Sloop Reef	Invertebrates - Marine & Other	1100763786	89ec91e2-1d80-4915-86b1-a119ac4e451b		P.44127	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05									9cfe8cbf-35ff-4d93-b932-cb05d91b7922			Airlift		urn:australianmuseum.net.au:Events:1074751									ecatalogue.LocCollectionEventLocal: [TAS-172] Australia, Tasmania, Bay of Fires, Sloop Reef (41° 13' S, 148° 17' 30 E) 16/04/1991 - 16/04/1991, Airlift;	ecatalogue.irn:1120523|urn:catalog:AM:Invertebrates - Marine & Other:P.44127	Nymphon molleri Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	https://biodiversity.org.au/afd/taxa/3265cda7-c086-4522-8b46-8c516a42eea5	Nymphon molleri	Clark, 1963						MALE								
1100788174	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:14.154+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117699	1	54	354	9477065	2013	2117630	2117699	2117699	Nymphon molleri Clark, 1963	Nymphon molleri Clark, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	Nymphon	molleri	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-33.55	151.233	1000.0	OCEANIA	New South Wales	{}	1984.0	2.0	9.0	1984-02-09	40.0	40.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:14.154+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '37a1875c-94af-4771-837c-18851caa5d96'}]	[]	[]	[]	False		Jones, R. Alan|Australian Museum|Ecology, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		37a1875c-94af-4771-837c-18851caa5d96			Hawkesbury River, 200 m south-east of Croppy Point	Invertebrates - Marine & Other	1100788174	37a1875c-94af-4771-837c-18851caa5d96		P.78473	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.001									9cfe8cbf-35ff-4d93-b932-cb05d91b7922			Smith-McIntyre Grab		urn:australianmuseum.net.au:Events:1047607									ecatalogue.LocCollectionEventLocal: [HRS 2-3 Feb 84] Australia, New South Wales, Hawkesbury River, 200 m south-east of Croppy Point (33° 33' S, 151° 14' E) 09/02/1984 - 09/02/1984, Smith-McIntyre Grab, Hawkesbury River Survey;	ecatalogue.irn:1265924|urn:catalog:AM:Invertebrates - Marine & Other:P.78473	Nymphon molleri Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:100m-1km}	https://biodiversity.org.au/afd/taxa/3265cda7-c086-4522-8b46-8c516a42eea5	Nymphon molleri	Clark, 1963														
1100764245	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:45.029+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117699	1	54	354	9477065	2013	2117630	2117699	2117699	Nymphon molleri Clark, 1963	Nymphon molleri Clark, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	Nymphon	molleri	SPECIES	ACCEPTED	NE	2007-01-01T00:00:00	-19.08318	118.84235	5.0		Western Australia	{}	1983.0	10.0	30.0	1983-10-30	303.0	303.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:45.029+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ba4b79e3-f66a-4dfc-b6a8-91d75fe3700f'}]	[]	[]	[]	False		CSIRO Fisheries	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		ba4b79e3-f66a-4dfc-b6a8-91d75fe3700f			North West Shelf	Invertebrates - Marine & Other	1100764245	ba4b79e3-f66a-4dfc-b6a8-91d75fe3700f		P.44729	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05									9cfe8cbf-35ff-4d93-b932-cb05d91b7922			epibenthic sled		urn:australianmuseum.net.au:Events:1082436									ecatalogue.LocCollectionEventLocal: [05-B5-S] Australia, Western Australia, North West Shelf (19° 04' 47 S, 118° 50' 42 E) 30/10/1983 - 30/10/1983, epibenthic sled, Field Collected - Aquatic, CSIRO North-West Shelf project;	ecatalogue.irn:1136951|urn:catalog:AM:Invertebrates - Marine & Other:P.44729	Nymphon aff. molleri Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	https://biodiversity.org.au/afd/taxa/3265cda7-c086-4522-8b46-8c516a42eea5	Nymphon molleri	Clark, 1963	species					FEMALE								
1100783011	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:58.246+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117699	1	54	354	9477065	2013	2117630	2117699	2117699	Nymphon molleri Clark, 1963	Nymphon molleri Clark, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	Nymphon	molleri	SPECIES	ACCEPTED	NE	2005-01-01T00:00:00	-14.666	145.466	100000.0	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.20_1', 'name': 'Cook'}}	1982.0	1.0	13.0	1982-01-13	13.0	13.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:18:58.246+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0a2441e5-e07b-436e-a6a4-0df4dd3f25cf'}]	[]	[]	[]	False		Kensley, B.F.	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		0a2441e5-e07b-436e-a6a4-0df4dd3f25cf			reef off North Point, Lizard Island	Invertebrates - Marine & Other	1100783011	0a2441e5-e07b-436e-a6a4-0df4dd3f25cf		P.71954	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.001									9cfe8cbf-35ff-4d93-b932-cb05d91b7922					urn:australianmuseum.net.au:Events:1051887									ecatalogue.LocCollectionEventLocal: [BK-120] Australia, Queensland, reef off North Point, Lizard Island (14° 40' S, 145° 28' E) 13/01/1982 - 13/01/1982;	ecatalogue.irn:1181250|urn:catalog:AM:Invertebrates - Marine & Other:P.71954	Nymphon molleri Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28,verbatimUncertainty:10km-100km}	https://biodiversity.org.au/afd/taxa/3265cda7-c086-4522-8b46-8c516a42eea5	Nymphon molleri	Clark, 1963							ecatalogue.IdeComments: ex P.45159; vial A;							
1100787483	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:00.838+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117699	1	54	354	9477065	2013	2117630	2117699	2117699	Nymphon molleri Clark, 1963	Nymphon molleri Clark, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	Nymphon	molleri	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-33.533	151.12499	1000.0	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.66_1', 'name': 'Hornsby'}}	1981.0	2.0	11.0	1981-02-11	42.0	42.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:00.838+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1c5f9489-2031-4dcf-928f-19846acfe1c2'}]	[]	[]	[]	False		Jones, R. Alan|Australian Museum|Ecology, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		1c5f9489-2031-4dcf-928f-19846acfe1c2			Hawkesbury River, 1 km south of eastern end of Spectacle Island	Invertebrates - Marine & Other	1100787483	1c5f9489-2031-4dcf-928f-19846acfe1c2		P.77910	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05									9cfe8cbf-35ff-4d93-b932-cb05d91b7922			Smith-McIntyre Grab		urn:australianmuseum.net.au:Events:1048238									ecatalogue.LocCollectionEventLocal: [HRS 3-1 Feb 81] Australia, New South Wales, Hawkesbury River, 1 km south of eastern end of Spectacle Island (33° 32' S, 151° 07' 30 E) 11/02/1981 - 11/02/1981, Smith-McIntyre Grab, Hawkesbury River Survey;	ecatalogue.irn:1264515|urn:catalog:AM:Invertebrates - Marine & Other:P.77910	Nymphon molleri Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:100m-1km}	https://biodiversity.org.au/afd/taxa/3265cda7-c086-4522-8b46-8c516a42eea5	Nymphon molleri	Clark, 1963														
1272747899	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:41.505+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT	2117699	1	54	354	9477065	2013	2117630	2117699	2117699	Nymphon molleri Clark, 1963	Nymphon molleri Clark, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	Nymphon	molleri	SPECIES	ACCEPTED	NE		-38.28	144.63		OCEANIA	Victoria	{}	1980.0	10.0		1980-10			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2022-06-03T14:11:00.000+00:00	2024-07-02T06:37:41.505+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'df094027-7c1f-4426-a95d-f1cfd45e4638'}]	[]	[]	[]	False			David A. Staples - Museum Victoria	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	df094027-7c1f-4426-a95d-f1cfd45e4638			Port Phillip Heads	Invertebrates	1272747899	df094027-7c1f-4426-a95d-f1cfd45e4638		J53209	NMV					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		24.0	0.0							22c8fe88-400b-4e8a-92cd-f1c76683f5ba			SCUBA			urn:lsid:biocol.org:col:34978		Port Phillip Heads									7000		https://biodiversity.org.au/afd/taxa/3265cda7-c086-4522-8b46-8c516a42eea5	Nymphon molleri						resin embedded|Dry|Resin mounted block	MALE		1.0	Australia|Victoria	ICZN	en	PhysicalObject	NMV	Arthropoda | Cheliceriformes | Pycnogonida | Pantopoda | Nymphonidae
1100762933	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:58.490+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117699	1	54	354	9477065	2013	2117630	2117699	2117699	Nymphon molleri Clark, 1963	Nymphon molleri Clark, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	Nymphon	molleri	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.2	137.916	10000.0	OCEANIA	South Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.8_1', 'name': 'South Australia'}, 'level2': {'gid': 'AUS.8.49_1', 'name': 'Port Pirie City and Dists'}}	1979.0	8.0		1979-08			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:58.490+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ca2a753b-506d-480f-826d-44e4e79a8085'}]	[]	[]	[]	False			Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		ca2a753b-506d-480f-826d-44e4e79a8085			Spencer Gulf, Port Pirie, 9 km north-west of 5th Creek	Invertebrates - Marine & Other	1100762933	ca2a753b-506d-480f-826d-44e4e79a8085		P.42936	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.001									9cfe8cbf-35ff-4d93-b932-cb05d91b7922					urn:australianmuseum.net.au:Events:1049785									ecatalogue.LocCollectionEventLocal: [795 B6/1] Australia, South Australia, Spencer Gulf, Port Pirie, 9 km north-west of 5th Creek (33° 12' S, 137° 55' E) /08/1979 - /08/1979, Spencer Gulf Seagrass Survey;	ecatalogue.irn:1062973|urn:catalog:AM:Invertebrates - Marine & Other:P.42936	Nymphon molleri Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	https://biodiversity.org.au/afd/taxa/3265cda7-c086-4522-8b46-8c516a42eea5	Nymphon molleri	Clark, 1963						MALE								
1272747750	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:42.940+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT	2117699	1	54	354	9477065	2013	2117630	2117699	2117699	Nymphon molleri Clark, 1963	Nymphon molleri Clark, 1963	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	Nymphon	molleri	SPECIES	ACCEPTED	NE	2005-08-16T00:00:00				OCEANIA	Victoria	{}	1971.0	11.0	25.0	1971-11-25	329.0	329.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2019-10-30T15:15:00.000+00:00	2024-07-02T06:37:42.940+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'd79fc87c-2ba6-45ab-ab22-32e4849b31a1'}]	[]	[]	[]	False			David A. Staples - Museum Victoria		Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	d79fc87c-2ba6-45ab-ab22-32e4849b31a1			Crawfish Rock, Westernport Bay	Invertebrates	1272747750	d79fc87c-2ba6-45ab-ab22-32e4849b31a1		J53196	NMV					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		12.0								22c8fe88-400b-4e8a-92cd-f1c76683f5ba						urn:lsid:biocol.org:col:34978		Crawfish Rock, Westernport Bay									7000		https://biodiversity.org.au/afd/taxa/3265cda7-c086-4522-8b46-8c516a42eea5	Nymphon molleri						Wet|ethanol 70%	FEMALE		1.0	Australia|Victoria	ICZN	en	PhysicalObject	NMV	Arthropoda | Cheliceriformes | Pycnogonida | Pantopoda | Nymphonidae
