key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	coordinateUncertaintyInMeters	depthAccuracy	datasetName	preparations	locationID	footprintWKT	language	individualCount	dateIdentified	institutionKey	collectionKey	rightsHolder	institutionID	verbatimEventDate	county	type	occurrenceRemarks	higherClassification	collectionID	island	fieldNumber	verbatimLocality	waterBody	samplingProtocol	eventID	verbatimDepth	ownerInstitutionCode	otherCatalogNumbers	dynamicProperties	sex	typeStatus	originalNameUsage	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	http://unknown.org/language
318007057	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.769+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-67.7666	67.05	163.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.769+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34832'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		34832		BAS		318007057	SOMBASE Pycnogonids				0.0																																				
318007058	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.771+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.75	62.05	219.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.771+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34833'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		34833		BAS		318007058	SOMBASE Pycnogonids				0.0																																				
318007105	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.211+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-56.9833	89.55			{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.211+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37262'}]	[]	[]	[]	False				WGS84	Pycnogonida		[]	[]			EUROPE		37262		BAS		318007105	SOMBASE Pycnogonids																																								
318007282	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.350+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5552	92.957	14.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.350+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38280'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38280		BAS		318007282	SOMBASE Pycnogonids				0.0																																				
318007284	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.716+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5552	92.957	34.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.716+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38338'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38338		BAS		318007284	SOMBASE Pycnogonids				0.0																																				
318007298	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.728+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.534	92.9705	36.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.728+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38377'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38377		BAS		318007298	SOMBASE Pycnogonids				0.0																																				
318007321	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.148+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5517	93.0	43.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.148+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38554'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38554		BAS		318007321	SOMBASE Pycnogonids				0.0																																				
318007322	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.146+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5515	93.008	26.5	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.146+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38555'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38555		BAS		318007322	SOMBASE Pycnogonids				18.5																																				
318007323	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.145+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5515	93.008	40.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.145+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38556'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38556		BAS		318007323	SOMBASE Pycnogonids				0.0																																				
318007324	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.143+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5517	93.0	45.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.143+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38557'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38557		BAS		318007324	SOMBASE Pycnogonids				0.0																																				
318007339	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.421+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-67.6666	45.85	15.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.421+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38656'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38656		BAS		318007339	SOMBASE Pycnogonids				0.0																																				
318007340	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.426+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5333	92.0167	27.5	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.426+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38657'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38657		BAS		318007340	SOMBASE Pycnogonids				12.5																																				
318007341	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.424+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5333	92.0167	43.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.424+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38658'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38658		BAS		318007341	SOMBASE Pycnogonids				0.0																																				
318007342	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.425+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5333	92.0167	36.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.425+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38659'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38659		BAS		318007342	SOMBASE Pycnogonids				0.0																																				
318007343	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.411+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5333	92.0167	12.5	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.411+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38660'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38660		BAS		318007343	SOMBASE Pycnogonids				2.5																																				
318007344	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.353+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5333	92.0167	55.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.353+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38704'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38704		BAS		318007344	SOMBASE Pycnogonids				0.0																																				
318007345	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.338+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5333	92.0167	35.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.338+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38705'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38705		BAS		318007345	SOMBASE Pycnogonids				0.0																																				
318007346	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.337+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5333	92.0167	50.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.337+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38706'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38706		BAS		318007346	SOMBASE Pycnogonids				0.0																																				
318007347	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.335+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5333	92.0167	35.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.335+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38707'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38707		BAS		318007347	SOMBASE Pycnogonids				5.0																																				
318007357	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.416+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5333	92.9833	22.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.416+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38807'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38807		BAS		318007357	SOMBASE Pycnogonids				0.0																																				
318007358	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.415+00:00	124	{}	OCCURRENCE	PRESENT	2117626	1	54	354	9477065	2013	2117621	2117626	2117626	Heteronymphon exiguum (Hodgson, 1927)	Heteronymphon exiguum (Hodgson, 1927)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon exiguum	Heteronymphon	exiguum	SPECIES	ACCEPTED	NE	-66.5333	92.9833	35.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.415+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38808'}]	[]	[]	[]	False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38808		BAS		318007358	SOMBASE Pycnogonids				0.0																																				
