key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	identificationRemarks	datasetID	recordNumber	http://unknown.org/taxonRankID	dynamicProperties	taxonID	taxonConceptID	identificationQualifier	http://unknown.org/species	datasetName	recordedBy	locality	collectionCode	locationID	georeferenceSources	modified	bibliographicCitation	individualCount	otherCatalogNumbers	higherClassification	waterBody	occurrenceRemarks	sex	stateProvince	higherGeography	collectionKey	verbatimCoordinateSystem	collectionID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	http://unknown.org/language	typeStatus	islandGroup	associatedSequences	eventRemarks	parentNameUsageID	organismID
3344689070	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:15.872+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE						ANTARCTICA	{}							['TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:15.872+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12130'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	False	Claudia Arango		ND		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE02211	OGL_MSC_NortheasternUniversity_S12130	urn:lsid:marinespecies.org:taxname:240326	8c116cac-9394-4c4e-be14-06184bdc62bd					3344689070	OGL_MSC_NortheasternUniversity_S12130		S12130	OGL		OGL_MSC_NortheasternUniversity	40541; 1171			T02487				Ocean Genome Legacy Collection			OGL	CL02567							Ross Sea					0f00dede-1a1f-49e5-ae69-2bc40db635c5		0f00dede-1a1f-49e5-ae69-2bc40db635c5										BOLD ID: 40541	Collection Event Notes: Collector name listed as R/VTANGAROA	134591	S12130
318008536	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.961+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-53.655	-70.9233		40.0	2.0	SOUTH_AMERICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.961+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23235'}]	[]	[]	[]		False				WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE									318008536			23235	BAS													SOMBASE Pycnogonids																												
318008537	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.010+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-53.8216	-70.4166		21.0	8.0	SOUTH_AMERICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.010+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23236'}]	[]	[]	[]		False				WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE									318008537			23236	BAS													SOMBASE Pycnogonids																												
318008538	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.954+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-51.8666	-67.0166		101.0	0.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.954+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23237'}]	[]	[]	[]		False				WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE									318008538			23237	BAS													SOMBASE Pycnogonids																												
318008539	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.957+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-53.6333	-70.8416		249.0	0.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.957+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23238'}]	[]	[]	[]		False				WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE									318008539			23238	BAS													SOMBASE Pycnogonids																												
318008540	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.010+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-53.6283	-69.91		42.0	0.0	SOUTH_AMERICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.010+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23239'}]	[]	[]	[]		False				WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE									318008540			23239	BAS													SOMBASE Pycnogonids																												
318008541	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.025+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-52.8166	-67.6166		66.0	0.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.025+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23240'}]	[]	[]	[]		False				WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE									318008541			23240	BAS													SOMBASE Pycnogonids																												
318008542	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.026+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-47.1666	-61.0333		135.0	0.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.026+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23241'}]	[]	[]	[]		False				WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE									318008542			23241	BAS													SOMBASE Pycnogonids																												
318008543	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.026+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-53.5333	-64.95		121.5	2.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.026+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23242'}]	[]	[]	[]		False				WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE									318008543			23242	BAS													SOMBASE Pycnogonids																												
318008544	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.027+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-54.6666	-57.0833		126.0	2.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.027+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23243'}]	[]	[]	[]		False				WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE									318008544			23243	BAS													SOMBASE Pycnogonids																												
318009157	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.022+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-51.1889	-59.05		110.0	5.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.022+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34569'}]	[]	[]	[]		False				WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE									318009157			34569	BAS													SOMBASE Pycnogonids																												
318009158	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.116+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-50.5833	-57.3333		240.5	30.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.116+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34570'}]	[]	[]	[]		False				WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE									318009158			34570	BAS													SOMBASE Pycnogonids																												
318009159	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.117+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-46.0	-60.0833		203.0	53.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.117+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34571'}]	[]	[]	[]		False				WGS84	Pycnogonida		[]	[]			EUROPE									318009159			34571	BAS													SOMBASE Pycnogonids																												
318009160	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.116+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-52.6	-63.6667		297.0	7.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.116+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34572'}]	[]	[]	[]		False				WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE									318009160			34572	BAS													SOMBASE Pycnogonids																												
318009344	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:20.984+00:00	124		{}	OCCURRENCE	PRESENT	2117788	1	54	354	9477065	2013	2117630	2117788	2117788	Nymphon subtile Loman, 1923	Nymphon subtile Loman, 1923	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon subtile	Nymphon	subtile	SPECIES	ACCEPTED	NE	-48.915	70.8566		112.0	8.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:20.984+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38090'}]	[]	[]	[]		False				WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE									318009344			38090	BAS													SOMBASE Pycnogonids																												
