key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	preparations	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	gbifID	collectionCode	occurrenceID	higherClassification	individualCount	decimalLatitude	decimalLongitude	waterBody	month	day	typeStatus	otherCatalogNumbers	recordedBy	geodeticDatum	countryCode	gbifRegion	country	institutionCode	locality	occurrenceRemarks	coordinateUncertaintyInMeters	continent	higherGeography	dynamicProperties
2434407458	0102d2af-7f21-4238-b1fa-cbbeeee60423	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	85ccfd1a-a837-48d6-9a87-96c99f6fe012	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:22.873+00:00	2024-07-23T00:36:13.836+00:00	358	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6017/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.CRUS.P.6017_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6017/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	MALE	5720492	1	54	354	9477065	6313	2118215	5720492	5720492	Nymphopsis abstrusus Loman, 1922	Nymphopsis abstrusus Loman, 1922	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis abstrusus	Nymphopsis	abstrusus	SPECIES	ACCEPTED	NE	{}	1922.0	1922-01-01/1922-12-31	1.0	365.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2015-09-15T00:00:00.000+00:00	2024-07-23T00:36:13.836+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.CRUS.P.6017@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.CRUS.P.6017_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6017/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	(microscopic slide)	Pycnogonida	[]	[]	EUROPE	Naturalis Biodiversity Center	ZMA.CRUS.P.6017@CRS	ZMA.CRUS.P.6017	ICZN	Naturalis Biodiversity Center	1922	2434407458	Crustacea	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.CRUS.P.6017	Animalia																				
1099353750	f2ec825d-145a-42fd-9bfe-a411a557bc47	6ba9a8cc-513a-4a51-bf93-6f5de8040a96		4346b227-ca68-4d54-8a77-909148492e0b	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	SE	EML	2023-03-17T11:58:30.504+00:00	2024-01-25T02:24:17.530+00:00	282	{}	PRESERVED_SPECIMEN	PRESENT		5720492	1	54	354	9477065	6313	2118215	5720492	5720492	Nymphopsis abstrusus Loman, 1922	Nymphopsis abstrusus Loman, 1922	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis abstrusus	Nymphopsis	abstrusus	SPECIES	ACCEPTED	NE	{}	1853.0	1853-04-09	99.0	99.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2013-09-16T15:16:24.000+00:00	2024-01-25T02:24:17.530+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'NRM:EVType:855'}]	[]	[]	[]	5ed4ae5a-4638-4c61-8af1-b476f64bc0a2	False	specimen	Pycnogonida	[]	[]	EUROPE		NRM:EVType:855	Type-855				1099353750	EVtype	NRM:EVType:855	Pantopoda	1.0	-34.5	18.5	South Atlantic Ocean	4.0	9.0	HOLOTYPE	Utl. Pantopoda:123	Kinberg	WGS84	ZA	AFRICA	South Africa	NRM	Cape of Good Hope, at lighthouse	Valid name Check station				
1057558915	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:54.055+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 51', 'http://purl.org/dc/terms/created': '1187778967000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/68a4f59c-d3c8-4d22-82d7-10d0cee67fdb'}]}	PRESERVED_SPECIMEN	PRESENT		5720492	1	54	354	9477065	6313	2118215	5720492	5720492	Nymphopsis abstrusus Loman, 1922	Nymphopsis abstrusus Loman, 1922	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis abstrusus	Nymphopsis	abstrusus	SPECIES	ACCEPTED	NE	{}					['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:17:54.055+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1228039'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 51', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/68a4f59c-d3c8-4d22-82d7-10d0cee67fdb'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False		Pycnogonida	[]	[]	EUROPE		1228039	1939.3.6.43-44				1057558915	ZOO	2d972b08-dcf8-4ff4-af6b-33948aa4ff1d	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae								NHMUK:ecatalogue:1228039			MU	AFRICA	Mauritius	NHMUK			25.42	AFRICA	Africa; Mauritius	"{""associatedMediaCount"": 1, ""barcode"": ""011102885"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295885384000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Nymphopsis abstrusus Loman, 1922"", ""determinationTypes"": null, ""donorName"": ""Board of Directors of the Mauritius Trust"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057558915"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR03"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"
