key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	sex	stateProvince	day	otherCatalogNumbers	identifiedBy	preparations	locationRemarks	http://unknown.org/taxonRankID	taxonConceptID	http://unknown.org/species	type
462401536	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.416+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1887', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphopsis;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Schimkewitsch, 1887', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|117534', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphopsis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'korotnewi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|16256', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphopsis korotnewi Schimkewitsch, 1887'}]}	PRESERVED_SPECIMEN	1	PRESENT	5166741	1	54	354	9477065	6313	2118215	5166741	5166741	Nymphopsis korotnewi Schimkewitsch, 1887	Nymphopsis korotnewi Schimkewitsch, 1887	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis korotnewi	Nymphopsis	korotnewi	SPECIES	ACCEPTED	NE	12.145	121.306664	78.5	5.5	{}	1985	6	1985-06-03T23:20/1985-06-04T00:05	154	155	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-08-25T12:39:12.000+00:00	2024-07-24T12:24:43.416+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20647'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Bouchet & Triclot	WGS84	Pycnogonida	PH	[]	[]	ASIA	Philippines	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20647	2008-20647	MNHN	S Mindoro	MUSORSTOM 3/CP121	462401536	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20647	10.15468/qgvvhd											
500844797	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:22.758+00:00	380	{}	PRESERVED_SPECIMEN	1	PRESENT	5166741	1	54	354	9477065	6313	2118215	5166741	5166741	Nymphopsis korotnewi Schimkewitsch, 1887	Nymphopsis korotnewi Schimkewitsch, 1887	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis korotnewi	Nymphopsis	korotnewi	SPECIES	ACCEPTED	NE	-30.5	114.73333			{}	1972	3	1972-03-22	82	82	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	1992-09-11T00:00:00.000+00:00	2024-07-02T17:15:22.758+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'bfaa9f79-6576-4c73-9d49-650462f46c71'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a		False		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	bfaa9f79-6576-4c73-9d49-650462f46c71	9345	WAM			500844797	ARACH	bfaa9f79-6576-4c73-9d49-650462f46c71		MALE	Western Australia	22.0	73/75	Child, C.A.	wet (in ethanol or some other preservative)	NW. of Green Island	7000	https://biodiversity.org.au/afd/taxa/a6837df5-7e3d-4cce-8b60-1c997333ab49	Nymphopsis korotnewi	PhysicalObject
