key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	year	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	http://unknown.org/language	footprintWKT	originalNameUsage	county	identificationVerificationStatus	gbifID	nameAccordingTo	occurrenceID	taxonID	coordinateUncertaintyInMeters	stateProvince	month	informationWithheld	taxonConceptID	http://unknown.org/rightsHolder	http://unknown.org/license	collectionCode	individualCount	day	locality	verbatimDepth	locationRemarks	institutionCode	networkKeys	sex	dateIdentified	depth	higherGeography	modified	institutionKey	preparations	samplingProtocol	rightsHolder	institutionID	nomenclaturalCode	http://unknown.org/taxonRankID	fieldNumber	verbatimLocality	language	type	catalogNumber	ownerInstitutionCode	http://unknown.org/species	higherClassification	recordNumber	datasetName	islandGroup	georeferenceRemarks	collectionID	coordinatePrecision	collectionKey	verbatimEventDate	organismQuantity	georeferenceVerificationStatus	island	municipality	organismQuantityType	depthAccuracy	scientificNameID	materialSampleID	taxonRemarks	habitat	locationID	eventTime	previousIdentifications	identificationQualifier	parentEventID	lifeStage	waterBody	georeferencedBy	georeferencedDate	georeferenceProtocol	disposition	georeferenceSources	verbatimCoordinateSystem	infraspecificEpithet	otherCatalogNumbers	materialEntityID	parentNameUsage	dynamicProperties	elevation	elevationAccuracy	acceptedNameUsage	namePublishedInYear	originalNameUsageID	acceptedNameUsageID	namePublishedIn	bibliographicCitation
1917182157	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.267+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.82227	-25.43486	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.13_1', 'name': 'Ribeira Grande'}, 'level3': {'gid': 'PRT.2.13.7_1', 'name': 'Porto Formoso'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:18.267+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b46f9be-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b46f9be-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.4376451455365 37.8245537418511,-25.4377397488943 37.8200668546385,-25.4320835110943 37.8199916819402,-25.431988565562 37.8244785570752,-25.4376451455365 37.8245537418511))				1917182157		4b46f9be-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215602					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Ribeira Grande																																
1917182085	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.267+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.8222	-25.42919	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.13_1', 'name': 'Ribeira Grande'}, 'level3': {'gid': 'PRT.2.13.7_1', 'name': 'Porto Formoso'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:18.267+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b46fa54-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b46fa54-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.4319658484158 37.8244782545809,-25.4320607953223 37.8199913794945,-25.4264045786781 37.8199159342261,-25.4263092896021 37.8244027971912,-25.4319658484158 37.8244782545809))				1917182085		4b46fa54-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215605					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Ribeira Grande																																
1917182161	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.657+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.81807	-25.14526	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.9_1', 'name': 'Nordeste'}, 'level3': {'gid': 'PRT.2.9.5_1', 'name': 'Nordeste'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:18.657+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b46fae0-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b46fae0-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.1480296799688 37.8203549809624,-25.1481417975369 37.815868768195,-25.1424867361585 37.8157796986594,-25.1423742766937 37.8202658971181,-25.1480296799688 37.8203549809624))				1917182161		4b46fae0-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215640					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Nordeste																																
1917182173	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.836+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.81798	-25.13958	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.9_1', 'name': 'Nordeste'}, 'level3': {'gid': 'PRT.2.9.5_1', 'name': 'Nordeste'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:19.836+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b46fb76-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b46fb76-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.142351564281 37.8202655388046,-25.1424640251189 37.8157793404034,-25.1368089887945 37.8156899984722,-25.1366961860659 37.820176182521,-25.142351564281 37.8202655388046))				1917182173		4b46fb76-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215650					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Nordeste																																
1917182197	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:06:11.792+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.82788	-25.51996	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.13_1', 'name': 'Ribeira Grande'}, 'level3': {'gid': 'PRT.2.13.10_1', 'name': 'Ribeira Grande (Matriz)'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:06:11.792+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b46fcca-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b46fcca-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.5228367403394 37.8256712240773,-25.5171798507609 37.8256001288331,-25.5170900389629 37.8300871776201,-25.5227472708649 37.8301582842866,-25.5228367403394 37.8256712240773))				1917182197		4b46fcca-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215665					Azorean Biodiversity Portal	Açores	precise locations, usually point UTM data	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Ribeira Grande																																
1917182182	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:16.702+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.82678	-25.43477	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.13_1', 'name': 'Ribeira Grande'}, 'level3': {'gid': 'PRT.2.13.7_1', 'name': 'Porto Formoso'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:16.702+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b46fd92-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b46fd92-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.4375501411188 37.8290586450407,-25.437644765561 37.8245717614711,-25.4319881842122 37.8244965766468,-25.4318932175193 37.8289834481373,-25.4375501411188 37.8290586450407))				1917182182		4b46fd92-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215603					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Ribeira Grande																																
1917182138	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:06:10.827+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.8267	-25.42909	EUROPE	{}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:06:10.827+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b46fe32-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b46fe32-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.4318704989931 37.8289831455942,-25.4319654670605 37.8244962741522,-25.4263089068724 37.8244208167138,-25.4262135965593 37.828907676033,-25.4318704989931 37.8289831455942))				1917182138		4b46fe32-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215606					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Ribeira Grande																																
1917182185	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:06:10.827+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.82266	-25.15082	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.9_1', 'name': 'Nordeste'}, 'level3': {'gid': 'PRT.2.9.5_1', 'name': 'Nordeste'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:06:10.827+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b46febe-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b46febe-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.1535955725982 37.8249483899196,-25.1537073717979 37.8204621665519,-25.148051942166 37.8203733550933,-25.1479398009876 37.8248595641944,-25.1535955725982 37.8249483899196))				1917182185		4b46febe-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215629					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Nordeste																																
1917182047	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:06:11.792+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.82257	-25.14515	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.9_1', 'name': 'Nordeste'}, 'level3': {'gid': 'PRT.2.9.5_1', 'name': 'Nordeste'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:06:11.792+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b46ff54-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b46ff54-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.1479170870955 37.8248592069174,-25.1480292296473 37.8203729978737,-25.142373824999 37.8202839139719,-25.1422613404744 37.8247701087052,-25.1479170870955 37.8248592069174))				1917182047		4b46ff54-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215641					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Nordeste																																
1917181979	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.819+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.82248	-25.13947	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.9_1', 'name': 'Nordeste'}, 'level3': {'gid': 'PRT.2.9.5_1', 'name': 'Nordeste'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:19.819+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b46ffea-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b46ffea-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.1422386266828 37.8247697503339,-25.1423511125808 37.8202835556582,-25.1366957329924 37.820194199317,-25.1365829051275 37.8246803796386,-25.1422386266828 37.8247697503339))				1917181979		4b46ffea-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215651					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Nordeste																																
1917182062	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:18.124+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.83434	-25.68461	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.10_1', 'name': 'Ponta Delgada'}, 'level3': {'gid': 'PRT.2.10.4_1', 'name': 'Capelas'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:18.124+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b470076-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b470076-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.6873944292094 37.8366149511748,-25.6874739471711 37.8321275810954,-25.681816166685 37.8320643840341,-25.6817363061943 37.8365517439599,-25.6873944292094 37.8366149511748))				1917182062		4b470076-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215574					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Ponta Delgada																																
1917182179	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.180+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.83428	-25.67892	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.10_1', 'name': 'Ponta Delgada'}, 'level3': {'gid': 'PRT.2.10.4_1', 'name': 'Capelas'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:19.180+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b47010c-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b47010c-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.6817135828444 37.8365514895679,-25.6817934447107 37.8320641296829,-25.6761356820218 37.8320006598366,-25.6760554776306 37.8364880095242,-25.6817135828444 37.8365514895679))				1917182179		4b47010c-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215577					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Ponta Delgada																																
1917182100	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:05:19.763+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.83421	-25.67324	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.2_1', 'name': 'Azores'}, 'level2': {'gid': 'PRT.2.10_1', 'name': 'Ponta Delgada'}, 'level3': {'gid': 'PRT.2.10.4_1', 'name': 'Capelas'}}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:05:19.763+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b470198-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b470198-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.6760327543524 37.8364877540364,-25.6761129601192 37.8320004043898,-25.670455215304 37.8319366617611,-25.6703746670166 37.8364240011666,-25.6760327543524 37.8364877540364))				1917182100		4b470198-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215580					Azorean Biodiversity Portal	Açores	localities not exceeding 25 km2	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Ponta Delgada																																
1917182033	24baf0da-60a9-4a13-99d7-a8c860c3cb30	0a80feca-b411-428a-a34e-c5c2fa07cdba	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T12:01:52.496+00:00	2024-01-25T06:06:10.827+00:00	241	{}	HUMAN_OBSERVATION	PRESENT	4302741	1	54	354	9477065	2011	2118112	4302741	4302741	Callipallene emaciata (Dohrn, 1881)	Callipallene emaciata (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene emaciata	Callipallene	emaciata	SPECIES	ACCEPTED	NE	37.83231	-25.51419	EUROPE	{}	1997.0	1997			['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T06:06:10.827+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4b47022e-bb79-11e8-9a78-54da4ae08600'}]	[]	[]	[]	False				WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		4b47022e-bb79-11e8-9a78-54da4ae08600		POLYGON((-25.5170669584605 37.8301049117723,-25.5114097452013 37.8300335323561,-25.5113195696156 37.8345205660063,-25.5169771252698 37.8345919568899,-25.5170669584605 37.8301049117723))				1917182033		4b47022e-bb79-11e8-9a78-54da4ae08600		500.0	Região Autónoma dos Açores						ABP						UAc											0a80feca-b411-428a-a34e-c5c2fa07cdba					pt	Text	215667					Azorean Biodiversity Portal	Açores	precise locations, usually point UTM data	70b943f6-77f1-4849-8877-448e519b004c						Sao Miguel	Ribeira Grande																																
