key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	institutionCode	locality	gbifID	collectionCode	occurrenceID	decimalLatitude	decimalLongitude	stateProvince	preparations	geodeticDatum	verbatimEventDate	county	verbatimLocality	verbatimDepth	individualCount	depth	depthAccuracy	waterBody	higherGeography	modified	collectionKey	datasetName	identifiedBy	locationID	higherClassification	collectionID	fieldNumber	sex	typeStatus	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	lifeStage
1122986581	afaa80a2-6167-47e1-baae-5450206d07dd	0674aea0-a7e1-11d8-9534-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	6038e54e-f762-11e1-a439-00145eb45e9a	0674aea0-a7e1-11d8-9534-b8a03c50a862	DE	BIOCASE	2024-06-07T15:52:29.772+00:00	2024-06-07T15:53:00.923+00:00	349	{}	PRESERVED_SPECIMEN	PRESENT	4302761	1	54	354	9477065	2015	2117960	4302761	4302761	Rhynchothorax philopsammum Hedgpeth, 1951	Rhynchothorax philopsammum Hedgpeth, 1951	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	Rhynchothorax	philopsammum	SPECIES	ACCEPTED	NE	NORTH_AMERICA	{}	1990.0	4.0	12.0	1990-04-12	102.0	102.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'REFERENCES_URI_INVALID', 'COLLECTION_MATCH_NONE']	2024-06-07T15:53:00.923+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.snsb.info/zsm/collection_zsm/545200/610334/498611'}]	[]	[]	[]	774f65a5-ed87-4356-9515-ea9fd8d68650	False	Müller, Hans-Georg	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	http://id.snsb.info/zsm/collection_zsm/545200/610334/498611	ZSM-A-20071670 / 610334 / 498611	http://grscicoll.org/institution/bavarian-state-collection-zoology	SNSB-ZSM	La Trinité, bank reef W Pnte Rouge, Anse Rivière	1122986581	ZSMarthrovariacoll	http://id.snsb.info/zsm/collection_zsm/545200/610334/498611																												
4103882251	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:17.780+00:00	57	{}	PRESERVED_SPECIMEN	PRESENT	4302761	1	54	354	9477065	2015	2117960	4302761	4302761	Rhynchothorax philopsammum Hedgpeth, 1951	Rhynchothorax philopsammum Hedgpeth, 1951	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	Rhynchothorax	philopsammum	SPECIES	ACCEPTED	NE		{}	1984.0	11.0		1984-11			['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TYPE_STATUS_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:17.780+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '0ffd3cd7-f6fd-11ea-a2df-00155da89f01'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1	False	Donald B. Cadien	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	0ffd3cd7-f6fd-11ea-a2df-00155da89f01	350858		SBMNH	San Luis Obispo County, California, USA	4103882251	IZ	0ffd3cd7-f6fd-11ea-a2df-00155da89f01	35.203833	-121.2715	California	1 Fluid	WGS84	1984-11	San Luis Obispo County	off Pt. Buchon; MMS Phase I, Sta. BSS 16; box corer	591 m																			
1322239871	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:51.713+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	4302761	1	54	354	9477065	2015	2117960	4302761	4302761	Rhynchothorax philopsammum Hedgpeth, 1951	Rhynchothorax philopsammum Hedgpeth, 1951	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	Rhynchothorax	philopsammum	SPECIES	ACCEPTED	NE		{}	1975.0			1975			['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:51.713+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ded70004-e0f0-4602-a6da-4fb296ea2f67'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3ded70004-e0f0-4602-a6da-4fb296ea2f67	USNM 156282	urn:lsid:biocol.org:col:34871	USNM	Off Santa Rosa Island	1322239871	IZ	http://n2t.net/ark:/65665/3ded70004-e0f0-4602-a6da-4fb296ea2f67			California	Alcohol (Ethanol)		-- --- 1975				2.0	105.0	0.0	North Pacific Ocean	North Pacific Ocean, United States, California	2014-10-20T13:58:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	23274	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							
1322386832	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:05.395+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	4302761	1	54	354	9477065	2015	2117960	4302761	4302761	Rhynchothorax philopsammum Hedgpeth, 1951	Rhynchothorax philopsammum Hedgpeth, 1951	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	Rhynchothorax	philopsammum	SPECIES	ACCEPTED	NE	NORTH_AMERICA	{}	1958.0	4.0	13.0	1958-04-13	103.0	103.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:05.395+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e5583e58-3538-4525-b461-5d77332913f3'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False		Pycnogonida	AI	[]	[]	LATIN_AMERICA	Anguilla	NORTH_AMERICA	http://n2t.net/ark:/65665/3e5583e58-3538-4525-b461-5d77332913f3	USNM 288070	urn:lsid:biocol.org:col:34871	USNM	off Anguilla, NE corner of Sandy Island, shore collecting	1322386832	IZ	http://n2t.net/ark:/65665/3e5583e58-3538-4525-b461-5d77332913f3				Slide		13 APR 1958			Shore	1.0			North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Anguilla	2024-04-01T13:46:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	55-58	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	BREDIN/55-58						
1317961901	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:10.053+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	4302761	1	54	354	9477065	2015	2117960	4302761	4302761	Rhynchothorax philopsammum Hedgpeth, 1951	Rhynchothorax philopsammum Hedgpeth, 1951	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	Rhynchothorax	philopsammum	SPECIES	ACCEPTED	NE	NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.5_1', 'name': 'California'}, 'level2': {'gid': 'USA.5.21_1', 'name': 'Marin'}}	1949.0	1.0	27.0	1949-01-27	27.0	27.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:10.053+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/321936448-65bd-4909-b45d-de78ed2e9499'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	R. Menzies	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/321936448-65bd-4909-b45d-de78ed2e9499	USNM 91245	urn:lsid:biocol.org:col:34871	USNM	Tomales Bay Bluff	1317961901	IZ	http://n2t.net/ark:/65665/321936448-65bd-4909-b45d-de78ed2e9499	38.17	-122.9	California	Alcohol (Ethanol)	WGS84	27 JAN 1949	Marin County		Intertidal	1.0			North Pacific Ocean	North Pacific Ocean, United States, California, Marin County	2013-01-11T15:38:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Hedgpeth, J. W.		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		FEMALE	HOLOTYPE	Getty Thesaurus of Geographic Names, May 2002	Bluff	Degrees Minutes Seconds	
1319593904	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:42.545+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	4302761	1	54	354	9477065	2015	2117960	4302761	4302761	Rhynchothorax philopsammum Hedgpeth, 1951	Rhynchothorax philopsammum Hedgpeth, 1951	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	Rhynchothorax	philopsammum	SPECIES	ACCEPTED	NE	NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.5_1', 'name': 'California'}, 'level2': {'gid': 'USA.5.21_1', 'name': 'Marin'}}	1949.0	1.0	27.0	1949-01-27	27.0	27.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:42.545+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/369c59b33-561f-43b1-ae4c-10f51863907a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	R. Menzies	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/369c59b33-561f-43b1-ae4c-10f51863907a	USNM 91246	urn:lsid:biocol.org:col:34871	USNM	Tomales Bay Bluff	1319593904	IZ	http://n2t.net/ark:/65665/369c59b33-561f-43b1-ae4c-10f51863907a	38.17	-122.9	California	Alcohol (Ethanol)	WGS84	27 JAN 1949	Marin County		Intertidal	2.0			North Pacific Ocean	North Pacific Ocean, United States, California, Marin County	2013-01-11T15:39:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Hedgpeth, J. W.		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		FEMALE	PARATYPE	Getty Thesaurus of Geographic Names, May 2002	Bluff	Degrees Minutes Seconds	
1318759506	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:43.213+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	4302761	1	54	354	9477065	2015	2117960	4302761	4302761	Rhynchothorax philopsammum Hedgpeth, 1951	Rhynchothorax philopsammum Hedgpeth, 1951	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	Rhynchothorax	philopsammum	SPECIES	ACCEPTED	NE	NORTH_AMERICA	{'level0': {'gid': 'MEX', 'name': 'México'}, 'level1': {'gid': 'MEX.20_1', 'name': 'Oaxaca'}, 'level2': {'gid': 'MEX.20.415_2', 'name': 'Santa María Huatulco'}}	1934.0	3.0	1.0	1934-03-01	60.0	60.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:43.213+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/344d9fd9a-9d6b-4e52-a3c9-3a61ea0813a2'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False		Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	NORTH_AMERICA	http://n2t.net/ark:/65665/344d9fd9a-9d6b-4e52-a3c9-3a61ea0813a2	USNM 168771	urn:lsid:biocol.org:col:34871	USNM	Tangola-Tangola Bay, Tangola Island	1318759506	IZ	http://n2t.net/ark:/65665/344d9fd9a-9d6b-4e52-a3c9-3a61ea0813a2	15.77	-96.1	Oaxaca	Alcohol (Ethanol)	WGS84	01 MAR 1934			Intertidal	2.0			North Pacific Ocean, Gulf of Tehuantepec	North Pacific Ocean, Gulf of Tehuantepec, Mexico, Oaxaca	2014-10-20T14:15:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	260-34	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				unknown, from legacy		Degrees Minutes Seconds	Juvenile
1321852271	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:46.422+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	4302761	1	54	354	9477065	2015	2117960	4302761	4302761	Rhynchothorax philopsammum Hedgpeth, 1951	Rhynchothorax philopsammum Hedgpeth, 1951	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	Rhynchothorax	philopsammum	SPECIES	ACCEPTED	NE	NORTH_AMERICA	{'level0': {'gid': 'MEX', 'name': 'México'}, 'level1': {'gid': 'MEX.20_1', 'name': 'Oaxaca'}, 'level2': {'gid': 'MEX.20.415_2', 'name': 'Santa María Huatulco'}}	1934.0	3.0	1.0	1934-03-01	60.0	60.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:46.422+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3cdaef6ed-5866-4644-87f6-9c6f47764977'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False		Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	NORTH_AMERICA	http://n2t.net/ark:/65665/3cdaef6ed-5866-4644-87f6-9c6f47764977	USNM 168772	urn:lsid:biocol.org:col:34871	USNM	Tangola-Tangola Bay, Tangola Island	1321852271	IZ	http://n2t.net/ark:/65665/3cdaef6ed-5866-4644-87f6-9c6f47764977	15.77	-96.1	Oaxaca	Alcohol (Ethanol)	WGS84	01 MAR 1934			Intertidal	1.0			North Pacific Ocean, Gulf of Tehuantepec	North Pacific Ocean, Gulf of Tehuantepec, Mexico, Oaxaca	2014-10-20T14:15:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	261-34	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		FEMALE		unknown, from legacy		Degrees Minutes Seconds	
1019678878	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:41.298+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1951', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Rhynchothorax;Rhynchothoracidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Hedgpeth, 1951', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|219017', 'http://rs.tdwg.org/dwc/terms/family': 'Rhynchothoracidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Rhynchothorax', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'philopsammum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25228', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Rhynchothorax philopsammum Hedgpeth, 1951'}]}	PRESERVED_SPECIMEN	PRESENT	4302761	1	54	354	9477065	2015	2117960	4302761	4302761	Rhynchothorax philopsammum Hedgpeth, 1951	Rhynchothorax philopsammum Hedgpeth, 1951	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	Rhynchothorax	philopsammum	SPECIES	ACCEPTED	NE		{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:41.298+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4833'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False		Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4833	2009-4833		MNHN		1019678878	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4833										1.0					2015-06-19T19:23:02.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954		Arnaud F.			10.15468/qgvvhd							
1019678903	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:41.298+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1951', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Rhynchothorax;Rhynchothoracidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Hedgpeth, 1951', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|219018', 'http://rs.tdwg.org/dwc/terms/family': 'Rhynchothoracidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Rhynchothorax', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'philopsammum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25228', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Child, CA', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Rhynchothorax philopsammum Hedgpeth, 1951'}]}	PRESERVED_SPECIMEN	PRESENT	4302761	1	54	354	9477065	2015	2117960	4302761	4302761	Rhynchothorax philopsammum Hedgpeth, 1951	Rhynchothorax philopsammum Hedgpeth, 1951	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	Rhynchothorax	philopsammum	SPECIES	ACCEPTED	NE		{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:41.298+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4834'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False		Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4834	2009-4834		MNHN		1019678903	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4834										2.0					2022-02-16T16:33:25.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954		Child, CA			10.15468/qgvvhd							
