key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	preparations	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	locality	gbifID	collectionCode	occurrenceID	higherClassification	decimalLatitude	decimalLongitude	depth	depthAccuracy	month	day	identifiedBy	geodeticDatum	countryCode	gbifRegion	country	institutionCode	coordinatePrecision	waterBody	higherGeography	georeferencedBy	references	collectionKey	otherCatalogNumbers	georeferenceProtocol	georeferenceVerificationStatus	georeferenceRemarks	verbatimCoordinateSystem	verbatimLocality	higherGeographyID	disposition	ownerInstitutionCode	identificationRemarks	georeferenceSources	datasetName	locationID	collectionID	dynamicProperties	fieldNumber	stateProvince	samplingProtocol	typeStatus	acceptedNameUsage	eventRemarks	occurrenceRemarks
811982891	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.643+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1973	1973-04-01	91	91	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:50.643+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811982891'}]	[]	[]	[]		False	REYSS Daniel		Pycnogonida	[]	[]	EUROPE			26523				Golfe de Gascogne	811982891	bio_dba	811982891		47.625	-8.5617	2282.0	0.0	4.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
1320796128	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:09.447+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1973	1973-06-15	166	166	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-03-16T13:01:00.000+00:00	2024-07-02T12:39:09.447+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/39efa535e-ddfb-4c1d-a610-944bfc0c777c'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False		Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/39efa535e-ddfb-4c1d-a610-944bfc0c777c	USNM 151608		urn:lsid:biocol.org:col:34871	15 JUN 1973	Continental Shelf, Off Chesapeake Bay	1320796128	IZ	http://n2t.net/ark:/65665/39efa535e-ddfb-4c1d-a610-944bfc0c777c	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	36.7567	-74.2917	1678.0	0.0	6.0	15.0	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	US	NORTH_AMERICA	United States of America	USNM		North Atlantic Ocean	North Atlantic Ocean, United States			0174f5b3-da29-4967-b8dc-ce75ed53e35d		unknown, from legacy			Degrees Minutes Seconds							NMNH Extant Biology	96	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6								
1322305722	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:24.660+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1973	1973-06-15	166	166	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-02-22T16:52:00.000+00:00	2024-07-02T12:38:24.660+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e1c32789-5f8c-4874-bb47-e79255a16045'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	R. Carney	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3e1c32789-5f8c-4874-bb47-e79255a16045	USNM 151607		urn:lsid:biocol.org:col:34871	15 JUN 1973	Norfolk Canyon, East Of Virginia Beach	1322305722	IZ	http://n2t.net/ark:/65665/3e1c32789-5f8c-4874-bb47-e79255a16045	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	37.0267	-74.375	1587.5	127.5	6.0	15.0	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	US	NORTH_AMERICA	United States of America	USNM		North Atlantic Ocean	North Atlantic Ocean, United States, Virginia			0174f5b3-da29-4967-b8dc-ce75ed53e35d		unknown, from legacy			Degrees Minutes Seconds							NMNH Extant Biology	95	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Virginia					
201111415	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:47.649+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1972	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:47.649+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111415'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			18848				Golfe de Gascogne	201111415	Biocean	201111415		47.5867	-8.6683	2246.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
201111423	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:47.652+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1972	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:47.652+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111423'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			19021				Golfe de Gascogne	201111423	Biocean	201111423		47.5417	-9.1033	2775.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
201111425	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:47.651+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1972	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:47.651+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111425'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			19069				Golfe de Gascogne	201111425	Biocean	201111425		47.5117	-8.6767	2108.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
201111428	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:47.654+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1972	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:47.654+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111428'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			19116				Golfe de Gascogne	201111428	Biocean	201111428		47.5233	-8.7267	2119.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
811982661	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.378+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1972	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:50.378+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811982661'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			18848				Golfe de Gascogne	811982661	bio_dba	811982661		47.5867	-8.6683	2246.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
811982670	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.544+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1972	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:50.544+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811982670'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			19021				Golfe de Gascogne	811982670	bio_dba	811982670		47.5417	-9.1033	2775.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
811982671	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.543+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1972	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:50.543+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811982671'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			19069				Golfe de Gascogne	811982671	bio_dba	811982671		47.5117	-8.6767	2108.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
811982674	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.545+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1972	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:50.545+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811982674'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			19116				Golfe de Gascogne	811982674	bio_dba	811982674		47.5233	-8.7267	2119.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
201112014	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:45.696+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1969	1969-08-01	213	213	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:45.696+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201112014'}]	[]	[]	[]		False	LE PICHON Xavier		Pycnogonida	[]	[]	EUROPE			34997				Atlantique nord	201112014	Biocean	201112014		55.1283	-15.1867	2215.0	0.0	8.0	1.0	STOCK Jan	WGS84	IE	EUROPE	Ireland	Ifremer																												
811983150	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.293+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1969	1969-08-01	213	213	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:46.293+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811983150'}]	[]	[]	[]		False	LE PICHON Xavier		Pycnogonida	[]	[]	EUROPE			34997				Atlantique nord	811983150	bio_dba	811983150		55.1283	-15.1867	2215.0	0.0	8.0	1.0	STOCK Jan	WGS84	IE	EUROPE	Ireland	Ifremer																												
201112007	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:45.694+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1969	1969-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:45.694+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201112007'}]	[]	[]	[]		False	LE PICHON Xavier		Pycnogonida	[]	[]	EUROPE			34886				Atlantique nord	201112007	Biocean	201112007		47.4683	-8.4183	2149.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
811983141	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.288+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1969	1969-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:46.288+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811983141'}]	[]	[]	[]		False	LE PICHON Xavier		Pycnogonida	[]	[]	EUROPE			34886				Atlantique nord	811983141	bio_dba	811983141		47.4683	-8.4183	2149.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
201112002	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:45.694+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1969	1969-11-01	305	305	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:45.694+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201112002'}]	[]	[]	[]		False	LE PICHON Xavier		Pycnogonida	[]	[]	EUROPE			34842				Atlantique nord	201112002	Biocean	201112002		47.7017	-8.1717	1152.0	0.0	11.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
811983138	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.283+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1969	1969-11-01	305	305	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:46.283+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811983138'}]	[]	[]	[]		False	LE PICHON Xavier		Pycnogonida	[]	[]	EUROPE			34842				Atlantique nord	811983138	bio_dba	811983138		47.7017	-8.1717	1152.0	0.0	11.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
