key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1321149387	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:27.962+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118516	1	54	354	9477065	6313	2118496	2118516	2118516	Cilunculus spinicristus Child, 1987	Cilunculus spinicristus Child, 1987	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus spinicristus	Cilunculus	spinicristus	SPECIES	ACCEPTED	NE	-49.667	178.892	508.0	32.0	{}	South Pacific Ocean	South Pacific Ocean, New Zealand	1967	1	3	1967-01-03	3	3	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:15:00.000+00:00	2024-07-02T12:38:27.962+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ae8c3a28-6e1a-4889-a9c6-9fb97e894d54'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	NORTH_AMERICA	http://n2t.net/ark:/65665/3ae8c3a28-6e1a-4889-a9c6-9fb97e894d54	urn:lsid:biocol.org:col:34871	03 JAN 1967	unknown, from legacy	Antipodes Islands, west of islands	Degrees Minutes Seconds	USARP/EL/27/1851/USC	IZ	1321149387	http://n2t.net/ark:/65665/3ae8c3a28-6e1a-4889-a9c6-9fb97e894d54	USNM 233605	USNM	1851	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055741926	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:47.072+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2118516	1	54	354	9477065	6313	2118496	2118516	2118516	Cilunculus spinicristus Child, 1987	Cilunculus spinicristus Child, 1987	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus spinicristus	Cilunculus	spinicristus	SPECIES	ACCEPTED	NE	-49.67	178.88	508.0	32.0	{}			1966	1	3	1966-01-03	3	3	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:47.072+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1848'}]	[]	[]	[]			True					WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1848				Pacific Ocean			WoRMS type localities	4055741926	WoRMS Editorial Board:WoRMS type localities:sm_id_1848	sm_id_1848	WoRMS Editorial Board				http://www.marinespecies.org/aphia.php?p=specdetails&id=1848	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240120	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Cilunculus spinicristus</i> Child, 1987. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240120
