key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	depth	depthAccuracy
4055769529	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:13.316+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2117244	1	54	354	9477065	2014	2117211	2117244	2117244	Pycnogonum calculum Bamber, 1995	Pycnogonum calculum Bamber, 1995	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum calculum	Pycnogonum	calculum	SPECIES	ACCEPTED	NE	-51.32	-59.6	SOUTH_AMERICA	{'level0': {'gid': 'FLK', 'name': 'Falkland Islands (Malvinas)'}}	1992.0	2.0	17.0	1992-02-17	48.0	48.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:13.316+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=2215	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2215'}]	[]	[]	[]	False	https://marineinfo.org/id/dataset/5184	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2215	sm_id_2215	urn:lsid:marinespecies.org:taxname:239444	WoRMS Editorial Board	South Atlantic	4055769529	WoRMS type localities	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pycnogonum calculum</i> Bamber, 1995. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239444	WoRMS Editorial Board:WoRMS type localities:sm_id_2215		
318009976	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.692+00:00	124	{}	OCCURRENCE	PRESENT	2117244	1	54	354	9477065	2014	2117211	2117244	2117244	Pycnogonum calculum Bamber, 1995	Pycnogonum calculum Bamber, 1995	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum calculum	Pycnogonum	calculum	SPECIES	ACCEPTED	NE	-51.32	-59.6	SOUTH_AMERICA	{'level0': {'gid': 'FLK', 'name': 'Falkland Islands (Malvinas)'}}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.692+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39652'}]	[]	[]	[]	False		WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE		39652		BAS		318009976	SOMBASE Pycnogonids			2.5	2.5
