key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	sex
1318996215	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:31.471+00:00	395	{}	PRESERVED_SPECIMEN	6	PRESENT	2117732	1	54	354	9477065	2013	2117630	2117732	2117732	Nymphon longispinum Nakamura & Child, 1991	Nymphon longispinum Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longispinum	Nymphon	longispinum	SPECIES	ACCEPTED	NE	39.2067	142.312	718.0	18.0	{}	North Pacific Ocean	North Pacific Ocean, Japan	1984	7	10	1984-07-10	192	192	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:23:00.000+00:00	2024-07-02T12:37:31.471+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/34f56d4b7-6982-4881-8cae-2c28936b974b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/34f56d4b7-6982-4881-8cae-2c28936b974b	urn:lsid:biocol.org:col:34871	10 JUL 1984	unknown, from legacy	Honshu Island, Sanriku-Oki, Off Kamaishi	Degrees Minutes Seconds	IZ	1318996215	http://n2t.net/ark:/65665/34f56d4b7-6982-4881-8cae-2c28936b974b	USNM 234495	USNM	KT84-9, SR5	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	
1320213408	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:12.487+00:00	395	{}	PRESERVED_SPECIMEN	6	PRESENT	2117732	1	54	354	9477065	2013	2117630	2117732	2117732	Nymphon longispinum Nakamura & Child, 1991	Nymphon longispinum Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longispinum	Nymphon	longispinum	SPECIES	ACCEPTED	NE	39.12	142.385	938.0	12.0	{}	North Pacific Ocean	North Pacific Ocean, Japan	1984	7	10	1984-07-10	192	192	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:23:00.000+00:00	2024-07-02T12:38:12.487+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3852d2baa-6860-4dab-ace3-3703a5a22a67'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3852d2baa-6860-4dab-ace3-3703a5a22a67	urn:lsid:biocol.org:col:34871	10 JUL 1984	unknown, from legacy	Honshu Island, Sanriku-Oki, Off Kamaishi	Degrees Minutes Seconds	IZ	1320213408	http://n2t.net/ark:/65665/3852d2baa-6860-4dab-ace3-3703a5a22a67	USNM 234496	USNM	KT84-9, SR6	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	
1321142136	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:34.678+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2117732	1	54	354	9477065	2013	2117630	2117732	2117732	Nymphon longispinum Nakamura & Child, 1991	Nymphon longispinum Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longispinum	Nymphon	longispinum	SPECIES	ACCEPTED	NE	39.2067	142.312	718.0	18.0	{}	North Pacific Ocean	North Pacific Ocean, Japan	1984	7	10	1984-07-10	192	192	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:23:00.000+00:00	2024-07-02T12:39:34.678+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ae39f078-fd03-490d-8c55-e2a4392b3c83'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3ae39f078-fd03-490d-8c55-e2a4392b3c83	urn:lsid:biocol.org:col:34871	10 JUL 1984	unknown, from legacy	Honshu Island, Sanriku-Oki, Off Kamaishi	Degrees Minutes Seconds	IZ	1321142136	http://n2t.net/ark:/65665/3ae39f078-fd03-490d-8c55-e2a4392b3c83	USNM 234494	USNM	KT84-9, SR5	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	MALE
