key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	vernacularName	institutionCode	county	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	depth	depthAccuracy	modified	collectionKey	recordedBy	locality	fieldNumber	collectionID	waterBody	higherGeography	datasetName	preparations	institutionID	verbatimEventDate	higherClassification	sex	georeferenceProtocol	verbatimCoordinateSystem	locationID	language	type	samplingProtocol	eventID	verbatimDepth	ownerInstitutionCode	parentEventID	rightsHolder	nomenclaturalCode
1320945306	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:46.021+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE	34.6633	138.76	ASIA	Shizuoka	{}	1969.0	7.0	13.0	1969-07-13	194.0	194.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:46.021+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a58dedfe-d35f-4ff2-aac1-8341bd0f1440'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Nakamura, K.; Child, C. A.	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3a58dedfe-d35f-4ff2-aac1-8341bd0f1440	USNM 183942		USNM		1320945306	IZ	http://n2t.net/ark:/65665/3a58dedfe-d35f-4ff2-aac1-8341bd0f1440	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	75.0	80.0	5.0	2014-10-20T15:15:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d		Honshu Island, Suruga Bay		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	13 JUL 1969	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		unknown, from legacy	Degrees Minutes Seconds	KT69-12-5									
1321105071	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:34.261+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE	35.015	139.143	ASIA	Shizuoka	{}	1969.0	7.0	17.0	1969-07-17	198.0	198.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:34.261+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ac9823bf-a01f-4f6a-87f1-9caec1b16768'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Nakamura, K.; Child, C. A.	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3ac9823bf-a01f-4f6a-87f1-9caec1b16768	USNM 183952		USNM		1321105071	IZ	http://n2t.net/ark:/65665/3ac9823bf-a01f-4f6a-87f1-9caec1b16768	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	649.0	113.0	0.0	2014-10-20T15:15:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d		Honshu Island, Sagami Bay		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	17 JUL 1969	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		unknown, from legacy	Degrees Minutes Seconds	KT69-12-21									
1318022424	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:06.657+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE				Shizuoka	{}	1969.0	8.0	30.0	1969-08-30	242.0	242.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:06.657+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3244219eb-5e44-43dc-915d-5076f10f91c7'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Nakamura, K.; Child, C. A.		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3244219eb-5e44-43dc-915d-5076f10f91c7	USNM 183948		USNM		1318022424	IZ	http://n2t.net/ark:/65665/3244219eb-5e44-43dc-915d-5076f10f91c7	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	5.0	30.0	0.0	2014-10-20T15:15:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	K. Nakamura	Honshu Island, Sagami Bay, Off Kisami		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	30 AUG 1969	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae													
723290334	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:02.354+00:00	301	{}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE				Kanagawa	{}	1957.0	6.0	8.0	1957-06-08	159.0	159.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:02.354+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '203'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f	False			Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	203	9063	ツノウミグモ	SMBL	Ashigarashimo-gun Manatsurumachi	723290334	Art	9a6add80-f8b6-11e6-bd32-70e2840fc270			80.0	0.0	2011-12-01T05:00:51.000+00:00			off Manazuru, E. of Izu Pen			Pacific	Pacific|Japan|Kanagawa|Ashigarashimo-gun Manatsurumachi|off Manazuru, E. of Izu Pen					Animalia|Arthropoda|Pycnogonida|Pantopoda|Ammotheidae|Cilunculus|armatus					en	text							
4399691257	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.938+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE	30.806474	127.772452			{}	1955.0	11.0	2.0	1955-11-02	306.0	306.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.938+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'a4bc8cf2-f432-48fe-aa21-df148bf42ae0'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	EUROPE	a4bc8cf2-f432-48fe-aa21-df148bf42ae0	INV0001466		IORAS		4399691257	OBFc	a4bc8cf2-f432-48fe-aa21-df148bf42ae0	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']					fd699988-ab5d-4737-9443-9085cea191d2	RV Vityaz	West Pacific	3541	fd699988-ab5d-4737-9443-9085cea191d2	Pacific Ocean			EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86									DO-0,25	RV Vityaz_cruise 22_st.3541	151.0 - 152.0 m	IORAS	cruise 22		
4399690440	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.758+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE	50.8715767	155.713581	ASIA		{}	1954.0	5.0	28.0	1954-05-28	148.0	148.0	['COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.758+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'c4998981-6175-43e4-b9e0-01b81f91d602'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	c4998981-6175-43e4-b9e0-01b81f91d602	INV0000930		IORAS		4399690440	OBFc	c4998981-6175-43e4-b9e0-01b81f91d602	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2.0				fd699988-ab5d-4737-9443-9085cea191d2	RV Vityaz	northwest Pacific	2827	fd699988-ab5d-4737-9443-9085cea191d2	Pacific Ocean			EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86									DO-0.25	RV Vityaz_cruise 18_st.2827	386.0 m	IORAS	cruise 18		
723290324	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.982+00:00	301	{}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE					{}	1927.0	11.0	6.0	1927-11-06	310.0	310.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:03.982+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '193'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f	False			Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	193	9053	ツノウミグモ	SMBL		723290324	Art	9a693eee-f8b6-11e6-bf2c-70e2840fc270					2011-12-01T05:00:49.000+00:00			Sagami Bay			Pacific	Pacific|Japan|Sagami Bay					Animalia|Arthropoda|Pycnogonida|Pantopoda|Ammotheidae|Cilunculus|armatus					en	text							
1319922671	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:33.793+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE	48.5417	145.146			{}	1906.0	9.0	27.0	1906-09-27	270.0	270.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:33.793+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37854c6d3-6997-40cc-bb97-594bb6d5b72e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Hedgpeth, J. W.	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	NORTH_AMERICA	http://n2t.net/ark:/65665/37854c6d3-6997-40cc-bb97-594bb6d5b72e	USNM 80558		USNM		1319922671	IZ	http://n2t.net/ark:/65665/37854c6d3-6997-40cc-bb97-594bb6d5b72e	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0	134.0	0.0	2015-07-02T09:39:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	United States Fish Commission	Sakhalin Island, Cape Terpeniya	USFC/A5021	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, Sea of Okhotsk	North Pacific Ocean, Sea of Okhotsk, Russia	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Degrees Minutes Seconds	5021									
1319216672	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:50.286+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE	42.0444	142.556		Hokkaido	{}	1906.0	10.0	2.0	1906-10-02	275.0	275.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:50.286+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3591d846c-3dc3-4e0a-a15d-146aec309967'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Hedgpeth, J. W.	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3591d846c-3dc3-4e0a-a15d-146aec309967	USNM 80561		USNM		1319216672	IZ	http://n2t.net/ark:/65665/3591d846c-3dc3-4e0a-a15d-146aec309967	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	479.0	159.0	2015-07-02T16:26:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	United States Fish Commission	Hokkaido Island, Urakawa, SW of	USFC/A5037	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean	North Pacific Ocean, Japan, Hokkaido	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	FEMALE		Degrees Minutes Seconds	5037									
1019679001	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.111+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1879', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Cilunculus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Böhm, 1879)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|232970', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Cilunculus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'armatus', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25917', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Cilunculus armatus (Böhm, 1879)'}]}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE					{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:43.111+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5547'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.		Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5547	2009-5547		MNHN		1019679001	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5547	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0			2018-01-16T11:52:44.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954				10.15468/qgvvhd																				
4164853901	74141216-814a-443c-9b51-24dbb2a5883f	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T01:27:22.047+00:00	2024-04-10T01:29:22.993+00:00	37	{}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE	33.94278	126.28517	ASIA	Jeju-do	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T01:29:22.993+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'NIBRIV0000866872'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False		WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	NIBRIV0000866872	NIBRIV0000866872	어깨홈바다거미	NIBR		4164853901	IV	NIBRIV0000866872								Chuja-myeon																						
2434410559	0102d2af-7f21-4238-b1fa-cbbeeee60423	396d5f30-dea9-11db-8ab4-b8a03c50a862	85ccfd1a-a837-48d6-9a87-96c99f6fe012	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:22.873+00:00	2024-07-23T00:36:13.798+00:00	358	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6005/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.CRUS.P.6005_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6005/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE					{}							['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T00:36:13.798+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.CRUS.P.6005@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.CRUS.P.6005_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6005/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			Pycnogonida		[]	[]			EUROPE	ZMA.CRUS.P.6005@CRS	ZMA.CRUS.P.6005				2434410559	Crustacea	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.CRUS.P.6005	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']				2015-09-15T00:00:00.000+00:00									(microscopic slide)	Naturalis Biodiversity Center		Animalia												Naturalis Biodiversity Center	ICZN
2434409447	0102d2af-7f21-4238-b1fa-cbbeeee60423	396d5f30-dea9-11db-8ab4-b8a03c50a862	85ccfd1a-a837-48d6-9a87-96c99f6fe012	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:22.873+00:00	2024-07-23T00:36:13.831+00:00	358	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6006/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.CRUS.P.6006_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6006/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2118503	1	54	354	9477065	6313	2118496	2118503	2118503	Cilunculus armatus (Böhm, 1879)	Cilunculus armatus (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus armatus	Cilunculus	armatus	SPECIES	ACCEPTED	NE					{}							['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T00:36:13.831+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.CRUS.P.6006@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.CRUS.P.6006_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6006/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			Pycnogonida		[]	[]			EUROPE	ZMA.CRUS.P.6006@CRS	ZMA.CRUS.P.6006				2434409447	Crustacea	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.CRUS.P.6006	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']				2015-09-15T00:00:00.000+00:00									(microscopic slide)	Naturalis Biodiversity Center		Animalia	MALE											Naturalis Biodiversity Center	ICZN
