key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	eventTime	http://unknown.org/species	nameAccordingTo	individualCount	depth	depthAccuracy	modified	organismQuantity	organismQuantityType	scientificNameID	footprintWKT	locality	fieldNumber	occurrenceRemarks	recordNumber	bibliographicCitation	continent	verbatimTaxonRank	preparations	rightsHolder	language	type	waterBody	higherGeography	collectionKey	datasetName	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	collectionID	associatedSequences	datasetID	municipality	eventRemarks	taxonID	parentNameUsageID	organismID
1100783517	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:32.617+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117529	1	54	354	9477065	2012	2117523	2117529	2117529	Rhopalorhynchus sibogae Stock, 1958	Rhopalorhynchus sibogae Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus sibogae	Rhopalorhynchus	sibogae	SPECIES	ACCEPTED	NE	2009-01-01T00:00:00	-27.8103	113.29799	1e-05	10000.0	Western Australia	{}	2005.0	12.0	4.0	2005-12-04	338.0	338.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:32.617+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '709ccf07-66de-4bc8-ac7f-1a766dae3d70'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	True	ecatalogue.irn:1192706|urn:catalog:AM:Invertebrates - Marine & Other:P.72804	Keable, Stephen John|Australian Museum|Invertebrates, Marine	Arango, Dr Claudia - Queensland Museum	Sherman sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1087991	709ccf07-66de-4bc8-ac7f-1a766dae3d70	Rhopalorhynchus sibogae Stock, 1958	7000	{dcterms:type:PhysicalObject,dcterms:modified:2014/4/10,verbatimUncertainty:1km-10km}	Kalbarri	Invertebrates - Marine & Other	1100783517	709ccf07-66de-4bc8-ac7f-1a766dae3d70	P.72804	ecatalogue.LocCollectionEventLocal: [SS10/2005/096] Australia, Western Australia, Kalbarri (27° 48' 29 S, 113° 17' 49 E) 04/12/2005 - 04/12/2005, Keable, Dr Stephen John - Australian Museum - Marine Invertebrates(Participant), Sherman sled, Field Collected - Aquatic, Voyage of Discovery;	AM	https://biodiversity.org.au/afd/taxa/210e030b-1de3-42e2-96b1-4655a7fa9493	12:54	Rhopalorhynchus sibogae	Stock, 1958																																					
1100783529	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:32.895+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117529	1	54	354	9477065	2012	2117523	2117529	2117529	Rhopalorhynchus sibogae Stock, 1958	Rhopalorhynchus sibogae Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus sibogae	Rhopalorhynchus	sibogae	SPECIES	ACCEPTED	NE	2009-01-01T00:00:00	-24.6211	112.666	1e-05	10000.0	Western Australia	{}	2005.0	12.0	7.0	2005-12-07	341.0	341.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:32.895+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '76b83e89-8fb5-4885-9d86-b76bc96f4a47'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	True	ecatalogue.irn:1192711|urn:catalog:AM:Invertebrates - Marine & Other:P.72807	Keable, Stephen John|Australian Museum|Invertebrates, Marine		Sherman sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1087994	76b83e89-8fb5-4885-9d86-b76bc96f4a47	Rhopalorhynchus sibogae Stock, 1958	7000	{dcterms:type:PhysicalObject,dcterms:modified:2014/4/10,verbatimUncertainty:1km-10km}	Carnarvon	Invertebrates - Marine & Other	1100783529	76b83e89-8fb5-4885-9d86-b76bc96f4a47	P.72807	ecatalogue.LocCollectionEventLocal: [SS10/2005/120] Australia, Western Australia, Carnarvon (24° 37' 10 S, 112° 39' 58 E) 07/12/2005 - 07/12/2005, Keable, Dr Stephen John - Australian Museum - Marine Invertebrates(Participant), Sherman sled, Field Collected - Aquatic, Voyage of Discovery;	AM	https://biodiversity.org.au/afd/taxa/210e030b-1de3-42e2-96b1-4655a7fa9493	16:42	Rhopalorhynchus sibogae	Stock, 1958																																					
3908321758	51c51934-43f1-467c-b1b5-2e1c48fdd51b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2024-07-02T09:39:48.308+00:00	2024-07-02T09:40:53.006+00:00	334	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-120-661009-33014017-catch-count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-120-661009-33014017', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Count'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'kilogram', 'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-120-661009-33014017-weight', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.001', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-120-661009-33014017', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/KGXX', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Weight'}]}	HUMAN_OBSERVATION	PRESENT		2117529	1	54	354	9477065	2012	2117523	2117529	2117529	Rhopalorhynchus sibogae Stock, 1958	Rhopalorhynchus sibogae Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus sibogae	Rhopalorhynchus	sibogae	SPECIES	ACCEPTED	NE		-24.6211	112.666		500.0		{}	2005.0	12.0	7.0	2005-12-07T08:42:10Z	341.0	341.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'FOOTPRINT_WKT_INVALID']	2024-07-02T09:40:53.006+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'CC-SS200510-120-661009-33014017'}]	[]	[]	[]		True					WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	SS200510:120	CC-SS200510-120-661009-33014017					CMAR_WA_2005	3908321758	CC-SS200510-120-661009-33014017			CSIRO, Australia					1.0	100.0	0.0	2022-08-24T00:43:09.000+00:00	1.0	individuals	urn:lsid:marinespecies.org:taxname:239775	LINE (112.6660  -24.6194, 112.6660  -24.6228)	Survey area	SS200510:120	Occurrence Type: Catch composition Catch method: Catch																										
3908329806	51c51934-43f1-467c-b1b5-2e1c48fdd51b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2024-07-02T09:39:48.308+00:00	2024-07-02T09:40:58.162+00:00	334	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-96-661142-33014017-catch-count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-96-661142-33014017', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Count'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'kilogram', 'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-96-661142-33014017-weight', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.001', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-96-661142-33014017', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/KGXX', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Weight'}]}	HUMAN_OBSERVATION	PRESENT		2117529	1	54	354	9477065	2012	2117523	2117529	2117529	Rhopalorhynchus sibogae Stock, 1958	Rhopalorhynchus sibogae Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus sibogae	Rhopalorhynchus	sibogae	SPECIES	ACCEPTED	NE		-27.8103	113.298		500.0		{}	2005.0	12.0	4.0	2005-12-04T04:54Z	338.0	338.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'FOOTPRINT_WKT_INVALID']	2024-07-02T09:40:58.162+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'CC-SS200510-96-661142-33014017'}]	[]	[]	[]		True					WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	SS200510:96	CC-SS200510-96-661142-33014017					CMAR_WA_2005	3908329806	CC-SS200510-96-661142-33014017			CSIRO, Australia					1.0	117.5	5.5	2022-08-24T00:42:27.000+00:00	1.0	individuals	urn:lsid:marinespecies.org:taxname:239775	LINE (113.2970  -27.8080, 113.2990  -27.8126)	Survey area	SS200510:96	Occurrence Type: Catch composition Catch method: Catch																										
4147429737	cb01f1fc-42c4-4267-a5db-475b40ef199b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2023-12-14T07:50:20.096+00:00	2024-01-25T00:29:26.584+00:00	32	"{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:239775', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04787', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'Landing page', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04787', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Image Catalogue', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Rhopalorhynchus sibogae'}, {'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:239775', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://ns.adobe.com/exif/1.0/PixelYDimension': '150', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33014017-SS200510-096-025-Rhopalorhynchus-sibogae.jpg', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/caption': 'Rhopalorhynchus sibogae [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04787"">view details</a>]', 'http://ns.adobe.com/exif/1.0/PixelXDimension': '150', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:Thumbnail', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33014017-SS200510-096-025-Rhopalorhynchus-sibogae.jpg', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Thumbnail for external use.', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Rhopalorhynchus sibogae'}]}"	PRESERVED_SPECIMEN	PRESENT		2117529	1	54	354	9477065	2012	2117523	2117529	2117529	Rhopalorhynchus sibogae Stock, 1958	Rhopalorhynchus sibogae Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus sibogae	Rhopalorhynchus	sibogae	SPECIES	ACCEPTED	NE		-27.808	113.297		200.0		{}	2005.0	12.0	5.0	2005-12-05T00:00	339.0	339.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-25T00:29:26.584+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:csiro:MIIC:MIIC-04787'}]	"[{'type': 'StillImage', 'format': 'text/html', 'identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04787'}, {'type': 'StillImage', 'format': 'image/jpeg', 'description': 'Rhopalorhynchus sibogae [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04787"">view details</a>]', 'identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33014017-SS200510-096-025-Rhopalorhynchus-sibogae.jpg'}]"	[]	[]	cd1bb9e8-49b5-4266-8871-a44a992153d5	False		Karen Gowlett-Holmes	Karen Gowlett-Holmes		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:csiro:MIIC:MIIC-04787					MIIC	4147429737	urn:csiro:MIIC:MIIC-04787	MIIC-04787		CSIRO						123.0	0.0	2023-07-11T05:57:34.000+00:00	1.0	individuals	urn:lsid:marinespecies.org:taxname:239775	POINT (113.29700 -27.80800)		SS200510-096		SS200510_096_025	CSIRO Marine Invertebrate Image Collection (MIIC)																								
1100784949	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:26.359+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117529	1	54	354	9477065	2012	2117523	2117529	2117529	Rhopalorhynchus sibogae Stock, 1958	Rhopalorhynchus sibogae Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus sibogae	Rhopalorhynchus	sibogae	SPECIES	ACCEPTED	NE	2007-01-01T00:00:00	-38.583	142.82499	1e-05	1000.0	Victoria	{}	1988.0	4.0	28.0	1988-04-28	119.0	119.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:26.359+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5d9d5eac-c2a5-4b85-9831-e0b5f7c829b1'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1217779|urn:catalog:AM:Invertebrates - Marine & Other:P.75552	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, F		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1075529	5d9d5eac-c2a5-4b85-9831-e0b5f7c829b1	Rhopalorhynchus cf sibogae Stock, 1958	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28,verbatimUncertainty:100m-1km}	Bay of Islands	Invertebrates - Marine & Other	1100784949	5d9d5eac-c2a5-4b85-9831-e0b5f7c829b1	P.75552	ecatalogue.LocCollectionEventLocal: [VIC 26] Australia, Victoria, Bay of Islands (38° 35' S, 142° 49' 30 E) 28/04/1988 - 28/04/1988, Springthorpe, Roger Tenison - Australian Museum - Marine Invertebrates(Collector), Berents, Mr Peter M(Collector);	AM	https://biodiversity.org.au/afd/taxa/210e030b-1de3-42e2-96b1-4655a7fa9493		Rhopalorhynchus sibogae	Stock, 1958														OCEANIA	species																						
4141824153	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:08.821+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT		2117529	1	54	354	9477065	2012	2117523	2117529	2117529	Rhopalorhynchus sibogae Stock, 1958	Rhopalorhynchus sibogae Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus sibogae	Rhopalorhynchus	sibogae	SPECIES	ACCEPTED	NE	1983-01-01T00:00:00	-19.08333	118.96333			Western Australia	{}	1983.0	4.0	28.0	1983-04-28	118.0	118.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:38:08.821+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '721644cc-4d83-4456-a884-b8e8fb62d5d2'}]	[]	[]	[]	c0f3ae0e-60d2-4671-a35f-40c754780c9f	False			D. Staples		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		721644cc-4d83-4456-a884-b8e8fb62d5d2		7000			Minor Invertebrate	4141824153	721644cc-4d83-4456-a884-b8e8fb62d5d2	N000038		MAGNT	https://biodiversity.org.au/afd/taxa/210e030b-1de3-42e2-96b1-4655a7fa9493		Rhopalorhynchus sibogae										West of Port Hedland							whole animal (ETOH)	Board of the Museum and Art Gallery of the Northern Territory	en	PhysicalObject																		
500826223	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:14:43.131+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117529	1	54	354	9477065	2012	2117523	2117529	2117529	Rhopalorhynchus sibogae Stock, 1958	Rhopalorhynchus sibogae Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus sibogae	Rhopalorhynchus	sibogae	SPECIES	ACCEPTED	NE		-32.05	114.33333			Western Australia	{}	1964.0	2.0	15.0	1964-02-15	46.0	46.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T17:14:43.131+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '029c40c3-e23c-4e0b-a0fc-1d662efe2d8a'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	False	70/3952	Csiro	Child, C.A.		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		029c40c3-e23c-4e0b-a0fc-1d662efe2d8a		7000			ARACH	500826223	029c40c3-e23c-4e0b-a0fc-1d662efe2d8a	6949	W. of Rottnest Island	WAM	https://biodiversity.org.au/afd/taxa/210e030b-1de3-42e2-96b1-4655a7fa9493		Rhopalorhynchus sibogae		1.0			1992-09-11T00:00:00.000+00:00												wet (in ethanol or some other preservative)			PhysicalObject																		
500825984	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:10.584+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT		2117529	1	54	354	9477065	2012	2117523	2117529	2117529	Rhopalorhynchus sibogae Stock, 1958	Rhopalorhynchus sibogae Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus sibogae	Rhopalorhynchus	sibogae	SPECIES	ACCEPTED	NE		-31.01667	115.33333			Western Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.11_1', 'name': 'Western Australia'}, 'level2': {'gid': 'AUS.11.51_1', 'name': 'Gingin'}}	1964.0	2.0	5.0	1964-02-05	36.0	36.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T17:15:10.584+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6950124f-5f96-44ec-9be0-a3731910f881'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	False	70/3942	Csiro	Child, C.A.		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		6950124f-5f96-44ec-9be0-a3731910f881		7000			ARACH	500825984	6950124f-5f96-44ec-9be0-a3731910f881	6939	NW. of Lancelin	WAM	https://biodiversity.org.au/afd/taxa/210e030b-1de3-42e2-96b1-4655a7fa9493		Rhopalorhynchus sibogae		1.0			1992-09-11T00:00:00.000+00:00										OCEANIA		wet (in ethanol or some other preservative)			PhysicalObject																		
500826009	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:20.922+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT		2117529	1	54	354	9477065	2012	2117523	2117529	2117529	Rhopalorhynchus sibogae Stock, 1958	Rhopalorhynchus sibogae Stock, 1958	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus sibogae	Rhopalorhynchus	sibogae	SPECIES	ACCEPTED	NE		-31.01667	115.33333			Western Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.11_1', 'name': 'Western Australia'}, 'level2': {'gid': 'AUS.11.51_1', 'name': 'Gingin'}}	1964.0	2.0	5.0	1964-02-05	36.0	36.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T17:15:20.922+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b3d27447-17c7-4e29-87e6-485b5641b909'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	False	70/3943	Csiro	Child, C.A.		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		b3d27447-17c7-4e29-87e6-485b5641b909		7000			ARACH	500826009	b3d27447-17c7-4e29-87e6-485b5641b909	6940	NW. of Lancelin	WAM	https://biodiversity.org.au/afd/taxa/210e030b-1de3-42e2-96b1-4655a7fa9493		Rhopalorhynchus sibogae		1.0			1992-09-11T00:00:00.000+00:00										OCEANIA		wet (in ethanol or some other preservative)			PhysicalObject																		
