key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	lifeStage	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	locality	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	locationID	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1322913196	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:35.865+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	Juvenile	2117641	1	54	354	9477065	2013	2117630	2117641	2117641	Nymphon apheles Child, 1979	Nymphon apheles Child, 1979	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon apheles	Nymphon	apheles	SPECIES	ACCEPTED	NE	8.97	-79.5	NORTH_AMERICA	{}	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama	1955	4	22	1955-04-22	112	112	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-10-11T12:47:00.000+00:00	2024-07-02T12:39:35.865+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3fca98dab-3598-41b2-9418-5302662c466b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	J. Barnard	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3fca98dab-3598-41b2-9418-5302662c466b	urn:lsid:biocol.org:col:34871	22 APR 1955	Panama Bay, Panama City, Punta Paitilla	IZ	1322913196	http://n2t.net/ark:/65665/3fca98dab-3598-41b2-9418-5302662c466b	Intertidal	USNM 169204	USNM	PAN-16	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055741739	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:45.064+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT			2117641	1	54	354	9477065	2013	2117630	2117641	2117641	Nymphon apheles Child, 1979	Nymphon apheles Child, 1979	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon apheles	Nymphon	apheles	SPECIES	ACCEPTED	NE	8.93	-79.55	NORTH_AMERICA	{}			1955	4	23	1955-04-23	113	113	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:45.064+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1944'}]	[]	[]	[]			True					WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1944			Pacific Ocean	WoRMS type localities	4055741739	WoRMS Editorial Board:WoRMS type localities:sm_id_1944		sm_id_1944	WoRMS Editorial Board				http://www.marinespecies.org/aphia.php?p=specdetails&id=1944	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240113	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon apheles</i> Child, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240113
