key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	islandGroup	typeStatus	nameAccordingTo
4444206057	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.019+00:00	69	{}	PRESERVED_SPECIMEN	14	PRESENT	2117625	1	54	354	9477065	2013	2117621	2117625	2117625	Heteronymphon profundum Turpaeva, 1956	Heteronymphon profundum Turpaeva, 1956	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon profundum	Heteronymphon	profundum	SPECIES	ACCEPTED	NE	55.2204481	167.4868549	{}	Bering Sea	1990	7	31	1990-07-31	212	212	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.019+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '9bd518da-e6b4-41b2-8989-b284b7e9c7e5'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 22_st.2309	9bd518da-e6b4-41b2-8989-b284b7e9c7e5	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	to NE of Bering Island	2309	OBFc	4444206057	9bd518da-e6b4-41b2-8989-b284b7e9c7e5	3957.0 - 3978.0 m	INV0002810	IORAS	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2			
4444205301	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.649+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	2117625	1	54	354	9477065	2013	2117621	2117625	2117625	Heteronymphon profundum Turpaeva, 1956	Heteronymphon profundum Turpaeva, 1956	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon profundum	Heteronymphon	profundum	SPECIES	ACCEPTED	NE	54.9514755	165.8339796	{}	Bering Sea	1990	7	29	1990-07-29	210	210	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.649+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'c5bd294e-8001-4ad5-9d89-adebbb084bef'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 22_st.2306	c5bd294e-8001-4ad5-9d89-adebbb084bef	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Bering island SW slope	2306	OBFc	4444205301	c5bd294e-8001-4ad5-9d89-adebbb084bef	4401.0 - 3797.0 m	INV0002809	IORAS	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2	Commander Islands		
4444205758	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.890+00:00	69	{}	PRESERVED_SPECIMEN	27	PRESENT	2117625	1	54	354	9477065	2013	2117621	2117625	2117625	Heteronymphon profundum Turpaeva, 1956	Heteronymphon profundum Turpaeva, 1956	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon profundum	Heteronymphon	profundum	SPECIES	ACCEPTED	NE	53.4615375	160.9904767	{}	Pacific Ocean	1990	8	12	1990-08-12	224	224	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.890+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '6d2497cc-b080-41bd-bdc0-e95eb625ff86'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 22_st.2325	6d2497cc-b080-41bd-bdc0-e95eb625ff86	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kamchatka SE slope	2325	OBFc	4444205758	6d2497cc-b080-41bd-bdc0-e95eb625ff86	3106.0 - 2992.0 m	INV0002813	IORAS	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2			
4444205771	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.166+00:00	69	{}	PRESERVED_SPECIMEN	8	PRESENT	2117625	1	54	354	9477065	2013	2117621	2117625	2117625	Heteronymphon profundum Turpaeva, 1956	Heteronymphon profundum Turpaeva, 1956	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon profundum	Heteronymphon	profundum	SPECIES	ACCEPTED	NE	53.0898446	161.922141	{}	Pacific Ocean	1990	8	10	1990-08-10	222	222	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.166+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '7b7ff505-29c1-4369-944f-29d9239b27f1'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 22_st.2323	7b7ff505-29c1-4369-944f-29d9239b27f1	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kamchatka SE slope	2323	OBFc	4444205771	7b7ff505-29c1-4369-944f-29d9239b27f1	4890.0 - 4984.0 m	INV0002812	IORAS	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2			
4444205548	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.810+00:00	69	{}	PRESERVED_SPECIMEN	38	PRESENT	2117625	1	54	354	9477065	2013	2117621	2117625	2117625	Heteronymphon profundum Turpaeva, 1956	Heteronymphon profundum Turpaeva, 1956	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon profundum	Heteronymphon	profundum	SPECIES	ACCEPTED	NE	55.6011242	167.3863771	{}	Bering Sea	1990	8	5	1990-08-05	217	217	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.810+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'cfa54e1a-e4ff-4c85-a77a-d8129b074c3f'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 22_st.2316	cfa54e1a-e4ff-4c85-a77a-d8129b074c3f	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	to NE of Bering Island	2316	OBFc	4444205548	cfa54e1a-e4ff-4c85-a77a-d8129b074c3f	4294.0 - 4200.0 m	INV0002811	IORAS	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2			
4444205474	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.084+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	2117625	1	54	354	9477065	2013	2117621	2117625	2117625	Heteronymphon profundum Turpaeva, 1956	Heteronymphon profundum Turpaeva, 1956	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon profundum	Heteronymphon	profundum	SPECIES	ACCEPTED	NE	46.1665164	153.118347	{}	Pacific Ocean	1966	7	18	1966-07-18	199	199	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.084+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '09d21685-d396-4122-bd8e-f962bcc64367'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 39_st.5605	09d21685-d396-4122-bd8e-f962bcc64367	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	northwest Pacific	5605	OBFc	4444205474	09d21685-d396-4122-bd8e-f962bcc64367	4915.0 - 4985.0 m	INV0002805	IORAS	IORAS	cruise 39	fd699988-ab5d-4737-9443-9085cea191d2			
4444205651	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.139+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	2117625	1	54	354	9477065	2013	2117621	2117625	2117625	Heteronymphon profundum Turpaeva, 1956	Heteronymphon profundum Turpaeva, 1956	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon profundum	Heteronymphon	profundum	SPECIES	ACCEPTED	NE	40.8998502	144.8846813	{}	Pacific Ocean	1957	5	22	1957-05-22	142	142	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.139+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '8829e899-3aa8-43d5-92d0-87cfe1488624'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	Galathea Trawl	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE	RV Vityaz_cruise 24_st.3593	8829e899-3aa8-43d5-92d0-87cfe1488624	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	West Pacific	3593	OBFc	4444205651	8829e899-3aa8-43d5-92d0-87cfe1488624	6380.0 m	INV0002808	IORAS	IORAS	cruise 24	fd699988-ab5d-4737-9443-9085cea191d2			
4444205468	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.787+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	2117625	1	54	354	9477065	2013	2117621	2117625	2117625	Heteronymphon profundum Turpaeva, 1956	Heteronymphon profundum Turpaeva, 1956	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon profundum	Heteronymphon	profundum	SPECIES	ACCEPTED	NE	51.8848199	161.8287448	{}	Pacific Ocean	1954	8	28	1954-08-28	240	240	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.787+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '4070acaa-7378-43ea-b968-af5dc62e506b'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 19_st.3116	4070acaa-7378-43ea-b968-af5dc62e506b	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	northwest Pacific	3116	OBFc	4444205468	4070acaa-7378-43ea-b968-af5dc62e506b	5803.0 - 5853.0 m	INV0002807	IORAS	IORAS	cruise 19	fd699988-ab5d-4737-9443-9085cea191d2			
4444206089	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.251+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	2117625	1	54	354	9477065	2013	2117621	2117625	2117625	Heteronymphon profundum Turpaeva, 1956	Heteronymphon profundum Turpaeva, 1956	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon profundum	Heteronymphon	profundum	SPECIES	ACCEPTED	NE	38.181465	143.9379339	{}	Pacific Ocean	1954	10	24	1954-10-24	297	297	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.251+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'f4cf1437-4bba-4192-b689-f786e0816593'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE	RV Vityaz_cruise 19_st.3214	f4cf1437-4bba-4192-b689-f786e0816593	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	northwest Pacific	3214	OBFc	4444206089	f4cf1437-4bba-4192-b689-f786e0816593	6156.0 - 6207.0 m	INV0002806	IORAS	IORAS	cruise 19	fd699988-ab5d-4737-9443-9085cea191d2			
4444433306	062b1492-5e8a-4b56-89f9-300bc06bba5d	9abe4949-29aa-450e-b767-b2788f66e04d		da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-04-16T14:00:19.862+00:00	2024-04-16T14:00:43.324+00:00	141	{}	PRESERVED_SPECIMEN	1	PRESENT	2117625	1	54	354	9477065	2013	2117621	2117625	2117625	Heteronymphon profundum Turpaeva, 1956	Heteronymphon profundum Turpaeva, 1956	Animalia	Arthropoda	Pantopoda	Nymphonidae	Heteronymphon	Heteronymphon profundum	Heteronymphon	profundum	SPECIES	ACCEPTED	NE	48.4165087	156.5684977	{}	Pacific Ocean	1953	6	1	1953-06-01	152	152	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-04-16T14:00:43.324+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'e6eb6fa2-0cd5-49dc-9479-492cddb68881'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003280.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003280label.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Vityaz	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 14_st.2144	e6eb6fa2-0cd5-49dc-9479-492cddb68881	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	northeast Pacific	2144	OBFc	4444433306	e6eb6fa2-0cd5-49dc-9479-492cddb68881	6860.0 m	INV0003280	IORAS	IORAS	cruise 14	fd699988-ab5d-4737-9443-9085cea191d2		HOLOTYPE	Turpaeva, E.P. (1956). Pantopoda of the genus Heteronymphon from the North-West of the Pacific. Bulletin of Moscow Society of Naturalists. Biological series 61(2): 67-72
