key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	gbifID	collectionCode	occurrenceID	higherClassification	dateIdentified	typeStatus	http://unknown.org/occurrenceDetails	institutionCode	locality	elevation	elevationAccuracy
2434364447	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:31.102+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118126	1	54	354	9477065	2011	2118112	2118126	2118126	Callipallene gabriellae Correa, 1948	Callipallene gabriellae Correa, 1948	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene gabriellae	Callipallene	gabriellae	SPECIES	ACCEPTED	NE	ASIA	{}	1991.0	11.0	13.0	1991-11-13	317.0	317.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:31.102+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200238@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	R.M. Moolenbeek	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.200238@CRS	ZMA.PYC.200238	ICZN	Naturalis Biodiversity Center	13 nov 1991	2434364447	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200238	Animalia|Callipallenidae 							
2434399363	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:40.748+00:00	393	{}	PRESERVED_SPECIMEN	21.0	PRESENT	2118126	1	54	354	9477065	2011	2118112	2118126	2118126	Callipallene gabriellae Correa, 1948	Callipallene gabriellae Correa, 1948	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene gabriellae	Callipallene	gabriellae	SPECIES	ACCEPTED	NE	ASIA	{}	1991.0	11.0	14.0	1991-11-14	318.0	318.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:40.748+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3569@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Moolenbeek R. et al.	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3569@CRS	ZMA.PYC.3569	ICZN	Naturalis Biodiversity Center	14 nov 1991	2434399363	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3569	Animalia|Callipallenidae 							
2434364445	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:17.992+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118126	1	54	354	9477065	2011	2118112	2118126	2118126	Callipallene gabriellae Correa, 1948	Callipallene gabriellae Correa, 1948	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene gabriellae	Callipallene	gabriellae	SPECIES	ACCEPTED	NE	ASIA	{}	1991.0	11.0	23.0	1991-11-23	327.0	327.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:17.992+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3574@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Moolenbeek R. et al.	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3574@CRS	ZMA.PYC.3574	ICZN	Naturalis Biodiversity Center	23 nov 1991	2434364445	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3574	Animalia|Callipallenidae 							
2434361450	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:18.435+00:00	393	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118126	1	54	354	9477065	2011	2118112	2118126	2118126	Callipallene gabriellae Correa, 1948	Callipallene gabriellae Correa, 1948	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene gabriellae	Callipallene	gabriellae	SPECIES	ACCEPTED	NE	ASIA	{}	1991.0	11.0	21.0	1991-11-21	325.0	325.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:18.435+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3575@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Moolenbeek R. et al.	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3575@CRS	ZMA.PYC.3575	ICZN	Naturalis Biodiversity Center	21 nov 1991	2434361450	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3575	Animalia|Callipallenidae 							
2434363452	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:25.726+00:00	393	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118126	1	54	354	9477065	2011	2118112	2118126	2118126	Callipallene gabriellae Correa, 1948	Callipallene gabriellae Correa, 1948	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene gabriellae	Callipallene	gabriellae	SPECIES	ACCEPTED	NE	ASIA	{}	1991.0	11.0	20.0	1991-11-20	324.0	324.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:25.726+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3582@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Moolenbeek R. et al.	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3582@CRS	ZMA.PYC.3582	ICZN	Naturalis Biodiversity Center	20 nov 1991	2434363452	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3582	Animalia|Callipallenidae 							
2434364446	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:35.182+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118126	1	54	354	9477065	2011	2118112	2118126	2118126	Callipallene gabriellae Correa, 1948	Callipallene gabriellae Correa, 1948	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene gabriellae	Callipallene	gabriellae	SPECIES	ACCEPTED	NE	ASIA	{}	1991.0	11.0	20.0	1991-11-20	324.0	324.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:35.182+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3583@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Moolenbeek R. et al.	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3583@CRS	ZMA.PYC.3583	ICZN	Naturalis Biodiversity Center	20 nov 1991	2434364446	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3583	Animalia|Callipallenidae 							
2434361451	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:35.569+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118126	1	54	354	9477065	2011	2118112	2118126	2118126	Callipallene gabriellae Correa, 1948	Callipallene gabriellae Correa, 1948	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene gabriellae	Callipallene	gabriellae	SPECIES	ACCEPTED	NE	ASIA	{}	1991.0	11.0	15.0	1991-11-15	319.0	319.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:35.569+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3584@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Moolenbeek R. et al.	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3584@CRS	ZMA.PYC.3584	ICZN	Naturalis Biodiversity Center	15 nov 1991	2434361451	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3584	Animalia|Callipallenidae 							
2434399795	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:23.465+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118126	1	54	354	9477065	2011	2118112	2118126	2118126	Callipallene gabriellae Correa, 1948	Callipallene gabriellae Correa, 1948	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene gabriellae	Callipallene	gabriellae	SPECIES	ACCEPTED	NE	ASIA	{}	1991.0	12.0	20.0	1991-12-20	354.0	354.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:23.465+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3579@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Moolenbeek R. et al.	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	OM	[]	[]	ASIA	Oman	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3579@CRS	ZMA.PYC.3579	ICZN	Naturalis Biodiversity Center	20 dec 1991	2434399795	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3579	Animalia|Callipallenidae 							
2434362443	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:17.517+00:00	393	{}	PRESERVED_SPECIMEN	76.0	PRESENT	2118126	1	54	354	9477065	2011	2118112	2118126	2118126	Callipallene gabriellae Correa, 1948	Callipallene gabriellae Correa, 1948	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene gabriellae	Callipallene	gabriellae	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	{}	1964.0	9.0	20.0	1964-09-20	264.0	264.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:17.517+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3503@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3503@CRS	ZMA.PYC.3503	ICZN	Naturalis Biodiversity Center	20 sep 1964	2434362443	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3503	Animalia|Callipallenidae 							
207757185	96771fb8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	60383ab8-f762-11e1-a439-00145eb45e9a	c76cf030-2a95-11da-9cc1-b8a03c50a862	DE	BIOCASE	2024-07-23T05:19:40.345+00:00	2024-07-23T05:19:49.276+00:00	300	{}	PRESERVED_SPECIMEN		PRESENT	2118127	1	54	354	9477065	2011	2118112	2118126	2118126	Callipallene kenyensis Müller H.-G., 1990	Callipallene gabriellae Correa, 1948	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene gabriellae	Callipallene	kenyensis	SPECIES	SYNONYM	NE	AFRICA	{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-23T05:19:49.276+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1619'}]	[]	[]	[]	16946ec1-8db3-45b8-b084-7644384cc5f5	False				Pycnogonida	KE	[]	[]	AFRICA	Kenya	EUROPE		1619	1619			24.07. - 07.08.1989	207757185	Collection Pantopoda		Callipallenidae	1989-01-01T00:00:00	HOLOTYPE	http://sesam.senckenberg.de/page/index.asp?objekt_id=44911&sprache_kurz=en	SMF	nahe Watamu, südlich Malindi		
