key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	sex	typeStatus	identifiedBy
318004694	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.026+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-63.4	-62.2333	93.0	2.0		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.026+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22589'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004694		22589	BAS						
318004695	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.119+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-63.4333	-62.1666	91.0	0.0		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.119+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22590'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004695		22590	BAS						
318004696	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.119+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-64.2016	-62.66	94.0	1.0		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.119+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22591'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004696		22591	BAS						
318004697	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.119+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-62.9313	-60.7944	105.0	32.0	ANTARCTICA	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.119+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22592'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004697		22592	BAS						
318004698	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.134+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-63.755	-61.8083	77.5	4.5		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.134+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22593'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004698		22593	BAS						
318004699	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.137+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-62.935	-60.8166	109.0	0.0		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.137+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22594'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004699		22594	BAS						
318004700	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.129+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-62.945	-60.8266	109.0	0.0		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.129+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22595'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004700		22595	BAS						
318004701	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.134+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-62.35	-58.8083	82.0	0.0		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.134+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22596'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004701		22596	BAS						
318004702	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.138+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-62.3166	-59.0233	44.0	0.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.138+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22597'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004702		22597	BAS						
318004703	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.139+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-67.82	-68.97	21.0	0.0		{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.139+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22598'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004703		22598	BAS						
318004704	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.138+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-65.2333	-64.2	335.0	25.0	ANTARCTICA	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.138+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22599'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004704		22599	BAS						
318004705	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:20.882+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-64.2366	-62.585	84.0	14.0	ANTARCTICA	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:20.882+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22600'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004705		22600	BAS						
318004706	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:20.882+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-64.8166	-64.0333	1.0	0.0	ANTARCTICA	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:20.882+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22601'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318004706		22601	BAS						
318005307	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.717+00:00	124	{}	OCCURRENCE		PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-62.7353	-60.4616	80.0	0.0	ANTARCTICA	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.717+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39694'}]	[]	[]	[]			False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318005307		39694	BAS						
